DATASET_HEATMAP
SEPARATOR TAB
DATASET_LABEL	ResFams
COLOR	#000000
FIELD_LABELS	RF0002	RF0003	RF0004	RF0005	RF0006	RF0007	RF0027	RF0029	RF0030	RF0033	RF0034	RF0042	RF0043	RF0047	RF0049	RF0050	RF0051	RF0052	RF0053	RF0054	RF0055	RF0056	RF0057	RF0059	RF0065	RF0066	RF0067	RF0068	RF0070	RF0071	RF0072	RF0080	RF0083	RF0084	RF0089	RF0090	RF0098	RF0099	RF0100	RF0104	RF0105	RF0107	RF0111	RF0113	RF0115	RF0121	RF0123	RF0124	RF0125	RF0126	RF0127	RF0128	RF0133	RF0134	RF0135	RF0136	RF0150	RF0153	RF0154	RF0155	RF0158	RF0159	RF0166	RF0172	RF0173	RF0174
UBA11606	0.01282051282051282	0	0	0	0	1.8461538461538463	0	0	0	0.038461538461538464	0	0	0	0	0	0	0	0	0	0.24358974358974358	0	0.01282051282051282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01282051282051282	0	0	0	0	0.24358974358974358	0.0641025641025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kineosporiaceae	0.3076923076923077	0	0	0	0	4.230769230769231	0	0	0	0.5384615384615384	0	0	0	0	0	0	0	0	0.9230769230769231	0.07692307692307693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46153846153846156	0.38461538461538464	0.15384615384615385	0	0	0	0	0.7692307692307693	0.15384615384615385	0	0	0	0	0	0.46153846153846156	0	0	0	0	0	0.07692307692307693	0	0	0	0.07692307692307693	0.15384615384615385	0
Actinomarinaceae	0	0	0	0	0	0.8263888888888888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006944444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC4RG35	0	0	0	0	0	1.853658536585366	0	0	0	0.024390243902439025	0	0	0	0	0	0	0	0	0.34146341463414637	0.2926829268292683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4146341463414634	0.2682926829268293	0	0	0	0	0	0.14634146341463414	0	0	0	0	0.024390243902439025	0.024390243902439025	0	0	0	0	0	0
SZUA-35	0.3157894736842105	0	0	0	0	2.789473684210526	0	0	0	0.631578947368421	0	0	0	0	0	0	0	0	0	0	0	0.15789473684210525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05263157894736842	0	0	0	0	0.7894736842105263	0.3157894736842105	0	0	0	0	0	0.05263157894736842	0	0	0	0	0.05263157894736842	0	0	0	0	0	0	0
Anoxymicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09523809523809523	1.5238095238095237	0	0.047619047619047616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047619047619047616	0	0	0	0	0	0	0	0	0	0	0	0.047619047619047616	0	0	0	0	0	0	0
RBG-16-64-13	0.05	0.1	0	0	0	1.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0.5	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA2241	0.037037037037037035	0	0	0	0	2.962962962962963	0	0	0	0	0	0	0	0	0	0	0	0	1.3333333333333333	0.7777777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037037037037037035	0	0	0	0	0.6296296296296297	0.18518518518518517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquicultoraceae	0.06666666666666667	0.06666666666666667	0	0	0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06666666666666667	0	0	0	0	0	0.06666666666666667	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA4744	0.1111111111111111	0	0	0	0	2.2222222222222223	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1111111111111111	0	0	0	0	0.7777777777777778	0.8888888888888888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporangiaceae	1.3333333333333333	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0.6666666666666666	0	0.6666666666666666	1	0	0	0	0	0	0	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666666666666	0.3333333333333333	1	0	0	0	0	2.6666666666666665	2.3333333333333335	0	0	0	0	0	0.6666666666666666	0	0	0	0	0.3333333333333333	1	1	0	0	0	0	0
BMS3ABIN01	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kribbellaceae	0.868421052631579	0	0	0	0	4.894736842105263	0	0	0	2.0789473684210527	0	0	0	0	0	0	2.1842105263157894	0	2.289473684210526	1.368421052631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21052631578947367	0.02631578947368421	0	0	0	0	2.236842105263158	1.236842105263158	0	0	0	0	0	0	0	0	0	0	0.23684210526315788	0.9210526315789473	0.6578947368421053	0	0	0.3157894736842105	0	0
Frankiaceae	0.011627906976744186	0.011627906976744186	0	0	0	4.104651162790698	0	0	0	0.18604651162790697	0	0	0	0	0	0	0	0	0.11627906976744186	0.7790697674418605	0	0	0	0	0	0	0.05813953488372093	0	0	0	0.023255813953488372	0	0	0	0	0	0	0	0	0	0	1.0232558139534884	0	0	0	0	0.6976744186046512	0.313953488372093	0	0	0	0	0	0	0	0	0	0	0.10465116279069768	0.11627906976744186	0.1511627906976744	0	0	0	0	0.2558139534883721
UBA8592	0	0	0	0	0	1.830188679245283	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1320754716981132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018867924528301886	0	0	0	0	0.1320754716981132	0.03773584905660377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC-14	0.2	0	0	0	0	3.2	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0.6	0.4	0	0	0	0	0	0.4	0	0	0	0	0	0.4	0	0	0	0	0	0
SKUG01	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHLQ01	0.14285714285714285	0	0	0	0	2.5714285714285716	0	0	0	0.2857142857142857	0	0	0	0	0	0	0	0	0	0.2857142857142857	0	0.2857142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42857142857142855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYIV01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidimicrobiaceae	0	0	0	0	0	1.5901639344262295	0	0	0	0.08196721311475409	0	0	0	0	0	0	0	0	0.04918032786885246	0.04918032786885246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.639344262295082	0	0	0	0	0.47540983606557374	0.2786885245901639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA8190	0.2857142857142857	0	0	0	0	1.6666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14285714285714285	0	0	0	0	0.6666666666666666	0.09523809523809523	0	0	0	0	0	0.047619047619047616	0	0	0	0	0	0	0	0	0	0	0	0
JACDBD01	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinopolymorphaceae	2.111111111111111	0	0	0	0	10.555555555555555	0	0	0	0.6666666666666666	0	0	0	0	0	0.1111111111111111	0	0	2.5555555555555554	2.7777777777777777	0	0	0	0	0	0	0	0	0	0	0.5555555555555556	0	0	0	0	0	0	0	0	0	0	2.3333333333333335	0	0	0	0	1.6666666666666667	1.2222222222222223	0	0	0	0	0	0	0	0	0	0	0.6666666666666666	0.7777777777777778	0.6666666666666666	0	0	0	0	0
SZUA-232	0	0	0	0	0	1.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666666666666	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA3086	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CAIKAW01	0	0	0	0	0	1.7142857142857142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAFAQI01	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHEDJ01	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WQUG01	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA8131	0	0	0	0	0	1.8571428571428572	0	0	0.07142857142857142	0	0	0	0	0	0	0	0	0	0.07142857142857142	0.21428571428571427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21428571428571427	0.2857142857142857	0	0.35714285714285715	0	0	0	0
PALSA-610	0.4	0	0	0	0	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA-2699445	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC-67	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA4738	0.3	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CADCSY01	0.047619047619047616	0	0	0	0	3.142857142857143	0	0	0	0.14285714285714285	0	0	0	0	0	0	0	0	0	0.09523809523809523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09523809523809523	0.09523809523809523	0	0	0	0	0	0.14285714285714285	0	0	0	0	0	0.047619047619047616	0	0	0	0	0	0
Quadrisphaeraceae	0	0	0	0	0	2.8461538461538463	0	0	0	0.5384615384615384	0	0	0	0	0	0	0	0	0.46153846153846156	0.15384615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5384615384615384	0.15384615384615385	0	0	0	0	0	0.23076923076923078	0.15384615384615385	0	0	0	0	0	0.6153846153846154	0	0	0	0	0	0	0	0	0	0	0	0
JAFATL01	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PALSA-555	0	0	0	0	0	2.857142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0.047619047619047616	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9523809523809523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKKL01	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333333333	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenulisporaceae	0.46153846153846156	0	0	0	0	6.076923076923077	0	0	0	0.7692307692307693	0	0	0	0	0	0	0.15384615384615385	0	2	1.3846153846153846	0	0	0	0	0	0	0.6153846153846154	0	0	0	0	0	0	0	0	0	0	0	0	0.07692307692307693	0.07692307692307693	1.5384615384615385	0	0	0	0	1.6153846153846154	0.6153846153846154	0	0	0	0	0	0.07692307692307693	0	0	0	0	0.5384615384615384	0.5384615384615384	0.5384615384615384	0	0	0	0	0
JACDEA01	0	0	0	0	0	2.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
SHLN01	0.06666666666666667	0	0	0	0	3.066666666666667	0	0	0	0.06666666666666667	0	0	0	0	0	0	0	0	0	0.4666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7333333333333333	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JADGOU01	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGNEX01	0	0	0	0	0	2.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAKAOS01	0.4	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0
QAMH01	0	0	0	0	0	1.565217391304348	0	0	0	0	0	0	0	0	0	0	0	0	0.30434782608695654	0.8260869565217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13043478260869565	0	0	0	0	0.043478260869565216	0	0	0	0	0	0	0	0	0	0	0	0	0.5217391304347826	0	0	0	0	0	0
GCA-002748415	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WHSQ01	0.16666666666666666	0	0	0	0	1.75	0	0	0	0.08333333333333333	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08333333333333333	0.08333333333333333	0	0	0	0	0	0	0	0	0	0	0.08333333333333333	0.08333333333333333	0	0	0	0	0	0
JAHWKY01	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA-2861595	0.3333333333333333	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0
CADBOM01	0	0	0	0	0	1.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333333333	0	0	0	0
JAMDDV01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JACPNS01	0	0	0	0	0	1.8571428571428572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42857142857142855	0.14285714285714285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA912	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAAEMS01	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RBG-13-55-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23529411764705882	1.8235294117647058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058823529411764705	0	0	0	0	0	0	0	0	0	0	0	0.6470588235294118	0	0	0	0	0	0	0
D1FN1-002	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUG033	0	0	0	0	0	1.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666666666666	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666666666666	0	0	0	0
Motilibacteraceae	0	0	0	0	0	3.8	0	0	0	0.2	0	0	0	0	0	0	0	0	0.2	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0.4	0	0	0	0	0.4	0.2	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0
UBA11373	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	1.4	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0
SLCP01	0	0.3	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0
JAHWLA01	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Acidothermaceae	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHRAM01	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geothermincolaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333333333	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333333333	0.3333333333333333	0	0	0	0	0	0
HRBIN12	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06666666666666667	0	0	0	0	0	0
CADCTF01	0	0	0	0	0	6	0	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0.25	0.25	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0
UBA10799	0	0	0	0	0	1.3076923076923077	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15384615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAMDDE01	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666666666666	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Antricoccaceae	0	0	0	0	0	4	0	0	0	0.2	0	0	0	0	0	0	0	0	0.2	0.4	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	2.2	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0
UBA12327	0	0	0	0	0	1.5833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9166666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHJRV01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAJZXF01	0	0	0	0	0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JAENVV01	0	0	0	0	0	3.1666666666666665	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333333333	0	0	0	0	0.5	0.5	0	0	0	0	0	0.16666666666666666	0	0	0	0	0	0	0	0	0	0	0	0
JAEZZM01	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMCC26256	0	0	0	0	0	2.6153846153846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07692307692307693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0769230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAJZTN01	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAKAVM01	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAEUJM01	0.3333333333333333	0	0	0	0	2.3333333333333335	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHEKZ01	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oleimmundimicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA2766	0	0.2	0	0	0	1	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QHCF01	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
