Assembly_ID	Assembly_Name	BGC_Count	Genome_Size	BGC_Genome_Prop	Metallophore_Genome_Prop	NRPS_Genome_Prop	PKS_Genome_Prop
GCA_000400465	Wallemia_ichthyophaga_EXF-994_GCA_000400465	8	9655632	0.03901298226775834	0.0	0.028816756893800425	0.0
GCA_025435555	Chytriomyces_cf._hyalinus_JEL632_GCA_025435555	11	38103441	0.015685328786972284	0.0	0.01148421214766404	0.0
GCA_000467715	Hysterium_pulicare_CBS_123377_GCA_000467715	59	38112825	0.07435819832300544	0.0	0.018493774733308276	0.03292542602129336
GCA_003073855	Periconia_macrospinosa_GCA_003073855	122	54992973	0.12184853144782698	0.001569691458579626	0.040009384471721504	0.05433270538037651
GCA_003313425	Pseudopyrenochaeta_lycopersici_GCA_003313425	56	62731430	0.053418979927605664	0.002154486196153985	0.01755590459200436	0.02435860301606388
GCA_025786725	Syncephalis_fuscata_GCA_025786725	6	29358178	0.008105850437993802	0.0005669629770621324	0.0027731625579761796	0.0
GCA_000738655	Venturia_pyrina_ICMP_11032_GCA_000738655	37	40956236	0.057145021822806175	0.00207636268137531	0.015703933339968057	0.01437676059880112
GCA_003788615	Terfezia_boudieri_ATCC_MYA-4762_GCA_003788615	8	63234573	0.006933390694359555	0.0016425033818129838	0.002662926181220517	0.0032617125444968213
GCA_025399215	Globomyces_pollinis-pini_GCA_025399215	16	21646612	0.01778148931574142	0.0	0.014493307312941166	0.0
GCA_002818225	Malassezia_vespertilionis_GCA_002818225	5	7581597	0.03965932243562933	0.0	0.026491384334989054	0.008990586020333183
GCA_027604105	Chytriomyces_hyalinus_GCA_027604105	9	29515939	0.011671795364531687	0.0	0.009357317075360536	0.0011464653047290822
GCA_027597005	Phlyctochytrium_bullatum_GCA_027597005	6	40189410	0.0031892481128735157	0.0	0.0009072788080243029	0.00043459209776903915
GCA_000604185	Neurospora_sublineolata_FGSC_5508_GCA_000604185	12	34920136	0.016539454485515175	0.0	0.0014269131139695447	0.0052504663784814585
GCA_000412615	Pecoramyces_ruminantium_GCA_000412615	235	100954185	0.010496979397139405	0.0	0.009965322388566655	0.0004335630068233427
GCA_003614145	Piptocephalis_cylindrospora_GCA_003614145	3	10748482	0.001862960741805215	0.0009723233476131792	0.0009723233476131792	0.0
GCA_000836435	Fonsecaea_multimorphosa_CBS_102226_GCA_000836435	29	33447075	0.05791519886268082	0.002307675633818503	0.018995891270013894	0.012205760892394925
GCA_003118255	Trichophyton_mentagrophytes_GCA_003118255	41	22644224	0.09410978269778641	0.003179353816673073	0.05322620020010401	0.03237090394442309
GCA_002157105	Piromyces_sp._E2_GCA_002157105	56	71019055	0.022040704427846863	0.0	0.019776945778847664	0.001638532081284382
GCA_025399175	Geranomyces_variabilis_GCA_025399175	13	23695997	0.026387241693185563	0.0006804946843975377	0.019432733722915308	0.005294354147664688
GCA_003988815	Chlorencoelia_torta_GCA_003988815	39	42160231	0.05852128751381842	0.001987275638978354	0.01991326850177837	0.02280727541554504
GCA_000146915	Parastagonospora_nodorum_SN15_GCA_000146915	54	37211658	0.09583418723239905	0.0022911636992901524	0.0326196430161752	0.0389618221257435
GCA_027604345	Boothiomyces_sp._JEL0866_GCA_027604345	9	14240447	0.014284734180043645	0.0	0.008220107135681906	0.0
GCA_027596065	Siphonaria_sp._JEL0065_GCA_027596065	7	37595823	0.0057119377330827415	0.0	0.0029694522181360414	0.0009659849712559824
GCA_027596845	Quaeritorhiza_haematococci_GCA_027596845	15	48214180	0.004080210427720642	0.0	0.0025558870855005725	0.0
GCA_000149925	Puccinia_graminis_f._sp._tritici_CRL_75-36-700-3_GCA_000149925	5	88718324	0.0024912102712851066	0.0	0.0014664388835839595	0.0
GCA_001636715	Ascosphaera_apis_ARSEF_7405_GCA_001636715	14	20313079	0.036926947411566706	0.0	0.020746830158047434	0.0032594270912843885
GCA_001599695	Phaeotremella_skinneri_GCA_001599695	6	20788256	0.013752765022712825	0.0	0.0061695411101344915	0.0029681662569481537
GCA_001599595	Beverwykella_pulmonaria_GCA_001599595	61	45966240	0.09608134143667178	0.0017537871272481718	0.03804357284824689	0.03815110829165057
GCA_003610855	Erysiphe_neolycopersici_GCA_003610855	10	39869064	0.0028812815871473683	0.0	0.0016088664634815605	0.00045837544618554377
GCA_027596195	Podochytrium_sp._JEL0797_GCA_027596195	6	32060568	0.004358438066349916	0.0	0.0032602354393721283	0.002932044123485273
GCA_025526975	Fimicolochytrium_jonesii_GCA_025526975	10	30619153	0.01945664532261882	0.0028645795656071873	0.014185892078726019	0.004533796215721578
GCA_003868215	Pseudophaeomoniella_oleicola_GCA_003868215	34	26600627	0.06936671079219298	0.0020035993888414733	0.029582686152473024	0.028740976669459708
GCA_000697415	Umbelopsis_isabellina_B7317_GCA_000697415	14	21858076	0.029026754230335735	0.0007913779785558436	0.017461189173283136	0.0032768208876206672
GCA_000611775	Umbilicaria_muehlenbergii_GCA_000611775	31	34812353	0.05209619125716667	0.0	0.011129468898583213	0.03271580062399115
GCA_001630345	Calocera_viscosa_TUFC12733_GCA_001630345	15	29097227	0.029249728848731876	0.0005836294984398341	0.011855906406476466	0.0044421071464988745
GCA_001513895	Graphilbum_fragrans_GCA_001513895	22	34094998	0.039632089141052304	0.0	0.011376683465416247	0.019653528062972755
GCA_003019875	Amorphotheca_resinae_ATCC_22711_GCA_003019875	20	28632918	0.048564348209288344	0.002962569166020732	0.016564151792003875	0.01418838974078716
GCA_027604605	Borealophlyctis_nickersoniae_GCA_027604605	8	38360367	0.003133416320026344	0.0	0.0013668534505939425	0.0
GCA_003615045	Caulochytrium_protostelioides_GCA_003615045	3	21796879	0.0070381177048328795	0.0	0.005637687854302444	0.0
GCA_027604005	Dinochytrium_kinnereticum_GCA_027604005	7	31506704	0.006881487825575154	0.0	0.004745720148956235	0.0
GCA_000146045	Saccharomyces_cerevisiae_S288C_GCA_000146045	3	12157105	0.011117696194941148	0.0	0.005279135123041218	0.0
GCA_002105155	Lobosporangium_transversale_GCA_002105155	4	42768949	0.003901919591243638	0.0	0.0015162402050141563	0.0
GCA_025526915	Entophlyctis_helioformis_GCA_025526915	4	30915201	0.005206564886962889	0.0	0.0020902338626231152	0.0
GCA_003012165	Paramyrothecium_roridum_GCA_003012165	79	44740770	0.08420045072983769	0.0011797293609385803	0.039105786511944254	0.04424756212286914
GCA_000697055	Saksenaea_vasiformis_B4078_GCA_000697055	9	41822797	0.005968228284684069	0.0004109720351797609	0.002968261544056941	0.0
GCA_025526935	Cladochytrium_replicatum_GCA_025526935	12	50665862	0.012212937381781839	0.0	0.006581887425501613	0.00250306606843085
GCA_001662655	Pseudogymnoascus_verrucosus_GCA_001662655	33	30172210	0.07398659229801198	0.0	0.025816670373167892	0.030747797393694397
GCA_001604925	Phyllosticta_capitalensis_GCA_001604925	26	32358281	0.03702872844203312	0.002084165101353808	0.021374559421126232	0.009001714275242248
GCA_003705295	Sporopachydermia_lactativora_GCA_003705295	3	16343427	0.007840154944247618	0.0	0.003934792868105325	0.0
GCA_003705335	Priceomyces_medius_GCA_003705335	3	11041543	0.01088353321632674	0.0	0.005814404743974642	0.0
GCA_000442885	Zygosaccharomyces_bailii_CLIB_213_GCA_000442885	4	10268813	0.016586921974331405	0.0	0.006244636064557802	0.0
GCA_026955015	Nowakowskiella_sp._JEL0078_GCA_026955015	7	33043374	0.0015726904885681467	0.0	0.001332793678999003	0.0
GCA_003550325	Gigaspora_rosea_GCA_003550325	23	567840464	0.001903663209179119	9.220019234134748e-05	0.0015291161075129016	0.0005847910127095134
GCA_900465125	Plenodomus_biglobosus/Leptosphaeria_biglobosa_'brassicae'_group_GCA_900465125	33	34950111	0.054719168130825106	0.0008469787120275527	0.018608467366527104	0.025048074954611733
