gca	taxonomy	annotation_method	version_info	ncbi_annot_avail	funannotate_annot_avail	fasta_file	gff_file
GCA_000149305	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Rhizopodaceae;Rhizopus;Rhizopus delemar;Rhizopus delemar RA 99-880	NCBI GenBank	GCA_000149305.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_000149305.1_RO3_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_000149305.1_RO3_genomic.gff
GCA_000235945	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales;Rhizophydiales incertae sedis;Homolaphlyctis;Homolaphlyctis polyrhiza;Homolaphlyctis polyrhiza JEL 142	funannotate	GCA_000235945.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000235945/GCA_000235945.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000235945/gene_prediction_results/predict_results/GCA_000235945.gff3
GCA_003574815	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus spinulosporus	funannotate	GCA_003574815.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003574815/GCA_003574815.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003574815/gene_prediction_results/predict_results/GCA_003574815.gff3
GCA_002865625	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Hyaloscyphaceae;Hyaloscypha;Hyaloscypha hepaticicola/Rhizoscyphus ericae species complex;Hyaloscypha hepaticicola	NCBI GenBank	GCA_002865625.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_002865625.1_Rhier1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_002865625.1_Rhier1_genomic.gff
GCA_006535975	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Chytriomyces;Chytriomyces confervae	NCBI GenBank	GCA_006535975.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_006535975.1_ASM653597v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_006535975.1_ASM653597v1_genomic.gff
GCA_001513895	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Ophiostomatales;Ophiostomataceae;Graphilbum;Graphilbum fragrans	funannotate	GCA_001513895.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001513895/GCA_001513895.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001513895/gene_prediction_results/predict_results/GCA_001513895.gff3
GCA_002104975	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Neocallimastix;Neocallimastix californiae	NCBI GenBank	GCA_002104975.1	True	False	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_002104975.1_Neocallimastix_sp._G1_v1.0_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_002104975.1_Neocallimastix_sp._G1_v1.0_genomic.gff
GCA_000611775	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Umbilicariomycetidae;Umbilicariales;Umbilicariaceae;Umbilicaria;Umbilicaria muehlenbergii	funannotate	GCA_000611775.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000611775/GCA_000611775.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000611775/gene_prediction_results/predict_results/GCA_000611775.gff3
GCA_027596075	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophlyctidales;Rhizophlyctidaceae;Rhizophlyctis;Rhizophlyctis rosea	NCBI GenBank	GCA_027596075.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_027596075.1_ASM2759607v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027596075.1_ASM2759607v1_genomic.gff
GCA_002104905	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Entomophthoromycotina;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus;Basidiobolus meristosporus;Basidiobolus meristosporus CBS 931.73	NCBI GenBank	GCA_002104905.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_002104905.1_Basme2finSC_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_002104905.1_Basme2finSC_genomic.gff
GCA_000313485	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces;Wickerhamomyces ciferrii	NCBI RefSeq	GCF_000313485.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_000313485.1_ASM31348v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_000313485.1_ASM31348v1_genomic.gff
GCA_002104945	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Piromyces;Piromyces finnis	NCBI GenBank	GCA_002104945.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_002104945.1_Piromyces_sp._finnis_v3.0_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_002104945.1_Piromyces_sp._finnis_v3.0_genomic.gff
GCA_025602905	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytridiaceae;Phlyctochytrium;Phlyctochytrium arcticum	NCBI GenBank	GCA_025602905.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_025602905.1_Triarc1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025602905.1_Triarc1_genomic.gff
GCA_001692915	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporomycetidae incertae sedis;Gloniaceae;Glonium;Glonium stellatum	NCBI GenBank	GCA_001692915.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_001692915.1_Glonium_stellatum_CBS_207.34_v1.0_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_001692915.1_Glonium_stellatum_CBS_207.34_v1.0_genomic.gff
GCA_027604305	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;unclassified Chytridiales;Chytridiales sp. JEL 0842	NCBI GenBank	GCA_027604305.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_027604305.1_ASM2760430v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027604305.1_ASM2760430v1_genomic.gff
GCA_027596945	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Physocladia;Physocladia obscura	NCBI GenBank	GCA_027596945.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_027596945.1_ASM2759694v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027596945.1_ASM2759694v1_genomic.gff
GCA_025399195	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;Umbelopsis ramanniana;Umbelopsis ramanniana AG	NCBI RefSeq	GCF_025399195.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_025399195.1_Umbra1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_025399195.1_Umbra1_genomic.gff
GCA_000697415	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;Umbelopsis isabellina;Umbelopsis isabellina B7317	funannotate	GCA_000697415.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000697415/GCA_000697415.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000697415/gene_prediction_results/predict_results/GCA_000697415.gff3
GCA_000697455	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Entomophthoromycotina;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus;Basidiobolus heterosporus;Basidiobolus heterosporus B8920	funannotate	GCA_000697455.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000697455/GCA_000697455.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000697455/gene_prediction_results/predict_results/GCA_000697455.gff3
GCA_027604685	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Lobulomycetales;Lobulomycetaceae;Lobulomyces;Lobulomyces angularis	NCBI GenBank	GCA_027604685.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_027604685.1_ASM2760468v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027604685.1_ASM2760468v1_genomic.gff
GCA_004155245	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Mycosphaerellaceae;Ramularia;Ramularia coccinea	funannotate	GCA_004155245.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_004155245/GCA_004155245.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_004155245/gene_prediction_results/predict_results/GCA_004155245.gff3
GCA_002705745	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia reversa;Coemansia reversa NRRL 1564	NCBI GenBank	GCA_002705745.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_002705745.1_Coere1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_002705745.1_Coere1_genomic.gff
GCA_025526995	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;Powellomyces;Powellomyces hirtus	NCBI GenBank	GCA_025526995.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_025526995.1_Powhir1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025526995.1_Powhir1_genomic.gff
GCA_025201725	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Chytriomyces;unclassified Chytriomyces;Chytriomyces sp. MP71	NCBI GenBank	GCA_025201725.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_025201725.1_Chytri1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025201725.1_Chytri1_genomic.gff
GCA_003790465	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;Pezizomycetes;Pezizales;Morchellaceae;Morchella;Morchella conica;Morchella conica CCBAS932	NCBI GenBank	GCA_003790465.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_003790465.1_Morco1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_003790465.1_Morco1_genomic.gff
GCA_000836435	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;Chaetothyriales;Herpotrichiellaceae;Fonsecaea;Fonsecaea multimorphosa;Fonsecaea multimorphosa CBS 102226	NCBI RefSeq	GCF_000836435.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_000836435.1_Fons_mult_CBS_102226_V1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_000836435.1_Fons_mult_CBS_102226_V1_genomic.gff
GCA_001660795	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Capnodiales;Capnodiaceae;Leptoxyphium;Leptoxyphium fumago	funannotate	GCA_001660795.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001660795/GCA_001660795.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001660795/gene_prediction_results/predict_results/GCA_001660795.gff3
GCA_001599695	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Phaeotremellaceae;Phaeotremella;Phaeotremella skinneri	funannotate	GCA_001599695.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001599695/GCA_001599695.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001599695/gene_prediction_results/predict_results/GCA_001599695.gff3
GCA_003990805	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Thermoascaceae;Paecilomyces;Paecilomyces variotii	funannotate	GCA_003990805.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003990805/GCA_003990805.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003990805/gene_prediction_results/predict_results/GCA_003990805.gff3
GCA_027604665	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales;Rhizophydiales incertae sedis;Polyrhizophydium;Polyrhizophydium stewartii	NCBI GenBank	GCA_027604665.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_027604665.1_ASM2760466v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027604665.1_ASM2760466v1_genomic.gff
GCA_001638985	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Phycomycetaceae;Phycomyces;Phycomyces blakesleeanus;Phycomyces blakesleeanus NRRL 1555(-)	NCBI GenBank	GCA_001638985.2	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_001638985.2_Phybl2_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_001638985.2_Phybl2_genomic.gff
GCA_000226115	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Chaetomiaceae;Thermothielavioides;Thermothielavioides terrestris;Thermothielavioides terrestris NRRL 8126	NCBI RefSeq	GCF_000226115.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_000226115.1_ASM22611v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_000226115.1_ASM22611v1_genomic.gff
GCA_027604065	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Lobulomycetales;Lobulomycetaceae;Clydaea;Clydaea vesicula	NCBI GenBank	GCA_027604065.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_027604065.1_ASM2760406v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027604065.1_ASM2760406v1_genomic.gff
GCA_003019895	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Diaporthales;Schizoparmaceae;Coniella;Coniella lustricola	NCBI GenBank	GCA_003019895.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_003019895.1_Coniella_lustricola_v1.0_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_003019895.1_Coniella_lustricola_v1.0_genomic.gff
GCA_025526915	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Entophlyctis;Entophlyctis helioformis	NCBI GenBank	GCA_025526915.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_025526915.1_Enthel1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025526915.1_Enthel1_genomic.gff
GCA_000464535	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;Verrucariales;Verrucariaceae;Endocarpon;Endocarpon pusillum;Endocarpon pusillum Z07020	NCBI RefSeq	GCF_000464535.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_000464535.1_EPUS_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_000464535.1_EPUS_genomic.gff
GCA_027604605	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophlyctidales;Borealophlyctidaceae;Borealophlyctis;Borealophlyctis nickersoniae	NCBI GenBank	GCA_027604605.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_027604605.1_ASM2760460v1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027604605.1_ASM2760460v1_genomic.gff
GCA_003012165	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Stachybotryaceae;Paramyrothecium;Paramyrothecium roridum	funannotate	GCA_003012165.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003012165/GCA_003012165.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003012165/gene_prediction_results/predict_results/GCA_003012165.gff3
GCA_000442015	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Cryptomycota;Cryptomycota incertae sedis;Rozella;Rozella allomycis;Rozella allomycis CSF55	NCBI GenBank	GCA_000442015.1	True	False	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_000442015.1_Rozella_k41_t100_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_000442015.1_Rozella_k41_t100_genomic.gff
GCA_003614755	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Zoopagomycotina;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis;Syncephalis pseudoplumigaleata	NCBI GenBank	GCA_003614755.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes/GCA_003614755.1_Synps1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_003614755.1_Synps1_genomic.gff
GCA_003184365	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Lecanoromycetidae;Lecanorales;Lecanorineae;Parmeliaceae;Evernia;Evernia prunastri	funannotate	GCA_003184365.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003184365/GCA_003184365.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003184365/gene_prediction_results/predict_results/GCA_003184365.gff3
GCA_002104995	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxellaceae;Linderina;Linderina pennispora	NCBI RefSeq	GCF_002104995.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_002104995.1_Linpe1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_002104995.1_Linpe1_genomic.gff
GCA_003705335	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;CUG-Ser1 clade;Debaryomycetaceae;Priceomyces;Priceomyces medius	funannotate	GCA_003705335.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003705335/GCA_003705335.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003705335/gene_prediction_results/predict_results/GCA_003705335.gff3
GCA_000467715	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Hysteriales;Hysteriaceae;Hysterium;Hysterium pulicare;Hysterium pulicare CBS 123377	funannotate	GCA_000467715.1	False	True	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000467715/GCA_000467715.cleaned.sorted.masked.fa	/researchdrive_files/Personal/Rauf/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000467715/gene_prediction_results/predict_results/GCA_000467715.gff3
GCA_000354255	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Pleosporineae;Pleosporaceae;Bipolaris;Bipolaris maydis;Bipolaris maydis ATCC 48331	NCBI RefSeq	GCF_000354255.1	True	True	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_000354255.1_CocheC4_1_genomic.fna	/home/salamzade/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_000354255.1_CocheC4_1_genomic.gff
