n	n:500	L50	min	N75	N50	N25	E-size	max	sum	name
617	610	73	501	58270	116570	178933	130836	381636	26.49e6	Genomes/GCA_000504385.2_ASM50438v2_genomic.fna
12491	8734	1077	500	2041	5249	11260	8488	70765	22.85e6	Genomes/GCA_000504465.1_CryAan1.0_genomic.fna
67	67	13	1124	365747	709378	1019776	708707	1514436	25.43e6	Genomes/GCA_000507405.3_Cryp_heve_BCC8398_V1_genomic.fna
62	62	7	1106	596154	1042441	1940809	1217232	2538512	22.59e6	Genomes/GCA_000507465.3_Kwon_mang_CBS8507_V2_genomic.fna
13	13	5	1289	1661170	2116074	2592839	2303038	3949953	23.86e6	Genomes/GCA_000512565.2_Cryp_deje_CBS10117_V1_genomic.fna
12	12	3	1406	1932306	3421996	4013994	3024770	4913455	24.35e6	Genomes/GCA_000512585.2_Cryp_best_CBS10118_V1_genomic.fna
18	18	5	3104	1385850	1624992	1936658	1728668	3275001	20.82e6	Genomes/GCA_000512605.2_Cryp_pinu_CBS10737_V1_genomic.fna
48	48	2	2101	2373876	7586489	8269498	5563832	8269498	28.05e6	Genomes/GCA_000513255.1_PROQFM164_20130607_genomic.fna
180	180	11	1054	451345	929069	1830360	1108255	2575506	34.01e6	Genomes/GCA_000513335.1_PCAMFM013_20131106_genomic.fna
39	39	5	2040	2596505	4003082	6586405	4462047	7225667	51.86e6	Genomes/GCA_000516985.1_PFICI_genomic.fna
42	42	7	1116	527142	704152	1525142	1082699	2357652	17.73e6	Genomes/GCA_000517465.1_PseuAph1.0_genomic.fna
844	844	82	911	51091	110152	196125	138791	501298	31.25e6	Genomes/GCA_000523435.1_Cochliobolus_carbonum_v1.0_genomic.fna
619	619	67	937	74949	135538	257601	171145	638437	31.33e6	Genomes/GCA_000523455.1_Cochliobolus_miyabeanus_v1.0_genomic.fna
326	326	2	1954	2053808	6762451	17.61e6	8902079	17.61e6	46.74e6	Genomes/GCA_000524645.1_Rhizoctonia_solani_AG-3_genomic.fna
5152	4493	391	500	10515	23757	40771	30428	115639	32.57e6	Genomes/GCA_000530345.1_HBR18v1_genomic.fna
7	7	3	1120196	1408471	1676383	1751796	1701972	2366734	11.34e6	Genomes/GCA_000576695.1_AUH_PRJEB4427_v1_genomic.fna
953	953	47	956	90233	245012	382361	277685	1273743	36.08e6	Genomes/GCA_000576735.1_PFUSFM041_20131217_genomic.fna
2090	2090	305	1083	11453	24150	43820	30292	105720	25.4e6	Genomes/GCA_000577495.1_PCARLCP05634_20131217_genomic.fna
224	222	22	517	179394	415882	651106	437235	1211611	26.55e6	Genomes/GCA_000577715.1_PPANFM227_20131217_genomic.fna
582	582	36	1008	115231	277312	525179	351445	1223086	34.87e6	Genomes/GCA_000577785.1_PBIFFM169_20131217_genomic.fna
87	87	15	899	165383	261159	378210	291812	762636	11.33e6	Genomes/GCA_000585475.3_FQ_Hvineae_v3_genomic.fna
8	8	3	8656	3520586	4267069	4926347	4161612	5348261	27.89e6	Genomes/GCA_000585515.1_Clad_yegr_CBS_114405_V1_genomic.fna
123	123	10	1022	673898	1349617	2028664	1462101	3801303	39.33e6	Genomes/GCA_000585535.1_Clad_psam_CBS_110553_V1_genomic.fna
18	18	4	1099	1625353	3706809	3967616	3174350	4980321	28.76e6	Genomes/GCA_000585565.1_Capr_epim_CBS_606_96_V1_genomic.fna
11	11	4	1116	2515227	3203209	4430371	3281338	4601830	25.8e6	Genomes/GCA_000585585.1_Capr_coro_CBS_617_96_V1_genomic.fna
3098	3098	200	1000	28127	72747	128506	92846	423325	50.45e6	Genomes/GCA_000585705.1_Fusarium_virguliforme_1.0_genomic.fna
882	478	28	501	187171	312380	609520	458405	1669195	33.76e6	Genomes/GCA_000587855.1_B50_genomic.fna
110	110	14	1086	418952	620021	1124056	719202	1562022	26.08e6	Genomes/GCA_000600275.1_Eurhe1_genomic.fna
2917	2102	113	500	38208	84865	155079	119761	610665	34.78e6	Genomes/GCA_000604185.2_NSUB1_genomic.fna
1978	1314	65	500	74402	161406	290146	196878	585002	35.55e6	Genomes/GCA_000604205.2_NAFR1_genomic.fna
3551	2467	124	500	37662	83482	146460	113226	509897	37.2e6	Genomes/GCA_000604225.2_NPAN1_genomic.fna
6008	3512	153	500	29411	67841	129263	90729	392349	37.39e6	Genomes/GCA_000604245.2_NTER1_genomic.fna
870	467	43	500	118174	186317	322426	228397	598697	26.13e6	Genomes/GCA_000611695.1_RhzM_1.0_genomic.fna
544	421	48	509	121284	220443	348638	265667	714219	34.4e6	Genomes/GCA_000611715.1_Ochro_v1.1_genomic.fna
7	7	2	1689582	4540439	6963941	10.59e6	6661099	10.59e6	34.59e6	Genomes/GCA_000611775.1_Umbmu1.0_genomic.fna
420	420	42	1015	94348	185334	268360	199962	596576	22.85e6	Genomes/GCA_000616865.1_Tric_soud_CBS_452_61_V1_genomic.fna
956	956	120	1000	32774	58103	96221	67961	227051	22.47e6	Genomes/GCA_000622975.1_Tric_inte_MR816_V1_genomic.fna
11	11	4	1516036	2585441	3870474	4698179	3674343	5478061	35.27e6	Genomes/GCA_000633125.1_Fv1.0_genomic.fna
2048	1560	226	502	23667	47192	82659	58179	226476	35.89e6	Genomes/GCA_000671355.1_Dpinea_v1.0_genomic.fna
2411	2200	243	500	23941	45536	73448	53741	217992	35.77e6	Genomes/GCA_000696895.1_MucVelB5328-1.0_genomic.fna
1400	1215	81	500	64337	141065	223087	159869	572943	35.77e6	Genomes/GCA_000696975.1_ApoTraB9324-1.0_genomic.fna
1528	1410	107	503	46079	101064	177818	135061	469772	38.42e6	Genomes/GCA_000696995.1_ApoEleB7760-1.0_genomic.fna
1380	1153	74	500	74870	136885	213361	158029	539658	31.66e6	Genomes/GCA_000697015.1_CunEleB9769-1.0_genomic.fna
5567	5057	452	500	9410	23378	43381	30689	130670	37.83e6	Genomes/GCA_000697035.1_RhiStoB9770-1.0_genomic.fna
2417	2149	143	500	36227	79983	153029	114342	560921	42.4e6	Genomes/GCA_000697055.1_SakVasB4078-1.0_genomic.fna
883	650	34	500	144675	275505	464370	353625	1155594	31.06e6	Genomes/GCA_000697215.1_CunBer175-1.0_genomic.fna
2637	2256	283	500	16145	31300	51444	38827	238659	29.2e6	Genomes/GCA_000697235.1_CokRecB5483-1.0_genomic.fna
6360	5937	706	500	15317	27675	47270	34759	238103	65.37e6	Genomes/GCA_000697255.1_MucRacB9645-1.0_genomic.fna
3117	2805	199	500	26004	57500	101767	73055	312262	39.67e6	Genomes/GCA_000697295.1_MucIndB7402-1.0_genomic.fna
17076	14553	1667	500	7223	15634	29387	20590	127484	92.94e6	Genomes/GCA_000697335.1_ConIncB7586-1.0_genomic.fna
1284	1133	41	506	113267	221465	385070	264080	801691	29.51e6	Genomes/GCA_000697355.1_SynMonB8922-1.0_genomic.fna
58	47	8	548	747571	1154400	1370117	1090912	1877206	21.87e6	Genomes/GCA_000697415.1_UmbIsaB7317-1.0_genomic.fna
35600	22556	2782	500	1069	2864	8076	7804	139716	39.08e6	Genomes/GCA_000697455.1_BasHetB8920-1.0_genomic.fna
1702	1489	109	500	56651	109559	181925	138310	549295	40.67e6	Genomes/GCA_000697495.1_SakOblB3353-1.0_genomic.fna
414	414	15	2002	572145	1207936	2244470	1429613	3595705	57.88e6	Genomes/GCA_000697645.1_Galma1_genomic.fna
295	295	13	2013	418572	1040011	1862143	1196300	3335628	43.28e6	Genomes/GCA_000697665.1_Jaaar1_genomic.fna
12	12	5	280724	2708167	3270165	4643960	3380192	4830258	34.34e6	Genomes/GCA_000697685.1_PleosPC15_2_genomic.fna
334	334	28	2001	250600	440715	992589	671720	2149587	45.75e6	Genomes/GCA_000697705.1_Botbo1_genomic.fna
1168	1168	88	640	67423	113570	232644	158083	482981	37.46e6	Genomes/GCA_000697725.1_RhiOry99-892-1.0_genomic.fna
156	38	5	540	756704	1191871	1384987	1178597	2314398	13.52e6	Genomes/GCA_000708205.1_Mixia_osmundae_v1.0_genomic.fna
151	151	5	1011	1012690	2227564	5043948	2845571	5355656	40.98e6	Genomes/GCA_000709125.1_Exop_aqua_CBS_119918_V1_genomic.fna
1552	1335	121	501	34287	68581	125240	112234	908517	30.08e6	Genomes/GCA_000709145.1_BobtB249_1_genomic.fna
5	5	2	27017	5401029	10.46e6	13.6e6	10.23e6	13.6e6	32.52e6	Genomes/GCA_000710275.1_ASM71027v1_genomic.fna
19	19	4	17610	494198	1026592	1102953	928100	1820817	9029469	Genomes/GCA_000710315.1_Eremothecium_coryli_genomic.fna
432	406	50	500	127602	224849	398887	282133	860569	37.82e6	Genomes/GCA_000710705.2_ASM71070v2_genomic.fna
289	289	43	1002	78854	127254	240240	165182	463366	18.7e6	Genomes/GCA_000711695.1_Tilletiaria_anomala_UBC_951_v1.0_genomic.fna
980	980	125	500	42101	76549	130473	91424	280964	31.43e6	Genomes/GCA_000712455.1_CMang1.0_genomic.fna
365	365	41	533	101617	193969	286520	232991	806939	25.41e6	Genomes/GCA_000712465.1_CMo_1.0_genomic.fna
75	75	11	1128	451970	821213	1256807	921598	2141826	25.79e6	Genomes/GCA_000721755.1_Aureobasidium_pullulans_var._subglaciale_EXF-2481_v1.0_genomic.fna
47	47	9	2230	649268	1074982	1380912	1187013	2484275	25.43e6	Genomes/GCA_000721765.1_Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0_genomic.fna
209	209	26	1558	207707	354912	676744	451227	1223547	30.98e6	Genomes/GCA_000723665.1_454Minimus_genomic.fna
688	569	72	516	70452	138446	262178	186388	703770	35.55e6	Genomes/GCA_000729835.1_AhypB4728v1_genomic.fna
3603	3358	274	502	11970	34415	76023	49615	244771	38e6	Genomes/GCA_000729845.1_EbacATCC_200745v1_genomic.fna
2094	1848	164	500	24522	56460	115083	75766	272406	34.34e6	Genomes/GCA_000729855.1_ASM72985v1_genomic.fna
2034	2034	303	500	14373	27770	47824	37061	246067	28.86e6	Genomes/GCA_000731825.1_ASM73182v1_genomic.fna
176	176	11	507	786597	1378368	2103507	1496101	3171699	43.2e6	Genomes/GCA_000732125.1_ScApio1.0_genomic.fna
58	58	3	509	3349953	4695365	9077601	5427365	9077601	35.98e6	Genomes/GCA_000732205.1_ASM73220v1_genomic.fna
2802	1597	80	500	49591	117713	212528	151861	483097	33.74e6	Genomes/GCA_000732775.1_S40285v1_genomic.fna
915	809	80	562	57469	123077	196324	138590	402791	30.39e6	Genomes/GCA_000733025.2_PnBFE487-1.0_genomic.fna
247	227	16	500	390886	748609	1912781	1282885	4462183	50.18e6	Genomes/GCA_000733355.1_ASM73335v1_genomic.fna
4708	4707	254	500	16764	40813	74645	51749	227279	36.59e6	Genomes/GCA_000733645.1_Beauveria_rudraprayagi_MTCC_8017_genome_genomic.fna
1045	427	34	500	176799	330046	534149	446059	1698092	39.18e6	Genomes/GCA_000738655.1_ASM73865v1_genomic.fna
1152	1081	182	506	17007	32353	54608	38159	129862	19.12e6	Genomes/GCA_000738825.1_ASM73882v1_genomic.fna
56	56	6	5293	1789473	2844012	3235662	2889005	4960193	40.88e6	Genomes/GCA_000739165.1_Mort_vert_NRRL_6337_V1_genomic.fna
1338	1336	104	710	39133	88955	178639	123414	596154	33.81e6	Genomes/GCA_000743315.1_LigRhi1.0_genomic.fna
340	326	16	514	497514	780186	1284781	825736	1969034	34.8e6	Genomes/GCA_000743335.1_ASM74333v1_genomic.fna
197	197	8	972	491245	700946	1560377	970786	2392297	18.08e6	Genomes/GCA_000747765.1_ASM74776v1_genomic.fna
104	104	17	1106	348274	698703	1112180	800442	2066233	35.54e6	Genomes/GCA_000751375.2_UM_1400.v1_genomic.fna
9	9	3	24444	1241397	1673638	1968141	1531878	2086945	10.61e6	Genomes/GCA_000755205.1_ASM75520v1_genomic.fna
578	352	25	500	174867	313178	584127	371353	849127	25.76e6	Genomes/GCA_000758425.1_ASM75842v1_genomic.fna
776	708	54	500	58943	165106	301060	224776	890875	33.1e6	Genomes/GCA_000765035.1_BN946_genomic.fna
108	108	8	945	408172	1450612	2354639	1449664	3470881	30.25e6	Genomes/GCA_000766925.2_PP33.Version2_genomic.fna
541	512	49	502	93546	166901	293966	230281	878620	28.58e6	Genomes/GCA_000769265.1_ASM76926v1_genomic.fna
78	58	5	584	2503951	4137567	5643554	3936835	6460465	43.16e6	Genomes/GCA_000769295.1_Fave_LH27_genomic.fna
382	380	33	544	189169	301348	509890	372421	1004363	32.35e6	Genomes/GCA_000769745.1_ASM76974v1_genomic.fna
59737	59676	9536	501	2420	5810	11619	8247	71083	209.5e6	Genomes/GCA_000785685.1_ASM78568v1_genomic.fna
991	991	136	501	30867	58797	103659	69669	272016	25.95e6	Genomes/GCA_000787455.1_ASM78745v1_genomic.fna
1958	1958	246	511	17254	35184	60960	43635	195225	29.57e6	Genomes/GCA_000787465.1_ASM78746v1_genomic.fna
10349	10336	1008	500	3524	9350	20437	14497	113524	38.05e6	Genomes/GCA_000787475.1_ASM78747v1_genomic.fna
5935	5925	705	500	10379	21439	36629	27949	188417	52.2e6	Genomes/GCA_000798715.1_ASM79871v1_genomic.fna
985	981	82	500	95752	213097	401865	281406	1123271	62.94e6	Genomes/GCA_000800745.1_ASM80074v1_genomic.fna
257	257	9	774	405226	1081078	1742780	1305944	3939480	30.13e6	Genomes/GCA_000804445.1_MAM_1.0_for_version_1_of_the_Metarhizium_album_genome_genomic.fna
2687	2460	385	500	11724	22548	36991	27411	119371	28.47e6	Genomes/GCA_000806385.1_ASM80638v1_genomic.fna
1584	1430	153	502	37991	77574	137675	95040	377559	39.56e6	Genomes/GCA_000812075.1_ASM81207v1_genomic.fna
770	721	44	501	129459	279164	456284	313869	1033737	38.18e6	Genomes/GCA_000812125.1_Austus1.0_genomic.fna
521	521	31	502	130688	229173	346948	262267	922970	21.71e6	Genomes/GCA_000812245.1_ASM81224v1_genomic.fna
9716	6840	939	500	5462	11792	21362	15666	112607	39.19e6	Genomes/GCA_000812845.1_ASM81284v1_genomic.fna
7345	7342	1278	500	5307	9537	16122	11721	56381	40.25e6	Genomes/GCA_000812885.1_ASM81288v1_genomic.fna
11777	11631	964	500	5734	14738	28017	19594	107022	51.95e6	Genomes/GCA_000812895.1_ASM81289v1_genomic.fna
1405	1066	137	500	31487	58085	97611	71076	235844	26.67e6	Genomes/GCA_000813685.1_ASM81368v1_genomic.fna
1134	1134	27	988	94576	364055	902281	542711	2023299	42.01e6	Genomes/GCA_000814945.1_MAJ_1.0_genomic.fna
563	563	20	1016	170638	553708	1187421	772044	2695298	43.41e6	Genomes/GCA_000814955.1_MGU_1.0_genomic.fna
92	92	6	1008	774038	1825271	3617824	2656666	7148294	36.97e6	Genomes/GCA_000814965.1_MBR_1.0_genomic.fna
74	74	6	1002	1141617	2043883	4194774	2499814	5408747	38.33e6	Genomes/GCA_000814975.1_MAN_1.0_genomic.fna
374	374	68	10198	89686	146099	233559	208321	1159086	33.38e6	Genomes/GCA_000817285.1_ASM81728v1_genomic.fna
353	353	6	2004	1835286	3201295	3642432	2767717	4628204	41.93e6	Genomes/GCA_000818155.1_ASM81815v1_genomic.fna
298	298	15	1004	205543	403507	675286	573060	1882320	20.2e6	Genomes/GCA_000819925.1_ASM81992v1_genomic.fna
13	13	4	7914	3332410	3801356	4479865	4069610	6764108	33.21e6	Genomes/GCA_000820605.1_S_brasiliensis_5110_v1_genomic.fna
26	26	2	1101	2750870	6005859	8525079	5239329	8525079	28.4e6	Genomes/GCA_000825705.1_Allpaths-LG_genomic.fna
603	603	15	1004	253525	655142	1367228	865760	2412331	35.27e6	Genomes/GCA_000827185.1_Hydpi2_genomic.fna
1299	1299	103	1006	59176	114194	252998	184501	829627	47.69e6	Genomes/GCA_000827195.1_Laccaria_amethystina_LaAM-08-1_v1.0_genomic.fna
316	316	7	1849	1007659	1744774	2420361	1894722	4063266	33.36e6	Genomes/GCA_000827205.1_Plicr1_genomic.fna
1460	1460	71	1015	209795	467145	976084	684182	2668791	122.3e6	Genomes/GCA_000827215.1_Sphst1_genomic.fna
1944	1944	165	1001	22755	57269	119395	94342	566938	36.93e6	Genomes/GCA_000827255.1_Suilu1_genomic.fna
383	383	30	2007	301926	633788	1122893	847457	3414080	65.22e6	Genomes/GCA_000827265.1_Gymlu1_genomic.fna
1064	1064	82	1007	64763	145530	307808	229983	902289	47.45e6	Genomes/GCA_000827275.1_Pisolithus_microcarpus_441_v1.0_genomic.fna
715	715	30	1014	229970	470981	860057	596999	1558249	52.31e6	Genomes/GCA_000827315.1_Piloderma_croceum_F_1598_v1.0_genomic.fna
100	100	8	2028	1044614	1949925	2999774	2430429	6598607	46.24e6	Genomes/GCA_000827325.1_Oidiodendron_maius_Zn_v1.0_genomic.fna
610	610	33	1003	229861	505890	1019418	657614	2216478	61.58e6	Genomes/GCA_000827335.1_Pisolithus_tinctorius_Marx_270_v1.0_genomic.fna
176	176	12	1044	402618	1049130	1765186	1194189	3179672	36.21e6	Genomes/GCA_000827355.1_Hebeloma_cylindrosporum_h7_v2.0_genomic.fna
6945	6945	847	1000	6129	14929	34369	24974	235740	52.98e6	Genomes/GCA_000827395.1_Paxillus_rubicundulus_Ve08.2h10_v1.0_genomic.fna
546	546	28	1033	138339	314114	777313	498181	1834410	35.47e6	Genomes/GCA_000827415.1_Sebacina_vermifera_MAFF_305830_v1.0_genomic.fna
938	938	62	1002	128154	230839	428005	332127	1165685	52.73e6	Genomes/GCA_000827425.1_Scleroderma_citrinum_Foug_A_v1.0_genomic.fna
1335	1335	109	1004	64719	139404	243620	177977	836572	52.04e6	Genomes/GCA_000827465.1_Tulasnella_calospora_AL13_4D_v1.0_genomic.fna
2681	2681	30	1970	24242	298890	1225432	662840	2491412	49.1e6	Genomes/GCA_000827475.1_Paxillus_involutus_ATCC_200175_v1.0_genomic.fna
1101	1101	48	1011	65169	158437	498788	335496	1432689	35.83e6	Genomes/GCA_000827485.1_Amanita_muscaria_Koide_BX008_v1.0_genomic.fna
704	704	43	884	152282	295799	630150	416630	1725531	46.51e6	Genomes/GCA_000827495.1_Hypsu1_genomic.fna
60	60	6	1481	1254836	2613090	3456311	2434719	4139277	35.73e6	Genomes/GCA_000829775.1_TcelY94_1.0_genomic.fna
573	573	71	959	61288	119713	217240	158747	612267	29.7e6	Genomes/GCA_000832265.1_Phlgi1_genomic.fna
6542	2390	188	500	20438	44439	84209	56963	234128	29.86e6	Genomes/GCA_000833645.1_ASM83364v1_genomic.fna
5	5	2	11062	7150854	7887626	9931881	7877664	9931881	29.48e6	Genomes/GCA_000835395.1_Exop_side_CBS121828_V1_genomic.fna
13	13	3	1187	3888973	4944232	5159558	4450427	6059624	31.61e6	Genomes/GCA_000835435.1_Capr_semi_CBS27337_V1_genomic.fna
11	11	4	1062	3423108	4529264	5201988	4280221	5375332	34.63e6	Genomes/GCA_000835455.1_Fons_pedr_CBS_271_37_V1_genomic.fna
60	60	9	1589	1001688	1665477	2277604	1590509	2735919	36.64e6	Genomes/GCA_000835475.1_Clad_bant_CBS_173_52_V1_genomic.fna
277	277	4	1038	4168517	6024883	7062103	5750000	8229750	42.97e6	Genomes/GCA_000835495.1_Clad_immu_CBS83496_V1_genomic.fna
15	15	3	1041	4006962	5038207	5196726	4577602	5553499	31.39e6	Genomes/GCA_000835505.1_Exop_xeno_CBS118157_V1_genomic.fna
143	143	5	1191	1765177	3376354	4120270	2784138	4462897	37.92e6	Genomes/GCA_000835515.1_Exop_olig_CBS72588_V1_genomic.fna
17	17	4	1319	3044383	3814146	5062008	3695119	5128815	32.43e6	Genomes/GCA_000835555.1_Rhin_mack_CBS_650_93_V1_genomic.fna
28	28	4	1026	2763221	3790511	3927876	3768317	6181564	32.87e6	Genomes/GCA_000836115.1_Exop_spin_CBS89968_V1_genomic.fna
225	225	17	588	178664	303861	396276	291746	584443	13.02e6	Genomes/GCA_000836135.1_Tw_assembly_v1.1_genomic.fna
529	527	28	513	80322	182046	242177	173014	397770	13.65e6	Genomes/GCA_000836155.1_Td_assembly_v1.1_genomic.fna
865	865	29	655	78052	179773	295070	189610	478352	15.54e6	Genomes/GCA_000836175.1_Tf_assembly_v1.1_genomic.fna
335	335	20	540	87358	172577	324416	237990	892517	11.98e6	Genomes/GCA_000836195.1_Tp_assembly_v1.1_genomic.fna
9	9	3	90892	3542214	5100241	5496116	4821169	6136494	29.26e6	Genomes/GCA_000836275.1_Exop_meso_CBS40295_V1_genomic.fna
367	367	17	1005	238923	572561	1000503	632295	1367193	31.35e6	Genomes/GCA_000836295.1_O_gall_CBS43764_genomic.fna
67	67	11	1008	505895	962369	1475332	1122213	2521268	33.43e6	Genomes/GCA_000836435.1_Fons_mult_CBS_102226_V1_genomic.fna
1149	1149	94	1000	38931	89590	168162	126859	527617	31.55e6	Genomes/GCA_000934385.1_Cylto1_genomic.fna
588	588	27	1004	164562	346788	610923	477061	1541958	33.51e6	Genomes/GCA_000934395.1_Fishe1_genomic.fna
911	911	48	862	139874	336363	638154	462356	1533176	57.94e6	Genomes/GCA_000935225.1_ASM93522v1_genomic.fna
24	24	5	13085	718522	910453	1026446	920314	1828954	11.09e6	Genomes/GCA_000938715.1_LALA0_genomic.fna
15637	2121	62	500	73668	172780	269966	317956	2164978	38e6	Genomes/GCA_000938895.1_PP.v1_genomic.fna
62	62	5	850	2443358	3304607	4166353	3205931	4901019	34.34e6	Genomes/GCA_000943775.1_ASM94377v1_genomic.fna
74	74	8	2029	729093	1220876	2259017	1515040	3085450	30.69e6	Genomes/GCA_000945115.1_Lramosa_hybrid_454_Illumina_genomic.fna
1283	1278	114	534	45015	86226	134357	107272	405738	31.79e6	Genomes/GCA_000950595.1_ASM95059v1_genomic.fna
167	167	8	1257	932692	1718111	1934737	1470154	2325364	30.48e6	Genomes/GCA_000950635.1_ASM95063v1_genomic.fna
7	7	2	105864	4769954	7653734	11.92e6	7828168	11.92e6	35.23e6	Genomes/GCA_000952775.2_ASM95277v2_genomic.fna
736	736	34	1954	86201	382494	996148	515274	1665009	49.87e6	Genomes/GCA_000956045.1_ASM95604v1_genomic.fna
753	743	83	501	68895	140138	248865	169452	484987	39.46e6	Genomes/GCA_000956085.1_ASM95608v1_genomic.fna
16	16	3	4069	2465278	4335172	5645971	4205188	6370196	32.37e6	Genomes/GCA_000961545.1_S_schenckii_v1_genomic.fna
475	472	26	500	217866	580363	1205475	776545	2737978	54.64e6	Genomes/GCA_000963775.2_ASM96377v2_genomic.fna
862	862	128	1004	36354	65650	117737	83392	269342	28.25e6	Genomes/GCA_000968595.1_ASM96859v1_genomic.fna
2315	1441	85	500	48053	93409	173993	117649	476481	27.63e6	Genomes/GCA_000968615.1_ASM96861v1_genomic.fna
1766	1761	244	510	19525	36626	62848	44339	139934	30.24e6	Genomes/GCA_000970515.2_PV808_April18ReSeqReAss_genomic.fna
1213	1109	120	500	37335	78108	122265	89264	392747	29.14e6	Genomes/GCA_000978885.1_ASM97888v1_genomic.fna
6895	3418	138	500	28575	70469	131278	97476	589648	34.6e6	Genomes/GCA_000983655.1_ASM98365v1_genomic.fna
116	116	4	2006	1896485	2172610	5419720	3295260	6011375	33.24e6	Genomes/GCA_000985935.1_PIS_genomic.fna
4177	3072	207	500	18992	38345	64013	44674	166932	26.04e6	Genomes/GCA_000986645.1_ASM98664v1_genomic.fna
3502	2644	351	500	9419	18541	33722	25332	105580	23.37e6	Genomes/GCA_000987905.1_ASM98790v1_genomic.fna
40	40	5	1237	384746	773536	1004982	807989	1592414	9760869	Genomes/GCA_001005415.1_ASM100541v1_genomic.fna
11700	4788	350	500	17836	35330	62733	43145	164667	42.06e6	Genomes/GCA_001005785.1_ASM100578v1_genomic.fna
702	529	50	502	94372	178552	279680	204532	648153	27.43e6	Genomes/GCA_001006345.1_UCRPA7V1.0_genomic.fna
767	767	72	962	38023	75373	146809	108189	395414	20.07e6	Genomes/GCA_001006505.1_ASM100650v1_genomic.fna
266	165	5	503	1694008	2032926	2481215	1847159	2537926	19.16e6	Genomes/GCA_001007165.2_Xden1_genomic.fna
425	410	43	545	218990	396856	586147	468409	1418514	51.7e6	Genomes/GCA_001007845.1_E202H_v1_genomic.fna
2630	1120	31	500	139469	300552	463810	341558	1004627	28.31e6	Genomes/GCA_001008035.1_Atex_B6155_v1_genomic.fna
2512	1138	63	500	60404	171800	277143	218931	951101	37.03e6	Genomes/GCA_001008065.1_ASM100806v1_genomic.fna
36463	7394	551	500	5796	14589	25609	17802	76281	27.65e6	Genomes/GCA_001008265.1_ASM100826v1_genomic.fna
27	27	8	82225	652314	875830	1566833	1041848	2009762	20.07e6	Genomes/GCA_001010845.1_ASM101084v1_genomic.fna
1291	1291	103	1005	54752	121276	215270	179114	1181666	44.37e6	Genomes/GCA_001020605.1_Schpa1_genomic.fna
1434	708	8	500	511984	1476643	2790226	1758901	4943945	39.03e6	Genomes/GCA_001021365.1_ASM102136v1_genomic.fna
180	180	29	1028	117759	216041	364893	254782	646631	19.83e6	Genomes/GCA_001027345.1_Triol1_genomic.fna
179	177	25	556	68457	129090	233394	162222	412106	10.87e6	Genomes/GCA_001039675.1_AGH_PRJEB150_V1_genomic.fna
23102	5943	446	500	15874	31981	54419	40818	240030	48.02e6	Genomes/GCA_001043855.1_ASM104385v1_genomic.fna
123	123	15	666	136909	248381	361639	290707	807234	11.56e6	Genomes/GCA_001046915.1_ASM104691v1_genomic.fna
101	101	10	748	184875	351735	499329	371875	840382	10.2e6	Genomes/GCA_001046935.1_ASM104693v1_genomic.fna
186	182	23	585	79478	145552	241621	175053	488864	10.84e6	Genomes/GCA_001046975.1_ASM104697v1_genomic.fna
87	87	5	1020	2216580	3339841	4023136	3004894	4631143	35.63e6	Genomes/GCA_001048715.1_Pbras_Allpaths-LG_genomic.fna
885	876	148	505	36144	68512	108023	78294	286634	31.86e6	Genomes/GCA_001050175.1_Tpara_v1.0_genomic.fna
227	78	5	504	4590258	5060656	5611881	4544778	6133942	48.28e6	Genomes/GCA_001051155.2_ASM105115v2_genomic.fna
251	250	37	752	54760	109957	173460	116883	266934	12.23e6	Genomes/GCA_001077315.1_ASM107731v1_genomic.fna
182489	9675	1161	500	4420	9827	22007	17435	157121	47.16e6	Genomes/GCA_001179705.1_Baeospora_myosura-8_genomic.fna
204508	3632	329	501	10209	26714	58579	43128	243248	35.55e6	Genomes/GCA_001179725.1_Macrocystidia_cucumis-8_genomic.fna
111201	19571	1822	500	2054	6412	16369	12210	176415	53.16e6	Genomes/GCA_001179745.1_Cla_fum_l100.fa_genomic.fna
172	172	12	1041	363147	655543	1497122	942939	2258558	30.24e6	Genomes/GCA_001189435.1_Tophv1.0_genomic.fna
99	98	14	508	150123	262520	504737	336053	849369	12.33e6	Genomes/GCA_001189475.1_ASM118947v1_genomic.fna
414	414	21	938	246168	497503	962563	603102	1562661	35e6	Genomes/GCA_001191545.1_ASM119154v1_genomic.fna
2604	2475	380	511	15876	31798	52445	40170	247498	40.59e6	Genomes/GCA_001247705.1_ASM124770v1_genomic.fna
409	385	7	515	1316459	2760953	3547752	2561749	5316938	51.5e6	Genomes/GCA_001262555.1_ASM126255v1_genomic.fna
15715	14375	1437	500	6245	14148	25038	17958	119606	70.41e6	Genomes/GCA_001263375.1_ASM126337v1_genomic.fna
229	212	22	507	47186	110094	185277	133652	449145	7574519	Genomes/GCA_001264625.1_ASM126462v1_genomic.fna
76	65	5	604	375030	522589	730182	693819	1667054	7455685	Genomes/GCA_001264635.1_ASM126463v1_genomic.fna
117	84	8	516	207947	372469	438498	369841	900065	7646039	Genomes/GCA_001264685.1_ASM126468v1_genomic.fna
49	33	2	617	461292	1447729	3069898	1665190	3069898	8093522	Genomes/GCA_001264885.1_ASM126488v1_genomic.fna
1709	1274	90	502	7635	23179	47306	29916	110489	7678638	Genomes/GCA_001264985.1_ASM126498v1_genomic.fna
