name	domain_evalue	domain_score	meets_ga
GCA_002162485|CDS_6179|53|219	6.9e-25	95.5	True
GCA_001447215|CDS_10125|275|439	6.8e-25	95.5	True
GCA_002162485|CDS_3519|188|334	9.5e-25	95.0	True
GCA_001692735|CDS_9814|62|225	7.7e-25	95.3	True
GCA_000963775|CDS_11258|47|212	8.8e-25	95.1	True
GCA_002105025|CDS_1614|51|189	6.7e-25	95.5	True
GCA_001557505|CDS_8987|61|221	6.7e-25	95.5	True
GCA_003184365|CDS_9035|44|188	4.5e-25	96.1	True
GCA_001692735|CDS_11415|1852|2006	2.9e-24	93.5	True
GCA_002162545|CDS_6120|68|249	1.8e-24	94.1	True
GCA_000467715|CDS_6923|470|615	8.4e-25	95.2	True
GCA_000836435|CDS_8684|84|225	8.3e-25	95.2	True
GCA_000836435|CDS_167|51|200	7.8e-25	95.3	True
GCA_000738655|CDS_3309|356|520	1.1e-24	94.8	True
GCA_001513895|CDS_6372|64|264	8.1e-24	92.0	True
GCA_001510565|CDS_3449|251|406	7.1e-25	95.4	True
GCA_003184365|CDS_4089|195|346	8.4e-25	95.2	True
GCA_002105025|CDS_15727|270|427	9.9e-25	95.0	True
GCA_001662655|CDS_6097|83|178	2.5e-21	83.9	True
GCA_001662655|CDS_6097|296|310	2.5e+02	9.3	False
GCA_002865625|CDS_4111|255|402	8e-25	95.3	True
GCA_002865625|CDS_11517|1|135	4.6e-24	92.8	True
GCA_002105025|CDS_8119|57|222	4.2e-22	86.4	True
GCA_002105025|CDS_8119|260|289	9.3e+02	7.5	False
GCA_003016335|CDS_12166|1|89	4.8e-25	96.0	True
GCA_002865625|CDS_11544|359|504	7.6e-25	95.3	True
GCA_000732205|CDS_4843|215|396	1.1e-24	94.8	True
GCA_000963775|CDS_13303|191|392	3.6e-24	93.1	True
GCA_001599595|CDS_9019|47|186	2.5e-24	93.6	True
GCA_900536445|CDS_3303|103|208	1.4e-24	94.4	True
GCA_003988945|CDS_3217|197|340	3.2e-24	93.3	True
GCA_003073855|CDS_7|63|251	1e-24	94.9	True
GCA_002865625|CDS_7681|47|129	5.5e-25	95.8	True
GCA_001662655|CDS_9220|75|234	9.2e-25	95.1	True
GCA_900290415|CDS_10761|230|386	7.5e-25	95.3	True
GCA_900073065|CDS_17702|69|229	7.1e-25	95.4	True
GCA_000146915|CDS_422|69|204	8.7e-25	95.1	True
GCA_002865625|CDS_5582|27|222	2.2e-24	93.8	True
GCA_000516985|CDS_11069|59|236	9.9e-25	95.0	True
GCA_001566295|CDS_9290|52|201	1.1e-24	94.8	True
GCA_003012165|CDS_3630|259|411	8.2e-25	95.2	True
GCA_002105025|CDS_1797|60|193	4.7e-25	96.0	True
GCA_003795315|CDS_1323|62|233	7.3e-25	95.4	True
GCA_003313425|CDS_9485|55|231	8.7e-25	95.1	True
GCA_001566295|CDS_10673|133|301	8.5e-25	95.2	True
GCA_003264845|CDS_2497|191|337	8.3e-25	95.2	True
GCA_001600455|CDS_6929|124|275	4.8e-25	96.0	True
GCA_003313425|CDS_12006|93|252	1.1e-24	94.8	True
GCA_003049485|CDS_8037|294|485	2.4e-24	93.7	True
GCA_003073855|CDS_7683|192|347	9.1e-25	95.1	True
GCA_003264845|CDS_7519|49|221	7.8e-25	95.3	True
GCA_003868215|CDS_6144|204|347	8.2e-25	95.2	True
GCA_002105025|CDS_13692|446|588	9.4e-25	95.0	True
GCA_000467715|CDS_12119|254|409	7.7e-25	95.3	True
GCA_000516985|CDS_3824|46|218	9.7e-25	95.0	True
GCA_900073065|CDS_13719|232|377	9e-25	95.1	True
GCA_003988795|CDS_2064|48|218	8.2e-25	95.2	True
GCA_002778095|CDS_3326|259|456	1.5e-23	91.1	True
GCA_000442125|CDS_1474|49|220	8.4e-25	95.2	True
GCA_001692915|CDS_3288|50|196	6.6e-25	95.5	True
GCA_003019895|CDS_8227|83|217	8e-25	95.2	True
GCA_003988795|CDS_8966|250|403	1.3e-24	94.6	True
GCA_001557505|CDS_7097|660|822	1e-24	94.9	True
GCA_002865625|CDS_9488|45|207	1.9e-24	94.0	True
GCA_003016335|CDS_11761|42|268	3.4e-23	90.0	True
GCA_002081935|CDS_7042|84|250	9.9e-25	95.0	True
GCA_000464535|CDS_4202|54|220	9e-25	95.1	True
GCA_001692915|CDS_5265|264|452	4.5e-24	92.8	True
GCA_003019875|CDS_2985|136|276	1.6e-24	94.3	True
GCA_000338955|CDS_8720|235|399	1e-24	94.9	True
GCA_000516985|CDS_4011|9|158	1.1e-24	94.8	True
GCA_900073065|CDS_15207|76|204	1.1e-24	94.8	True
GCA_003019875|CDS_7703|121|268	8.8e-25	95.1	True
GCA_002081935|CDS_4222|64|211	1.4e-24	94.5	True
GCA_000365145|CDS_860|54|202	8.9e-25	95.1	True
GCA_002368545|CDS_4078|44|180	8.2e-25	95.2	True
GCA_003016335|CDS_10151|51|233	1.5e-24	94.4	True
GCA_002261195|CDS_3005|36|186	7.7e-25	95.3	True
GCA_003385255|CDS_8781|42|218	2.6e-24	93.6	True
GCA_003016335|CDS_6213|301|453	1.1e-24	94.8	True
GCA_001642045|CDS_11779|62|211	9e-25	95.1	True
GCA_002240705|CDS_10524|45|205	1e-24	94.9	True
GCA_000146915|CDS_1504|79|217	5.6e-25	95.8	True
GCA_001566295|CDS_5173|215|390	1.1e-24	94.8	True
GCA_000349385|CDS_8814|187|344	9.1e-25	95.1	True
GCA_000516985|CDS_2646|743|884	2.4e-24	93.7	True
GCA_001895945|CDS_9103|249|443	1.5e-24	94.4	True
GCA_003012165|CDS_5560|118|283	2.4e-24	93.7	True
GCA_002865625|CDS_2126|49|146	8e-25	95.3	True
GCA_003671545|CDS_427|51|203	1.2e-24	94.7	True
GCA_001481775|CDS_1434|51|200	9.5e-25	95.0	True
GCA_001642045|CDS_3537|260|413	1e-24	94.9	True
GCA_900073065|CDS_55|775|926	1.1e-24	94.8	True
GCA_002865625|CDS_3516|133|300	1e-24	94.9	True
GCA_002938385|CDS_13778|115|258	1.8e-24	94.1	True
GCA_001599595|CDS_8550|47|85	0.23	19.1	False
GCA_001599595|CDS_8550|137|247	3e-18	73.9	True
GCA_001692735|CDS_849|47|247	1.5e-24	94.3	True
GCA_000836295|CDS_7694|56|209	1.1e-24	94.8	True
GCA_002865625|CDS_11952|68|274	4.5e-24	92.8	True
GCA_000464535|CDS_2890|146|288	1.3e-24	94.6	True
GCA_003868215|CDS_4041|44|167	6.2e-24	92.4	True
GCA_900073065|CDS_7752|230|386	1e-24	94.9	True
GCA_003313425|CDS_9998|236|383	1.2e-24	94.7	True
GCA_001692735|CDS_7576|36|124	8e-25	95.2	True
GCA_001662655|CDS_3816|289|442	1.1e-24	94.8	True
GCA_003016335|CDS_14880|43|206	1.2e-24	94.7	True
GCA_002081935|CDS_1696|14|177	2.4e-24	93.7	True
GCA_003073855|CDS_1999|216|372	1.5e-24	94.4	True
GCA_002162545|CDS_6866|45|183	1e-24	94.9	True
GCA_002927785|CDS_8951|29|174	1.1e-24	94.7	True
GCA_000464535|CDS_2751|232|380	1.3e-24	94.6	True
GCA_001636725|CDS_4408|228|403	1.5e-24	94.4	True
GCA_000442125|CDS_4072|54|204	1.5e-24	94.4	True
GCA_000516985|CDS_10533|108|240	3.4e-24	93.2	True
GCA_900290415|CDS_6163|59|198	1.5e-23	91.1	True
GCA_900536445|CDS_9294|137|283	1.2e-24	94.7	True
GCA_002865625|CDS_11919|52|178	7e-25	95.4	True
GCA_001557505|CDS_12144|194|341	1.4e-24	94.4	True
GCA_001566295|CDS_8341|53|202	1.2e-24	94.7	True
GCA_000467715|CDS_8186|29|185	1.2e-24	94.6	True
GCA_000354255|CDS_9847|67|221	1e-24	94.9	True
GCA_001566295|CDS_8856|172|336	1.1e-24	94.7	True
GCA_900073065|CDS_6292|44|190	1.1e-24	94.8	True
GCA_003016335|CDS_7380|46|204	1.2e-24	94.7	True
GCA_001600455|CDS_4942|82|279	2.3e-24	93.8	True
GCA_001599595|CDS_11475|12|128	8.7e-25	95.1	True
GCA_000738655|CDS_3819|37|198	1.8e-24	94.1	True
GCA_003313735|CDS_143|251|395	1.5e-24	94.4	True
GCA_000365145|CDS_5469|51|205	1.7e-24	94.2	True
GCA_000963775|CDS_7867|49|135	3.6e-23	89.9	True
GCA_900073065|CDS_15791|123|274	1.4e-24	94.5	True
GCA_000467715|CDS_6442|57|209	1.1e-24	94.8	True
GCA_003019895|CDS_4061|47|173	8.9e-24	91.9	True
GCA_003313425|CDS_6126|65|242	2.2e-24	93.8	True
GCA_000516985|CDS_11746|46|173	2.2e-23	90.6	True
GCA_003016335|CDS_14867|687|827	1.6e-24	94.3	True
GCA_000365145|CDS_1922|69|201	1.5e-24	94.3	True
GCA_001557505|CDS_5762|113|283	1.3e-24	94.6	True
GCA_002105025|CDS_9956|60|239	4e-24	93.0	True
GCA_000226115|CDS_9080|46|145	9.2e-25	95.1	True
GCA_000354255|CDS_6099|49|194	1.2e-24	94.7	True
GCA_001692735|CDS_8354|42|191	1.6e-24	94.2	True
GCA_900073065|CDS_3639|69|206	2.7e-24	93.5	True
GCA_900073065|CDS_15966|45|206	1.8e-24	94.1	True
GCA_000836435|CDS_11002|118|316	1.6e-23	91.0	True
GCA_002798055|CDS_6333|69|251	1.3e-24	94.6	True
GCA_000354255|CDS_9550|69|228	2e-24	94.0	True
GCA_002865625|CDS_16603|37|189	1.3e-24	94.6	True
GCA_002105025|CDS_11160|49|208	1.4e-24	94.4	True
GCA_002368545|CDS_4533|262|404	1.4e-24	94.4	True
GCA_001563115|CDS_827|246|397	2.3e-24	93.8	True
GCA_002927785|CDS_1496|195|346	1.3e-24	94.6	True
GCA_002865625|CDS_12039|61|219	2e-24	93.9	True
GCA_000464535|CDS_2089|43|198	1.3e-24	94.5	True
GCA_001662655|CDS_419|192|343	1.5e-24	94.4	True
GCA_003313425|CDS_4546|271|370	4.6e-19	76.6	True
GCA_003313425|CDS_4546|525|556	2.7	15.7	False
GCA_900290415|CDS_10783|47|203	1.5e-24	94.4	True
GCA_001692735|CDS_7490|243|431	8.1e-24	92.0	True
GCA_001642045|CDS_6144|235|392	1.5e-24	94.3	True
GCA_900290415|CDS_9038|95|266	2.4e-24	93.7	True
GCA_002240705|CDS_5812|194|347	1.6e-24	94.3	True
GCA_900073065|CDS_10085|83|209	3.9e-24	93.0	True
GCA_003016335|CDS_5493|42|222	2.7e-24	93.6	True
GCA_003264845|CDS_430|216|386	1.8e-24	94.1	True
GCA_001600455|CDS_274|205|356	2.1e-24	93.9	True
GCA_001692915|CDS_10097|861|1005	1.9e-24	94.0	True
GCA_000738655|CDS_1006|50|215	6.2e-24	92.4	True
GCA_003049485|CDS_8707|785|934	1.7e-24	94.2	True
GCA_001600455|CDS_9287|186|333	1.5e-24	94.4	True
GCA_000442125|CDS_5150|48|215	1.5e-24	94.4	True
GCA_000516985|CDS_6728|222|349	1.9e-24	94.0	True
GCA_003313425|CDS_9238|237|389	1.7e-24	94.2	True
GCA_900073065|CDS_263|113|272	1.9e-24	94.1	True
GCA_001895945|CDS_13605|259|432	5.7e-24	92.5	True
GCA_003313735|CDS_6454|45|227	4.1e-24	93.0	True
GCA_000225545|CDS_8685|622|781	1e-24	94.9	True
GCA_001510565|CDS_6741|291|434	2.1e-24	93.9	True
GCA_000349385|CDS_515|130|281	1.6e-24	94.3	True
GCA_004335205|CDS_8178|63|174	4.7e-22	86.3	True
GCA_002865625|CDS_8598|232|393	1.5e-24	94.3	True
GCA_003385255|CDS_257|274|411	1.6e-24	94.3	True
GCA_002865625|CDS_10902|47|133	1.3e-24	94.6	True
GCA_003868215|CDS_7329|96|273	1.8e-24	94.1	True
GCA_003012165|CDS_5574|152|286	3.5e-24	93.2	True
GCA_001692915|CDS_9284|201|354	2e-24	93.9	True
GCA_900618795|CDS_6680|50|215	3.2e-24	93.3	True
GCA_900536445|CDS_9305|54|153	1.3e-21	84.8	True
GCA_900536445|CDS_9305|258|284	8.6e+02	7.6	False
GCA_002865625|CDS_15619|155|298	1.6e-24	94.3	True
GCA_900073065|CDS_15412|96|208	1.9e-24	94.0	True
GCA_000836435|CDS_8369|222|396	2.1e-24	93.9	True
GCA_001599595|CDS_6742|211|407	5.2e-24	92.6	True
GCA_003988795|CDS_9692|55|211	2e-24	93.9	True
GCA_003868215|CDS_451|77|219	1.8e-24	94.1	True
GCA_001600455|CDS_2322|220|366	2.1e-24	93.9	True
GCA_001600455|CDS_8646|240|386	1.7e-24	94.2	True
GCA_002081935|CDS_11205|862|1015	2.9e-24	93.4	True
GCA_003264845|CDS_8339|148|296	1.9e-24	94.0	True
GCA_003795315|CDS_9056|257|392	4.3e-24	92.9	True
GCA_003988795|CDS_869|56|256	1.1e-23	91.6	True
GCA_900290415|CDS_7958|54|241	3.3e-24	93.3	True
GCA_003012165|CDS_3390|83|241	1.8e-24	94.1	True
GCA_001600455|CDS_8730|211|391	2.8e-24	93.5	True
GCA_002105095|CDS_5585|46|213	2e-24	93.9	True
GCA_002240705|CDS_11834|57|215	1.9e-24	94.0	True
GCA_900073065|CDS_14893|244|443	4.4e-24	92.8	True
GCA_003019895|CDS_3404|54|208	2e-24	94.0	True
GCA_002865625|CDS_8879|72|216	1.4e-24	94.5	True
GCA_900290415|CDS_9623|158|263	3e-20	80.4	True
GCA_002081935|CDS_5305|58|241	6.7e-24	92.3	True
GCA_900536445|CDS_6357|774|924	2.2e-24	93.8	True
GCA_003016335|CDS_10438|29|173	1.7e-24	94.2	True
GCA_001599595|CDS_11869|202|358	2.6e-24	93.6	True
GCA_001481775|CDS_5741|259|402	2.2e-24	93.8	True
GCA_003868215|CDS_2857|223|366	2.2e-24	93.8	True
GCA_001481775|CDS_9662|62|252	7.8e-24	92.0	True
GCA_002105025|CDS_9183|41|169	1.8e-24	94.1	True
GCA_000365145|CDS_5474|80|232	2e-24	94.0	True
GCA_001600455|CDS_5613|720|893	3.1e-24	93.3	True
GCA_001599595|CDS_3932|266|408	2.1e-24	93.9	True
GCA_001692735|CDS_13585|14|145	4.3e-24	92.9	True
GCA_003988795|CDS_9759|61|230	3.6e-24	93.1	True
GCA_001557505|CDS_8569|217|361	2.1e-24	93.9	True
GCA_003671545|CDS_9575|96|260	2.3e-24	93.8	True
GCA_003795315|CDS_6859|58|220	1.2e-24	94.6	True
GCA_001636725|CDS_4536|47|249	4.3e-24	92.9	True
GCA_001636725|CDS_5934|47|220	1.9e-24	94.0	True
GCA_001692915|CDS_7862|70|223	2.2e-24	93.8	True
GCA_001600455|CDS_357|304|494	7.7e-24	92.1	True
GCA_002081935|CDS_7231|69|220	1.3e-24	94.6	True
GCA_002162545|CDS_8778|233|380	2e-24	94.0	True
GCA_002105025|CDS_7398|208|363	2.6e-24	93.6	True
GCA_002105025|CDS_14241|42|190	1.6e-24	94.3	True
GCA_002865625|CDS_970|17|143	2.4e-23	90.5	True
GCA_002240705|CDS_11756|61|202	2.1e-24	93.9	True
GCA_900465125|CDS_8564|9|141	2.5e-24	93.7	True
GCA_001566295|CDS_10670|281|448	2.3e-24	93.8	True
GCA_000349385|CDS_665|116|294	2.2e-24	93.8	True
GCA_000812075|CDS_4568|179|314	2.1e-24	93.9	True
GCA_003012165|CDS_5634|45|213	3.5e-24	93.2	True
GCA_000963775|CDS_14678|157|309	2.7e-24	93.6	True
GCA_003988795|CDS_6365|68|225	2e-24	93.9	True
GCA_003073855|CDS_7627|43|216	2.6e-24	93.6	True
GCA_900073065|CDS_3230|47|147	1.7e-24	94.2	True
GCA_002240705|CDS_7373|49|192	2.3e-24	93.8	True
GCA_001513895|CDS_5340|162|322	2e-24	94.0	True
GCA_000464535|CDS_2137|454|596	2.3e-24	93.8	True
GCA_003868215|CDS_4088|246|387	2.3e-24	93.8	True
GCA_001557505|CDS_7916|473|659	6.5e-23	89.1	True
GCA_002081935|CDS_6676|47|215	3.1e-24	93.3	True
GCA_900073065|CDS_12097|201|353	2.5e-24	93.7	True
GCA_001692735|CDS_7520|76|216	2.3e-24	93.8	True
GCA_003012165|CDS_3678|53|209	2.3e-24	93.7	True
GCA_002105025|CDS_4088|217|385	2.5e-24	93.6	True
GCA_003795315|CDS_7751|27|192	4.8e-24	92.7	True
GCA_003385255|CDS_10003|178|331	2.8e-24	93.5	True
GCA_000836435|CDS_11763|77|217	3.7e-24	93.1	True
GCA_001692915|CDS_4718|66|226	3.1e-24	93.4	True
GCA_001692915|CDS_392|73|179	3.3e-23	90.0	True
GCA_001692735|CDS_2709|52|201	2.1e-24	93.9	True
GCA_000963775|CDS_8130|247|427	2.6e-24	93.6	True
GCA_002081935|CDS_1787|329|438	2.7e-24	93.5	True
GCA_900073065|CDS_1481|54|180	1.1e-23	91.5	True
GCA_002319055|CDS_3081|57|206	3.2e-24	93.3	True
GCA_900618795|CDS_8161|57|210	1.5e-24	94.4	True
GCA_002162485|CDS_5859|45|183	2.4e-24	93.7	True
GCA_900536445|CDS_11838|204|369	4.4e-24	92.8	True
GCA_000963775|CDS_14624|53|245	8.6e-24	91.9	True
GCA_000498615|CDS_947|49|195	2.4e-24	93.7	True
GCA_002865625|CDS_6164|25|172	2.3e-24	93.8	True
GCA_000464535|CDS_6133|47|203	2.5e-24	93.6	True
GCA_000442125|CDS_4865|253|345	1.1e-19	78.5	True
GCA_000442125|CDS_4865|501|536	16	13.2	False
GCA_001557505|CDS_2152|254|420	3.5e-24	93.2	True
GCA_003988945|CDS_4965|47|220	4.6e-24	92.8	True
GCA_000732205|CDS_224|66|215	2.5e-24	93.6	True
GCA_000732205|CDS_8523|67|225	2.5e-24	93.6	True
GCA_003073855|CDS_685|222|373	3.1e-24	93.3	True
GCA_003313425|CDS_13288|105|249	2.4e-24	93.7	True
GCA_000464535|CDS_1119|394|562	3.1e-24	93.3	True
GCA_001600455|CDS_12650|1073|1231	3.1e-24	93.4	True
GCA_003016335|CDS_15971|49|197	2.8e-24	93.5	True
GCA_900290415|CDS_10431|242|393	2.5e-24	93.7	True
GCA_003012165|CDS_4903|42|218	6.6e-24	92.3	True
GCA_002865625|CDS_7138|9|170	4e-24	93.0	True
GCA_000516985|CDS_12280|36|192	1.6e-24	94.3	True
GCA_000738655|CDS_1159|61|209	2.7e-24	93.6	True
GCA_001692915|CDS_1135|61|214	2.8e-24	93.5	True
GCA_001692735|CDS_4351|440|589	2.9e-24	93.4	True
GCA_000354255|CDS_11040|47|216	3.2e-24	93.3	True
GCA_002307695|CDS_1927|167|273	3.2e-24	93.3	True
GCA_002105025|CDS_1347|167|318	3.2e-24	93.3	True
GCA_900073065|CDS_14716|96|299	3.5e-22	86.7	True
GCA_001600455|CDS_5450|32|198	2.9e-24	93.4	True
GCA_002105025|CDS_4439|34|162	5.1e-24	92.6	True
GCA_002865625|CDS_15172|61|195	2.3e-24	93.8	True
GCA_000349385|CDS_3078|154|330	5.1e-24	92.6	True
GCA_003313425|CDS_626|86|242	5.1e-24	92.6	True
GCA_002105025|CDS_9983|158|307	3.1e-24	93.4	True
GCA_003868215|CDS_8400|132|280	3.4e-24	93.2	True
GCA_900073065|CDS_9511|111|263	2.5e-24	93.6	True
GCA_000385595|CDS_7899|2179|2304	1.7e-24	94.2	True
GCA_900536445|CDS_2903|45|210	2.4e-24	93.7	True
GCA_002865625|CDS_16491|916|1062	3.2e-24	93.3	True
GCA_003988795|CDS_7888|257|406	3.3e-24	93.3	True
GCA_000354255|CDS_3876|125|316	7.8e-24	92.1	True
GCA_900073065|CDS_18887|58|224	2.9e-24	93.5	True
GCA_001642045|CDS_9761|342|506	3.6e-24	93.2	True
GCA_003795315|CDS_9406|187|355	3.9e-24	93.0	True
GCA_003073855|CDS_8773|198|355	3.9e-24	93.0	True
GCA_900073065|CDS_1075|167|279	3.3e-24	93.3	True
GCA_001566295|CDS_12682|59|249	7.3e-24	92.1	True
GCA_003988945|CDS_1630|215|372	3.5e-24	93.2	True
GCA_002938385|CDS_9220|212|367	3e-24	93.4	True
GCA_003016335|CDS_10656|54|202	3.9e-24	93.0	True
GCA_000464535|CDS_6897|73|234	3.4e-24	93.2	True
GCA_000146915|CDS_4655|907|1058	3.9e-24	93.0	True
GCA_000464535|CDS_5998|283|454	3.6e-24	93.1	True
GCA_003313425|CDS_5663|45|193	3.3e-24	93.2	True
GCA_001557505|CDS_2141|61|220	3e-24	93.4	True
GCA_000812075|CDS_8149|106|256	3.7e-24	93.1	True
GCA_003313735|CDS_3006|170|335	7.1e-24	92.2	True
GCA_000738655|CDS_2874|133|288	3.1e-24	93.4	True
GCA_000467715|CDS_3186|75|171	2.8e-24	93.5	True
GCA_000226115|CDS_3068|253|407	3.9e-24	93.0	True
GCA_000146915|CDS_5044|196|344	3.2e-24	93.3	True
GCA_900073065|CDS_1285|339|488	3.5e-24	93.2	True
GCA_900290415|CDS_9975|230|384	3.6e-24	93.1	True
GCA_001557505|CDS_9375|42|241	1.9e-23	90.8	True
GCA_000836295|CDS_7016|82|239	3.5e-24	93.2	True
GCA_900290415|CDS_10933|203|350	3.7e-24	93.1	True
GCA_001599915|CDS_8583|44|218	5.7e-24	92.5	True
GCA_003264845|CDS_741|48|265	2.8e-22	87.0	True
GCA_000812075|CDS_4417|66|215	3.2e-24	93.3	True
GCA_001692915|CDS_13990|1|116	2.2e-24	93.8	True
GCA_000732205|CDS_8930|56|245	2.9e-23	90.2	True
GCA_003019895|CDS_10482|102|249	3e-24	93.4	True
GCA_000146915|CDS_5470|40|192	3.4e-24	93.2	True
GCA_001642045|CDS_1689|115|269	3.3e-24	93.3	True
GCA_001636725|CDS_9014|202|348	1e-23	91.6	True
GCA_000349385|CDS_9018|229|367	3.1e-24	93.3	True
GCA_002591845|CDS_6854|341|468	4.3e-24	92.9	True
GCA_002865625|CDS_9442|53|198	3.2e-24	93.3	True
GCA_002105025|CDS_7206|50|164	2.6e-24	93.6	True
GCA_003988945|CDS_9053|30|135	2.6e-24	93.6	True
GCA_002319055|CDS_6375|49|191	3.3e-24	93.3	True
GCA_001895945|CDS_14023|116|211	1.2e-23	91.5	True
GCA_003868215|CDS_6770|2|153	3.3e-24	93.3	True
GCA_000827215|CDS_8848|15|115	9.9e-22	85.2	True
GCA_000827215|CDS_8848|117|134	3.3e+02	8.9	False
GCA_001692915|CDS_9953|158|317	3.6e-24	93.1	True
GCA_900618795|CDS_1053|317|474	4.2e-24	92.9	True
GCA_000365145|CDS_6303|193|348	3.9e-24	93.0	True
GCA_003073855|CDS_16725|227|385	2.1e-24	93.9	True
GCA_900465125|CDS_284|10|133	4.3e-24	92.9	True
GCA_003313425|CDS_6253|75|253	4.8e-24	92.7	True
GCA_900073065|CDS_12053|47|195	4.2e-24	92.9	True
GCA_002105095|CDS_11949|205|370	3.8e-24	93.0	True
GCA_001557505|CDS_2957|136|275	3.7e-24	93.1	True
GCA_002319055|CDS_1512|142|257	3.3e-24	93.3	True
GCA_003073855|CDS_6918|82|258	3.6e-24	93.1	True
GCA_001599595|CDS_945|926|1070	4.4e-24	92.9	True
GCA_000738655|CDS_8642|149|194	1.5	16.5	False
GCA_000738655|CDS_8642|231|336	1.4e-18	75.0	True
GCA_002927785|CDS_4480|85|282	4.3e-23	89.6	True
GCA_002927785|CDS_6654|183|333	3.3e-24	93.3	True
GCA_900073065|CDS_17811|62|224	3.7e-24	93.1	True
GCA_001481775|CDS_3934|52|268	3.4e-22	86.7	True
GCA_000516985|CDS_14584|127|278	3.6e-24	93.1	True
GCA_001692735|CDS_12575|188|338	3.7e-24	93.1	True
GCA_001692735|CDS_7943|70|128	0.35	18.6	False
GCA_001692735|CDS_7943|160|273	5.9e-18	73.0	True
GCA_000392275|CDS_6072|50|216	3.1e-24	93.3	True
GCA_001557505|CDS_224|107|284	4.2e-24	92.9	True
GCA_001895945|CDS_9805|67|252	2.3e-23	90.5	True
GCA_001563115|CDS_8220|7|170	3.9e-24	93.0	True
GCA_900073065|CDS_15326|345|507	2.3e-24	93.8	True
GCA_001692735|CDS_8260|179|326	5.5e-24	92.5	True
GCA_000836295|CDS_8020|110|265	3.8e-19	76.8	True
GCA_000836295|CDS_8020|313|345	7.9	14.2	False
GCA_003795315|CDS_1746|505|648	4.4e-24	92.9	True
GCA_002865625|CDS_14929|250|385	3.9e-24	93.0	True
GCA_001557505|CDS_1|28|201	4.3e-24	92.9	True
GCA_002865625|CDS_14089|315|477	4e-24	93.0	True
GCA_000516985|CDS_13931|237|382	4.1e-24	93.0	True
GCA_003073855|CDS_6513|1|157	4.8e-24	92.7	True
GCA_001481775|CDS_3581|48|157	3.2e-24	93.3	True
GCA_003795315|CDS_7333|265|416	2.5e-24	93.7	True
GCA_000812075|CDS_2157|18|169	8.9e-24	91.9	True
GCA_000516985|CDS_395|46|202	3.7e-24	93.1	True
GCA_001557505|CDS_6593|46|150	1.3e-23	91.3	True
GCA_002865625|CDS_13777|238|397	5.4e-24	92.6	True
GCA_000464535|CDS_6363|117|277	4.1e-24	92.9	True
GCA_001600455|CDS_7163|50|204	6.2e-24	92.4	True
GCA_003184365|CDS_11071|49|146	3.2e-24	93.3	True
GCA_001481775|CDS_980|71|222	4.3e-24	92.9	True
GCA_002368545|CDS_1235|32|204	4.9e-24	92.7	True
GCA_003988795|CDS_5543|66|234	4.5e-24	92.8	True
GCA_001566295|CDS_10171|62|178	1.3e-18	75.2	True
GCA_001566295|CDS_10171|248|297	1.8	16.2	False
GCA_003012165|CDS_4513|322|450	5.4e-24	92.6	True
GCA_000836435|CDS_6582|50|188	5.6e-24	92.5	True
GCA_001692735|CDS_13008|72|110	0.00015	29.5	True
GCA_001692735|CDS_13008|130|184	1.1e-14	62.3	True
GCA_000516985|CDS_2318|50|226	5.1e-24	92.6	True
GCA_001692915|CDS_13393|100|248	5.2e-24	92.6	True
GCA_001642045|CDS_10834|856|1006	5.2e-24	92.6	True
GCA_001692915|CDS_5560|51|208	1.1e-23	91.6	True
GCA_002105025|CDS_5358|54|142	3.1e-24	93.3	True
GCA_001692915|CDS_8746|53|144	2.8e-22	87.0	True
GCA_000963775|CDS_8532|207|407	1.9e-23	90.8	True
GCA_001481775|CDS_9066|205|367	5.7e-24	92.5	True
GCA_003073855|CDS_5433|87|241	5.9e-24	92.4	True
GCA_000963775|CDS_8790|153|279	7.6e-23	88.8	True
GCA_001692735|CDS_11895|231|375	5.5e-24	92.6	True
GCA_003671545|CDS_6005|143|276	5.1e-24	92.6	True
GCA_001692915|CDS_3567|203|371	6.2e-24	92.4	True
GCA_001557505|CDS_2791|182|359	6.9e-24	92.2	True
GCA_900073065|CDS_18688|348|368	2e+02	9.7	False
GCA_900073065|CDS_18688|370|469	5.7e-20	79.5	True
GCA_003049485|CDS_4590|113|273	4.7e-24	92.8	True
GCA_900536445|CDS_3850|57|224	5.2e-24	92.6	True
GCA_003795315|CDS_3475|134|274	1.2e-23	91.4	True
GCA_003313735|CDS_9218|346|511	1.1e-23	91.5	True
GCA_001563115|CDS_12884|398|538	7.6e-24	92.1	True
GCA_001481775|CDS_2889|209|352	6e-24	92.4	True
GCA_900073065|CDS_4528|232|389	1e-23	91.7	True
GCA_001557505|CDS_9283|65|222	4.8e-24	92.7	True
GCA_003016335|CDS_6902|287|423	5.2e-24	92.6	True
GCA_000146915|CDS_8294|16|137	5.5e-24	92.5	True
GCA_000182925|CDS_2255|53|244	3e-24	93.4	True
GCA_000604185|CDS_4628|229|392	6.7e-24	92.3	True
GCA_001566295|CDS_12310|19|131	3.7e-24	93.1	True
GCA_003264845|CDS_9330|55|201	5e-24	92.7	True
GCA_900073065|CDS_1393|49|190	5.3e-24	92.6	True
GCA_000836295|CDS_639|162|317	5e-24	92.7	True
GCA_001566295|CDS_5179|267|423	5.2e-24	92.6	True
GCA_001513895|CDS_1258|54|270	1.3e-22	88.1	True
GCA_003184365|CDS_2162|159|312	6.2e-24	92.4	True
