homolog_group	empirical_pvalue	lean	clade1_proportion_with_og	clade2_proportion_with_og	clade1_median_copy_count	clade2_median_copy_count	query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
OG0002209	1.999980000199998e-05	Focal	0.7391304347826086	0.1346153846153846	2	1	OG0002209|GCA_000225545|CDS_8627	13349.G1XM66	0.0	1333.0	COG1680@1|root,2S3SB@2759|Eukaryota,39ZJG@33154|Opisthokonta,3P18E@4751|Fungi	4751|Fungi	V	beta-lactamase	-	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase
OG0002639	1.999980000199998e-05	Focal	0.7913043478260869	0.09615384615384616	1	1	OG0002639|GCA_002994785|CDS_254	984962.XP_009540838.1	8.04e-114	334.0	2EM1P@1|root,2SQTH@2759|Eukaryota,3A3HQ@33154|Opisthokonta,3P3ZT@4751|Fungi,3V5WP@5204|Basidiomycota,22A2A@155619|Agaricomycetes,3H5PJ@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Cerato-platanin	-	-	-	-	-	-	-	-	-	-	-	-	Cerato-platanin
OG0002665	1.999980000199998e-05	Focal	0.7391304347826086	0.19230769230769232	2	1.0	OG0002665|GCA_000182895|CDS_4250	5346.XP_001830853.2	0.0	1652.0	2EC8N@1|root,2SI5I@2759|Eukaryota,3A46E@33154|Opisthokonta,3P459@4751|Fungi,3V34C@5204|Basidiomycota,229D0@155619|Agaricomycetes,3W83F@5338|Agaricales	4751|Fungi	S	Membrane bound O-acyl transferase family	-	-	-	-	-	-	-	-	-	-	-	-	MBOAT_2
OG0002732	1.999980000199998e-05	Focal	0.7217391304347827	0.28846153846153844	2	1	OG0002732|GCA_000182895|CDS_5263	5346.XP_001836379.1	0.0	1085.0	28NA8@1|root,2QUVP@2759|Eukaryota,39WDD@33154|Opisthokonta,3NW4K@4751|Fungi,3VBJ8@5204|Basidiomycota,22EPY@155619|Agaricomycetes	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0002786	1.999980000199998e-05	Focal	0.7652173913043478	0.28846153846153844	2.0	1	OG0002786|GCA_000218685|CDS_6092	85982.XP_007319950.1	7.25e-202	558.0	2E16J@1|root,2S8IP@2759|Eukaryota,3A7CC@33154|Opisthokonta,3P5UW@4751|Fungi	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0002808	1.999980000199998e-05	Focal	0.8869565217391304	0.15384615384615385	2.0	1.5	OG0002808|GCA_000365145|CDS_309	293227.XP_008710840.1	0.0	1976.0	COG0174@1|root,KOG0683@2759|Eukaryota,38BKN@33154|Opisthokonta,3NXG3@4751|Fungi,3QQPU@4890|Ascomycota,20F3X@147545|Eurotiomycetes,3MS52@451870|Chaetothyriomycetidae	4751|Fungi	E	Belongs to the glutamine synthetase family	-	-	-	-	-	-	-	-	-	-	-	-	Amidohydro_2,Gln-synt_C
OG0002867	1.999980000199998e-05	Focal	0.9478260869565217	0.2692307692307692	2	1.0	OG0002867|GCA_000354255|CDS_7780	5016.M2U1E6	0.0	1471.0	COG1816@1|root,KOG1097@2759|Eukaryota,39R2X@33154|Opisthokonta,3NWQQ@4751|Fungi,3QRDQ@4890|Ascomycota,1ZZW3@147541|Dothideomycetes,4KCMB@92860|Pleosporales	4751|Fungi	F	Adenosine/AMP deaminase	-	-	3.5.4.4	ko:K19572	ko00230,ko01100,map00230,map01100	-	R01560	RC00477	ko00000,ko00001,ko01000	-	-	-	A_deaminase
OG0003038	1.999980000199998e-05	Focal	0.9565217391304348	0.23076923076923078	1.0	1.0	OG0003038|GCA_000417875|CDS_3683	84751.XP_007879369.1	0.0	1901.0	KOG2232@1|root,KOG2232@2759|Eukaryota,38HV3@33154|Opisthokonta,3NWTU@4751|Fungi,3V088@5204|Basidiomycota,3N4HU@452284|Ustilaginomycotina	4751|Fungi	T	Neutral/alkaline non-lysosomal ceramidase, N-terminal	-	-	3.5.1.23	ko:K12349	ko00600,ko01100,ko04071,map00600,map01100,map04071	M00099	R01494	RC00064,RC00328	ko00000,ko00001,ko00002,ko01000	-	-	-	Ceramidase_alk,Ceramidse_alk_C
OG0003176	1.999980000199998e-05	Focal	0.7304347826086957	0.17307692307692307	1.0	1	OG0003176|GCA_000328475|CDS_5872	5270.UM05514P0	0.0	960.0	2AN22@1|root,2RZDB@2759|Eukaryota,3A2QJ@33154|Opisthokonta,3P1ZH@4751|Fungi,3V39G@5204|Basidiomycota,3N07A@452284|Ustilaginomycotina	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Far-17a_AIG1
OG0003292	1.999980000199998e-05	Focal	0.8434782608695652	0.23076923076923078	1	1.5	OG0003292|GCA_000264995|CDS_1595	202698.XP_007379595.1	0.0	2749.0	COG1096@1|root,2QQSW@2759|Eukaryota,38E3N@33154|Opisthokonta,3NXGY@4751|Fungi,3V44M@5204|Basidiomycota,224GR@155619|Agaricomycetes,3H1N9@355688|Agaricomycetes incertae sedis	4751|Fungi	J	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0003316	1.999980000199998e-05	Focal	0.7043478260869566	0.19230769230769232	2	1.0	OG0003316|GCA_000349385|CDS_5905	97096.XP_007793880.1	0.0	1422.0	2EGIF@1|root,2SMG7@2759|Eukaryota,3A4DW@33154|Opisthokonta,3P47F@4751|Fungi,3QNK4@4890|Ascomycota,213U9@147550|Sordariomycetes	4751|Fungi	S	Phosphotransferase enzyme family	-	-	3.2.1.99	ko:K06113	-	-	-	-	ko00000,ko01000	-	GH43	-	APH,Glyco_hydro_43
OG0003359	1.999980000199998e-05	Focal	0.8173913043478261	0.21153846153846154	2.0	1	OG0003359|GCA_002335625|CDS_5656	82508.K1VTB7	0.0	1338.0	COG1112@1|root,KOG1805@2759|Eukaryota,38C48@33154|Opisthokonta,3NVHU@4751|Fungi,3UZ5E@5204|Basidiomycota,3VG86@5234|Tremellales	4751|Fungi	L	DNA replication factor Dna2	dna2	GO:0000003,GO:0000014,GO:0000166,GO:0000228,GO:0000278,GO:0000706,GO:0000723,GO:0000729,GO:0000733,GO:0000781,GO:0000784,GO:0001302,GO:0003674,GO:0003678,GO:0003682,GO:0003824,GO:0004003,GO:0004386,GO:0004518,GO:0004519,GO:0004520,GO:0004527,GO:0004529,GO:0004536,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005657,GO:0005694,GO:0005737,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006281,GO:0006302,GO:0006401,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007568,GO:0007569,GO:0008026,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0008297,GO:0008409,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009607,GO:0009719,GO:0009987,GO:0016043,GO:0016070,GO:0016233,GO:0016462,GO:0016787,GO:0016788,GO:0016796,GO:0016817,GO:0016818,GO:0016887,GO:0016888,GO:0016893,GO:0016895,GO:0017076,GO:0017108,GO:0017111,GO:0019439,GO:0019899,GO:0019900,GO:0019901,GO:0022402,GO:0022414,GO:0022616,GO:0030554,GO:0031297,GO:0031860,GO:0031974,GO:0031981,GO:0032200,GO:0032392,GO:0032502,GO:0032508,GO:0032553,GO:0032555,GO:0032559,GO:0033260,GO:0033554,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0035312,GO:0035639,GO:0035861,GO:0036094,GO:0042592,GO:0042623,GO:0043137,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043596,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0044786,GO:0045005,GO:0045145,GO:0046483,GO:0046700,GO:0048256,GO:0048869,GO:0050896,GO:0051276,GO:0051321,GO:0051716,GO:0060249,GO:0065007,GO:0065008,GO:0070013,GO:0070035,GO:0071103,GO:0071216,GO:0071495,GO:0071704,GO:0071840,GO:0071932,GO:0072396,GO:0072402,GO:0072423,GO:0072429,GO:0090304,GO:0090305,GO:0090734,GO:0097159,GO:0097367,GO:0098687,GO:0140097,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1901576,GO:1902969,GO:1903046,GO:1903047,GO:1903461,GO:1903469,GO:1990601	3.6.4.12	ko:K10742	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	AAA_11,AAA_12,Dna2,PEP_mutase
OG0003446	1.999980000199998e-05	Focal	0.7304347826086957	0.11538461538461539	1.5	1.0	OG0003446|GCA_000349385|CDS_9546	97096.XP_007797526.1	0.0	1830.0	COG2939@1|root,KOG1282@2759|Eukaryota	2759|Eukaryota	E	serine-type carboxypeptidase activity	-	-	-	-	-	-	-	-	-	-	-	-	APH,Peptidase_S10
OG0003564	1.999980000199998e-05	Focal	0.8260869565217391	0.1346153846153846	2	1	OG0003564|GCA_002162485|CDS_9534	5180.EDN99276	1.38e-208	633.0	COG3325@1|root,KOG2806@2759|Eukaryota,38HF2@33154|Opisthokonta,3NUVP@4751|Fungi,3QKFI@4890|Ascomycota	4751|Fungi	G	Glycoside hydrolase family 18	-	-	3.2.1.14	ko:K01183	ko00520,ko01100,map00520,map01100	-	R01206,R02334	RC00467	ko00000,ko00001,ko01000	-	GH18	-	-
OG0003633	1.999980000199998e-05	Focal	0.8	0.28846153846153844	2.0	1	OG0003633|GCA_000182895|CDS_6725	5346.XP_001837465.2	0.0	1299.0	COG0464@1|root,KOG0730@2759|Eukaryota,38HZQ@33154|Opisthokonta,3NYC7@4751|Fungi,3V4XM@5204|Basidiomycota,224EU@155619|Agaricomycetes,3W56C@5338|Agaricales	4751|Fungi	O	ATPase family associated with various cellular activities (AAA)	-	-	-	-	-	-	-	-	-	-	-	-	AAA
OG0003700	1.999980000199998e-05	Focal	0.7043478260869566	0.11538461538461539	1	1.0	OG0003700|GCA_000151295|CDS_8312	28583.AMAG_09069T0	0.0	902.0	COG2013@1|root,2S15J@2759|Eukaryota,3A46S@33154|Opisthokonta,3P409@4751|Fungi	4751|Fungi	S	Altered inheritance of mitochondria protein 24, mitochondrial	-	-	-	-	-	-	-	-	-	-	-	-	AIM24
OG0003710	1.999980000199998e-05	Focal	0.8	0.21153846153846154	1.5	1	OG0003710|GCA_027600665|CDS_127	1227349.C170_08470	0.0	2352.0	COG3534@1|root,COG3940@1|root,COG3534@2|Bacteria,COG3940@2|Bacteria,1TPG2@1239|Firmicutes,4HER2@91061|Bacilli,26UAZ@186822|Paenibacillaceae	91061|Bacilli	G	Alpha-L-arabinofuranosidase	araF	-	-	-	-	-	-	-	-	-	-	-	Alpha-L-AF_C,Laminin_G_3
OG0003744	1.999980000199998e-05	Focal	0.7652173913043478	0.11538461538461539	2.0	1.5	OG0003744|GCA_000265015|CDS_5239	160860.XP_007341428.1	0.0	1149.0	2D0XP@1|root,2SFXF@2759|Eukaryota,3A5Q8@33154|Opisthokonta,3P5UN@4751|Fungi,3V5UE@5204|Basidiomycota,22AH7@155619|Agaricomycetes,3H6F0@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0003788	1.999980000199998e-05	Focal	0.7130434782608696	0.15384615384615385	1.0	1.0	OG0003788|GCA_000354255|CDS_1873	5016.M2TVF5	1.81e-226	625.0	2E5Y0@1|root,2SCPV@2759|Eukaryota,3A4AW@33154|Opisthokonta,3P4MA@4751|Fungi,3QV4N@4890|Ascomycota,2039U@147541|Dothideomycetes,4KH7X@92860|Pleosporales	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0003817	1.999980000199998e-05	Focal	0.8782608695652174	0.15384615384615385	1	1.0	OG0003817|GCA_000151645|CDS_6460	39416.CAZ85778	0.0	1362.0	2D294@1|root,2SKYR@2759|Eukaryota,39UVF@33154|Opisthokonta,3NY7C@4751|Fungi,3QPS8@4890|Ascomycota	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0003870	1.999980000199998e-05	Focal	0.991304347826087	0.19230769230769232	1.0	1.0	OG0003870|GCA_000271625|CDS_1115	80637.XP_007763619.1	0.0	910.0	KOG1850@1|root,KOG1850@2759|Eukaryota,38IAQ@33154|Opisthokonta,3P0JU@4751|Fungi,3V4BG@5204|Basidiomycota,22874@155619|Agaricomycetes	4751|Fungi	Z	Myosin-like coiled-coil protein	-	-	-	-	-	-	-	-	-	-	-	-	Taxilin
OG0003896	1.999980000199998e-05	Focal	0.7913043478260869	0.1346153846153846	2	1	OG0003896|GCA_000001215|CDS_8939	7227.FBpp0113078	0.0	1706.0	KOG2405@1|root,KOG2405@2759|Eukaryota,39IUQ@33154|Opisthokonta,3BEUQ@33208|Metazoa,3D26G@33213|Bilateria,41TMD@6656|Arthropoda,3SIHP@50557|Insecta,44XE8@7147|Diptera,45T2U@7214|Drosophilidae	33208|Metazoa	L	It is involved in the biological process described with nucleobase-containing compound metabolic process	egl	GO:0000003,GO:0000226,GO:0000578,GO:0001709,GO:0002164,GO:0002165,GO:0002168,GO:0003002,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005515,GO:0006403,GO:0006417,GO:0006810,GO:0006996,GO:0007010,GO:0007017,GO:0007028,GO:0007097,GO:0007163,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007293,GO:0007294,GO:0007308,GO:0007309,GO:0007310,GO:0007312,GO:0007314,GO:0007315,GO:0007316,GO:0007350,GO:0007351,GO:0007389,GO:0007431,GO:0007435,GO:0007436,GO:0008150,GO:0008298,GO:0008358,GO:0008595,GO:0009653,GO:0009790,GO:0009791,GO:0009798,GO:0009880,GO:0009886,GO:0009887,GO:0009889,GO:0009948,GO:0009950,GO:0009952,GO:0009953,GO:0009987,GO:0009994,GO:0010468,GO:0010556,GO:0010608,GO:0015931,GO:0016043,GO:0016325,GO:0019094,GO:0019222,GO:0019953,GO:0021700,GO:0022412,GO:0022414,GO:0022607,GO:0022612,GO:0030154,GO:0030706,GO:0030716,GO:0030951,GO:0030952,GO:0031323,GO:0031326,GO:0032268,GO:0032501,GO:0032502,GO:0032504,GO:0033036,GO:0034248,GO:0035272,GO:0035282,GO:0044085,GO:0044703,GO:0045165,GO:0045450,GO:0045451,GO:0046011,GO:0046907,GO:0048468,GO:0048469,GO:0048477,GO:0048513,GO:0048599,GO:0048609,GO:0048646,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0050657,GO:0050658,GO:0050789,GO:0050794,GO:0051028,GO:0051171,GO:0051179,GO:0051234,GO:0051236,GO:0051246,GO:0051640,GO:0051641,GO:0051647,GO:0051649,GO:0051656,GO:0051663,GO:0051704,GO:0060255,GO:0060810,GO:0060811,GO:0065007,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0080090,GO:0097159,GO:1901363,GO:2000112	-	ko:K18740	-	-	-	-	ko00000,ko03019	-	-	-	DNA_pol_A_exo1
OG0003922	1.999980000199998e-05	Focal	0.8260869565217391	0.2692307692307692	1	1.0	OG0003922|GCA_000182895|CDS_12538	5346.XP_001834959.2	0.0	1839.0	COG0666@1|root,KOG0504@2759|Eukaryota	2759|Eukaryota	I	protein ubiquitination	-	-	-	ko:K21440	-	-	-	-	ko00000,ko04131	-	-	-	Ank_2,Ank_3
OG0003926	1.999980000199998e-05	Focal	0.9130434782608695	0.23076923076923078	1	1.0	OG0003926|GCA_000265015|CDS_16169	160860.XP_007352355.1	9.9e-264	723.0	COG0500@1|root,COG0760@1|root,KOG1269@2759|Eukaryota,KOG3258@2759|Eukaryota,38FGK@33154|Opisthokonta,3NYCG@4751|Fungi,3V0W4@5204|Basidiomycota,224X5@155619|Agaricomycetes,3H1MU@355688|Agaricomycetes incertae sedis	4751|Fungi	I	Putative S-adenosyl-L-methionine-dependent methyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_31,Rotamase_3
OG0003931	1.999980000199998e-05	Focal	0.7217391304347827	0.19230769230769232	2	1.0	OG0003931|GCA_027600665|CDS_7662	1227349.C170_16380	0.0	1177.0	COG1621@1|root,COG3507@1|root,COG1621@2|Bacteria,COG3507@2|Bacteria,1TT53@1239|Firmicutes,4HTI0@91061|Bacilli,26RMZ@186822|Paenibacillaceae	91061|Bacilli	G	Belongs to the glycosyl hydrolase 43 family	-	-	-	-	-	-	-	-	-	-	-	-	AbfB,F5_F8_type_C,Glyco_hydro_43
OG0003996	1.999980000199998e-05	Focal	0.7478260869565218	0.28846153846153844	2.0	1	OG0003996|GCA_900290415|CDS_12691	5145.XP_001905467.1	0.0	951.0	2BATH@1|root,2S0WG@2759|Eukaryota,39RP8@33154|Opisthokonta,3P0T1@4751|Fungi,3QQ27@4890|Ascomycota	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0004070	1.999980000199998e-05	Focal	0.808695652173913	0.28846153846153844	1	1	OG0004070|GCA_000182895|CDS_8920	5346.XP_001835371.1	0.0	1379.0	COG3576@1|root,2RRJ9@2759|Eukaryota,39TF2@33154|Opisthokonta,3NW76@4751|Fungi,3V3G1@5204|Basidiomycota,22BDY@155619|Agaricomycetes,3W6GK@5338|Agaricales	4751|Fungi	S	oxidoreductase	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0004071	1.999980000199998e-05	Focal	0.9652173913043478	0.17307692307692307	1	1	OG0004071|GCA_000225545|CDS_9701	13349.G1XQ90	0.0	2962.0	2C58T@1|root,2QW48@2759|Eukaryota,39U9Q@33154|Opisthokonta,3NXHM@4751|Fungi,3QNUB@4890|Ascomycota	4751|Fungi	S	JmjC domain protein	-	-	-	-	-	-	-	-	-	-	-	-	JmjC,zf-4CXXC_R1
OG0004079	1.999980000199998e-05	Other	0.2782608695652174	0.8461538461538461	1.0	1.0	OG0004079|GCA_000328475|CDS_624	5270.UM00592P0	0.0	1597.0	COG2319@1|root,KOG0273@2759|Eukaryota,38CDT@33154|Opisthokonta,3NXE8@4751|Fungi,3V10G@5204|Basidiomycota,3N0SW@452284|Ustilaginomycotina	4751|Fungi	B	LisH	-	GO:0000118,GO:0000122,GO:0000228,GO:0000785,GO:0000790,GO:0001932,GO:0001934,GO:0003674,GO:0003712,GO:0003714,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0006323,GO:0006325,GO:0006333,GO:0006338,GO:0006342,GO:0006355,GO:0006357,GO:0006464,GO:0006476,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010562,GO:0010564,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010639,GO:0010646,GO:0010647,GO:0010948,GO:0016043,GO:0016458,GO:0016569,GO:0016570,GO:0016575,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0022607,GO:0023051,GO:0023056,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031399,GO:0031401,GO:0031497,GO:0031507,GO:0031935,GO:0031936,GO:0031938,GO:0031939,GO:0031974,GO:0031981,GO:0032268,GO:0032270,GO:0032872,GO:0032874,GO:0032991,GO:0033043,GO:0033044,GO:0034401,GO:0034967,GO:0035601,GO:0036211,GO:0040020,GO:0040029,GO:0042325,GO:0042327,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043408,GO:0043410,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0045786,GO:0045814,GO:0045815,GO:0045835,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045937,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051445,GO:0051447,GO:0051726,GO:0051783,GO:0051784,GO:0060255,GO:0060968,GO:0060969,GO:0065007,GO:0070013,GO:0070210,GO:0070302,GO:0070304,GO:0070828,GO:0070868,GO:0070869,GO:0071103,GO:0071704,GO:0071840,GO:0080090,GO:0080134,GO:0080135,GO:0097549,GO:0098732,GO:0140110,GO:1901564,GO:1902275,GO:1902494,GO:1902531,GO:1902533,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1905268,GO:2000112,GO:2000113,GO:2000241,GO:2000242,GO:2001141,GO:2001251	-	ko:K04508	ko04013,ko04310,map04013,map04310	-	-	-	ko00000,ko00001	-	-	-	LisH,WD40
OG0004150	1.999980000199998e-05	Focal	0.8434782608695652	0.28846153846153844	1	1	OG0004150|GCA_000225545|CDS_10566	13349.G1XT84	1.13e-247	679.0	COG1011@1|root,2S19E@2759|Eukaryota,3A0GM@33154|Opisthokonta,3P33T@4751|Fungi,3QUJY@4890|Ascomycota	4751|Fungi	S	haloacid dehalogenase	-	-	3.8.1.2	ko:K01560	ko00361,ko00625,ko01100,ko01120,map00361,map00625,map01100,map01120	-	R05287	RC00697	ko00000,ko00001,ko01000	-	-	-	-
OG0004157	1.999980000199998e-05	Focal	0.7217391304347827	0.25	1	1	OG0004157|GCA_000002865|CDS_2035	81824.XP_001749246.1	0.0	4611.0	COG4581@1|root,KOG0949@2759|Eukaryota,38FA1@33154|Opisthokonta	33154|Opisthokonta	A	ATP-dependent RNA helicase	DDX60	GO:0000724,GO:0000725,GO:0001817,GO:0001819,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002831,GO:0002833,GO:0003674,GO:0003676,GO:0003677,GO:0003678,GO:0003690,GO:0003723,GO:0003725,GO:0003727,GO:0003824,GO:0004003,GO:0004386,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005829,GO:0005856,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009378,GO:0009605,GO:0009607,GO:0009615,GO:0009966,GO:0009967,GO:0009987,GO:0010646,GO:0010647,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0023051,GO:0023056,GO:0031347,GO:0031349,GO:0032101,GO:0032103,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0039531,GO:0039533,GO:0039535,GO:0042623,GO:0043138,GO:0043140,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043900,GO:0043902,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0045088,GO:0045089,GO:0045111,GO:0046483,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050688,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050896,GO:0051239,GO:0051240,GO:0051276,GO:0051704,GO:0051707,GO:0051716,GO:0065007,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0080134,GO:0090304,GO:0097159,GO:0140097,GO:1900245,GO:1900246,GO:1901360,GO:1901363,GO:1902531,GO:1902533	3.6.4.13	ko:K20103	-	-	-	-	ko00000,ko01000,ko03019	-	-	-	DEAD,Helicase_C
OG0004174	1.999980000199998e-05	Focal	0.8521739130434782	0.19230769230769232	1.0	1.0	OG0004174|GCA_000464535|CDS_7119	364733.XP_007804221.1	2.71e-172	483.0	2CY4Y@1|root,2S22D@2759|Eukaryota,3A3Z7@33154|Opisthokonta,3P415@4751|Fungi,3QUPJ@4890|Ascomycota,20HFN@147545|Eurotiomycetes,3MT3G@451870|Chaetothyriomycetidae	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0004223	1.999980000199998e-05	Focal	0.7739130434782608	0.17307692307692307	1	1	OG0004223|GCA_000151295|CDS_6655	28583.AMAG_07278T0	0.0	1192.0	KOG2787@1|root,KOG2787@2759|Eukaryota,38GNE@33154|Opisthokonta,3P5WM@4751|Fungi	4751|Fungi	V	Lanthionine synthetase C-like protein	-	-	-	-	-	-	-	-	-	-	-	-	LANC_like,NDUFB10
OG0004233	1.999980000199998e-05	Focal	0.7565217391304347	0.21153846153846154	1	1	OG0004233|GCA_000271625|CDS_4722	80637.XP_007767136.1	1.93e-294	801.0	COG2021@1|root,2QVPA@2759|Eukaryota,38BPA@33154|Opisthokonta,3NZIY@4751|Fungi,3V3AD@5204|Basidiomycota,22501@155619|Agaricomycetes	4751|Fungi	E	Alpha beta hydrolase fold	-	-	2.3.1.31	ko:K00641	ko00270,ko01100,ko01130,map00270,map01100,map01130	-	R01776	RC00004,RC00041	ko00000,ko00001,ko01000	-	-	-	Abhydrolase_1
OG0004283	1.999980000199998e-05	Focal	0.7217391304347827	0.15384615384615385	1	1.0	OG0004283|GCA_001642045|CDS_3021	5022.CBX98707	0.0	1595.0	COG0062@1|root,COG5279@1|root,KOG2585@2759|Eukaryota,KOG4575@2759|Eukaryota,38KII@33154|Opisthokonta,3NVYJ@4751|Fungi,3QKZT@4890|Ascomycota,200Q2@147541|Dothideomycetes,4KHT1@92860|Pleosporales	4751|Fungi	D	FDF	EDC3	GO:0000932,GO:0000956,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006139,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009892,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010468,GO:0010494,GO:0010604,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0019219,GO:0019222,GO:0019439,GO:0022607,GO:0022613,GO:0022618,GO:0031086,GO:0031087,GO:0031323,GO:0031325,GO:0031329,GO:0031331,GO:0032991,GO:0033962,GO:0034622,GO:0034641,GO:0034655,GO:0035770,GO:0036464,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0045935,GO:0046483,GO:0046700,GO:0048518,GO:0048519,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0061013,GO:0061014,GO:0065003,GO:0065007,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0090304,GO:0090305,GO:0097159,GO:1900151,GO:1900153,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1903311,GO:1903313,GO:1990904	-	ko:K12615	ko03018,map03018	M00395	-	-	ko00000,ko00001,ko00002,ko03019	-	-	-	Transglut_core,YjeF_N
