GCA	KO	KO_Count	KO_Category
GCA_016887565	K02303	2	Social
GCA_016887565	K07404	2	Social
GCA_016887565	K09822	1	Social
GCA_016887565	K11414	1	Social
GCA_016887565	K11530	1	Social
GCA_016887565	K07117	1	Social
GCA_016887565	K03223	1	Social
GCA_016887565	K02411	1	Social
GCA_016887565	K02412	1	Social
GCA_016887565	K02417	1	Social
GCA_016887565	K02419	1	Social
GCA_016887565	K02400	1	Social
GCA_016887565	K20628	1	Social
GCA_016887565	K00216	1	Social
GCA_016887565	K02361	1	Social
GCA_016887565	K02363	1	Social
GCA_016887565	K01252	1	Social
GCA_016887565	K03976	1	Social
GCA_016887565	K02567	1	Social
GCA_016887565	K01254	1	Social
GCA_016887565	K02651	1	Social
GCA_016887565	K03669	1	Social
GCA_016887565	K09781	1	Social
GCA_016887565	K02529	2	Social
GCA_016887565	K23508	2	Social
GCA_016887565	K10820	2	Social
GCA_016887565	K23509	3	Social
GCA_016887565	K07032	2	Social
GCA_016887565	K01400	2	Social
GCA_016887565	K02556	1	Social
GCA_016887565	K10238	1	Social
GCA_016887565	K10237	1	Social
GCA_016887565	K09760	1	Social
GCA_016887565	K08139	1	Social
GCA_016887565	K11891	2	Social
GCA_016887565	K11893	2	Social
GCA_016887565	K11900	2	Social
GCA_016887565	K11901	2	Social
GCA_016887565	K00647	1	Social
GCA_016887565	K05337	1	Social
GCA_016887565	K02032	2	Social
GCA_016887565	K13789	1	Photosynthesis
GCA_016887565	K09983	2	Social
GCA_016887565	K01113	3	Social
GCA_016887565	K06160	2	Social
GCA_016887565	K18588	1	Social
GCA_016887565	K00464	4	Social
GCA_016887565	K01119	1	Social
GCA_016887565	K09795	1	Social
GCA_016887565	K14170	1	Social
GCA_016887565	K06177	2	Social
GCA_016887565	K00301	1	Social
GCA_016887565	K05841	2	Social
GCA_016887565	K14445	2	Social
GCA_016887565	K10811	1	Social
GCA_016887565	K03892	3	Social
GCA_016887565	K07045	2	Social
GCA_016887565	K01201	2	Social
GCA_016887565	K10545	1	Social
GCA_016887565	K10544	1	Social
GCA_016887565	K02804	1	Social
GCA_016887565	K23993	2	Social
GCA_016887565	K01443	1	Social
GCA_016887565	K14952	1	Social
GCA_016887565	K03749	1	Social
GCA_016887565	K06978	2	Social
GCA_016887565	K08999	1	Social
GCA_016887565	K06113	2	Social
GCA_016887565	K02030	4	Social
GCA_016887565	K13483	2	Social
GCA_016887565	K11178	3	Social
GCA_016887565	K11177	3	Social
GCA_016887565	K08646	2	Social
GCA_016887565	K07793	1	Social
GCA_016887565	K16840	1	Social
GCA_016887565	K22879	1	Social
GCA_016887565	K00700	1	Social
GCA_016887565	K01848	2	Social
GCA_016887565	K01849	1	Social
GCA_016887565	K00854	1	Social
GCA_016887565	K20276	3	Social
GCA_016887565	K00990	1	Social
GCA_016887565	K09456	2	Social
GCA_016887565	K01641	3	Social
GCA_016887565	K04711	1	Social
GCA_016887565	K07148	2	Social
GCA_016887565	K09934	1	Social
GCA_016887565	K03933	2	Social
GCA_016887565	K05350	1	Social
GCA_016887565	K01011	1	Social
GCA_016887565	K11755	1	Social
GCA_016887565	K09940	1	Social
GCA_016887565	K02200	2	Social
GCA_016887565	K09019	2	Social
GCA_016887565	K00381	1	Social
GCA_016887565	K00392	1	Social
GCA_016887565	K00380	1	Social
GCA_016887565	K00956	1	Social
GCA_016887565	K01952	1	Social
GCA_016887565	K00281	1	Social
GCA_016887565	K05801	1	Social
GCA_016887565	K00849	1	Social
GCA_016887565	K03719	2	Social
GCA_016887565	K21420	1	Social
GCA_016887565	K09001	1	Social
GCA_016887565	K01752	1	Social
GCA_016887565	K02770	1	Social
GCA_016887565	K00882	1	Social
GCA_016887565	K01719	1	Social
GCA_016887565	K18328	1	Social
GCA_016887565	K10187	1	Social
GCA_016887565	K01218	1	Social
GCA_016887565	K05797	2	Social
GCA_016887565	K08082	1	Social
GCA_016887565	K07458	1	Social
GCA_016887565	K02028	1	Social
GCA_016887565	K02029	2	Social
GCA_016887565	K19707	2	Social
GCA_016887565	K06968	1	Social
GCA_016887565	K02167	1	Social
GCA_016887565	K11751	1	Social
GCA_016887565	K00754	1	Social
GCA_016887565	K01463	1	Social
GCA_016887565	K22136	1	Social
GCA_016887565	K00988	1	Social
GCA_016887565	K07452	1	Social
GCA_016887565	K05825	2	Social
GCA_016887565	K03735	1	Social
GCA_016887565	K15020	1	Social
GCA_016887565	K01040	1	Social
GCA_016887565	K01039	1	Social
GCA_016887565	K08224	1	Social
GCA_016887565	K03386	1	Social
GCA_016887565	K21744	1	Social
GCA_016887565	K22373	1	Social
GCA_016887565	K00867	1	Social
GCA_016887565	K00252	1	Social
GCA_016887565	K11173	1	Social
GCA_016887565	K20331	1	Social
GCA_016887565	K04749	1	Social
GCA_016887565	K09796	2	Social
GCA_016887565	K01483	1	Social
GCA_016887565	K06152	1	Social
GCA_016887565	K08234	1	Social
GCA_016887565	K00886	1	Social
GCA_016887565	K06953	1	Social
GCA_016887565	K18148	1	Social
GCA_016887565	K01087	2	Social
GCA_016887565	K01611	1	Social
GCA_016887565	K00588	1	Social
GCA_016887565	K01079	1	Social
GCA_016887565	K01807	1	Social
GCA_016887565	K01484	1	Social
GCA_016887565	K17324	1	Social
GCA_016887565	K10780	1	Social
GCA_016887565	K09166	1	Social
GCA_016887565	K22491	3	Social
GCA_016887565	K09844	1	Photosynthesis
GCA_016887565	K02291	1	Photosynthesis
GCA_016887565	K20866	1	Social
GCA_016887565	K19355	2	Social
GCA_016887565	K09958	1	Social
GCA_016887565	K08303	1	Social
GCA_016887565	K07002	1	Social
GCA_016887565	K01556	2	Social
GCA_016887565	K02106	1	Social
GCA_016887565	K07743	1	Social
GCA_016887565	K05770	1	Social
GCA_016887565	K00851	1	Social
GCA_016887565	K01174	1	Social
GCA_016887565	K16090	1	Social
GCA_016887565	K07336	1	Social
GCA_016887565	K18888	1	Social
GCA_016887565	K03426	1	Social
GCA_016887565	K23778	1	Social
GCA_016887565	K10217	1	Social
GCA_016887565	K17734	1	Social
GCA_016887565	K19142	1	Social
GCA_016887565	K09000	1	Social
GCA_016887565	K19076	1	Social
GCA_016887565	K07061	1	Social
GCA_016887565	K02116	1	Social
GCA_016887565	K18581	1	Social
GCA_016887565	K19246	1	Social
GCA_016887565	K17763	1	Social
GCA_016887565	K17836	1	Social
GCA_016887565	K07099	1	Social
GCA_016887565	K00138	1	Social
GCA_016887565	K09959	1	Social
GCA_016887565	K03578	1	Social
GCA_016887565	K07044	1	Social
GCA_016887565	K18546	1	Social
GCA_016887565	K08987	1	Social
GCA_016887565	K18235	1	Social
GCA_016887565	K23139	2	Social
GCA_016887565	K00131	1	Social
GCA_016887565	K12989	1	Social
GCA_016887565	K17810	1	Social
GCA_016887565	K09924	1	Social
GCA_016887565	K01233	1	Social
GCA_000013385	K00180	1	Social
GCA_000013385	K00179	1	Social
GCA_000013385	K00929	1	Social
GCA_000013385	K09924	2	Social
GCA_000013385	K07491	8	Social
GCA_000013385	K06518	1	Social
GCA_000013385	K07216	8	Social
GCA_000013385	K00127	4	Social
GCA_000013385	K00919	1	Social
GCA_000013385	K00965	1	Social
GCA_000013385	K01644	1	Social
GCA_000013385	K06208	1	Social
GCA_000013385	K03737	1	Social
GCA_000013385	K01848	2	Social
GCA_000013385	K13587	4	Social
GCA_000013385	K09793	1	Social
GCA_000013385	K02199	3	Social
GCA_000013385	K02688	1	Social
GCA_000013385	K03179	1	Social
GCA_000013385	K20810	1	Social
GCA_000013385	K11784	1	Social
GCA_000013385	K18285	1	Social
GCA_000013385	K03186	1	Social
GCA_000013385	K03182	1	Social
GCA_000013385	K19342	2	Social
GCA_000013385	K07397	2	Social
GCA_000013385	K02041	1	Social
GCA_000013385	K02042	1	Social
GCA_000013385	K22373	2	Social
GCA_000013385	K04652	1	Social
GCA_000013385	K03605	2	Social
GCA_000013385	K06281	1	Social
GCA_000013385	K06282	1	Social
GCA_000013385	K01174	1	Social
GCA_000013385	K07722	1	Social
GCA_000013385	K07020	1	Social
GCA_000013385	K18139	1	Social
GCA_000013385	K17361	2	Social
GCA_000013385	K08170	1	Social
GCA_000013385	K03411	2	Social
GCA_000013385	K22736	1	Social
GCA_000013385	K07034	1	Social
GCA_000013385	K02574	1	Social
GCA_000013385	K05786	1	Social
GCA_000013385	K00226	1	Social
GCA_000013385	K00113	1	Social
GCA_000013385	K07182	3	Social
GCA_000013385	K08177	2	Social
GCA_000013385	K07226	1	Social
GCA_000013385	K03744	2	Social
GCA_000013385	K08988	1	Social
GCA_000013385	K23779	1	Social
GCA_000013385	K07667	1	Social
GCA_000013385	K01839	1	Social
GCA_000013385	K02567	1	Social
GCA_000013385	K17069	1	Social
GCA_000013385	K01077	2	Social
GCA_000013385	K00769	1	Social
GCA_000013385	K11259	1	Social
GCA_000013385	K03325	1	Social
GCA_000013385	K03892	1	Social
GCA_000013385	K01151	1	Social
GCA_000013385	K01087	1	Social
GCA_000013385	K09141	1	Social
GCA_000013385	K03465	1	Social
GCA_000013385	K10794	1	Social
GCA_000013385	K01682	1	Social
GCA_000013385	K02123	1	Social
GCA_000013385	K01734	1	Social
GCA_000013385	K00283	1	Social
GCA_000013385	K00282	1	Social
GCA_000013385	K02502	1	Social
GCA_000013385	K12506	1	Social
GCA_000013385	K05516	1	Social
GCA_000013385	K08281	1	Social
GCA_000013385	K02422	1	Social
GCA_000013385	K02406	2	Social
GCA_000013385	K02407	1	Social
GCA_000013385	K02397	1	Social
GCA_000013385	K02396	1	Social
GCA_000013385	K02394	1	Social
GCA_000013385	K02393	1	Social
GCA_000013385	K02392	1	Social
GCA_000013385	K02391	1	Social
GCA_000013385	K02404	1	Social
GCA_000013385	K02400	1	Social
GCA_000013385	K02419	1	Social
GCA_000013385	K02417	1	Social
GCA_000013385	K02416	1	Social
GCA_000013385	K02556	1	Social
GCA_000013385	K02385	1	Social
GCA_000013385	K02390	1	Social
GCA_000013385	K02389	1	Social
GCA_000013385	K02411	2	Social
GCA_000013385	K02410	1	Social
GCA_000013385	K02409	1	Social
GCA_000013385	K02408	1	Social
GCA_000013385	K02388	1	Social
GCA_000013385	K02387	1	Social
GCA_000013385	K18911	1	Social
GCA_000013385	K01655	1	Social
GCA_000013385	K09129	1	Social
GCA_000013385	K07095	1	Social
GCA_000013385	K03527	1	Social
GCA_000013385	K19710	1	Social
GCA_000013385	K19804	1	Social
GCA_000013385	K03749	1	Social
GCA_000013385	K04759	2	Social
GCA_000013385	K08999	1	Social
GCA_000013385	K07448	2	Social
GCA_000013385	K18588	1	Social
GCA_000013385	K15740	1	Social
GCA_000013385	K00990	1	Social
GCA_000013385	K14261	1	Social
GCA_000013385	K01055	2	Social
GCA_000013385	K07791	1	Social
GCA_000013385	K01744	1	Social
GCA_000013385	K02030	2	Social
GCA_000013385	K06019	1	Social
GCA_000013385	K01849	1	Social
GCA_000013385	K09165	1	Social
GCA_000013385	K00177	1	Social
GCA_000013385	K00175	3	Social
GCA_000013385	K00174	3	Social
GCA_000013385	K00176	1	Social
GCA_000013385	K00694	1	Social
GCA_000013385	K00906	1	Social
GCA_000013385	K08289	1	Social
GCA_000013385	K08602	1	Social
GCA_000013385	K01270	1	Social
GCA_000013385	K02380	2	Social
GCA_000013385	K23107	1	Social
GCA_000013385	K00163	1	Social
GCA_000013385	K07322	1	Social
GCA_000013385	K08224	3	Social
GCA_000013385	K00370	1	Social
GCA_000013385	K00371	1	Social
GCA_000013385	K11785	1	Social
GCA_000013385	K07793	1	Social
GCA_000013385	K05555	1	Social
GCA_000013385	K17223	1	Social
GCA_000013385	K17222	1	Social
GCA_000013385	K17227	1	Social
GCA_000013385	K17226	1	Social
GCA_000013385	K22622	1	Social
GCA_000013385	K17225	1	Social
GCA_000013385	K07150	1	Social
GCA_000013385	K07218	1	Social
GCA_000013385	K00376	1	Social
GCA_000013385	K02636	2	Social
GCA_000013385	K08256	3	Social
GCA_000013385	K01719	1	Social
GCA_000013385	K00112	1	Social
GCA_000013385	K09791	1	Social
GCA_000013385	K08352	1	Social
GCA_000013385	K04765	1	Social
GCA_000013385	K02282	1	Social
GCA_000013385	K02651	1	Social
GCA_000013385	K03166	1	Social
GCA_000013385	K03167	1	Social
GCA_000013385	K11473	1	Social
GCA_000013385	K11472	1	Social
GCA_000013385	K07341	1	Social
GCA_000013385	K23778	1	Social
GCA_000013385	K21395	2	Social
GCA_000013385	K13788	1	Social
GCA_000013385	K11936	2	Social
GCA_000013385	K11931	1	Social
GCA_000013385	K06923	1	Social
GCA_000013385	K18930	1	Social
GCA_000013385	K03303	1	Social
GCA_000013385	K18928	1	Social
GCA_000013385	K18929	1	Social
GCA_000013385	K00782	1	Social
GCA_000013385	K21349	1	Social
GCA_000013385	K00262	1	Social
GCA_000013385	K09456	1	Social
GCA_000013385	K03976	1	Social
GCA_000013385	K08358	1	Social
GCA_000013385	K01760	2	Social
GCA_000013385	K02302	1	Social
GCA_000013385	K02303	1	Social
GCA_000013385	K12979	1	Social
GCA_000013385	K05776	1	Social
GCA_000013385	K00208	1	Social
GCA_000013385	K06199	1	Social
GCA_000013385	K21302	1	Social
GCA_000013385	K01011	1	Social
GCA_000013385	K00099	1	Social
GCA_000013385	K03282	2	Social
GCA_000013385	K01095	1	Social
GCA_000013385	K03743	1	Social
GCA_000013385	K12137	2	Social
GCA_000013385	K12140	1	Social
GCA_000013385	K12141	1	Social
GCA_000013385	K00588	1	Social
GCA_000013385	K02170	1	Social
GCA_000013385	K02169	1	Social
GCA_000013385	K06001	1	Social
GCA_000013385	K03586	1	Social
GCA_000013385	K01560	1	Social
GCA_000013385	K23264	1	Social
GCA_000013385	K23265	1	Social
GCA_000013385	K01665	1	Social
GCA_000013385	K09760	1	Social
GCA_000013385	K03526	1	Social
GCA_000013385	K11690	1	Social
GCA_000013385	K05606	1	Social
GCA_000013385	K06373	1	Social
GCA_000013385	K06374	1	Social
GCA_000013385	K14126	1	Social
GCA_000013385	K14128	1	Social
GCA_000013385	K23269	1	Social
GCA_000013385	K16692	1	Social
GCA_000013385	K02377	1	Social
GCA_000013385	K03410	1	Social
GCA_000013385	K02116	1	Social
GCA_000013385	K06346	1	Social
GCA_019637375	K00175	1	Social
GCA_019637375	K00174	1	Social
GCA_019637375	K23779	2	Social
GCA_019637375	K01061	6	Social
GCA_019637375	K03586	1	Social
GCA_019637375	K00252	1	Social
GCA_019637375	K06346	1	Social
GCA_019637375	K03649	1	Social
GCA_019637375	K22373	2	Social
GCA_019637375	K11755	1	Social
GCA_019637375	K01752	1	Social
GCA_019637375	K13507	1	Social
GCA_019637375	K08999	1	Social
GCA_019637375	K20628	2	Social
GCA_019637375	K06988	2	Social
GCA_019637375	K06282	1	Social
GCA_019637375	K04652	1	Social
GCA_019637375	K03605	2	Social
GCA_019637375	K01113	2	Social
GCA_019637375	K01848	1	Social
GCA_019637375	K02502	1	Social
GCA_019637375	K09456	1	Social
GCA_019637375	K10206	1	Social
GCA_019637375	K21395	2	Social
GCA_019637375	K09983	1	Social
GCA_019637375	K23107	1	Social
GCA_019637375	K01847	1	Social
GCA_019637375	K03976	1	Social
GCA_019637375	K10947	1	Social
GCA_019637375	K07491	18	Social
GCA_019637375	K01719	1	Social
GCA_019637375	K09959	1	Social
GCA_019637375	K00138	1	Social
GCA_019637375	K00281	1	Social
GCA_019637375	K08994	1	Social
GCA_019637375	K07755	1	Social
GCA_019637375	K03892	2	Social
GCA_019637375	K11178	3	Social
GCA_019637375	K11177	3	Social
GCA_019637375	K17763	1	Social
GCA_019637375	K01952	1	Social
GCA_019637375	K07160	1	Social
GCA_019637375	K00273	1	Social
GCA_019637375	K13587	11	Social
GCA_019637375	K00404	1	Social
GCA_019637375	K18139	1	Social
GCA_019637375	K01744	1	Social
GCA_019637375	K03809	1	Social
GCA_019637375	K01055	2	Social
GCA_019637375	K06199	1	Social
GCA_019637375	K01322	2	Social
GCA_019637375	K08303	1	Social
GCA_019637375	K06907	6	Social
GCA_019637375	K11904	3	Social
GCA_019637375	K06903	3	Social
GCA_019637375	K13483	2	Social
GCA_019637375	K02291	2	Photosynthesis
GCA_019637375	K10027	1	Social
GCA_019637375	K00754	1	Social
GCA_019637375	K01463	1	Social
GCA_019637375	K22136	1	Social
GCA_019637375	K01179	1	Social
GCA_019637375	K07322	1	Social
GCA_019637375	K18911	1	Social
GCA_019637375	K13745	1	Social
GCA_019637375	K15635	1	Social
GCA_019637375	K01840	1	Social
GCA_019637375	K19200	3	Social
GCA_019637375	K01447	2	Social
GCA_019637375	K03744	1	Social
GCA_019637375	K02116	1	Social
GCA_019637375	K00262	1	Social
GCA_019637375	K03578	1	Social
GCA_019637375	K03745	1	Social
GCA_019637375	K00675	1	Social
GCA_019637375	K04749	1	Social
GCA_019637375	K01173	2	Social
GCA_019637375	K01556	2	Social
GCA_019637375	K05566	1	Social
GCA_019637375	K19076	1	Social
GCA_019637375	K07061	1	Social
GCA_019637375	K09000	1	Social
GCA_019637375	K19142	1	Social
GCA_019637375	K17810	1	Social
GCA_019637375	K03282	1	Social
GCA_019637375	K04068	2	Social
GCA_019637375	K09791	1	Social
GCA_019637375	K11414	1	Social
GCA_019637375	K18586	3	Social
GCA_019637375	K00477	1	Social
GCA_019637375	K05994	1	Social
GCA_019637375	K03495	1	Social
GCA_019637375	K00886	1	Social
GCA_019637375	K06978	1	Social
GCA_019637375	K02303	1	Social
GCA_019637375	K09773	1	Photosynthesis
GCA_019637375	K16840	1	Social
GCA_019637375	K14170	1	Social
GCA_019637375	K08281	1	Social
GCA_019637375	K20484	1	Social
GCA_019637375	K20483	2	Social
GCA_019637375	K03583	1	Social
GCA_019637375	K03582	1	Social
GCA_019637375	K00208	1	Social
GCA_019637375	K22736	1	Social
GCA_019637375	K03426	1	Social
GCA_019637375	K05770	2	Social
GCA_019637375	K00867	1	Social
GCA_019637375	K18148	1	Social
GCA_019637375	K01087	2	Social
GCA_019637375	K05786	1	Social
GCA_019637375	K07667	1	Social
GCA_019637375	K09930	1	Social
GCA_019637375	K01641	1	Social
GCA_019637375	K11173	1	Social
GCA_019637375	K12141	1	Social
GCA_019637375	K12140	1	Social
GCA_019637375	K12137	1	Social
GCA_019637375	K02474	1	Social
GCA_019637375	K01174	2	Social
GCA_019637375	K03929	2	Social
GCA_019637375	K03518	1	Social
GCA_019637375	K19804	1	Social
GCA_019637375	K01849	1	Social
GCA_019637375	K00700	1	Social
GCA_019637375	K02422	1	Social
GCA_019637375	K02407	1	Social
GCA_019637375	K02406	1	Social
GCA_019637375	K02396	1	Social
GCA_019637375	K02394	1	Social
GCA_019637375	K02393	1	Social
GCA_019637375	K02392	1	Social
GCA_019637375	K02391	1	Social
GCA_019637375	K02404	1	Social
GCA_019637375	K02400	1	Social
GCA_019637375	K02419	1	Social
GCA_019637375	K02417	1	Social
GCA_019637375	K02390	1	Social
GCA_019637375	K02389	1	Social
GCA_019637375	K02410	1	Social
GCA_019637375	K02409	1	Social
GCA_019637375	K02408	1	Social
GCA_019637375	K02388	1	Social
GCA_019637375	K02387	1	Social
GCA_019637375	K02556	1	Social
GCA_019637375	K02032	1	Social
GCA_019637375	K22348	1	Social
GCA_019637375	K02029	1	Social
GCA_019637375	K02030	1	Social
GCA_019637375	K02028	1	Social
GCA_019637375	K08970	1	Social
GCA_019637375	K01807	1	Social
GCA_019637375	K18887	1	Social
GCA_019637375	K03600	1	Social
GCA_019637375	K06177	1	Social
GCA_019637375	K08604	1	Social
GCA_019637375	K00990	1	Social
GCA_019637375	K07095	1	Social
GCA_019637375	K03784	1	Social
GCA_019637375	K21011	1	Social
GCA_019637375	K11690	1	Social
GCA_019637375	K18888	1	Social
GCA_019637375	K06968	1	Social
GCA_019637375	K07020	1	Social
GCA_019637375	K04759	1	Social
GCA_019637375	K08289	1	Social
GCA_019637375	K03386	1	Social
GCA_019637375	K19641	1	Social
GCA_019637375	K01760	1	Social
GCA_019637375	K09822	1	Social
GCA_019637375	K07044	1	Social
GCA_019637375	K00383	1	Social
GCA_019637375	K15537	1	Social
GCA_019637375	K11259	1	Social
GCA_019637375	K18476	1	Social
GCA_019637375	K00588	1	Social
GCA_019637375	K07226	1	Social
GCA_019637375	K01256	1	Social
GCA_019637375	K03735	1	Social
GCA_019637375	K08988	1	Social
GCA_019637375	K08641	1	Social
GCA_019637375	K13288	1	Social
GCA_003260125	K06950	1	Social
GCA_003260125	K02556	1	Social
GCA_003260125	K00283	1	Social
GCA_003260125	K07234	1	Social
GCA_003260125	K02651	2	Social
GCA_003260125	K02042	3	Social
GCA_003260125	K02041	2	Social
GCA_003260125	K10742	1	Social
GCA_003260125	K03744	4	Social
GCA_003260125	K23107	1	Social
GCA_003260125	K02199	2	Social
GCA_003260125	K02412	1	Social
GCA_003260125	K03223	1	Social
GCA_003260125	K02411	1	Social
GCA_003260125	K03743	1	Social
GCA_003260125	K02116	2	Social
GCA_003260125	K01174	1	Social
GCA_003260125	K01611	1	Social
GCA_003260125	K01077	1	Social
GCA_003260125	K11259	1	Social
GCA_003260125	K07755	1	Social
GCA_003260125	K03325	1	Social
GCA_003260125	K03892	1	Social
GCA_003260125	K22074	1	Social
GCA_003260125	K02032	2	Social
GCA_003260125	K05566	2	Social
GCA_003260125	K05571	1	Social
GCA_003260125	K05569	2	Social
GCA_003260125	K07095	1	Social
GCA_003260125	K01719	1	Social
GCA_003260125	K02400	1	Social
GCA_003260125	K06199	2	Social
GCA_003260125	K07491	6	Social
GCA_003260125	K01011	1	Social
GCA_003260125	K09165	1	Social
GCA_003260125	K13020	1	Social
GCA_003260125	K02474	1	Social
GCA_003260125	K13587	3	Social
GCA_003260125	K08602	2	Social
GCA_003260125	K09456	1	Social
GCA_003260125	K01147	1	Social
GCA_003260125	K05606	1	Social
GCA_003260125	K01322	1	Social
GCA_003260125	K07722	1	Social
GCA_003260125	K07448	2	Social
GCA_003260125	K00318	1	Social
GCA_003260125	K04127	1	Social
GCA_003260125	K03303	1	Social
GCA_003260125	K03586	1	Social
GCA_003260125	K01849	1	Social
GCA_003260125	K05786	1	Social
GCA_003260125	K11708	1	Social
GCA_003260125	K11709	1	Social
GCA_003260125	K03709	1	Social
GCA_003260125	K00282	1	Social
GCA_003260125	K14445	1	Social
GCA_003260125	K07226	1	Social
GCA_003260125	K03495	1	Social
GCA_003260125	K00965	1	Social
GCA_003260125	K15635	1	Social
GCA_003260125	K09791	1	Social
GCA_003260125	K01304	1	Social
GCA_003260125	K18911	1	Social
GCA_003260125	K08967	1	Social
GCA_003260125	K13288	1	Social
GCA_003260125	K05979	1	Social
GCA_003260125	K00662	3	Social
GCA_003260125	K00990	1	Social
GCA_003260125	K02200	1	Social
GCA_003260125	K03600	1	Social
GCA_003260125	K01087	1	Social
GCA_003260125	K00588	1	Social
GCA_003260125	K22373	1	Social
GCA_003260125	K00769	1	Social
GCA_003260125	K09844	1	Photosynthesis
GCA_003260125	K02291	1	Photosynthesis
GCA_003260125	K10027	1	Social
GCA_003260125	K03781	1	Social
GCA_003260125	K07032	1	Social
GCA_003260125	K00404	1	Social
GCA_003260125	K10217	1	Social
GCA_003260125	K01848	1	Social
GCA_003260125	K07400	1	Social
GCA_003260125	K01556	1	Social
GCA_003260125	K07045	1	Social
GCA_003260125	K08281	1	Social
GCA_003260125	K10800	1	Social
GCA_003260125	K22349	1	Social
GCA_003260125	K02502	1	Social
GCA_003260125	K14998	1	Social
GCA_003260125	K02258	1	Social
GCA_003260125	K01760	1	Social
GCA_003260125	K03386	1	Social
GCA_003260125	K01798	1	Social
GCA_003260125	K01839	1	Social
GCA_003260125	K03583	1	Social
GCA_003260125	K03582	1	Social
GCA_003260125	K02574	1	Social
GCA_003260125	K12526	1	Social
GCA_003260125	K22491	1	Social
GCA_003260125	K03918	1	Social
GCA_003260125	K02069	1	Social
GCA_003260125	K05565	1	Social
GCA_003260125	K23139	1	Social
GCA_003260125	K03831	1	Social
GCA_000020805	K00180	1	Social
GCA_000020805	K00179	1	Social
GCA_000020805	K00929	1	Social
GCA_000020805	K09924	1	Social
GCA_000020805	K07491	7	Social
GCA_000020805	K06518	1	Social
GCA_000020805	K07216	7	Social
GCA_000020805	K00127	4	Social
GCA_000020805	K00919	1	Social
GCA_000020805	K00965	1	Social
GCA_000020805	K01644	1	Social
GCA_000020805	K06208	1	Social
GCA_000020805	K03737	1	Social
GCA_000020805	K01848	2	Social
GCA_000020805	K13587	4	Social
GCA_000020805	K09793	1	Social
GCA_000020805	K02199	3	Social
GCA_000020805	K02116	2	Social
GCA_000020805	K02688	1	Social
GCA_000020805	K03179	1	Social
GCA_000020805	K20810	1	Social
GCA_000020805	K11784	1	Social
GCA_000020805	K18285	1	Social
GCA_000020805	K03186	1	Social
GCA_000020805	K03182	1	Social
GCA_000020805	K19342	2	Social
GCA_000020805	K01087	2	Social
GCA_000020805	K02041	1	Social
GCA_000020805	K02042	1	Social
GCA_000020805	K22373	2	Social
GCA_000020805	K04652	1	Social
GCA_000020805	K03605	2	Social
GCA_000020805	K06281	1	Social
GCA_000020805	K06282	1	Social
GCA_000020805	K01174	1	Social
GCA_000020805	K07722	1	Social
GCA_000020805	K07020	1	Social
GCA_000020805	K18139	1	Social
GCA_000020805	K17361	2	Social
GCA_000020805	K08170	1	Social
GCA_000020805	K03411	2	Social
GCA_000020805	K22736	1	Social
GCA_000020805	K07034	1	Social
GCA_000020805	K19123	1	Social
GCA_000020805	K19124	1	Social
GCA_000020805	K19125	1	Social
GCA_000020805	K19126	1	Social
GCA_000020805	K02574	1	Social
GCA_000020805	K05786	1	Social
GCA_000020805	K00226	1	Social
GCA_000020805	K00113	1	Social
GCA_000020805	K07182	3	Social
GCA_000020805	K08177	2	Social
GCA_000020805	K07226	1	Social
GCA_000020805	K03744	2	Social
GCA_000020805	K08988	1	Social
GCA_000020805	K23779	1	Social
GCA_000020805	K07667	1	Social
GCA_000020805	K01839	1	Social
GCA_000020805	K02567	1	Social
GCA_000020805	K17069	1	Social
GCA_000020805	K00769	1	Social
GCA_000020805	K11259	1	Social
GCA_000020805	K02167	1	Social
GCA_000020805	K01151	1	Social
GCA_000020805	K09141	1	Social
GCA_000020805	K03465	1	Social
GCA_000020805	K10794	1	Social
GCA_000020805	K01682	1	Social
GCA_000020805	K00112	1	Social
GCA_000020805	K01719	1	Social
GCA_000020805	K08256	3	Social
GCA_000020805	K02636	2	Social
GCA_000020805	K00376	1	Social
GCA_000020805	K07218	1	Social
GCA_000020805	K07150	1	Social
GCA_000020805	K17225	1	Social
GCA_000020805	K22622	1	Social
GCA_000020805	K17226	1	Social
GCA_000020805	K17227	1	Social
GCA_000020805	K17222	1	Social
GCA_000020805	K17223	1	Social
GCA_000020805	K05555	1	Social
GCA_000020805	K07793	1	Social
GCA_000020805	K08224	3	Social
GCA_000020805	K11785	1	Social
GCA_000020805	K00371	1	Social
GCA_000020805	K00370	1	Social
GCA_000020805	K07792	1	Social
GCA_000020805	K02030	3	Social
GCA_000020805	K07322	1	Social
GCA_000020805	K00163	1	Social
GCA_000020805	K23107	1	Social
GCA_000020805	K02380	2	Social
GCA_000020805	K01270	1	Social
GCA_000020805	K08602	1	Social
GCA_000020805	K08289	1	Social
GCA_000020805	K00906	1	Social
GCA_000020805	K00694	1	Social
GCA_000020805	K00174	3	Social
GCA_000020805	K00175	3	Social
GCA_000020805	K00176	1	Social
GCA_000020805	K00177	1	Social
GCA_000020805	K09165	1	Social
GCA_000020805	K01849	1	Social
GCA_000020805	K06019	1	Social
GCA_000020805	K01744	1	Social
GCA_000020805	K07791	1	Social
GCA_000020805	K01055	2	Social
GCA_000020805	K00956	1	Social
GCA_000020805	K14261	1	Social
GCA_000020805	K00990	1	Social
GCA_000020805	K15740	1	Social
GCA_000020805	K18588	1	Social
GCA_000020805	K08999	1	Social
