phylum	species		median_relative_abundance	proportion_host_associated	total_metagenome_count	host_metagenome_count	environment_metagenome_count
Firmi_SpeciesLevel_Data	s__Eubacterium_Q sp017430325	eukaryotic-host-associated	0.05	1.0	35	35	0
Firmi_SpeciesLevel_Data	s__Streptococcus sanguinis_G	eukaryotic-host-associated	1.25	0.875	8	7	1
Firmi_SpeciesLevel_Data	s__Weissella soli	environmental	0.39	0.24675324675324675	77	19	58
Firmi_SpeciesLevel_Data	s__Halanaerobium kushneri	environmental	0.46	0.0	16	0	16
Firmi_SpeciesLevel_Data	s__Mitsuokella multacida	eukaryotic-host-associated	0.24	0.8671048871106031	3499	3034	465
Firmi_SpeciesLevel_Data	s__CAG-1782 sp934274515	eukaryotic-host-associated	0.14	1.0	10	10	0
Firmi_SpeciesLevel_Data	s__Paenibacillus_Z sp019431355	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__CAG-103 sp900316745	eukaryotic-host-associated	0.04	0.9785330948121646	559	547	12
Firmi_SpeciesLevel_Data	s__UBA11524 sp015056085	eukaryotic-host-associated	0.03	1.0	23	23	0
Firmi_SpeciesLevel_Data	s__UBA3282 sp014804615	eukaryotic-host-associated	0.31	1.0	52	52	0
Firmi_SpeciesLevel_Data	s__Anaeromassilibacillus stercoravium	eukaryotic-host-associated	0.06	0.9918433931484503	4904	4864	40
Firmi_SpeciesLevel_Data	s__Gallimonas sp900548845	eukaryotic-host-associated	0.67	0.9595959595959596	297	285	12
Firmi_SpeciesLevel_Data	s__Kurthia senegalensis	both	0.12	0.6363636363636364	44	28	16
Firmi_SpeciesLevel_Data	s__Paenibacillus_Z glycinis	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Paenibacillus glacialis	environmental	1.395	0.25	24	6	18
Firmi_SpeciesLevel_Data	s__Sporosarcina newyorkensis	both	0.1	0.64	25	16	9
Firmi_SpeciesLevel_Data	s__Streptococcus mitis_P	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Staphylococcus singaporensis	eukaryotic-host-associated	0.885	1.0	4	4	0
Firmi_SpeciesLevel_Data	s__Gracilibacillus suaedae	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Ventricola sp900542445	eukaryotic-host-associated	0.09	0.9764908256880734	12208	11921	287
Firmi_SpeciesLevel_Data	s__Dialister hominis	eukaryotic-host-associated	0.84	0.9063571616987602	7582	6872	710
Firmi_SpeciesLevel_Data	s__UBA1740 sp004558975	eukaryotic-host-associated	0.04	0.991869918699187	123	122	1
Firmi_SpeciesLevel_Data	s__Staphylococcus durrellii	environmental	0.225	0.0	2	0	2
Firmi_SpeciesLevel_Data	s__Clostridium chauvoei	eukaryotic-host-associated	0.85	0.9285714285714286	14	13	1
Firmi_SpeciesLevel_Data	s__Mesobacillus sp018613195	environmental	0.015	0.0	6	0	6
Firmi_SpeciesLevel_Data	s__Paenibacillus_A yonginensis	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Latilactobacillus fragifolii	environmental	0.42000000000000004	0.0	4	0	4
Firmi_SpeciesLevel_Data	s__Limivivens sp900066135	eukaryotic-host-associated	0.05	0.9934108527131783	5160	5126	34
Firmi_SpeciesLevel_Data	s__Faecalibacterium sp900758465	eukaryotic-host-associated	0.58	0.9891553821436768	17428	17239	189
Firmi_SpeciesLevel_Data	s__Eubacterium_I sp000270305	eukaryotic-host-associated	0.08	0.8932038834951457	103	92	11
Firmi_SpeciesLevel_Data	s__Levilactobacillus suantsaii	both	0.22	0.525	40	21	19
Firmi_SpeciesLevel_Data	s__Fructobacillus parabroussonetiae	eukaryotic-host-associated	0.09	1.0	3	3	0
Firmi_SpeciesLevel_Data	s__Limivicinus sp900547315	eukaryotic-host-associated	0.17	0.9872311827956989	4464	4407	57
Firmi_SpeciesLevel_Data	s__CAG-1000 sp934095805	eukaryotic-host-associated	0.05	1.0	7	7	0
Firmi_SpeciesLevel_Data	s__Eubacterium_R sp945876745	eukaryotic-host-associated	0.13	0.9563981042654028	1055	1009	46
Firmi_SpeciesLevel_Data	s__Lysinibacillus sp001308875	both	0.58	0.6410256410256411	39	25	14
Firmi_SpeciesLevel_Data	s__Veillonella nakazawae	eukaryotic-host-associated	0.37	0.9887323943661972	355	351	4
Firmi_SpeciesLevel_Data	s__Onthocola_B sp934085585	eukaryotic-host-associated	0.21	1.0	157	157	0
Firmi_SpeciesLevel_Data	s__Lacrimispora aerotolerans	eukaryotic-host-associated	0.13	0.9649122807017544	57	55	2
Firmi_SpeciesLevel_Data	s__Streptococcus sp905221375	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Exiguobacterium sp018618475	environmental	0.12	0.0	24	0	24
Firmi_SpeciesLevel_Data	s__Levilactobacillus bambusae	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Eubacterium_G sp910578975	eukaryotic-host-associated	0.08	0.9871244635193133	233	230	3
Firmi_SpeciesLevel_Data	s__Caccovivens sp944350115	eukaryotic-host-associated	0.09	1.0	16	16	0
Firmi_SpeciesLevel_Data	s__Fictibacillus phosphorivorans_D	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Listeria_A riparia	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Streptococcus hyovaginalis	both	0.06	0.5428571428571428	35	19	16
Firmi_SpeciesLevel_Data	s__Lachnospira sp934359185	eukaryotic-host-associated	0.185	0.9880952380952381	84	83	1
Firmi_SpeciesLevel_Data	s__Streptococcus oralis_BO	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Ruminococcus sp017549005	eukaryotic-host-associated	0.07	0.9666666666666667	60	58	2
Firmi_SpeciesLevel_Data	s__Blautia sp001304935	eukaryotic-host-associated	0.23	0.9968924798011187	3218	3208	10
Firmi_SpeciesLevel_Data	s__Halobacillus locisalis	both	0.13	0.3333333333333333	3	1	2
Firmi_SpeciesLevel_Data	s__Lactococcus sp934191625	eukaryotic-host-associated	0.26	1.0	9	9	0
Firmi_SpeciesLevel_Data	s__Limivicinus sp902779945	eukaryotic-host-associated	0.05	1.0	56	56	0
Firmi_SpeciesLevel_Data	s__Centipeda flueggei	eukaryotic-host-associated	0.185	0.985981308411215	214	211	3
Firmi_SpeciesLevel_Data	s__Anaerobutyricum stercoripullorum	eukaryotic-host-associated	0.06	0.9617834394904459	157	151	6
Firmi_SpeciesLevel_Data	s__Gallimonas sp910586985	eukaryotic-host-associated	0.165	0.9968553459119497	954	951	3
Firmi_SpeciesLevel_Data	s__Choladocola sp910574965	eukaryotic-host-associated	0.11	0.9966804979253112	1205	1201	4
Firmi_SpeciesLevel_Data	s__Acutalibacter sp009936035	eukaryotic-host-associated	0.11	0.9864930053063193	2073	2045	28
Firmi_SpeciesLevel_Data	s__Exiguobacterium_A flavidum	environmental	0.235	0.16666666666666666	6	1	5
Firmi_SpeciesLevel_Data	s__Anaerococcus ihuae	eukaryotic-host-associated	0.305	0.9782608695652174	46	45	1
Firmi_SpeciesLevel_Data	s__Cohnella candidum	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Butyrivibrio sp000424285	eukaryotic-host-associated	0.3	1.0	12	12	0
Firmi_SpeciesLevel_Data	s__Ruminococcus_C sp000437255	eukaryotic-host-associated	0.26	0.9962802231866088	1613	1607	6
Firmi_SpeciesLevel_Data	s__Faecalibacterium gallinarum	eukaryotic-host-associated	0.27	0.9155313351498637	367	336	31
Firmi_SpeciesLevel_Data	s__Clostridium sp900540255	eukaryotic-host-associated	0.17	0.9756184163806367	8449	8243	206
Firmi_SpeciesLevel_Data	s__Paenibacillus wynnii	environmental	0.0	0.0	3	0	3
Firmi_SpeciesLevel_Data	s__Coproplasma sp910585685	eukaryotic-host-associated	0.245	1.0	16	16	0
Firmi_SpeciesLevel_Data	s__Ruminococcus_E bromii	eukaryotic-host-associated	0.25	0.9665722694208452	18009	17407	602
Firmi_SpeciesLevel_Data	s__Streptococcus pacificus	eukaryotic-host-associated	0.01	1.0	1	1	0
Firmi_SpeciesLevel_Data	s__14-2 sp000403845	eukaryotic-host-associated	0.14	0.9819672131147541	610	599	11
Firmi_SpeciesLevel_Data	s__Saccharofermentans sp024688685	eukaryotic-host-associated	0.03	1.0	86	86	0
Firmi_SpeciesLevel_Data	s__Paenibacillus sabinae	environmental	0.07	0.0	1	0	1
Firmi_SpeciesLevel_Data	s__UBA1259 sp017456055	eukaryotic-host-associated	0.05	0.9375	32	30	2
Firmi_SpeciesLevel_Data	s__Paenibacillus_A sp900766135	eukaryotic-host-associated	4.43	0.9	10	9	1
Firmi_SpeciesLevel_Data	s__UBA4923 sp012841015	environmental	0.02	0.0	23	0	23
Firmi_SpeciesLevel_Data	s__Lysinibacillus xylanilyticus	both	0.245	0.4090909090909091	22	9	13
Firmi_SpeciesLevel_Data	s__Phytoplasma tritici	eukaryotic-host-associated	0.15	1.0	1	1	0
Firmi_SpeciesLevel_Data	s__Streptococcus lactarius	eukaryotic-host-associated	0.6	0.9986648865153538	749	748	1
Firmi_SpeciesLevel_Data	s__Priestia aryabhattai_B	environmental	0.06	0.24342105263157895	152	37	115
Firmi_SpeciesLevel_Data	s__RUG472 sp900319345	eukaryotic-host-associated	0.04	0.9892665474060823	559	553	6
Firmi_SpeciesLevel_Data	s__Streptococcus infantis_F	eukaryotic-host-associated	0.05	1.0	2	2	0
Firmi_SpeciesLevel_Data	s__Streptococcus pneumoniae	eukaryotic-host-associated	12.61	0.9893475366178429	751	743	8
Firmi_SpeciesLevel_Data	s__Fictibacillus nanhaiensis_A	environmental	0.02	0.0	3	0	3
Firmi_SpeciesLevel_Data	s__Faecimonas sp900554315	both	0.12	0.7391304347826086	23	17	6
Firmi_SpeciesLevel_Data	s__UBA636 sp017454765	eukaryotic-host-associated	0.03	1.0	80	80	0
Firmi_SpeciesLevel_Data	s__CAG-95 sp011959285	eukaryotic-host-associated	0.21	0.9931972789115646	735	730	5
Firmi_SpeciesLevel_Data	s__Sporolactobacillus putidus	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Lysinibacillus sp023337795	both	0.545	0.5	6	3	3
Firmi_SpeciesLevel_Data	s__RUG705 sp017409025	both	0.09	0.7254901960784313	1785	1295	490
Firmi_SpeciesLevel_Data	s__F23-B02 sp003533405	eukaryotic-host-associated	0.1	0.9	60	54	6
Firmi_SpeciesLevel_Data	s__Lactobacillus kimbladii_A	eukaryotic-host-associated	2.95	1.0	177	177	0
Firmi_SpeciesLevel_Data	s__Eisenbergiella sp900550285	eukaryotic-host-associated	0.18	1.0	308	308	0
Firmi_SpeciesLevel_Data	s__Hungatella hathewayi	eukaryotic-host-associated	0.16	0.9994059405940594	5050	5047	3
Firmi_SpeciesLevel_Data	s__Lactobacillus acidophilus	eukaryotic-host-associated	0.77	0.9745030250648228	2314	2255	59
Firmi_SpeciesLevel_Data	s__RUG740 sp900320755	eukaryotic-host-associated	0.12	0.9943820224719101	1424	1416	8
Firmi_SpeciesLevel_Data	s__Sutcliffiella_A sp009363695	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__UMGS1491 sp934692675	eukaryotic-host-associated	0.08	0.9553903345724907	269	257	12
Firmi_SpeciesLevel_Data	s__Limiplasma sp015056145	eukaryotic-host-associated	0.05	1.0	41	41	0
Firmi_SpeciesLevel_Data	s__CAG-273 sp944392545	eukaryotic-host-associated	0.11	0.8923076923076924	65	58	7
Firmi_SpeciesLevel_Data	s__Alicyclobacillus hesperidum	environmental	0.05	0.0	1	0	1
Firmi_SpeciesLevel_Data	s__Pristimantibacillus sp004345425	environmental	0.14	0.0	1	0	1
Firmi_SpeciesLevel_Data	s__Ureibacillus thermosphaericus	environmental	0.29	0.125	160	20	140
Firmi_SpeciesLevel_Data	s__Aerococcus urinaeequi	both	0.16	0.5335608646188851	879	469	410
Firmi_SpeciesLevel_Data	s__Jeotgalicoccus meleagridis	both	0.13	0.4474708171206226	257	115	142
Firmi_SpeciesLevel_Data	s__Bacillus velezensis	both	0.475	0.3227848101265823	158	51	107
Firmi_SpeciesLevel_Data	s__Neobacillus drentensis_A	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__RUG420 sp900542575	eukaryotic-host-associated	0.06	0.9352226720647774	247	231	16
Firmi_SpeciesLevel_Data	s__Veillonella dispar	eukaryotic-host-associated	0.3	0.9952153110047847	209	208	1
Firmi_SpeciesLevel_Data	s__UBA11490 sp934748015	eukaryotic-host-associated	0.16	1.0	101	101	0
Firmi_SpeciesLevel_Data	s__UBA1066 sp900319795	eukaryotic-host-associated	0.02	0.9506172839506173	81	77	4
Firmi_SpeciesLevel_Data	s__Cytobacillus massiliigabonensis	both	0.145	0.3333333333333333	6	2	4
Firmi_SpeciesLevel_Data	s__Anaerostipes hadrus	eukaryotic-host-associated	0.52	0.9752933909820877	48570	47370	1200
Firmi_SpeciesLevel_Data	s__Faecousia sp017482385	eukaryotic-host-associated	0.26	0.926530612244898	735	681	54
Firmi_SpeciesLevel_Data	s__Streptococcus pharyngis	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__UBA1740 sp017504405	eukaryotic-host-associated	0.07	1.0	91	91	0
Firmi_SpeciesLevel_Data	s__Streptococcus downei	eukaryotic-host-associated	0.16	1.0	64	64	0
Firmi_SpeciesLevel_Data	s__Enterococcus_B sp011038845	environmental	2.23	0.0	2	0	2
Firmi_SpeciesLevel_Data	s__Paenibacillus durus_B	environmental	0.09	0.0	4	0	4
Firmi_SpeciesLevel_Data	s__Bariatricus comes	eukaryotic-host-associated	0.3	0.9761645624727906	36752	35876	876
Firmi_SpeciesLevel_Data	s__Paenibacillus antarcticus	environmental	0.71	0.17391304347826086	23	4	19
Firmi_SpeciesLevel_Data	s__Butyrivibrio sp000424145	eukaryotic-host-associated	0.14	1.0	38	38	0
Firmi_SpeciesLevel_Data	s__Ligilactobacillus ruminis_A	eukaryotic-host-associated	0.02	1.0	74	74	0
Firmi_SpeciesLevel_Data	s__UBA1712 sp900766815	eukaryotic-host-associated	0.16	0.9241815048822516	1741	1609	132
Firmi_SpeciesLevel_Data	s__Fimenecus sp900540295	eukaryotic-host-associated	0.54	0.98125	640	628	12
Firmi_SpeciesLevel_Data	s__Anaerotignum neopropionicum	environmental	0.075	0.0	10	0	10
Firmi_SpeciesLevel_Data	s__Streptococcus mitis_AZ	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Bacillus haynesii	environmental	0.6	0.0	15	0	15
Firmi_SpeciesLevel_Data	s__UBA1417 sp003531055	eukaryotic-host-associated	0.25	0.9777878989594647	28543	27909	634
Firmi_SpeciesLevel_Data	s__Ruminiclostridium_E siraeum	eukaryotic-host-associated	0.46	0.9896632210736912	17994	17808	186
Firmi_SpeciesLevel_Data	s__Choladocola sp910585465	eukaryotic-host-associated	0.38	1.0	11	11	0
Firmi_SpeciesLevel_Data	s__Fimimonas sp022508345	eukaryotic-host-associated	0.035	1.0	4	4	0
Firmi_SpeciesLevel_Data	s__Scatosoma sp015069295	eukaryotic-host-associated	0.06	0.9811320754716981	53	52	1
Firmi_SpeciesLevel_Data	s__Enterococcus_A avium	eukaryotic-host-associated	0.39	0.9685725104127224	2641	2558	83
Firmi_SpeciesLevel_Data	s__Evtepia sp004554585	eukaryotic-host-associated	0.12	0.9755725190839695	655	639	16
Firmi_SpeciesLevel_Data	s__Streptococcus sp905221085	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Listeria sp902806445	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__CAG-115 sp934448295	eukaryotic-host-associated	0.12	1.0	37	37	0
Firmi_SpeciesLevel_Data	s__Lachnospira eligens	eukaryotic-host-associated	0.3	0.984581088612298	10766	10600	166
Firmi_SpeciesLevel_Data	s__Roseburia hominis	eukaryotic-host-associated	0.21	0.9878530329810838	26591	26268	323
Firmi_SpeciesLevel_Data	s__Lawsonibacter sp910575265	eukaryotic-host-associated	0.17	1.0	422	422	0
Firmi_SpeciesLevel_Data	s__Peptostreptococcus canis	eukaryotic-host-associated	0.44999999999999996	1.0	12	12	0
Firmi_SpeciesLevel_Data	s__Staphylococcus borealis	eukaryotic-host-associated	0.19	0.8813559322033898	59	52	7
Firmi_SpeciesLevel_Data	s__Enterocloster porci	eukaryotic-host-associated	0.37	0.9986737400530504	754	753	1
Firmi_SpeciesLevel_Data	s__CAG-245 sp900552135	eukaryotic-host-associated	0.15	0.9335219236209336	1414	1320	94
Firmi_SpeciesLevel_Data	s__Pseudoflavonifractor sp900079765	environmental	0.12	0.25	8	2	6
Firmi_SpeciesLevel_Data	s__Christensenella intestinihominis	eukaryotic-host-associated	0.03	1.0	96	96	0
Firmi_SpeciesLevel_Data	s__Agathobacter sp900546625	eukaryotic-host-associated	0.51	0.9697542533081286	7935	7695	240
Firmi_SpeciesLevel_Data	s__Limosilactobacillus sp022482365	environmental	0.08	0.16666666666666666	24	4	20
Firmi_SpeciesLevel_Data	s__Cytobacillus oceanisediminis_A	environmental	0.16	0.0	2	0	2
Firmi_SpeciesLevel_Data	s__Geobacillus thermophilus	both	9.645	0.4444444444444444	18	8	10
Firmi_SpeciesLevel_Data	s__Exiguobacterium sp018617485	environmental	0.025	0.1	10	1	9
Firmi_SpeciesLevel_Data	s__Clostridium septicum	eukaryotic-host-associated	2.76	0.9791666666666666	48	47	1
Firmi_SpeciesLevel_Data	s__Companilactobacillus allii	environmental	0.06	0.0	1	0	1
Firmi_SpeciesLevel_Data	s__Sporolactobacillus sp900543345	environmental	3.15	0.2	10	2	8
Firmi_SpeciesLevel_Data	s__Brevibacillus fortis	eukaryotic-host-associated	0.82	1.0	1	1	0
Firmi_SpeciesLevel_Data	s__Blautia_A sp900066355	eukaryotic-host-associated	0.52	0.9975	1200	1197	3
Firmi_SpeciesLevel_Data	s__Trichococcus flocculiformis	environmental	0.24	0.013846153846153847	2600	36	2564
Firmi_SpeciesLevel_Data	s__Thermoanaerobacter pseudethanolicus	environmental	0.88	0.0	67	0	67
Firmi_SpeciesLevel_Data	s__ER4 sp015067435	eukaryotic-host-associated	0.03	0.9949622166246851	397	395	2
Firmi_SpeciesLevel_Data	s__Exiguobacterium_A sp018618755	environmental	0.665	0.0	6	0	6
Firmi_SpeciesLevel_Data	s__Paenibacillus_B apiarius	environmental	0.03	0.0	1	0	1
Firmi_SpeciesLevel_Data	s__Streptococcus vestibularis	eukaryotic-host-associated	0.24	0.9942960357448427	10519	10459	60
Firmi_SpeciesLevel_Data	s__Onthoplasma sp944377145	eukaryotic-host-associated	0.04	1.0	21	21	0
Firmi_SpeciesLevel_Data	s__UMGS1071 sp900541905	eukaryotic-host-associated	0.05	0.9982572324851865	5738	5728	10
Firmi_SpeciesLevel_Data	s__Neobacillus sp001940785	environmental	0.43	0.0	4	0	4
Firmi_SpeciesLevel_Data	s__Wujia sp015057555	eukaryotic-host-associated	0.03	0.89	100	89	11
Firmi_SpeciesLevel_Data	s__Streptococcus ratti	eukaryotic-host-associated	0.06	1.0	22	22	0
Firmi_SpeciesLevel_Data	s__Levilactobacillus tongjiangensis	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Streptococcus mitis_BM	eukaryotic-host-associated	3.7399999999999998	1.0	8	8	0
Firmi_SpeciesLevel_Data	s__SFMI01 sp004556155	eukaryotic-host-associated	0.13	0.9382930644880931	5753	5398	355
Firmi_SpeciesLevel_Data	s__Listeria_A newyorkensis	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Brevibacillus porteri	both	1.21	0.6923076923076923	13	9	4
Firmi_SpeciesLevel_Data	s__Bacillus_H xiaoxiensis	eukaryotic-host-associated	0.16	1.0	2	2	0
Firmi_SpeciesLevel_Data	s__Neobacillus soli	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Lactobacillus sp022483245	environmental	0.69	0.0	33	0	33
Firmi_SpeciesLevel_Data	s__Fournierella merdavium	eukaryotic-host-associated	0.07	0.923943661971831	355	328	27
Firmi_SpeciesLevel_Data	s__Mycoplasmopsis_A alligatoris	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Bacillus_A nitratireducens	environmental	0.02	0.0	1	0	1
Firmi_SpeciesLevel_Data	s__Anaerococcus hydrogenalis	eukaryotic-host-associated	1.08	0.9907407407407407	108	107	1
Firmi_SpeciesLevel_Data	s__Clostridium_H novyi	eukaryotic-host-associated	1.93	0.9052631578947369	95	86	9
Firmi_SpeciesLevel_Data	s__Bacillus_A thuringiensis_S	both	0.34	0.29411764705882354	51	15	36
Firmi_SpeciesLevel_Data	s__Ligilactobacillus saerimneri	eukaryotic-host-associated	0.1	0.9911242603550295	338	335	3
Firmi_SpeciesLevel_Data	s__Peribacillus simplex_D	both	0.04	0.38095238095238093	21	8	13
Firmi_SpeciesLevel_Data	s__CAG-877 sp000433455	eukaryotic-host-associated	0.25	0.9440993788819876	644	608	36
Firmi_SpeciesLevel_Data	s__Lacrimispora xylanolytica_A	environmental	0.86	0.0	1	0	1
Firmi_SpeciesLevel_Data	s__Staphylococcus sp943737015	eukaryotic-host-associated	1.07	0.75	8	6	2
Firmi_SpeciesLevel_Data	s__Pseudoflavonifractor sp014287675	eukaryotic-host-associated	0.08	0.991313789359392	921	913	8
Firmi_SpeciesLevel_Data	s__RUG099 sp902778585	eukaryotic-host-associated	0.05	0.8666666666666667	405	351	54
Firmi_SpeciesLevel_Data	s__Paenibacillus phytohabitans	environmental	0.14	0.25	4	1	3
Firmi_SpeciesLevel_Data	s__Blautia sp900541955	eukaryotic-host-associated	0.43	0.9949330437929786	2763	2749	14
Firmi_SpeciesLevel_Data	s__Bacillus_H clausii	both	0.12	0.34285714285714286	35	12	23
Firmi_SpeciesLevel_Data	s__CAG-115 sp003516865	eukaryotic-host-associated	0.32	0.9948717948717949	195	194	1
Firmi_SpeciesLevel_Data	s__UBA3282 sp022510565	eukaryotic-host-associated	0.25	1.0	5	5	0
Firmi_SpeciesLevel_Data	s__Coprovivens sp017525015	eukaryotic-host-associated	0.03	0.9851485148514851	202	199	3
Firmi_SpeciesLevel_Data	s__Staphylococcus pasteuri	both	0.44	0.6363636363636364	77	49	28
Firmi_SpeciesLevel_Data	s__UBA737 sp900549055	eukaryotic-host-associated	0.07	0.9961787184009406	3402	3389	13
Firmi_SpeciesLevel_Data	s__Butyrivibrio proteoclasticus	eukaryotic-host-associated	0.19	0.9809523809523809	105	103	2
Firmi_SpeciesLevel_Data	s__Paenibacillus_A sp900069005	both	0.1	0.4375	16	7	9
Firmi_SpeciesLevel_Data	s__Paenibacillus sp000732325	environmental	0.8700000000000001	0.0	4	0	4
Firmi_SpeciesLevel_Data	s__Bacillus altitudinis	both	0.1	0.5288461538461539	208	110	98
Firmi_SpeciesLevel_Data	s__Halanaerobium saccharolyticum	environmental	0.17	0.0	49	0	49
Firmi_SpeciesLevel_Data	s__Ruminococcus sp016283395	eukaryotic-host-associated	0.05	1.0	23	23	0
Firmi_SpeciesLevel_Data	s__Virgibacillus manasiensis	eukaryotic-host-associated	0.19	1.0	1	1	0
Firmi_SpeciesLevel_Data	s__Paenibacillus_G sp017833255	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Clostridium botulinum_A	both	0.1	0.2857142857142857	7	2	5
Firmi_SpeciesLevel_Data	s__Streptococcus oralis_BU	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__CAG-115 sp934446355	eukaryotic-host-associated	0.07	1.0	28	28	0
Firmi_SpeciesLevel_Data	s__Angelakisella sp900547385	eukaryotic-host-associated	0.32	0.9694840834248079	13665	13248	417
Firmi_SpeciesLevel_Data	s__Caccovivens sp934793215	eukaryotic-host-associated	0.11	1.0	107	107	0
Firmi_SpeciesLevel_Data	s__UBA10677 sp900767465	eukaryotic-host-associated	0.09	1.0	480	480	0
Firmi_SpeciesLevel_Data	s__Caccovivens sp944372505	eukaryotic-host-associated	0.11	1.0	11	11	0
Firmi_SpeciesLevel_Data	s__Streptococcus mitis_Q	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Limosilactobacillus gastricus	eukaryotic-host-associated	0.28	1.0	103	103	0
Firmi_SpeciesLevel_Data	s__Agathobacter sp934307695	eukaryotic-host-associated	0.18	0.9956521739130435	230	229	1
Firmi_SpeciesLevel_Data	s__Merdicola faecigallinarum	eukaryotic-host-associated	0.1	0.9783783783783784	185	181	4
Firmi_SpeciesLevel_Data	s__Veillonella_A sp000431435	eukaryotic-host-associated	2.18	0.9789184234647113	1091	1068	23
Firmi_SpeciesLevel_Data	s__Geobacillus thermodenitrificans	environmental	0.13	0.2375	80	19	61
Firmi_SpeciesLevel_Data	s__RUG099 sp017512145	eukaryotic-host-associated	0.03	0.9444444444444444	54	51	3
Firmi_SpeciesLevel_Data	s__Dialister sp900541485	eukaryotic-host-associated	0.77	0.9889380530973452	1808	1788	20
Firmi_SpeciesLevel_Data	s__Mesobacillus sp018613055	environmental	0.18	0.0	3	0	3
Firmi_SpeciesLevel_Data	s__UMGS882 sp934444645	eukaryotic-host-associated	0.06	0.9904306220095693	836	828	8
Firmi_SpeciesLevel_Data	s__Weissella muntiaci	environmental	0.5700000000000001	0.1875	16	3	13
Firmi_SpeciesLevel_Data	s__CAG-492 sp000434015	eukaryotic-host-associated	0.4	0.937424789410349	1662	1558	104
Firmi_SpeciesLevel_Data	s__Limivivens sp900543575	eukaryotic-host-associated	0.08	0.9972711679401216	12826	12791	35
Firmi_SpeciesLevel_Data	s__Limosilactobacillus avistercoris	eukaryotic-host-associated	0.325	0.9375	16	15	1
Firmi_SpeciesLevel_Data	s__Caldicellulosiruptor naganoensis	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Lacticaseibacillus mingshuiensis	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Schaedlerella sp910575475	eukaryotic-host-associated	0.12	0.9990498812351544	2105	2103	2
Firmi_SpeciesLevel_Data	s__Neobacillus niacini_D	environmental	0.08499999999999999	0.1111111111111111	18	2	16
Firmi_SpeciesLevel_Data	s__Paenibacillus jilunlii	environmental	0.565	0.0	2	0	2
Firmi_SpeciesLevel_Data	s__Fimenecus sp000432435	eukaryotic-host-associated	1.23	0.9225276136655536	19465	17957	1508
Firmi_SpeciesLevel_Data	s__Staphylococcus petrasii	eukaryotic-host-associated	1.275	1.0	6	6	0
Firmi_SpeciesLevel_Data	s__UBA6448 sp934096985	eukaryotic-host-associated	0.13	1.0	47	47	0
Firmi_SpeciesLevel_Data	s__KLE1615 sp017472605	eukaryotic-host-associated	0.05	1.0	10	10	0
Firmi_SpeciesLevel_Data	s__Mobilitalea sp023415635	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Carnobacterium_A sp000195575	both	0.1	0.4666666666666667	30	14	16
Firmi_SpeciesLevel_Data	s__Exiguobacterium_A sp001275385	environmental	0.405	0.07894736842105263	38	3	35
Firmi_SpeciesLevel_Data	s__Streptococcus mitis_AR	eukaryotic-host-associated	2.6950000000000003	1.0	12	12	0
Firmi_SpeciesLevel_Data	s__Streptococcus oralis_BT	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Bulleidia sp016812035	not-detected	0.0	0.0	0	0	0
Firmi_SpeciesLevel_Data	s__Ventrimonas sp910584845	eukaryotic-host-associated	0.14	1.0	529	529	0
Firmi_SpeciesLevel_Data	s__Butyricicoccus pullicaecorum_B	eukaryotic-host-associated	0.14	1.0	39	39	0
