Assembly_ID	Phylum	Genus	BGC_Count	Genome_Size	BGC_Genome_Prop	Metallophore_Genome_Prop	NRPS_Genome_Prop	PKS_Genome_Prop	NRPS_or_PKS_Prop
GCA_902625715.1	Pseudomondota	Pelagibacter	1	1161492	0.018865390377204493	0.0	0.0	0.0	0.0
GCA_000007665.1	Actinomycetota	Leifsonia	4	2584158	0.049531801074082935	0.0	0.0	0.016516791929905215	0.25
GCA_021531915.1	Bacillota	Dysosmobacter	2	2482712	0.014449118544559337	0.0	0.0	0.0	0.0
GCA_016772275.1	Bacillota	Heyndrickxia	5	4309805	0.03468091943835046	0.0	0.010114378724791493	0.009528273320950716	0.4
GCA_001687105.1	Pseudomondota	Salipiger	6	5522061	0.03194115385541739	0.0	0.017406544404344682	0.009459873768145626	0.3333333333333333
GCA_016461705.1	Bacillota	Streptococcus	3	1904728	0.04010178881184085	0.0	0.0	0.021617784796569377	0.3333333333333333
GCA_014137965.1	Actinomycetota	Frigoribacterium	6	3413408	0.04218101088413691	0.0036257019377701114	0.012535858590593332	0.012077958450908886	0.3333333333333333
GCA_003259375.1	Bacteroidota	Arenibacter	5	5193588	0.03016565811535301	0.0	0.0	0.007905132251537857	0.2
GCA_000503775.1	Bacillota	Brevibacillus	8	5544406	0.04453606031015766	0.0	0.01599702474890908	0.023403589131098985	0.25
GCA_945882965.1	Pseudomondota	Sphingorhabdus_B	3	2355293	0.03631777447646641	0.0	0.0	0.013442064320659893	0.3333333333333333
GCA_016756495.1	Pseudomondota	Mesorhizobium	10	7731063	0.029054348671068906	0.0	0.0	0.0	0.0
GCA_000438685.2	Bacillota	Listeria	4	3243301	0.02612430976958352	0.0	0.0	0.012692932293364075	0.25
GCA_002778275.1	Pseudomondota	Limnohabitans_A	3	3245711	0.02649373280615557	0.0	0.0	0.0	0.0
GCA_900752175.1	Bacteroidota	CAG-485	2	3359263	0.01924410205452803	0.0	0.0	0.0	0.0
GCA_023101345.1	Bacteroidota	Hymenobacter	3	4778575	0.017004860235530467	0.0	0.0	0.008617422557980151	0.3333333333333333
GCA_900472005.1	Pseudomondota	Agrobacterium	8	4961554	0.04230811556218072	0.0031228119254572257	0.0	0.0	0.0
GCA_000187445.1	Bacillota	Streptococcus	5	2133631	0.05047967525781168	0.0	0.0	0.019294339086749303	0.2
GCA_013386585.1	Pseudomondota	Pseudomonas_E	15	7004707	0.05119200560423155	0.009563140899398076	0.02989932341209989	0.0	0.5333333333333333
GCA_011046025.1	Pseudomondota	Proteus	2	4408239	0.011837606808523766	0.0	0.0	0.0	0.0
GCA_013170845.1	Pseudomondota	Mesorhizobium	14	7207166	0.041831421671153404	0.0	0.0	0.005698633831938934	0.07142857142857142
GCA_017558505.1	Bacillota	Ruminococcus	2	2467549	0.013108554277949496	0.0	0.0	0.0	0.0
GCA_000426485.1	Bacteroidota	Dysgonomonas	0	4377988	0.0	0.0	0.0	0.0	NA
GCA_020514115.1	Cyanobacteriota	Parasynechococcus	2	2116729	0.019906185439893344	0.0	0.0	0.0	0.0
GCA_000380145.1	Bacillota	Streptococcus	3	2385218	0.030525930963123706	0.0	0.0	0.015544910360394732	0.3333333333333333
GCA_018139645.1	Pseudomondota	Undibacterium	5	4243754	0.02673152119562067	0.002439114048552296	0.0	0.0	0.0
GCA_007827275.1	Bacteroidota	Gillisia	3	4245106	0.025133883582647877	0.0	0.0	0.009670665467481849	0.3333333333333333
GCA_016710585.1	Bacteroidota	UBA3362	1	4334337	0.00400084257407765	0.0	0.0	0.0	0.0
GCA_008014645.1	Actinomycetota	Collinsella	0	1922663	0.0	0.0	0.0	0.0	NA
GCA_016714795.1	Pseudomondota	Aquisediminimonas	3	3712534	0.025065629028582635	0.0	0.0	0.012834899289811219	0.3333333333333333
GCA_018402685.1	Actinomycetota	Aquiluna	2	1480071	0.031717397341073504	0.0	0.0	0.0	0.0
GCA_001895005.1	Actinomycetota	Rhodococcus	27	6365957	0.12856291677747744	0.00924762765441237	0.07428733810171825	0.023285894014050047	0.6666666666666666
GCA_902833715.1	Pseudomondota	Paraburkholderia	13	7269255	0.050646042820068904	0.0	0.012612846846066068	0.006891765387237069	0.15384615384615385
GCA_001431415.1	Pseudomondota	Stenotrophomonas	1	4100451	0.009964269783982299	0.0	0.0	0.0	0.0
GCA_014529945.1	Bacteroidota	Chitinophaga	32	8685353	0.14215691636252437	0.0013651719164436955	0.08569841663315239	0.05179259841252278	0.59375
GCA_009707425.1	Actinomycetota	Micromonospora	17	6281187	0.09104377882715481	0.002856784872031353	0.017167774180262423	0.047680478228080136	0.35294117647058826
GCA_002259415.1	Actinomycetota	Rhodococcus	21	5896383	0.12905182719643551	0.0	0.08315521566356866	0.021470450613537147	0.6666666666666666
GCA_018240595.1	Pseudomondota	Pseudolabrys	6	4908908	0.03428522188641547	0.0	0.0	0.017701900300433417	0.3333333333333333
GCA_019880555.1	Pseudomondota	Sphingomonas	4	3787119	0.04196989849011874	0.0	0.028857028258156135	0.0	0.5
GCA_021916785.1	Actinomycetota	Mycobacterium	14	6138096	0.09610520917235572	0.01087161230453222	0.03075497678759016	0.05835979104921135	0.6428571428571429
GCA_002810445.1	Pseudomondota	Advenella	11	4305312	0.06095307378419961	0.0052932284582394955	0.0052932284582394955	0.0	0.09090909090909091
GCA_001767395.1	Actinomycetota	Rhodococcus	15	4444448	0.16185654551476358	0.013118839504928396	0.11633323193341445	0.021259782992173605	0.6666666666666666
GCA_007559165.1	Pseudomondota	Gilliamella	2	2613948	0.030367474792918604	0.0	0.0	0.0	0.0
GCA_017522685.1	Bacillota	Acetatifactor	2	2722300	0.015391029644050987	0.0	0.0	0.0	0.0
GCA_022483005.1	Actinomycetota	Bifidobacterium	4	3099983	0.04090925659914909	0.0	0.0	0.013280717991034145	0.25
GCA_003293715.1	Pseudomondota	Pseudoduganella	12	6328781	0.06929217490698446	0.011307390791370407	0.037959442742607145	0.0	0.3333333333333333
GCA_009455685.1	Pseudomondota	Paraburkholderia	7	4125700	0.051133383425842886	0.029081125627166297	0.029081125627166297	0.015082773832319363	0.2857142857142857
GCA_913777685.1	Bacteroidota	Chryseobacterium	5	4426506	0.03382170949276924	0.0	0.0	0.0	0.0
GCA_016234775.1	Pseudomondota	Aquabacterium	3	4271391	0.0180013957982306	0.0	0.010983775542908622	0.010983775542908622	0.3333333333333333
GCA_001690495.1	Pseudomondota	Gilliamella	4	2433965	0.07217770181576152	0.0	0.03324616418066817	0.03324616418066817	0.25
GCA_002999135.1	Bacteroidota	Capnocytophaga	4	2990835	0.059104230089590364	0.0	0.0	0.0	0.0
GCA_903835515.1	Bacteroidota	Chlorobium	3	2895599	0.029743759408675026	0.0	0.022514512541273842	0.0	0.6666666666666666
GCA_005886435.1	Actinomycetota	Pauljensenia	1	2230588	0.005431303315538325	0.0	0.0	0.0	0.0
GCA_020524345.1	Bacillota	Metabacillus	8	5452374	0.047250793874374725	0.0024791035978089545	0.014740734953251556	0.005982531645848212	0.25
GCA_900099835.1	Pseudomondota	Paraburkholderia	11	8581175	0.04039446812353786	0.009828490853525305	0.009828490853525305	0.005400425932346095	0.18181818181818182
GCA_014646315.1	Actinomycetota	Micromonospora	19	6995256	0.06990323156150396	0.0035867164832852436	0.009893419197238814	0.030112407608813743	0.47368421052631576
GCA_018881775.1	Pseudomondota	Polynucleobacter	0	1651846	0.0	0.0	0.0	0.0	NA
GCA_009832825.1	Actinomycetota	Bifidobacterium	0	2401766	0.0	0.0	0.0	0.0	NA
GCA_023450085.1	Bacteroidota	Pedobacter	1	5694487	0.003662314094316134	0.0	0.0	0.0	0.0
GCA_017498505.1	Bacillota	Sporosarcina	5	4297762	0.029491163075107463	0.0	0.0	0.009558463218763627	0.2
GCA_900767255.1	Bacillota	Wujia	4	2851904	0.029544472745225647	0.0	0.0	0.0	0.0
GCA_004151485.1	Pseudomondota	Allosphingosinicella	7	4696590	0.03354902173704752	0.0	0.0	0.008749965400428822	0.14285714285714285
GCA_904387375.1	Bacillota	Protoclostridium	1	1798733	0.0119645328128188	0.0	0.0	0.0	0.0
GCA_021869745.1	Bacteroidota	Chryseobacterium	10	5184268	0.06210635715591864	0.0029969515464864085	0.008148305604571368	0.01120486055119064	0.2
GCA_022844465.1	Pseudomondota	Bradyrhizobium	4	5008332	0.01543208397526362	0.0	0.0	0.0	0.0
GCA_934693085.1	Cyanobacteriota	UBA1221	2	1955553	0.03182884841269963	0.0	0.0	0.0	0.0
GCA_022399565.1	Bacteroidota	Flavobacterium	4	4274743	0.03203069751795605	0.0	0.013595203267190565	0.02319882154318985	0.5
GCA_913774315.1	Bacteroidota	Chryseobacterium	4	4070660	0.025959672387278723	0.0030520849198901407	0.0	0.0	0.0
GCA_002802905.1	Actinomycetota	Galliscardovia	1	2714697	0.0074656582299976754	0.0	0.0	0.0	0.0
GCA_902569925.1	Pseudomondota	GCA-2704625	1	799344	0.027408725154626792	0.0	0.0	0.0	0.0
GCA_020179755.1	Pseudomondota	Herbaspirillum	6	5339602	0.03307119144835139	0.01558749135235173	0.013370284901384036	0.0	0.16666666666666666
GCA_018613355.1	Bacillota	Mesobacillus	5	4725694	0.027104801961362713	0.0	0.0	0.008694172750076497	0.2
GCA_010365285.1	Bacillota	Paenibacillus_Z	10	7524325	0.03523611752549232	0.0	0.0	0.005471188445475176	0.1
GCA_000980705.1	Bacillota	Ruminococcus_C	7	2924408	0.03783329822651285	0.0	0.0	0.0	0.0
GCA_003019815.1	Pseudomondota	Variovorax	7	7015237	0.03891543507368318	0.009441021023238417	0.01688624347260114	0.01688624347260114	0.2857142857142857
GCA_016949055.1	Pseudomondota	Pectobacterium	7	4573564	0.047086254833211036	0.014408675597411559	0.02408209440165263	0.01227576568295535	0.2857142857142857
GCA_024498295.1	Bacillota	Caproicibacter	0	1960795	0.0	0.0	0.0	0.0	NA
GCA_904845955.1	Pseudomondota	Psychrobacter	1	3408360	0.00869274372425448	0.0	0.0	0.0	0.0
GCA_015024265.1	Actinomycetota	Nocardioides	6	4777010	0.03433026097914804	0.0024663963441567006	0.0	0.008597009426398522	0.16666666666666666
GCA_017427405.1	Pseudomondota	Enterousia	2	1057788	0.06074752218781079	0.0	0.0	0.0	0.0
GCA_014851685.1	Pseudomondota	Pseudomonas_E	11	6013981	0.04907597812497246	0.006680766035010752	0.026362570816236365	0.0	0.45454545454545453
GCA_013404075.1	Actinomycetota	Mycobacterium	20	7173632	0.09657228026193705	0.009167462172578689	0.03704539067518378	0.03670539553743487	0.55
GCA_017849615.1	Pseudomondota	Pseudolabrys	3	4396131	0.012850617963841387	0.0	0.0	0.0	0.0
GCA_021513175.1	Pseudomondota	Sphingomonas	4	3797930	0.020835297122379824	0.0	0.0	0.0	0.0
GCA_000956525.1	Actinomycetota	Microbacterium	3	3807190	0.026486726430779657	0.0	0.0	0.012084240607902415	0.3333333333333333
GCA_004339675.1	Pseudomondota	Rhodovulum	8	3665949	0.04114514413593861	0.0	0.0	0.0	0.0
GCA_014193935.1	Pseudomondota	Rhizobium	9	5992197	0.036849088906789944	0.0019827452268341645	0.0	0.0068510764916440495	0.1111111111111111
GCA_902787105.1	Bacteroidota	Cryptobacteroides	1	2484671	0.021982789673159947	0.0	0.0	0.0	0.0
GCA_001544475.2	Pseudomondota	Caballeronia	11	7572618	0.04467068060213786	0.008427072381044442	0.025173856650368472	0.008475668520450919	0.45454545454545453
GCA_016901695.1	Bacillota	Lachnoclostridium_B	1	2658338	0.008158104800819159	0.0	0.0	0.0	0.0
GCA_902790825.1	Bacillota	Saccharofermentans	3	2390373	0.02363480511200553	0.0	0.0	0.0	0.0
GCA_022698165.1	Actinomycetota	Streptomyces	29	10923804	0.07789337853370493	0.009609839209857664	0.014578987319801784	0.0362371935637073	0.3103448275862069
GCA_900554515.1	Bacillota	Acidaminococcus	1	1062792	0.011226091276562112	0.0	0.0	0.0	0.0
GCA_900113725.1	Pseudomondota	Bradyrhizobium	11	8465016	0.04056353821422192	0.00995449979066785	0.020871195045585267	0.005814283162607135	0.2727272727272727
GCA_001590605.1	Bacteroidota	Pedobacter	19	5950539	0.1363147103144774	0.005797289959783475	0.08303079771429109	0.05041039139479634	0.42105263157894735
GCA_003522085.1	Bacillota	Caccovivens	0	874819	0.0	0.0	0.0	0.0	NA
GCA_005503735.1	Pseudomondota	Pseudomonas_E	4	4149569	0.03243903161991041	0.0	0.010322758821458325	0.0	0.25
GCA_008124835.1	Actinomycetota	Blastococcus	4	4606804	0.029150361074619192	0.0	0.010547876575604258	0.008906174432426472	0.5
GCA_003987725.1	Pseudomondota	Hyphomicrobium_B	8	4249670	0.058780093513143374	0.0	0.012320956686048564	0.02199394305910812	0.25
GCA_019749295.1	Bacillota	Neobacillus	6	5646324	0.02508694152159883	0.0	0.0	0.0072771240190963185	0.16666666666666666
GCA_018362975.1	Actinomycetota	Nocardia	29	8006012	0.1681998478143675	0.020483356757396817	0.10376389643183148	0.040754872713156066	0.6206896551724138
GCA_019638215.1	Bacteroidota	UBA2336	2	3939167	0.015723628878897493	0.0	0.0	0.010433931843965997	0.5
GCA_003641205.1	Actinomycetota	Rhodococcus	18	5868661	0.1428506434431977	0.013527958081068237	0.10081260444247844	0.015035627377352347	0.6111111111111112
GCA_001547755.1	Pseudomondota	Thiodubiliella	2	1469434	0.05378465449962366	0.0	0.0	0.0	0.0
GCA_003347015.1	Actinomycetota	Brachybacterium	3	3993066	0.01955489841640484	0.0023242791378855245	0.0	0.00874390756376178	0.3333333333333333
GCA_017519875.1	Bacteroidota	Limimorpha	3	3730285	0.03526593812537112	0.0	0.01688235617385803	0.0	0.3333333333333333
GCA_000153485.2	Bacteroidota	Psychroflexus	4	4321832	0.04160573571577979	0.0	0.0	0.02684000673788338	0.5
GCA_022410515.1	Pseudomondota	Shewanella	5	4857617	0.032104424865113904	0.0024495549978518273	0.0	0.0	0.0
GCA_014844075.1	Bacillota	Paenibacillus	14	7551121	0.07349809385917667	0.012574821672172913	0.043146176574312606	0.027541738504786244	0.42857142857142855
GCA_002113295.1	Pseudomondota	Pseudomonas_E	10	5651990	0.042878172112831056	0.02536805620675196	0.026789148600758317	0.0	0.5
GCA_003610995.1	Actinomycetota	Streptomyces	30	7238194	0.15258253647249576	0.028803179356618514	0.08709838393389291	0.05777822478922228	0.43333333333333335
GCA_014199935.1	Pseudomondota	Methylobacterium	12	5406054	0.056248790707603	0.010237411612980559	0.010237411612980559	0.012958805072979293	0.25
GCA_009604375.1	Actinomycetota	Spirillospora	21	8535269	0.10851034689123448	0.01155007534033198	0.04715504572849432	0.06554989655276243	0.47619047619047616
GCA_018449605.1	Pseudomondota	Luteibacter	6	5045211	0.0629016308733173	0.0	0.04059057193049012	0.04059057193049012	0.5
GCA_018140945.1	Pseudomondota	Klebsiella	4	6494581	0.020366055947258183	0.008741287544184913	0.015197285244421465	0.0	0.5
GCA_009749395.1	Actinomycetota	Agromyces	3	4229103	0.02087369354683487	0.0028228208203961926	0.0	0.0097278311736555	0.3333333333333333
GCA_900182695.1	Pseudomondota	Paracoccus	8	4299345	0.05141550631549689	0.015529574853844015	0.034946020847361633	0.012052068396465042	0.375
GCA_000220705.2	Actinomycetota	Streptomyces	23	7137891	0.09603298789516398	0.004941235443354347	0.04593037355151543	0.024460026077730804	0.30434782608695654
GCA_900477945.1	Pseudomondota	Haemophilus	1	1934644	0.015807559426954002	0.0	0.0	0.0	0.0
GCA_018139685.1	Pseudomondota	Undibacterium	5	4305924	0.029279429920267986	0.002755738373459448	0.01022312516430852	0.0	0.2
GCA_000970755.1	Bacillota	Lactobacillus	1	2185669	0.010842446866382787	0.0	0.0	0.0	0.0
GCA_934511995.1	Bacillota	Gemmiger	1	2005190	0.009570664126591496	0.0	0.0	0.0	0.0
GCA_021556435.1	Actinomycetota	Gordonia	14	5290294	0.09670918100203883	0.00822090416903106	0.06442118339736884	0.00858118660323982	0.5714285714285714
GCA_003605195.1	Pseudomondota	Alteraurantiacibacter	3	3188505	0.028605569067635145	0.0	0.0	0.012880017437639269	0.3333333333333333
GCA_014800715.1	Bacteroidota	JAGBWK01	0	2705932	0.0	0.0	0.0	0.0	NA
GCA_022825855.1	Chloroflexota	Bin125	2	2817722	0.02023088154189803	0.0	0.0	0.0	0.0
GCA_023653115.1	Pseudomondota	Erythrobacter	1	2403206	0.00591210241652193	0.0	0.0	0.0	0.0
GCA_000261345.2	Actinomycetota	Streptomyces	29	7783599	0.12786861193645768	0.02418482760995267	0.0744979282719986	0.04252557203936123	0.3448275862068966
GCA_023389155.1	Pseudomondota	Advenella	6	3616255	0.03689230986199812	0.0	0.0	0.0	0.0
GCA_005402585.1	Actinomycetota	Micromonospora	20	7191432	0.10738069969930884	0.0016500190782586834	0.04680792365136735	0.032962697832643065	0.45
GCA_005082825.1	Pseudomondota	Buchnera	0	656629	0.0	0.0	0.0	0.0	NA
GCA_003072625.1	Bacillota	Limosilactobacillus	1	2044184	0.02013419535619103	0.0	0.0	0.02013419535619103	1.0
GCA_004766475.1	Pseudomondota	Pseudoalteromonas	2	4538056	0.005267894446432569	0.002583705445679824	0.0	0.0	0.0
GCA_900638685.1	Pseudomondota	Neisseria	2	2238481	0.017219266100538713	0.0	0.0	0.0	0.0
GCA_003612585.1	Bacillota	Choladousia	2	3695489	0.011840381611202199	0.0	0.0	0.0	0.0
GCA_003688895.1	Bacteroidota	Dokdonia	3	3649940	0.023450796451448517	0.0	0.0	0.011932798895324307	0.3333333333333333
GCA_902614395.1	Pseudomondota	AG-337-I02	1	1348799	0.016274478258065137	0.0	0.0	0.0	0.0
GCA_000173115.1	Bacteroidota	MAG-120531	0	1515248	0.0	0.0	0.0	0.0	NA
GCA_021605415.1	Pseudomondota	Pseudomonas_E	10	5664357	0.05144379141357086	0.015021828602964114	0.027232923348581312	0.0	0.3
GCA_944319855.1	Bacteroidota	Mediterranea	3	3376027	0.024244770554263932	0.0	0.0	0.0	0.0
GCA_943193105.1	Bacillota	Limosilactobacillus	1	1873876	0.021967301998638118	0.0	0.0	0.021967301998638118	1.0
GCA_000963925.1	Pseudomondota	Acetobacter	6	3090971	0.05226707076837667	0.0	0.0032180826025219908	0.013750371646967895	0.3333333333333333
GCA_002439165.1	Bacteroidota	Chryseobacterium	4	5058632	0.028597652487866283	0.0	0.008858916798059238	0.0	0.25
GCA_015354505.1	Actinomycetota	Microbacterium	3	3718926	0.02677036327154668	0.0	0.0	0.012028472736483598	0.3333333333333333
GCA_000973525.1	Pseudomondota	Pasteurella	1	2079121	0.005656717430106281	0.0	0.0	0.0	0.0
GCA_019711315.1	Pseudomondota	Qipengyuania	3	2832299	0.03079335903448047	0.0	0.01504643400996858	0.0	0.3333333333333333
GCA_016721115.1	Chloroflexota	UBA12294	3	5022719	0.010406315782348166	0.0	0.0	0.0	0.0
GCA_000783435.2	Pseudomondota	Achromobacter	7	6893045	0.026707209948578604	0.0	0.0	0.0	0.0
GCA_002205495.2	Actinomycetota	Cryobacterium	4	3959889	0.03989985577878572	0.0	0.010684895460453564	0.010418726383492062	0.5
GCA_022768285.1	Bacillota	Aerococcus	3	1237617	0.04854490524936228	0.0	0.0	0.01967894752576928	0.3333333333333333
GCA_008630915.1	Pseudomondota	Acinetobacter	7	3373643	0.05219787630167152	0.005468865555721219	0.0	0.0	0.0
GCA_001029445.1	Pseudomondota	Photobacterium	5	5060549	0.028600651826511312	0.0	0.008471610491272786	0.0	0.2
GCA_900091525.1	Actinomycetota	Micromonospora	46	7755577	0.1991196786518914	0.00869722523546604	0.09062588122070092	0.09784442859635073	0.6956521739130435
GCA_000153285.1	Cyanobacteriota	Synechococcus_C	4	2627046	0.031621829233290925	0.0	0.0	0.015643045458663456	0.25
GCA_900115435.1	Bacteroidota	Prevotella	3	3511834	0.02362754048169703	0.0	0.0	0.0	0.0
GCA_024644595.1	Pseudomondota	HTCC2207	3	2380433	0.028913227131366435	0.0	0.0	0.0	0.0
GCA_014397785.1	Pseudomondota	Paraburkholderia	10	9300621	0.02739741787134429	0.0	0.0	0.0040601589936844	0.1
GCA_021733725.1	Pseudomondota	Achromobacter	9	6000483	0.046505922939870006	0.0019755076383017834	0.00868746732554696	0.00868746732554696	0.1111111111111111
GCA_900176615.1	Bacillota	Clostridium_H	3	2759335	0.022669230086234546	0.0	0.0	0.0	0.0
GCA_000585625.1	Pseudomondota	Mesorhizobium	2	4769625	0.01304567969179967	0.008675105485232067	0.008675105485232067	0.0	0.5
GCA_902616145.1	Pseudomondota	Pelagibacter_A	1	1037790	0.021105425953227532	0.0	0.0	0.0	0.0
GCA_016786865.1	Bacteroidota	Sediminibacterium	2	3102510	0.015958369191396645	0.0	0.0	0.0	0.0
GCA_004564355.1	Actinomycetota	Microbacterium	4	3828279	0.02920267827919543	0.0	0.0	0.010747126842113649	0.25
GCA_002096685.1	Bacillota	Streptococcus	2	1879711	0.025128330897675227	0.0	0.0	0.018662443322404347	0.5
GCA_903822175.1	Pseudomondota	Phenylobacterium	1	4021283	0.010207438770163653	0.0	0.0	0.010207438770163653	1.0
GCA_934842575.1	Actinomycetota	Collinsella	0	2202731	0.0	0.0	0.0	0.0	NA
GCA_018616375.1	Bacillota	Exiguobacterium	1	2937457	0.007094571937563682	0.0	0.0	0.0	0.0
GCA_024171995.1	Actinomycetota	Promicromonospora	7	6600894	0.024795732214454587	0.001894894843031868	0.0	0.006227035307641662	0.14285714285714285
GCA_014384845.1	Pseudomondota	Caballeronia	16	8866612	0.055068948545397046	0.007243240146292631	0.028748071980594165	0.0	0.4375
GCA_002368275.1	Cyanobacteriota	Aulosira	22	10126555	0.09692674359641557	0.0	0.06139343537856655	0.044799045677429296	0.5454545454545454
GCA_014857065.1	Pseudomondota	Blochmannia	0	728116	0.0	0.0	0.0	0.0	NA
GCA_000767305.1	Pseudomondota	Paraglaciecola	3	5240637	0.012016859782503539	0.0	0.0	0.0	0.0
GCA_905199795.1	Bacillota	Veillonella	1	2029595	0.010701642445906696	0.0	0.0	0.0	0.0
GCA_004331455.1	Actinomycetota	Micromonospora	16	6506033	0.07369775099511484	0.0018220012102613068	0.025417024475590577	0.0390674317206814	0.5
GCA_018614055.1	Actinomycetota	Streptomyces	46	8708642	0.14887510590055258	0.005638192498899369	0.07567012170209776	0.06214045772004407	0.3695652173913043
GCA_019670705.1	Pseudomondota	Shewanella	5	4454556	0.03431700039240723	0.0026698508223939716	0.0	0.0	0.0
GCA_001713355.1	Pseudomondota	Methyloversatilis	7	3937190	0.06470172889802117	0.0	0.012923684150371205	0.0	0.14285714285714285
GCA_900143075.1	Bacteroidota	Cyclobacterium	3	5675162	0.025152409746188743	0.0	0.021479210637511317	0.013199270787336116	0.6666666666666666
GCA_900220985.1	Pseudomondota	Hoeflea	3	4192799	0.017722528554314193	0.0	0.0	0.0	0.0
GCA_024807145.1	Actinomycetota	Microbacterium	5	3408613	0.03847371350165008	0.0	0.0	0.013391370624943342	0.2
GCA_017654485.1	Pseudomondota	Roseomonas_D	7	4833053	0.05090302134075501	0.009999476521362377	0.009999476521362377	0.018308096352347057	0.42857142857142855
GCA_900155865.1	Bacteroidota	Bacteroides	2	5307736	0.013097109577416811	0.0	0.0	0.0	0.0
GCA_004118265.1	Bacteroidota	Lacibacter	1	5062596	0.004115279986789387	0.0	0.0	0.0	0.0
GCA_000153025.1	Pseudomondota	Marinomonas	3	5153226	0.029886909675609027	0.014107085542143892	0.026964662524018936	0.0	0.6666666666666666
GCA_934131085.1	Bacillota	CAG-452	2	1330291	0.05130456418933903	0.0	0.0356794114971837	0.0	0.5
GCA_021245985.1	Bacteroidota	Flavobacterium	9	5193451	0.06835762963778805	0.0	0.030196684247141257	0.030196684247141257	0.2222222222222222
GCA_023736115.1	Pseudomondota	Salinicola	7	4027897	0.042128187488408964	0.0031083217867785597	0.0	0.011811374521245206	0.14285714285714285
GCA_002733335.1	Pseudomondota	GCA-002733105	4	2506322	0.03019125236102943	0.0	0.0	0.0	0.0
GCA_020637295.1	Actinomycetota	UBA668	4	4141232	0.016780513624930937	0.0	0.0	0.0	0.0
GCA_003481005.1	Bacillota	Eisenbergiella	6	3518540	0.02442831401660916	0.0	0.0	0.0	0.0
GCA_001665605.1	Actinomycetota	Mycobacterium	18	5378942	0.15365716901204735	0.011307428115045672	0.09041053054671346	0.07188049248346608	0.8333333333333334
GCA_021083645.1	Actinomycetota	Pauljensenia	2	1925904	0.012793472571841586	0.0	0.0	0.0	0.0
GCA_900637915.1	Actinomycetota	Propionibacterium	1	3044331	0.01826181187262489	0.0	0.01826181187262489	0.0	1.0
GCA_002749675.1	Bacillota	Mesoplasma	0	847967	0.0	0.0	0.0	0.0	NA
GCA_010450915.1	Bacillota	Paenibacillus	8	7105405	0.05372051276457852	0.0	0.03898046627883984	0.03309973182387211	0.375
GCA_014841665.1	Pseudomondota	Pseudomonas_E	5	5874540	0.025409478869834915	0.012486764921168295	0.01666649644057237	0.0	0.4
GCA_015067045.1	Bacillota	Ruminococcus_D	6	3707077	0.04020148488957742	0.0	0.014036126036766973	0.0	0.16666666666666666
GCA_009711165.2	Bacteroidota	Flavobacterium	12	6151513	0.054614531416905074	0.002467685592146192	0.02449251102940041	0.019435056058566404	0.5833333333333334
GCA_934438005.1	Bacillota	CAG-488	2	2264786	0.020688488890341073	0.0	0.0	0.0	0.0
GCA_022832375.1	Pseudomondota	Novosphingobium	7	4522453	0.03544602895817823	0.015067486605167595	0.015067486605167595	0.0	0.14285714285714285
GCA_001542625.2	Actinomycetota	Streptomyces	50	10764674	0.18747172464303147	0.020761520506798442	0.09419597843836237	0.10651460508697244	0.32
GCA_903934325.1	Pseudomondota	Erythrobacter	1	2834103	0.008749505575485437	0.0	0.0	0.0	0.0
GCA_009764155.1	Pseudomondota	Enterovibrio	5	4164422	0.0250128349144251	0.0034883592488945646	0.0	0.0	0.0
GCA_005845155.1	Bacillota	Lachnoclostridium_B	1	3314175	0.0065313388701562225	0.0	0.0	0.0	0.0
GCA_900105435.1	Actinomycetota	Gordonia	13	4714353	0.10328288950784975	0.0	0.046645425151659196	0.009610438590406785	0.3076923076923077
GCA_000218545.1	Actinomycetota	Cellulomonas	3	3526441	0.02171651248383285	0.0	0.0	0.01165934720019419	0.3333333333333333
GCA_016916535.1	Bacteroidota	Proteiniphilum	3	3468890	0.01945982720697399	0.0	0.0	0.0	0.0
GCA_905181595.1	Pseudomondota	D2472	2	1414623	0.04070837247803832	0.0	0.0	0.0	0.0
GCA_018394335.1	Pseudomondota	Shewanella	4	4127406	0.029665363669093857	0.0	0.0	0.0	0.0
GCA_902561665.1	Pseudomondota	Pelagibacter	2	1127636	0.045756786764523306	0.0	0.0	0.0	0.0
GCA_902622845.1	Pseudomondota	CACNXK01	0	1187252	0.0	0.0	0.0	0.0	NA
GCA_001514285.1	Actinomycetota	Streptomyces	36	9375608	0.1286860542804264	0.009096583389578574	0.033849858057205466	0.07928157832537368	0.6388888888888888
GCA_900316575.1	Bacteroidota	Alloprevotella	1	2353439	0.006306940609040642	0.0	0.0	0.0	0.0
GCA_005080785.1	Pseudomondota	Buchnera	0	412404	0.0	0.0	0.0	0.0	NA
GCA_015550595.1	Bacteroidota	Parabacteroides	1	6526473	0.007318654348221466	0.0	0.0	0.0	0.0
GCA_003281335.1	Cyanobacteriota	Prochlorococcus_A	3	1469081	0.04284106866809931	0.0	0.0	0.0	0.0
GCA_001423695.1	Actinomycetota	Leifsonia	4	4157793	0.03314282360858273	0.0	0.0	0.009884570973110013	0.25
GCA_902585665.1	Pseudomondota	Pelagibacter	1	1101650	0.019879272001089274	0.0	0.0	0.0	0.0
GCA_022832715.1	Pseudomondota	Venatoribacter	4	4317714	0.02394855240527742	0.013385092203883814	0.013385092203883814	0.0	0.25
GCA_016705695.1	Bacteroidota	UBA2475	1	3673139	0.005672804650191566	0.0	0.0	0.0	0.0
