Assembly_ID	Order	Genus	BGC_Count	BGCome_Size	Genome_Size	BGC_Genome_Prop	Metallophore_Size	NRPS_Size	PKS_Size	NRPS_or_PKS_Size
GCA_001652485.1	Rhizobiales	Ochrobactrum_A	6	205416	4992805	0.04114240391923979	0	0	0	0
GCA_023151225.1	Ignavibacteriales	JABWCA01	4	105255	4403720	0.023901383375873126	0	42463	0	42463
GCA_900066105.1	Lachnospirales	CAG-603	5	107079	3025762	0.035389101984888434	0	0	0	0
GCA_016933155.1	Actinomycetales	JAFGBM01	0	0	1885200	0.0	0	0	0	0
GCA_020723965.1	Ignavibacteriales	DYHW01	3	62303	2755582	0.022609742696824118	0	0	0	0
GCA_014199915.1	Rhizobiales	Prosthecomicrobium	4	80095	4652771	0.017214472837799238	0	0	0	0
GCA_003215655.1	PCC-6307	AG-409-J16	3	63435	1843369	0.03441253487500332	0	0	0	0
GCA_900109165.1	Bacillales	Bhargavaea	3	103796	3101161	0.03347004557325466	0	0	41080	41080
GCA_000314005.1	Cyanobacteriales	Spirulina_A	5	150746	5323600	0.028316552708693366	0	44389	0	44389
GCA_003544855.1	Campylobacterales	Malaciobacter	1	10396	2917098	0.0035638158196947788	0	0	0	0
GCA_009834875.1	Sphingobacteriales	HMF7647	2	61935	4791521	0.012925958166519567	0	0	41095	41095
GCA_022009715.1	Oscillospirales	CAG-353	4	81339	2082364	0.03906089425287798	0	0	0	0
GCA_003860345.1	Sphingomonadales	Caenibius	2	43070	4358096	0.009882756139378297	0	0	0	0
GCA_023703465.1	Enterobacterales_A	Echinimonas	0	0	4234219	0.0	0	0	0	0
GCA_002964605.1	Lachnospirales	Vallitalea_A	3	55111	5853953	0.00941432225369763	0	0	0	0
GCA_900167445.1	Peptostreptococcales	Maledivibacter	7	157017	5802910	0.027058320739077463	0	0	42077	42077
GCA_001282685.1	Lachnospirales	Zhenhengia	4	79290	4577865	0.01732030105737063	0	0	0	0
GCA_900128905.1	Bacteroidales	Bacteroides_G	1	12166	4118748	0.0029538102355375954	0	0	0	0
GCA_009767585.1	Erysipelotrichales	Coprobacillus	4	75826	3659685	0.020719269554620137	0	0	0	0
GCA_006970665.1	Enterobacterales	Serratia_J	8	327981	5991142	0.054744320865704736	147481	226321	0	226321
GCA_000264495.1	Sulfolobales	Thermogladius	1	11056	1356318	0.008151480699953846	0	0	0	0
GCA_019694475.1	Chlamydiales	REEB52	5	194252	2288541	0.08488027961919843	11293	118963	41083	160046
GCA_023666085.1	Bacteroidales	Amulumruptor	2	77830	2431925	0.032003454053887354	0	0	0	0
GCA_000299335.2	Pseudomonadales	Alcanivorax_A	3	114616	4168427	0.02749622339553985	92018	92018	92018	92018
GCA_013155295.1	Rhodobacterales	Pseudogemmobacter	3	132455	4603690	0.028771485482297895	0	89446	89446	89446
GCA_002208985.3	Enterobacterales	Citrobacter_B	9	313699	4934662	0.06357051404939183	132401	198592	143866	198592
GCA_021730785.1	Rhizobiales	JAKFWF01	7	144687	4341248	0.03332843458839486	0	35841	35841	35841
GCA_000968375.1	Clostridiales	Clostridium_AM	6	124263	5749410	0.021613174221354888	0	0	0	0
GCA_012840495.1	Lachnospirales	Defluviitalea_A	6	119226	2848789	0.04185146741299549	0	45815	0	45815
GCA_900107465.1	Cytophagales	Rhodonellum	5	158426	5214558	0.030381481997131875	0	55099	96176	96176
GCA_003550275.1	Flavobacteriales	QXCW01	1	20840	3414176	0.006103961834422127	0	0	0	0
GCA_000024925.1	Actinomycetales	Sanguibacter	5	201304	4253413	0.047327640179780334	0	84090	84090	84090
GCA_016901325.1	Coriobacteriales	CAIFEU01	3	50518	3128073	0.01614987885512902	0	0	0	0
GCA_023634005.1	Actinomycetales	Bowdeniella	1	32478	2604471	0.01247009469485358	0	0	0	0
GCA_011299575.1	Actinomycetales	Leucobacter	2	73962	3697133	0.02000523108040744	0	0	41182	41182
GCA_001244405.1	Lachnospirales	Muricomes	2	69093	5156194	0.0134000000775766	0	47338	0	47338
GCA_934729465.1	Oscillospirales	RUG14215	1	21578	1257100	0.017164903348977807	0	0	0	0
GCA_000244995.1	Burkholderiales	AHLZ01	3	104808	5600627	0.018713619028726605	0	0	0	0
GCA_012979275.1	Sphingomonadales	Pseudopontixanthobacter	2	65517	2626854	0.024941241500288938	0	0	41071	41071
GCA_000427805.1	Enterobacterales	Budvicia	3	71917	5668731	0.012686613635397411	0	0	0	0
GCA_000024185.1	Methanobacteriales	Methanobrevibacter	3	120062	2937203	0.040876303067918694	0	98161	0	98161
GCA_022376295.1	Cyanobacteriales	Nodularia	17	684520	5451672	0.12556147912053403	88101	301949	292060	353699
GCA_022825125.1	Rhodospirillales_A	JAJDXO01	6	240459	3679672	0.06534794405588325	0	26727	172634	199361
GCA_015679265.1	Rhodobacterales	Pontivivens_A	7	145637	4199362	0.034680744360690983	14249	0	0	0
GCA_014201905.1	Rhodobacterales	Amaricoccus	6	120198	4829273	0.024889460587545993	0	0	0	0
GCA_000621025.1	Burkholderiales	Brackiella	2	49950	1922095	0.025987269099602257	0	0	0	0
GCA_900099695.1	Burkholderiales	Propionivibrio	3	68511	4534676	0.015108245881293393	0	0	0	0
GCA_001297775.1	Enterobacterales	Trabulsiella	6	136245	4588259	0.02969426965652985	68059	53630	0	53630
GCA_003060805.1	Cyanobacteriales	Limnospira	3	104359	6434389	0.016218944798022	0	0	0	0
GCA_902826095.1	Caulobacterales	CV81	4	99043	3792298	0.02611688216485097	0	0	0	0
GCA_000973085.1	Fusobacteriales	Sneathia	2	83591	1330224	0.06283979239586716	0	42460	41131	83591
GCA_900176375.1	Cytophagales	Reichenbachiella	3	101814	4711560	0.021609403254972875	0	0	41098	41098
GCA_015066785.1	Oscillospirales	RGIG4131	1	21589	1815849	0.011889204443761568	0	0	0	0
GCA_016714225.1	Myxococcales	JAEUJP01	22	836631	10134447	0.08255319703186567	0	345020	233904	436543
GCA_017464285.1	Bacteroidales	UBA1757	0	0	2366992	0.0	0	0	0	0
GCA_004519465.1	Mycobacteriales	Saccharomonospora	12	568319	4713652	0.12056872251069871	56404	375484	252544	375484
GCA_019651055.1	Pseudomonadales	AAA300-D14	1	22013	2017386	0.010911645069411604	0	0	0	0
GCA_900104045.1	Desulfovibrionales	Desulfonauticus	4	69604	2100696	0.0331337804232502	0	0	0	0
GCA_003730295.1	Bacillales_D	LJ137	4	127000	3782123	0.03357902426758728	0	0	82277	82277
GCA_900289115.1	Actinomycetales	Janibacter_A	2	41200	2451782	0.016804104116923936	0	0	0	0
GCA_013266755.1	Burkholderiales	Aquabacterium_A	7	248139	8039486	0.030865032913795734	0	0	0	0
GCA_018437745.1	Staphylococcales	Jeotgalicoccus	0	0	2433118	0.0	0	0	0	0
GCA_001887245.1	Actinomycetales	Neomicrococcus	9	252429	2667837	0.09461934893323692	0	0	0	0
GCA_013112485.1	Acetobacterales	Paracraurococcus	11	329797	5993395	0.05502674193841721	0	39797	88523	128320
GCA_020162115.1	Burkholderiales	Tepidimonas	1	26033	2915587	0.00892890522560294	0	0	0	0
GCA_005780165.1	Verrucomicrobiales	Phragmitibacter	5	147326	5907147	0.02494029689797799	0	42472	41155	83627
GCA_903934295.1	Burkholderiales	CAIZPE01	6	193934	4618591	0.041989862276179034	0	60700	0	60700
GCA_018802645.1	Burkholderiales	Paludibacterium	4	145234	4413527	0.03290656203077493	0	0	0	0
GCA_020724905.1	UBA6257	DYGB01	0	0	575572	0.0	0	0	0	0
GCA_018141185.1	Methanobacteriales	UBA588	6	166477	2187077	0.07611849056983362	0	90647	0	90647
GCA_945881835.1	Flavobacteriales	CAIZGX01	3	63126	2528433	0.024966451553195202	0	0	0	0
GCA_004796535.1	Sphingomonadales	Sphingomonas_L	2	41839	3069738	0.013629501931435192	0	0	0	0
GCA_944321095.1	Bacteroidales	Gallibacteroides	1	31605	2532594	0.012479299879885998	0	0	0	0
GCA_022870965.1	Burkholderiales	Snodgrassella	3	116239	2573625	0.04516547671086502	51819	51819	0	51819
GCA_930991095.1	TANB77	RGIG8482	2	68248	1507037	0.045286213941661685	0	47437	0	47437
GCA_000621545.1	Selenomonadales	Anaerovibrio	2	67725	2682728	0.025244825416516323	0	46099	0	46099
GCA_014197755.1	Burkholderiales	Rhodocyclus	5	140059	3852278	0.03635744876148606	0	0	0	0
GCA_014217835.1	Bacillales	Metabacillus	8	181684	5764082	0.0315200234833578	37645	0	41098	41098
GCA_001293685.1	Desulfobacterales	Desulfatitalea	9	275087	5614477	0.04899601512304708	0	0	47200	47200
GCA_002893625.1	Rhizobiales	Mangrovicella	6	148450	4427628	0.03352811031098367	0	0	41074	41074
GCA_002718035.1	Flavobacteriales	GCA-2718035	1	20840	1261452	0.016520644463681535	0	0	0	0
GCA_014802385.1	Bacteroidales	JAAVFS01	3	75823	2776448	0.027309353533723664	0	0	0	0
GCA_001971785.1	Flavobacteriales	Seonamhaeicola	2	32997	3752836	0.008792550487151583	0	0	0	0
GCA_014191545.1	Rhizobiales	Terrihabitans	5	141824	3114641	0.045534621807136036	0	42574	0	42574
GCA_018128285.1	Coriobacteriales	UBA7748	2	21352	3004013	0.00710782543218022	0	0	0	0
GCA_013178375.1	Pseudomonadales	Ch67	14	495298	6321736	0.0783484156883489	77562	426627	139526	426627
GCA_900104645.1	Peptostreptococcales	Alterileibacterium	3	83920	1450823	0.0578430311623127	0	41971	0	41971
GCA_000496135.1	Thermoplasmatales	GCA-000496135	0	0	1660504	0.0	0	0	0	0
GCA_016865235.1	Xanthomonadales	Dyella_B	10	290078	4812204	0.06027965564219638	0	44020	41098	85118
GCA_900314725.1	Bacteroidales	Phil12	0	0	1956007	0.0	0	0	0	0
GCA_017302575.1	Rickettsiales	JAFLDD01	1	29674	1861815	0.015938210831903277	0	0	0	0
GCA_002802875.1	Actinomycetales	Galliscardovia	0	0	2696768	0.0	0	0	0	0
GCA_016863475.1	Mycobacteriales	Spirilliplanes	8	259706	6495839	0.039980362813795106	13164	168102	41053	209155
GCA_007995015.1	Flavobacteriales	Luteibaculum	4	150352	2916251	0.05155660469554918	0	58047	0	58047
GCA_000967915.1	Acholeplasmatales	Acholeplasma_C	2	42037	1877792	0.022386398493549873	0	0	0	0
GCA_002707145.1	Flavobacteriales	GCA-2707145	2	62313	1219027	0.05111699740858898	0	0	0	0
GCA_022354445.1	Burkholderiales	Wielerella	2	40029	2468801	0.016213943529672908	0	0	0	0
GCA_900104665.1	Erysipelotrichales	Traorella	1	23196	2606093	0.008900680060151345	0	0	0	0
GCA_019884785.1	Peptostreptococcales	Crassaminicella	6	135889	4589101	0.029611246298566974	0	42994	0	42994
GCA_001768515.1	Bacteroidales	GWE2-42-24	3	83490	4319616	0.019328106942839363	0	48961	14268	63229
GCA_008806975.1	Pseudomonadales	Cellvibrio	6	276366	5762391	0.04796029981304636	15552	156565	66080	156565
GCA_900106675.1	Rhodobacterales	Acidimangrovimonas	6	141754	4280693	0.03311473165676679	0	49642	78814	78814
GCA_013341275.1	Rhizobiales	Methyloligella	4	74205	3230794	0.02296803819742144	0	0	0	0
GCA_017409475.1	Oscillospirales	UMGS1976	5	92647	1343841	0.06894193583913573	0	0	0	0
GCA_019670045.1	Enterobacterales_A	Alginatibacterium	1	20942	4522274	0.004630856069313801	0	0	0	0
GCA_004571175.1	Legionellales	Legionella_D	7	212567	3265172	0.06510131778662809	11737	122665	0	122665
GCA_013297875.1	Burkholderiales	JAAFIW01	6	191918	4639991	0.04136171815850505	0	85493	0	85493
GCA_000259255.1	Campylobacterales	Helicobacter	0	0	1960111	0.0	0	0	0	0
GCA_009776955.1	Peptostreptococcales	WRMW01	2	33287	2034464	0.016361557638768738	0	0	0	0
GCA_009910325.1	Peptostreptococcales	Isachenkonia	2	32166	3164161	0.010165727976547337	0	0	0	0
GCA_005887615.1	Rhodobacterales	Sulfitobacter_E	8	210410	3944615	0.053341073843708446	0	88558	88558	88558
GCA_001552335.1	Propionibacteriales	Granulicoccus	4	81191	4060395	0.01999583784336253	0	0	0	0
GCA_001953075.1	Pseudomonadales	Halioglobus	3	91507	5003575	0.01828832384844836	0	0	0	0
GCA_012719175.1	Methanomassiliicoccales	UBA6	3	43130	2423199	0.01779878581990171	0	0	0	0
GCA_023402845.1	Lachnospirales	JAEYFP01	5	109567	4458108	0.024577017873950117	0	0	0	0
GCA_016464305.1	Mycobacteriales	REN6	20	704821	6514894	0.10818610402563726	72679	415815	261183	490442
GCA_023229575.1	Bacteroidales	CAINVV01	5	123230	5439962	0.022652731765405713	0	90776	31220	90776
GCA_018310345.1	Bacillales_D	Paucisalibacillus	6	172472	3864222	0.04463304644505414	0	0	82259	82259
GCA_024134545.1	Streptosporangiales	Nocardiopsis	20	678973	7597621	0.08936652670618869	115665	237799	260199	428235
GCA_003323745.1	Streptosporangiales	Sphaerisporangium	38	1501527	9305065	0.16136663204394597	165776	586680	502219	914171
GCA_002426795.1	Bacteroidales	UBA5536	3	67058	3817059	0.017567975763539415	0	25966	0	25966
GCA_019104745.1	Rhodobacterales	CAU-1522	8	203151	3706450	0.054810128289873056	0	52053	52053	52053
GCA_001735745.1	Flavobacteriales	Hel1-33-131	3	74131	2735158	0.027103004652747665	0	0	0	0
GCA_000378165.1	Acetobacterales	Saccharibacter	4	124873	2384067	0.05237814205724923	0	0	46444	46444
GCA_001870735.1	Cytophagales	Arsenicibacter	5	102070	7469962	0.01366405879976364	0	0	41206	41206
GCA_002298915.1	Clostridiales	UBA699	3	71349	2736518	0.026072914557843215	0	0	0	0
GCA_012767755.2	Pseudomonadales	Pseudomonas_F	9	370130	6826062	0.05422306448432493	173242	173242	60597	233839
GCA_900104595.1	Lactobacillales	Enterococcus_J	1	41146	2123933	0.019372550829051576	0	0	41146	41146
GCA_000012985.1	Pseudomonadales	Hahella	12	561010	7215267	0.07775318640321972	57525	464620	271379	512816
GCA_019049105.1	Actinomycetales	NC76-1	1	41161	2942897	0.01398655814321738	0	0	41161	41161
GCA_010692905.1	Halobacteriales	Haloferax	4	69134	3706983	0.018649667397989147	15637	0	0	0
GCA_000023545.1	Enterobacterales	Musicola	7	402908	4679450	0.08610157176591265	71876	220077	117681	337758
GCA_000374805.1	Burkholderiales	Chitiniphilus	6	231903	4151628	0.05585832834733748	49706	152484	49706	152484
GCA_000473245.1	Bacillales	Bacillus_AB	5	120760	4884713	0.024722025633849933	0	0	41086	41086
GCA_012295615.1	Pseudomonadales	Bermanella	7	173679	3550395	0.048918218958735576	12433	0	0	0
GCA_021498205.1	Enterobacterales	Photorhabdus	21	1080342	5748124	0.18794688493150113	87167	799757	294138	844529
GCA_000313915.1	Lactobacillales	Catellicoccus	0	0	1281548	0.0	0	0	0	0
GCA_000155735.2	Rhodobacterales	Octadecabacter	4	105273	5478249	0.01921654163584021	0	0	41065	41065
GCA_902518355.1	Flavobacteriales	MED-G13	1	10818	1420881	0.0076135862186910794	0	0	0	0
GCA_019100565.1	Enterobacterales_A	Arsukibacterium	3	71078	4042736	0.0175816575705166	0	0	0	0
GCA_002762215.1	Burkholderiales	Rhizobacter	6	284087	6398100	0.04440177552710961	91144	136286	91144	136286
GCA_003095655.1	Flavobacteriales	Dokdonia	4	135620	3623447	0.03742844865676247	0	0	94921	94921
GCA_900018785.1	Xanthomonadales	Xanthomonas_B	3	74439	3689702	0.020174800024500623	0	0	0	0
GCA_014281125.1	Oscillospirales	Instestinimonas_A	1	21579	2620987	0.008233157966827	0	0	0	0
GCA_001262035.1	Enterobacterales_A	Aggregatibacter	2	104265	2414427	0.04318415922287151	0	0	0	0
GCA_003344565.1	Halobacteriales	Saliphagus	4	102764	4592626	0.02237586949165902	0	0	0	0
GCA_913020115.1	Pseudomonadales	CAJWCA01	0	0	4474568	0.0	0	0	0	0
GCA_003254335.1	Rhodobacterales	Cereibacter	9	199532	4923893	0.040523220143085965	0	49714	63032	63032
GCA_014202215.1	Burkholderiales	Quisquiliibacterium	5	155429	4260141	0.03648447316649848	0	0	0	0
GCA_013201825.1	Campylobacterales	Halarcobacter	2	51503	3170683	0.016243503371355637	0	0	0	0
GCA_020723325.1	Desulfobacterales	DYJD01	10	398331	7224000	0.05513995016611296	0	197044	165354	263910
GCA_017435565.1	Oscillospirales	RGIG3077	2	32417	2095865	0.015467122166742609	0	0	0	0
GCA_928721995.1	Burkholderiales	Duodenibacillus	1	43608	2326493	0.01874409250317968	0	0	0	0
GCA_017569225.1	Actinomycetales	Pengzhenrongella	4	119219	4395128	0.027125262335931967	0	0	41080	41080
GCA_021776525.1	Caulobacterales	Robiginitomaculum_B	0	0	2955456	0.0	0	0	0	0
GCA_000517625.1	Halobacteriales	Halostagnicola	5	93125	4131176	0.022542007409028324	19642	0	0	0
GCA_003182475.1	Enterobacterales	Mangrovibacter	4	128454	5352990	0.023996682228063195	49863	49863	0	49863
GCA_900104965.1	Propionibacteriales	Marmoricola	2	44704	4058582	0.011014684439047923	0	0	0	0
GCA_020633955.1	Desulfobacterales	JACKCP01	3	93063	2542208	0.03660715409596697	0	35481	51082	86563
GCA_000021745.1	Rhizobiales	Methylocella	11	370587	4305430	0.08607432939334747	48085	140754	137770	229316
GCA_902802785.1	Bacteroidales	UBA4293	2	61086	3228512	0.018920790754378487	0	0	0	0
GCA_007990505.1	Fusobacteriales	Pseudoleptotrichia	3	94569	2290729	0.04128336437876327	0	42493	41170	83663
GCA_024167805.1	Methanobacteriales	Methanobacterium_B	3	82071	2744370	0.029905224149804874	0	41965	0	41965
GCA_904419475.1	TANB77	Merdicola	2	53807	1541312	0.03490986899472657	0	32983	0	32983
GCA_002841545.1	Oscillospirales	UBA2658	1	21313	2793345	0.007629920400093794	0	0	0	0
GCA_934546665.1	Oscillospirales	HGM13006	2	41858	2987910	0.014009123434106114	0	0	0	0
GCA_017517325.1	Oscillospirales	RGIG5579	1	21590	1736778	0.01243106487990981	0	0	0	0
GCA_004015185.1	Clostridiales	Clostridium_AR	5	122904	6364326	0.01931139291104824	0	0	0	0
GCA_017413255.1	Actinomycetales	RGIG1476	2	35230	928029	0.0379621757509733	0	0	0	0
GCA_003610635.1	Flavobacteriales	Ichthyenterobacterium	1	20840	3009115	0.006925624311466993	0	0	0	0
GCA_020248085.1	Burkholderiales	CAIKXV01	3	57938	4222092	0.013722581128028474	0	0	0	0
GCA_016908515.1	Bacillales_D	Virgibacillus_I	4	114813	4362587	0.026317641344459148	52543	52543	31064	83607
GCA_003143555.1	Enterobacterales_A	Saliniradius	0	0	3214946	0.0	0	0	0	0
GCA_003024155.1	Flavobacteriales	Gramella	3	106684	4380140	0.02435629911372696	0	0	41053	41053
GCA_900155405.1	Veillonellales	Negativicoccus	1	21620	1360589	0.015890176974824873	0	0	0	0
GCA_014117445.1	Sphingomonadales	GCA-014117445	4	132493	3364212	0.03938307098363599	0	0	41080	41080
GCA_900148505.1	Rhizobiales	Pseudoxanthobacter	2	54896	5165242	0.010627962833106368	0	0	0	0
GCA_000243075.1	Enterobacterales_A	Oceanimonas	4	78515	3527244	0.022259588505927005	13508	42844	0	42844
GCA_934120395.1	TANB77	CAKOTZ01	2	68273	1274651	0.053562112295836274	0	47461	0	47461
GCA_011305995.1	Burkholderiales	Diaphorobacter_A	9	310178	6761832	0.0458718879735551	71488	71488	71488	71488
GCA_944407095.1	Rs-D84	Enterousia	1	20960	1001484	0.020928941450886883	0	0	0	0
GCA_002305875.1	Myxococcales	Cystobacter	43	1617177	12349744	0.13094822046513677	49043	936842	766937	1108353
GCA_015061805.1	Victivallales	UBA1784	0	0	2285354	0.0	0	0	0	0
GCA_002847765.1	Actinomycetales	Alloscardovia	1	41194	1841181	0.022373682978479574	0	0	41194	41194
GCA_011046245.1	Rhizobiales	Rhizobium_A	5	135714	5375550	0.02524653291291124	0	0	47401	47401
GCA_019187245.1	Ignavibacteriales	UTCHB3	4	104808	3444224	0.030430076557157723	0	42469	0	42469
GCA_016786255.1	Flavobacteriales	Robertkochia	2	42022	3508916	0.011975778274544047	0	0	0	0
GCA_002503825.1	Methanomicrobiales	UBA467	3	72276	2838694	0.0254610042505462	0	0	0	0
GCA_000093025.1	Burkholderiales	Methylotenera	4	125518	3059871	0.041020683551692215	0	0	0	0
GCA_008935055.1	Lachnospirales	Pseudobutyrivibrio	3	75413	3584491	0.021038691406952897	0	0	0	0
GCA_001685435.3	Bacillales_D	Salimicrobium	5	85450	2776927	0.030771424671948523	13548	0	0	0
GCA_016214655.1	UBA6257	JACROC01	0	0	909521	0.0	0	0	0	0
GCA_910576645.1	Bacteroidales	UBA7173	0	0	2794993	0.0	0	0	0	0
GCA_000597865.1	Peptostreptococcales	Peptoclostridium_A	2	32503	3055036	0.010639154497688407	0	0	0	0
GCA_003605115.1	Burkholderiales	QZKY01	3	78663	2320689	0.0338963988711973	0	0	0	0
GCA_000760695.4	Cyanobacteriales	Scytonema	28	1118553	9949079	0.11242779356762571	0	546955	266791	641396
GCA_009649675.1	Rhodospirillales_A	HT1-32	9	203384	4423878	0.045974143048248615	0	43420	0	43420
GCA_015075105.1	Leptospirales	JABWCC01	1	10948	3423352	0.0031980351421647553	0	0	0	0
GCA_021796225.1	Micrarchaeales	JAKAVK01	0	0	789309	0.0	0	0	0	0
GCA_011682235.2	Rhodothermales	Rhodocaloribacter	5	133278	4502320	0.02960207182075019	0	0	41122	41122
GCA_001443365.1	Nitrososphaerales	CSP1-1	1	12270	1358434	0.009032459434908137	0	0	0	0
GCA_019740355.2	Flavobacteriales	JABURP01	2	41448	4365762	0.009493875295996438	0	0	0	0
GCA_002335755.1	Bacillales	FJAT-45066	3	88503	3898971	0.02269906598433279	0	0	41083	41083
GCA_024722375.1	Mycoplasmatales	Mycoplasma_M	0	0	688439	0.0	0	0	0	0
GCA_010993745.1	Mycobacteriales	Fodinicola	25	749506	8860993	0.08458487666111462	15264	51637	174682	174682
GCA_015709675.1	Ignavibacteriales	H2-BAC3	3	61378	4212902	0.014569054775069536	0	0	0	0
GCA_900155395.1	Erysipelotrichales	Merdibacter	0	0	2467703	0.0	0	0	0	0
GCA_024723735.1	Rhodobacterales	SLM-1	4	98300	4397734	0.02235242058751166	0	0	0	0
GCA_940670685.1	Lachnospirales	UBA5962	3	59936	3757330	0.01595175297352109	0	0	0	0
GCA_019421935.1	Lachnospirales	JANFXS01	1	22024	2580014	0.008536387787043015	0	0	0	0
GCA_005952805.1	Burkholderiales	Inhella	8	293257	4084412	0.07179907413845615	0	43906	0	43906
GCA_001484065.1	Rhizobiales	Pannonibacter	9	162416	5669701	0.0286463078035332	14602	0	0	0
GCA_015240255.1	Sphingomonadales	Kordiimonas	2	128646	4041658	0.03183000639836424	0	94474	94474	94474
GCA_019639055.1	Actinomycetales	JAHBSP01	1	16226	1416717	0.011453240131938842	0	0	0	0
GCA_001295775.1	Burkholderiales	AAP99	3	64999	3858517	0.016845591194751767	0	0	0	0
GCA_011761635.1	Cytophagales	Thermonema	2	42019	2693118	0.015602361277894248	0	0	0	0
GCA_020700235.1	Halobacteriales	Haladaptatus	4	68969	6270521	0.010998926564475264	15601	0	0	0
GCA_016707075.1	Burkholderiales	JAABRC01	1	21693	4340715	0.004997563765416527	0	0	0	0
GCA_019163175.1	Bacteroidales	UBA6024	6	157224	5920444	0.026556116399378153	0	81747	39275	81747
GCA_022835675.1	Lactobacillales	BQUT01	1	41164	1389919	0.029616114320330896	0	0	41164	41164
GCA_004323735.1	Streptosporangiales	Streptomonospora	12	523935	5814190	0.09011315419688727	70038	168397	210841	379238
GCA_900120375.1	Tissierellales	Ndongobacter	1	21479	1864878	0.011517643513409457	0	0	0	0
GCA_018326325.1	Enterobacterales	Erwinia	8	242353	5359651	0.045218056175672636	0	48541	42214	90755
GCA_000008365.1	Mycoplasmatales	Mycoplasma_J	0	0	777079	0.0	0	0	0	0
GCA_024639455.1	Pseudomonadales	JAHEIH01	2	49765	2878839	0.017286482502147565	0	0	0	0
GCA_003987595.1	Lactobacillales	Vagococcus_E	2	53836	2444868	0.022020002715893047	0	0	0	0
GCA_024123935.1	Burkholderiales	Duganella	12	527028	7693415	0.06850377888103007	87821	253041	83011	253041
GCA_003946865.1	Actinomycetales	Antribacter	8	251091	5158447	0.04867569638691645	12484	137466	137466	137466
GCA_002340355.1	Cytophagales	UBA2561	4	168840	4515746	0.037389171135843335	0	0	56120	56120
GCA_005234135.1	Rhodobacterales	Pseudorhodobacter	4	196946	4246983	0.046373154778345006	81679	176358	133523	176358
GCA_000169395.1	Rhodobacterales	HTCC2150	4	117165	3582074	0.032708704510292085	0	52007	52007	52007
GCA_000017845.1	Cyanobacteriales	Crocosphaera	6	314378	5460377	0.057574412902259314	152474	194727	196269	238522
GCA_003352165.1	Acetobacterales	Acidibrevibacterium	6	150787	4037611	0.03734559867208604	0	0	0	0
GCA_010435925.1	Rhodobacterales	Pseudoroseicyclus_A	4	116692	3847176	0.030331859005150792	0	51838	51838	51838
GCA_910579465.1	Lachnospirales	SIG307	1	21650	3323039	0.0065151206470944216	0	0	0	0
GCA_022844485.1	Rhizobiales	JALHLQ01	7	137488	4147226	0.03315179833459763	0	0	0	0
GCA_022846615.1	Acetobacterales	Roseomonas_B	7	222445	5481269	0.0405827555626261	0	42640	49430	92070
GCA_944325395.1	Bacteroidales	UBA11471	0	0	2581960	0.0	0	0	0	0
GCA_934848465.1	Oscillospirales	Negativibacillus	1	21650	2104103	0.010289420242260004	0	0	0	0
GCA_014647255.1	Sphingomonadales	Iodidimonas	2	33505	3004008	0.011153432347716784	0	0	0	0
GCA_943912265.1	Xanthomonadales	CALTTS01	1	10801	3046288	0.0035456266774513768	0	0	0	0
GCA_023206215.1	Lachnospirales	Butyrivibrio	2	56816	4453070	0.012758838284599163	0	0	0	0
GCA_001880285.1	Flavobacteriales	UJ101	4	98284	3074209	0.03197050037912191	0	0	0	0
GCA_900478165.1	Bacillales	Bacillus_AH	4	132894	4384366	0.030310881892615715	0	43726	41101	84827
GCA_000473225.1	Rhodobacterales	Sedimentitalea	7	153662	4948550	0.031051924301057885	0	27291	0	27291
GCA_022969255.1	Campylobacterales	NORP36	4	108334	3164078	0.034238726099672635	0	0	0	0
GCA_019977735.1	Cyanobacteriales	Calothrix	27	1083046	12367066	0.08757501577172791	0	481261	250049	578079
GCA_008245145.1	Sphingobacteriales	Pseudosphingobacterium	9	255684	6421661	0.03981586695404818	0	89177	51338	140515
GCA_001897745.1	Burkholderiales	66-26	5	245954	4385439	0.056084236948684044	0	0	0	0
GCA_004804355.1	Flavobacteriales	Tamlana_C	1	22466	3416837	0.006575086842012071	0	0	0	0
GCA_019669985.1	Methylococcales	Methylogaea	10	491922	4018824	0.12240446458964115	0	330651	235539	330651
GCA_902552345.1	Pelagibacterales	Pelagibacter_A	1	21903	997704	0.021953405017921146	0	0	0	0
GCA_004328075.1	Rhizobiales	Siculibacillus	4	95780	5011974	0.019110234809677783	0	0	35259	35259
GCA_000013705.1	Burkholderiales	Methylobacillus	3	64751	2971517	0.021790553444587395	0	0	0	0
GCA_002892065.1	Rhodobacterales	Phaeobacter	7	210078	4777546	0.04397194710422464	13568	92107	52187	92107
GCA_002443115.1	Actinomycetales	Dermabacter	2	89378	2398786	0.03725968052173058	0	48217	41161	89378
GCA_004364975.1	Flavobacteriales	Gelidibacter	2	84195	3564323	0.023621596583699063	0	0	61720	61720
GCA_014641695.1	Rhizobiales	Nitratireductor_C	8	169542	4498909	0.03768513655199516	0	0	0	0
GCA_002713215.1	Flavobacteriales	UBA2108	4	157385	5030346	0.031287112258282034	0	43234	40770	84004
GCA_900638385.1	Enterobacterales_A	Actinobacillus_C	2	85270	1837244	0.04641190827130202	0	0	0	0
GCA_002930155.1	Mycoplasmatales	Entomoplasma	0	0	900037	0.0	0	0	0	0
GCA_014197735.1	Rhizobiales	Rhodoblastus	6	144604	5192607	0.02784805397365909	0	0	0	0
