Assembly_ID	Order	Genus	BGC_Count	BGCome_Size	Genome_Size	BGC_Genome_Prop	Metallophore_Size	NRPS_Size	PKS_Size	NRPS_or_PKS_Size
GCA_002344215.1	Verrucomicrobiales	Arctic95D-9	6	187217	5919985	0.03162457337307442	0	103097	129384	129384
GCA_015657475.1	Bacteroidales	UBA4417	0	0	4408406	0.0	0	0	0	0
GCA_002067895.1	Methanomicrobiales	MVRE01	1	21840	2312687	0.009443560672066734	0	0	0	0
GCA_005938385.1	Paenibacillales	Paenibacillus_AB	7	167617	8785828	0.01907811079388306	51967	51967	0	51967
GCA_017429165.1	Oscillospirales	UBA1206	3	95402	2160599	0.04415534766053303	0	47206	0	47206
GCA_900168235.1	Lachnospirales	NK4A144	2	55081	3790302	0.014532087416781038	0	0	0	0
GCA_002006235.2	Clostridiales	Clostridium_S	13	602384	5167919	0.11656219844002973	0	473125	226806	473125
GCA_024742665.1	Leptospirales	JANSYA01	6	234683	6025883	0.03894582752436448	15972	67806	153902	153902
GCA_003993795.1	Rhizobiales	Aquabacter	5	146165	4513038	0.03238727438146986	0	0	0	0
GCA_018224955.1	Rhodobacterales	Aestuariicoccus	6	159383	4844583	0.032899219602595314	0	79686	51386	79686
GCA_902505095.1	Fusobacteriales	Oceanivirga	1	41113	1356983	0.030297358183558675	0	0	41113	41113
GCA_001314945.1	Lactobacillales	Apilactobacillus	1	41167	1614522	0.025497949238226545	0	0	41167	41167
GCA_002372195.1	Bacteroidales	UBA4345	5	180312	3364458	0.0535931790499391	0	0	0	0
GCA_014874365.1	Thermoplasmatales	JACWAH01	0	0	1476426	0.0	0	0	0	0
GCA_015060865.1	Bacteroidales	UBA1189	1	12902	3025033	0.0042650774388246345	0	0	0	0
GCA_017792445.1	Rhodobacterales	Rhodobacter_B	7	145605	4675434	0.03114256344972467	0	0	0	0
GCA_006148925.1	Flavobacteriales	Algibacter_D	1	20840	3143936	0.006628633661753929	0	0	0	0
GCA_005217565.1	Bacteroidales	Puteibacter	1	18465	7935079	0.002327008968656771	0	0	0	0
GCA_023101485.1	Enterobacterales_A	LVZB01	0	0	2917453	0.0	0	0	0	0
GCA_018884965.1	Peptostreptococcales	Clostridioides	3	83633	4321901	0.01935097541567935	0	42190	0	42190
GCA_014635705.1	Burkholderiales	Oxalicibacterium	3	73514	3325500	0.022106149451210345	0	0	0	0
GCA_000950575.1	Actinomycetales	Psychromicrobium	6	254494	3599434	0.07070389400111239	54483	109438	106656	161139
GCA_015840335.1	PCC-6307	Cyanobium_A	3	81915	3226220	0.025390394951367235	0	0	41059	41059
GCA_002839705.1	Methanobacteriales	UBA349	4	70420	2565531	0.02744850871028259	0	0	0	0
GCA_001457435.1	Actinomycetales	Actinobaculum	1	41203	2065185	0.0199512392352259	0	0	41203	41203
GCA_003032495.1	Pseudomonadales	Cobetia	4	113992	4358421	0.0261544261098228	12718	0	46927	46927
GCA_002554705.1	Rhodothermales	Longimonas	4	102267	3727984	0.027432252928124155	0	0	41092	41092
GCA_907163265.1	Burkholderiales	Georgfuchsia	2	90463	3501995	0.025831847275624324	0	49284	0	49284
GCA_014202905.1	Burkholderiales	Chitinivorax	8	281857	4405960	0.06397175643900535	25189	101271	73233	101271
GCA_934464615.1	Oscillospirales	SIG565	1	21587	1648475	0.013095133380852	0	0	0	0
GCA_009830125.1	Rhodobacterales	Kangsaoukella	4	83039	3685850	0.02252913167925987	0	0	0	0
GCA_001282725.1	Peptostreptococcales	Inediibacterium	5	98968	3496314	0.028306382092683897	0	0	0	0
GCA_022459015.1	Acetobacterales	KACC-21507	3	93751	2062876	0.04544674522365862	0	0	46456	46456
GCA_001660395.1	Enterobacterales_A	XY-R5	1	46432	4919718	0.009437939329042843	0	0	46432	46432
GCA_003149185.1	Cytophagales	Sediminitomix	2	61959	6603976	0.009382075283132464	0	0	41113	41113
GCA_000212675.2	Desulfovibrionales	Desulfocurvibacter	4	163242	4200534	0.03886220180577041	0	0	0	0
GCA_000826085.1	Propionibacteriales	Nigerium	3	82610	2934258	0.028153625209507822	0	0	0	0
GCA_900461065.1	Clostridiales	Clostridium_AH	2	45302	2852282	0.01588272127370295	0	0	0	0
GCA_019704555.1	Mycobacteriales	Actinoplanes	23	962628	12014766	0.0801204118332392	146394	350379	449101	682528
GCA_900289045.1	Propionibacteriales	Micropruina	4	101675	3844677	0.02644565460245425	0	0	0	0
GCA_003332275.1	Enterobacterales	Edaphovirga	5	124897	5189346	0.024067965404503767	12442	0	0	0
GCA_900105065.1	Propionibacteriales	Friedmanniella	4	110581	4717614	0.023440027098444255	0	0	41116	41116
GCA_013450155.1	Mycobacteriales	Haloechinothrix	9	242582	4842419	0.05009521067879504	40766	0	127466	127466
GCA_002369955.1	Flavobacteriales	Ichthyobacterium	1	35026	1921407	0.018229349638051697	0	0	0	0
GCA_007197735.1	Flavobacteriales	Formosa	1	20837	3934786	0.0052955865960690116	0	0	0	0
GCA_934351835.1	Lachnospirales	CAKRJP01	2	49016	2627401	0.018655698159512006	0	0	0	0
GCA_002007405.1	PS1	JAAOIF01	0	0	1371853	0.0	0	0	0	0
GCA_016887565.1	Myxococcales	Archangium	35	1759708	13213980	0.13317017280183563	49092	1122308	950238	1418981
GCA_900129225.1	Selenomonadales	Schwartzia	2	36136	2659575	0.013587133282573343	0	0	0	0
GCA_017461725.1	Lachnospirales	RGIG423	2	37380	3233719	0.011559445950622178	0	0	0	0
GCA_000316665.1	Cyanobacteriales	Rivularia	16	558725	8728773	0.06400956927164907	81170	124434	175807	219071
GCA_000688395.1	Actinomycetales	Haematomicrobium	2	60791	2925008	0.020783191020332253	0	0	0	0
GCA_000441555.1	Burkholderiales	Profftella	3	156379	464857	0.33640237750534036	0	68538	150921	150921
GCA_011393025.1	Bacillales	URHB0009	5	123537	5487692	0.022511649706288182	0	0	41095	41095
GCA_000429925.1	Desulfobacterales	Desulfatirhabdium	5	188133	4481975	0.041975468403996005	0	0	91518	91518
GCA_000527155.1	Mycobacteriales	Haloglycomyces	7	201217	3535419	0.05691461181828802	43702	55885	55885	55885
GCA_000270285.1	Coriobacteriales	Enteroscipio	4	156051	3123671	0.049957565953648767	0	103165	0	103165
GCA_014190355.1	Rickettsiales	CAILUF01	0	0	1626421	0.0	0	0	0	0
GCA_000235445.1	Lachnospirales	Johnsonella	1	21639	2679875	0.008074630346564672	0	0	0	0
GCA_015060515.1	Bacteroidales	Egerieousia	3	123150	2176813	0.05657353203972964	0	0	0	0
GCA_001486665.1	Oscillospirales	Fournierella	2	43096	3829505	0.01125367377768145	0	0	0	0
GCA_016176525.1	UBA6257	JACOWZ01	0	0	655788	0.0	0	0	0	0
GCA_000746585.2	Rickettsiales	Ac37b	1	20849	1917564	0.010872648839882267	0	0	0	0
GCA_002074035.1	Enterobacterales	GBBU	0	0	534351	0.0	0	0	0	0
GCA_013340205.1	Myxococcales	R267	5	194811	4829832	0.04033494332722132	0	83811	41068	124879
GCA_017310015.1	Pseudomonadales	Marinobacterium	7	189528	4053293	0.04675901791456971	0	0	41167	41167
GCA_018817885.1	Ignavibacteriales	PGYT01	4	101212	4748720	0.02131353290992099	0	0	0	0
GCA_000023065.1	Enterobacterales_A	Tolumonas	2	49723	3471292	0.01432406147336496	0	0	0	0
GCA_021165735.1	Streptomycetales	Yinghuangia	23	1015919	8343587	0.12176046105829542	147055	540385	583718	672394
GCA_900112235.1	Pseudomonadales	Marinospirillum	3	60352	3083561	0.019572176454430445	0	0	0	0
GCA_021596945.1	Cytophagales	Mongoliitalea	6	169697	4816617	0.03523157436017852	0	50668	91745	91745
GCA_019418645.1	Oscillospirales	ER4	0	0	2756769	0.0	0	0	0	0
GCA_022841625.1	Rhizobiales	WHTP01	4	90078	4900319	0.01838206859594243	0	0	0	0
GCA_002327445.1	Desulfobacterales	UBA2174	5	198488	3857986	0.051448605567775516	0	0	50947	50947
GCA_014202275.1	Cytophagales	Rhabdobacter	5	137490	6917964	0.01987434453258213	0	0	41020	41020
GCA_015067825.1	Oscillospirales	QAMX01	2	43424	2709027	0.016029371431144836	0	0	0	0
GCA_001687545.1	Sphingomonadales	Paraurantiacibacter	2	65472	2591679	0.025262387818861826	0	0	41056	41056
GCA_000307305.1	Enterobacterales	B14	6	214479	3775604	0.05680654009265802	55194	55194	0	55194
GCA_000299115.1	HIMB59	HIMB59	1	21942	1410127	0.015560300597038423	0	0	0	0
GCA_004851605.1	Pseudomonadales	Hydrocarboniclastica	6	113557	4258501	0.026665955931441603	13628	0	0	0
GCA_017642665.1	Rhodothermales	JABDJZ01	2	62010	4510297	0.013748540284597667	0	0	41137	41137
GCA_903857695.1	UBA6257	CAIKKG01	0	0	673429	0.0	0	0	0	0
GCA_003990445.1	Rhodobacterales	Pararhodobacter	1	51784	4821475	0.010740281760249716	0	51784	51784	51784
GCA_013415865.1	Methanomassiliicoccales	MVRC01	1	39121	1818180	0.021516571516571516	0	0	0	0
GCA_009720755.1	Rhizobiales	Rhodoplanes	6	121075	5498796	0.022018456403910966	0	0	0	0
GCA_003150885.1	Bacteroidales	CABJAA01	0	0	3139957	0.0	0	0	0	0
GCA_004342725.1	Enterobacterales_A	Chelonobacter	1	20750	2716742	0.007637825012459777	0	0	0	0
GCA_928721695.1	Veillonellales	Dialister	1	21721	2486895	0.0087341845956504	0	0	0	0
GCA_016868355.1	Burkholderiales	RFTU01	2	41816	2703089	0.015469708914504849	0	0	0	0
GCA_024507975.1	Bacillales_D	Oceanobacillus	4	93360	5167912	0.01806532309373689	0	0	41170	41170
GCA_017654315.1	Mycobacteriales	Gordonia	12	552153	6033879	0.09150879558572521	128567	387968	45262	433230
GCA_000827595.2	Enterobacterales_A	Necropsobacter	1	43665	2485203	0.01756999327620319	0	0	0	0
GCA_022601735.1	Pseudomonadales	Atopomonas	4	116526	3554601	0.03278173837232364	16689	0	0	0
GCA_007954685.1	Lactobacillales	Loigolactobacillus	0	0	3000133	0.0	0	0	0	0
GCA_001602115.1	Propionibacteriales	Acidipropionibacterium	2	41223	3707191	0.011119739986420985	0	0	0	0
GCA_009363795.1	Rhodobacterales	Palleronia	4	101400	3340253	0.03035698194118829	0	0	40945	40945
GCA_903875975.1	Caulobacterales	CAIOYC01	4	107871	3676762	0.029338586506279168	0	0	16044	16044
GCA_000328685.1	Halobacteriales	Natronococcus	3	52564	4314118	0.012184182259270608	12019	0	0	0
GCA_000734895.2	Cyanobacteriales	336-3	7	290440	6420126	0.04523898752142871	71397	71397	124702	124702
GCA_000016985.1	Peptostreptococcales	Alkaliphilus_A	6	119292	4929566	0.02419929056635006	0	0	0	0
GCA_002470425.1	Pseudomonadales	Porticoccus	1	10390	2120587	0.004899586765362609	0	0	0	0
GCA_000828815.1	Enterobacterales	Tachikawaea	0	0	708439	0.0	0	0	0	0
GCA_011303955.1	Lactobacillales	Vagococcus_D	1	41167	1530734	0.026893634034391344	0	0	41167	41167
GCA_022576045.1	Pseudomonadales	Stutzerimonas	7	203547	5074193	0.040114161995808986	52122	52122	0	52122
GCA_900112795.1	Bacteroidales	Thermophagus	0	0	3899561	0.0	0	0	0	0
GCA_008360935.1	Acetobacterales	Siccirubricoccus	8	249593	6548652	0.038113645373124116	0	57339	104653	104653
GCA_003347495.1	Cytophagales	Pleomorphovibrio	7	244167	6330799	0.03856811754724799	0	139820	88747	180978
GCA_016428595.1	Flavobacteriales	Snuella	7	148105	4369108	0.03389822361910028	0	75982	21844	97826
GCA_007376445.1	UBA6257	VMGF01	0	0	808044	0.0	0	0	0	0
GCA_000712055.1	Oscillospirales	HUN007	5	161522	4207177	0.038392014407760834	0	94391	50752	94391
GCA_000522985.1	Gemmatimonadales	Gemmatirosa	4	168841	7479215	0.022574695339016192	0	130043	0	130043
GCA_002850555.1	Lactobacillales	Enterococcus_D	2	62085	3889849	0.015960773798674447	0	0	41161	41161
GCA_900094735.1	Rhizobiales	Saliniramus	7	150928	4184554	0.03606788202518118	0	0	41059	41059
GCA_001457415.1	Paenibacillales	Gorillibacterium	4	180640	5263775	0.034317576264183025	0	142718	86472	142718
GCA_001796285.1	Chlamydiales	2-02-FULL-45-22	1	40180	1542182	0.026053993627211315	0	0	40180	40180
GCA_022347565.1	Enterobacterales_A	Of7-15	15	523238	5822670	0.08986221097881213	93673	285295	223402	302626
GCA_024362205.1	Exiguobacterales	Exiguobacterium	1	20840	3154266	0.00660692535125446	0	0	0	0
GCA_900141635.1	Peptostreptococcales	Peptoclostridium	2	42512	3197617	0.013294900546250536	0	0	0	0
GCA_000020365.1	Desulfobacterales	Desulforapulum	8	368346	5657782	0.06510431119474028	0	0	94767	94767
GCA_910586015.1	Lachnospirales	MGBC140009	3	49809	3043581	0.016365261841232416	0	3529	0	3529
GCA_018282095.1	Rhizobiales	Pseudovibrio	7	340813	6030410	0.05651572612807421	0	71840	63501	135341
GCA_016918935.1	Rhodobacterales	Roseitranquillus	6	112993	3729891	0.03029391475514968	0	0	0	0
GCA_900115565.1	Mycobacteriales	Yuhushiella	22	761543	5955155	0.12787962697864289	72969	107381	349837	407900
GCA_000708505.1	Bacillales	Schinkia	9	219717	4703886	0.04670967791311269	0	0	39930	39930
GCA_013285425.1	Ignavibacteriales	IGN3	1	21684	3737157	0.00580227161984364	0	0	0	0
GCA_014859005.1	Enterobacterales	Rouxiella	9	339366	5135448	0.06608303696191646	66437	130457	160152	214234
GCA_902387095.1	Lachnospirales	CHH4-2	2	45781	6083211	0.00752579517626464	0	0	0	0
GCA_018860315.1	Rhodobacterales	Shimia	4	112045	4384924	0.025552324282017203	0	48690	48690	48690
GCA_016790575.1	Burkholderiales	JAEUOU01	1	21809	3451868	0.006318028383472369	0	0	0	0
GCA_000092465.1	Sulfolobales	Staphylothermus	0	0	1580347	0.0	0	0	0	0
GCA_009217765.1	Lactobacillales	Schleiferilactobacillus	1	22682	3592195	0.006314245189918698	0	0	0	0
GCA_003150485.1	Oscillospirales	Onthomonas	0	0	1281604	0.0	0	0	0	0
GCA_018399055.1	Chlamydiales	Neptunochlamydia	0	0	2143268	0.0	0	0	0	0
GCA_011220525.1	Paenibacillales	Paenibacillus_H	11	531862	4800872	0.11078445749022262	51814	377074	190762	377074
GCA_945868655.1	Oscillospirales	RUG420	1	21634	2276853	0.009501711353346045	0	0	0	0
GCA_014233485.1	Enterobacterales	Ewingella	6	139355	5101916	0.02731424821576835	12382	0	0	0
GCA_019649495.1	Pelagibacterales	AG-422-B15	0	0	1331769	0.0	0	0	0	0
GCA_900167895.1	Bacteroidales	Cryptobacteroides	0	0	2322854	0.0	0	0	0	0
GCA_003581425.1	Actinomycetales	Amnibacterium	3	89443	3482706	0.025682041493022955	0	0	41092	41092
GCA_934489385.1	Oscillospirales	UMGS731	0	0	1870528	0.0	0	0	0	0
GCA_016124105.1	Rhizobiales	Aquamicrobium_A	6	170832	4071397	0.04195906220886836	48419	48419	0	48419
GCA_009729055.1	Sulfolobales	Sulfurisphaera	0	0	2803915	0.0	0	0	0	0
GCA_021172065.1	Enterobacterales	Pseudocitrobacter	3	126555	5015040	0.02523509284073507	56622	56622	0	56622
GCA_005239095.1	Xanthomonadales	Luteimonas_C	2	83063	3632536	0.022866394166499656	0	0	0	0
GCA_016858305.2	Flavobacteriales	Polaribacter	3	100661	4423854	0.022754141524562066	0	0	41053	41053
GCA_018403245.1	Paenibacillales	Paenibacillus_L	4	116932	6659595	0.017558425099424214	0	0	41116	41116
GCA_008725655.1	Xanthomonadales	W260	1	46440	3432746	0.013528527889916703	0	0	0	0
GCA_001308265.1	Rhodobacterales	Celeribacter_A	1	20642	3096705	0.006665794772185274	0	0	0	0
GCA_902578545.1	Rhodobacterales	CACIIZ01	1	21026	1957330	0.010742184506445004	0	0	0	0
GCA_009363495.1	Rhodobacterales	Roseivivax	7	202594	4297624	0.047140931826516234	0	52105	103797	103797
GCA_010669145.1	Rhizobiales	Agrobacterium	4	113429	5858741	0.01936064420666488	50459	50459	0	50459
GCA_016720925.1	Burkholderiales	JAEUMZ01	2	63089	5470159	0.011533302779681542	0	0	0	0
GCA_910578285.1	Campylobacterales	NHYN01	1	21635	1964771	0.011011461386594163	0	0	0	0
GCA_024235875.1	Burkholderiales	JACKLP01	2	47798	3328558	0.014359972096024765	0	0	0	0
GCA_002356295.1	Bacteroidales	Labilibaculum	3	119673	5718991	0.02092554438361592	0	0	0	0
GCA_904373295.1	Lachnospirales	Merdimonas	2	45140	2684062	0.01681779332966228	0	0	0	0
GCA_022009795.1	Oscillospirales	Eubacterium_R	3	58935	2036782	0.028935349978544588	0	0	0	0
GCA_001747405.1	Chlorobiales	Chlorobaculum	2	66532	2797276	0.02378456755786701	0	45599	0	45599
GCA_025150565.1	Lactobacillales	Granulicatella	1	41161	1965422	0.020942576199920425	0	0	41161	41161
GCA_013141385.1	Bacteroidales	UBA8529	9	422404	5547406	0.07614441776931416	0	288735	329836	329836
GCA_005281615.1	Rhizobiales	Rhodoligotrophos	8	182471	5488030	0.03324890716705266	0	0	49240	49240
GCA_001877035.1	Clostridiales	Clostridium_AD	3	96292	4785613	0.020121142265369138	0	56166	56166	56166
GCA_940677205.1	Lachnospirales	Tyzzerella	1	21685	2035557	0.010653103794194907	0	0	0	0
GCA_900103505.1	Halobacteriales	Haloarchaeobius	3	57841	3768606	0.01534811545701514	15819	0	0	0
GCA_000379445.1	Francisellales	Fangia	4	122418	2946743	0.04154349395247567	15512	0	0	0
GCA_024666615.1	Burkholderiales	J223	2	82561	4656167	0.01773153755009217	0	0	0	0
GCA_001603005.1	Oscillospirales	Firm-04	3	103574	3540633	0.029252961264271106	0	67970	0	67970
GCA_003402975.1	Flavobacteriales	Brumimicrobium	2	89290	3423338	0.026082729780115197	0	0	0	0
GCA_005954745.1	Halobacteriales	Halostella	4	72376	3942449	0.018358132216802298	31792	0	0	0
GCA_020171895.1	Bacillales	JAIVAN01	3	107483	3638037	0.02954422948419711	0	45545	41092	86637
GCA_021844905.1	Micrarchaeales	JAKAWW01	0	0	954137	0.0	0	0	0	0
GCA_008330945.1	Rhizobiales	Labrys	7	216984	7551292	0.028734685402180184	65315	98629	48049	98629
GCA_021491425.1	Cytophagales	Mariniradius	4	158183	4737577	0.03338900876967277	0	100098	87046	137340
GCA_014238425.1	Flavobacteriales	JABABD01	3	61205	3750719	0.016318204589573358	0	0	0	0
GCA_022793655.1	Oscillospirales	CAKSEI01	2	44116	1835631	0.024033152632527997	0	0	0	0
GCA_000192865.1	Pseudomonadales	Marinomonas	8	294882	4684316	0.06295091962198963	114378	163423	52674	216097
GCA_001880225.1	Francisellales	Pseudofrancisella	3	79580	1861609	0.0427479669468723	13373	0	0	0
GCA_000021965.1	Methanomicrobiales	Methanosphaerula	1	33234	2922917	0.011370148382591774	0	0	0	0
GCA_015624425.1	Burkholderiales	Kinneretia	6	231007	6010585	0.038433363807349866	11890	53387	53387	53387
GCA_001456025.1	Cyanobacteriales	Mastigocoleus	24	850781	12700239	0.06698936925517701	143331	398140	321206	523603
GCA_002776575.1	Sphingomonadales	Parasphingorhabdus	3	87639	4060755	0.02158194719947399	0	0	41050	41050
GCA_016865385.1	Coriobacteriales	Adlercreutzia	2	53147	2929991	0.01813896356678229	0	0	0	0
GCA_003268595.1	Bacillales_D	Paraliobacillus_A	5	114544	3728451	0.0307216052993589	0	0	41173	41173
GCA_018829205.1	Ignavibacteriales	JAHJUE01	2	42542	4587546	0.00927336750410786	0	0	0	0
GCA_003473825.1	Lachnospirales	Pararoseburia	2	44458	2633918	0.01687903723654267	0	0	0	0
GCA_002163975.1	Cyanobacteriales	HT-58-2	19	1024252	7899568	0.12965924212564536	0	619677	620230	766907
GCA_021796335.1	UBA6257	JAJYHZ01	0	0	752648	0.0	0	0	0	0
GCA_024707525.1	Rhizobiales	FKL33	7	163335	6439517	0.025364479975749733	0	48076	48076	48076
GCA_945866125.1	Burkholderiales	SYFN01	7	157139	3124808	0.05028756966828042	0	0	0	0
GCA_018263855.1	Mycobacteriales	Kutzneria	46	2087373	11609901	0.1797924891866003	62560	1108488	1066030	1586344
GCA_902561535.1	Pelagibacterales	GCA-002704185	2	33928	990043	0.03426921860969675	0	0	0	0
GCA_018829465.1	Flavobacteriales	UM-FILTER-40-17	3	83174	3065749	0.027130074901761364	0	0	0	0
GCA_902544525.1	Pelagibacterales	CACCCN01	0	0	1256969	0.0	0	0	0	0
GCA_013782625.1	Enterobacterales	RHBSTW-00994	3	123586	4888717	0.025279843361765468	53689	53689	0	53689
GCA_010671605.1	Flavobacteriales	Leptobacterium	5	161940	4212470	0.03844300374839465	0	54468	41074	95542
GCA_003234935.1	Flavobacteriales	Putridiphycobacter	1	20840	4015086	0.00519042431469712	0	0	0	0
GCA_021845925.1	Burkholderiales	UBA2487	4	106535	2337315	0.04558007799547772	0	0	43699	43699
GCA_023823915.1	Bacillales	Peribacillus	7	206600	6294968	0.032819865009639446	15513	60317	41089	101406
GCA_009749525.1	Rhizobiales	Mesorhizobium_H	7	170057	5256375	0.032352524315711874	0	0	0	0
GCA_001436605.1	Lactobacillales	Holzapfelia	1	20858	1287125	0.016205108283966204	0	0	0	0
GCA_002353815.1	Actinomycetales	Pseudoscardovia	1	20531	2068369	0.009926178549378762	0	0	0	0
GCA_008087055.1	Pseudomonadales	HIMB30	1	20795	1935310	0.010745048596865618	0	0	0	0
GCA_900459315.1	Erysipelotrichales	Faecalicoccus	0	0	2055154	0.0	0	0	0	0
GCA_000308215.1	Methanomassiliicoccales	Methanomassiliicoccus	1	21843	2620233	0.008336281544427537	0	0	0	0
GCA_009649745.1	Bacillales_D	Aquibacillus	4	115664	4316522	0.026795647051028583	0	43372	41089	84461
GCA_024757985.1	Actinomycetales	Cellulomonas_A	4	77746	4776279	0.016277524826334475	11869	0	0	0
GCA_006716695.1	Actinomycetales	Klugiella	5	171548	2984076	0.05748781197261732	0	100400	56518	100400
GCA_000021265.1	Mycoplasmatales	Ureaplasma	0	0	874478	0.0	0	0	0	0
GCA_900187045.1	Actinomycetales	Dermatophilus	4	149861	2627820	0.05702863970896028	73446	107195	0	107195
GCA_014174515.1	Burkholderiales	WAJ17	17	521244	5267469	0.09895530472035051	38927	254997	115481	254997
GCA_009707485.1	Actinomycetales	Pedococcus	0	0	3482451	0.0	0	0	0	0
GCA_004551665.1	Burkholderiales	Kerstersia	2	32207	3945801	0.008162347771719862	0	0	0	0
GCA_900100605.1	Streptosporangiales	Sinosporangium	30	984154	7057140	0.1394550767024602	66473	278577	397032	575823
GCA_001940245.1	Lachnospirales	Fimousia	2	47526	2796642	0.016993952032473232	0	0	0	0
GCA_000307105.1	Desulfobacterales	Desulfobacula	9	391930	5197905	0.07540153196335832	0	47200	51835	99035
GCA_002690705.1	Rhodospirillales_A	TMED8	3	71470	3026532	0.023614486811968285	0	0	0	0
GCA_013391805.1	Flavobacteriales	Galbibacter	3	103072	3708790	0.027791274243081976	0	0	41056	41056
GCA_003315775.1	Veillonellales	Caecibacter	1	21601	2877851	0.007505948014681789	0	0	0	0
GCA_020541245.1	Enterobacterales	Annandia	0	0	348580	0.0	0	0	0	0
GCA_000247565.1	Enterobacterales	Wigglesworthia	0	0	719535	0.0	0	0	0	0
GCA_021647205.1	Bacteroidales	B6-G9	3	113489	3530474	0.03214554193006378	0	0	0	0
GCA_000208405.1	Selenomonadales	Selenomonas	2	47361	2568361	0.01844016475877028	0	0	0	0
GCA_913051805.1	Balneolales	UBA8296	3	83213	1493362	0.05572192140954437	0	0	41032	41032
GCA_009789175.1	Halobacteriales	Salinibaculum	2	41572	3732358	0.011138267015114842	0	0	0	0
GCA_013342525.1	Halobacteriales	Natronocalculus	3	64199	3193812	0.02010105792075426	0	0	0	0
GCA_003339775.1	Mycoplasmatales	Spiroplasma	0	0	1908276	0.0	0	0	0	0
GCA_945881985.1	Rickettsiales	CAMCVL01	0	0	1239113	0.0	0	0	0	0
GCA_003345655.1	Pseudomonadales	Motiliproteus	4	76459	4184090	0.018273746501628788	0	0	0	0
GCA_002407205.1	Rhodobacterales	Cereibacter_A	8	193690	4437113	0.043652257672950855	0	67800	30346	67800
GCA_000315565.1	Cyanobacteriales	Mastigocladopsis	15	581492	6465655	0.08993551310733405	78515	330373	156495	330373
GCA_023404675.1	Rhizobiales	JAEYAW01	6	131991	5149129	0.025633655711480526	0	0	0	0
GCA_004342665.1	Enterobacterales	Samsonia	7	179327	3879021	0.046229963694447644	65872	84416	30446	84416
GCA_005144885.1	Rhizobiales	Phreatobacter	3	76697	7354671	0.010428338670757672	14762	0	41053	41053
GCA_016907535.1	Propionibacteriales	Microlunatus_C	3	84852	4068014	0.0208583352957979	0	0	0	0
GCA_000226565.1	Enterobacterales_A	Glaciecola	1	22168	4134229	0.0053620638818023866	0	0	0	0
GCA_024742405.1	Rhodobacterales	JANSYP01	4	83159	5023880	0.01655274409420607	0	0	0	0
GCA_002484205.1	Burkholderiales	MR-S7	1	23538	4738868	0.004967008998773547	0	0	0	0
GCA_017547245.1	Oscillospirales	Heteroruminococcus	1	23832	1226547	0.019430156365797643	0	0	0	0
GCA_014802445.1	Bacteroidales	CAG-1031	0	0	2402354	0.0	0	0	0	0
GCA_003752405.1	Actinomycetales	Bogoriella	3	72343	3235396	0.02235985950406071	0	0	41065	41065
GCA_012295525.1	Cyanobacteriales	Oxynema	3	66268	6357750	0.010423184302622783	16852	0	0	0
GCA_017308515.1	Actinomycetales	Pseudolysinimonas	3	89165	2848058	0.03130729781486192	0	0	41065	41065
GCA_015075545.1	Burkholderiales	JAEUPI01	2	62897	3691677	0.017037514387092913	0	0	0	0
GCA_006385175.1	Sphingomonadales	Emcibacter	4	85564	3963826	0.021586214934762524	0	0	0	0
GCA_017161445.1	Burkholderiales	Niveibacterium	5	214075	4854389	0.044099267693627354	0	43837	0	43837
GCA_016286055.1	Bacteroidales	UBA3824	3	126002	4175574	0.03017597101620041	0	0	0	0
GCA_003123745.1	Actinomycetales	Ancrocorticia	1	33633	2651737	0.012683384513622581	0	0	0	0
GCA_900015215.1	Peptostreptococcales	Romboutsia	2	45320	2588193	0.01751028613399387	0	0	0	0
GCA_018406445.1	Burkholderiales	Nitrosospira	10	312534	3398764	0.09195519312314712	16507	54502	0	54502
GCA_006969745.1	Cytophagales	Ekhidna	4	116729	4167162	0.028011629977428284	0	0	41098	41098
GCA_944325195.1	Desulfovibrionales	RGIG1962	0	0	2476992	0.0	0	0	0	0
GCA_014058405.1	Nitrospirales	Nitrospira_F	6	125730	4125728	0.03047462169100823	0	0	0	0
GCA_021787495.1	Micrarchaeales	A-MIC-10	0	0	852337	0.0	0	0	0	0
GCA_000024325.1	Desulfovibrionales	Desulfohalobium	1	26289	2909567	0.009035365056037548	0	0	0	0
GCA_023276405.1	Paenibacillales	Paenibacillus_AF	6	203359	8795693	0.023120293079806217	0	79116	120169	120169
GCA_017464525.1	Oscillospirales	QAKW01	2	39701	2622595	0.015138059822427786	0	0	0	0
GCA_003688405.1	Flavobacteriales	Ulvibacter	3	110790	3845875	0.02880748854291936	0	0	41053	41053
GCA_023156585.1	Flavobacteriales	Aquaticitalea	2	65116	3473000	0.01874920817736827	0	0	0	0
GCA_003014675.1	Actinomycetales	Labedella	5	162060	3838939	0.04221478903415762	0	0	86189	86189
GCA_001603365.1	Bacteroidales	Macellibacteroides	2	32118	4097324	0.007838774771045687	0	0	0	0
GCA_900079765.1	Oscillospirales	Pseudoflavonifractor	2	57669	3668307	0.015720876142591118	0	0	0	0
GCA_020882875.1	Lactobacillales	Desemzia	3	82136	2790095	0.02943842413967983	0	0	41197	41197
GCA_005434965.1	Rhodobacterales	Marimonas	4	102887	4319764	0.023817736339300018	0	52023	52023	52023
GCA_001874335.1	Flavobacteriales	MedPE-SWsnd-G2	1	22474	3035083	0.007404739837427839	0	0	0	0
