Sample	AAI	Prop_Genes_Found	Mean_Syntenic_Correlation
GCA_000719345.1_ASM71934v1	35.65	0.125	0.9999816594005059
GCA_008042115.1_ASM804211v1	42.666666666666664	0.09375	0.9998109013721702
GCA_014648955.1_ASM1464895v1	37.983333333333334	0.1875	0.9967885099532907
GCA_000719355.1_ASM71935v1	39.25714285714286	0.109375	0.99342621040585
GCA_001905845.1_ASM190584v1	54.42666666666667	0.234375	0.9364824442556943
GCA_000720645.1_ASM72064v1	55.7	0.1875	0.9331353690749741
GCA_021568835.1_ASM2156883v1	46.35714285714286	0.109375	0.99677088854157
GCA_023897065.1_ASM2389706v1	42.1625	0.125	0.988350322327012
GCA_001174865.1_5227_5_3	43.88181818181818	0.171875	0.9994265732808532
GCA_900115955.1_IMG_taxon_2634166311_annotated_assembly	40.21	0.15625	0.9995094842873518
GCA_011765725.1_ASM1176572v1	72.58125	0.5	0.9741896470456659
GCA_017969005.1_ASM1796900v1	37.7	0.09375	0.9905210127125559
GCA_023864325.1_ASM2386432v1	35.17142857142857	0.109375	0.9957626169628633
GCA_024348945.1_ASM2434894v1	53.077777777777776	0.140625	0.9377736551217539
GCA_016907955.1_ASM1690795v1	40.26	0.15625	0.9524956588058028
GCA_001029515.1_ASM102951v1	49.0	0.25	0.9926149676688848
GCA_024582875.1_ASM2458287v1	48.4875	0.125	0.9994458920564439
GCA_022221585.1_ASM2222158v1	33.3	0.09375	0.9913927409685435
GCA_014650835.1_ASM1465083v1	40.627272727272725	0.171875	0.7523806202250181
GCA_900709225.1_PRJEB31649_4	35.50666666666667	0.234375	0.9974146299769783
GCA_010548365.1_ASM1054836v1	50.7	0.234375	0.9987333534398061
GCA_011421595.1_ASM1142159v1	50.15	0.1875	0.9997057693689831
GCA_001318625.1_5505_8_4	36.88666666666667	0.234375	0.9980100884548293
GCA_003116685.1_ASM311668v1	49.07142857142857	0.109375	0.9748814041937639
GCA_017615015.1_ASM1761501v1	54.733333333333334	0.140625	0.966284255152273
GCA_010119355.1_ASM1011935v1	48.2	0.109375	0.9743638981979803
GCA_011765735.1_ASM1176573v1	72.51212121212122	0.515625	0.9703872663259738
GCA_016457305.1_ASM1645730v1	48.22857142857143	0.109375	0.9743802320287404
GCA_003398715.1_ASM339871v1	34.27142857142857	0.21875	0.9967636141298819
GCA_007363395.1_ASM736339v1	41.4	0.09375	0.9936802371538843
GCA_001201115.1_5319_2_4	36.88666666666667	0.234375	0.9980268650855006
GCA_003173275.1_ASM317327v1	45.083333333333336	0.1875	0.9770316636083812
GCA_900091625.1_IMG_taxon_2622736606_annotated_assembly	54.08571428571429	0.21875	0.9572553626896684
GCA_015356825.1_ASM1535682v1	41.027272727272724	0.171875	0.9928693880513575
GCA_900090295.1_IMG_taxon_2623620609_annotated_assembly	55.56428571428572	0.21875	0.9959467950746541
GCA_001513965.1_ASM151396v1	67.7375	0.25	0.9245854884789216
GCA_014203425.1_ASM1420342v1	54.1	0.203125	0.9959774387859839
GCA_900105395.1_IMG_taxon_2671180173_annotated_assembly	52.93125	0.25	0.9318996114997147
GCA_023864655.1_ASM2386465v1	35.17142857142857	0.109375	0.9957940169311394
GCA_020092375.1_ASM2009237v1	55.94285714285714	0.21875	0.8230331518164533
GCA_013362695.1_ASM1336269v1	31.166666666666664	0.09375	0.9946373254782926
GCA_001746365.1_ASM174636v1	51.32692307692308	0.40625	0.9764922247370872
GCA_003984965.1_ASM398496v1	42.15	0.125	0.9325049998677513
GCA_002156075.1_ASM215607v1	32.766666666666666	0.140625	0.952603115855815
GCA_002703995.1_ASM270399v1	35.46666666666667	0.234375	0.9972567875387103
GCA_003155075.1_20120600_S3D	44.13636363636363	0.171875	0.9981048361404116
GCA_016612645.1_ASM1661264v1	39.42857142857143	0.109375	0.99342621040585
GCA_000240165.1_ASM24016v1	41.042857142857144	0.109375	0.9132346979833668
GCA_014646275.1_ASM1464627v1	38.542857142857144	0.109375	0.993554501604342
GCA_000804055.1_ASM80405v1	35.17142857142857	0.109375	0.995387073686103
GCA_900091975.1_IMG_taxon_2657245725_annotated_assembly	47.8	0.109375	0.9744073852173589
GCA_000280905.1_ASM28090v1	32.766666666666666	0.09375	0.8455308663481831
GCA_022815725.1_ASM2281572v1	54.91538461538462	0.203125	0.9060593915206756
GCA_000972435.1_StrepMBT28_1.0	42.2625	0.125	0.9347628272176708
GCA_009769735.1_ASM976973v1	40.1125	0.125	0.9723747218933674
GCA_017933235.1_ASM1793323v1	37.65	0.09375	0.9905284786076037
GCA_001112865.1_4925_1_7	43.575	0.1875	0.9989572261353064
GCA_023864205.1_ASM2386420v1	35.46	0.234375	0.9973844109407312
GCA_003846195.1_ASM384619v1	42.96666666666667	0.140625	0.9487366584504258
GCA_024172125.1_ASM2417212v1	40.81666666666667	0.09375	0.9969136691371199
GCA_000804265.1_ASM80426v1	35.17142857142857	0.109375	0.9957074529815231
GCA_019029505.1_ASM1902950v1	42.125	0.125	0.932468513278525
GCA_001866675.1_ASM186667v1	41.305	0.3125	0.9586399547889506
GCA_900709235.2_PRJEB31649_2	35.46	0.234375	0.9972475749166635
GCA_001417795.1_ASM141779v1	40.785714285714285	0.109375	0.9999864361889645
GCA_011764425.1_ASM1176442v1	31.96666666666667	0.09375	0.9300236799774595
GCA_003626595.1_ASM362659v1	41.107692307692304	0.203125	0.9663757339639163
GCA_000383935.1_ASM38393v1	54.06666666666667	0.234375	0.9843057266236618
GCA_009498035.1_ASM949803v1	44.01428571428571	0.109375	0.9912286288314671
GCA_015475835.1_ASM1547583v1	38.86666666666667	0.09375	0.9978930188719908
GCA_011694815.1_ASM1169481v1	38.7875	0.125	0.8632255428254478
GCA_001345075.1_6180_1_8	36.88666666666667	0.234375	0.9977723934222658
GCA_920664355.1_CiP1_Cm_nod2	38.36923076923077	0.203125	0.7253296481174483
GCA_000729745.1_ASM72974v1	35.18571428571428	0.109375	0.9956758088792312
GCA_000719175.1_ASM71917v1	42.0875	0.125	0.9993027837844799
GCA_002904295.1_ASM290429v1	83.54130434782608	0.71875	0.9975765904374212
GCA_014651055.1_ASM1465105v1	41.69090909090909	0.171875	0.831240047355301
GCA_010550405.1_ASM1055040v1	42.25	0.125	0.9260112633485907
GCA_024648905.1_ASM2464890v1	41.480000000000004	0.15625	0.9998379634487558
GCA_013364075.1_ASM1336407v1	92.55081967213115	0.953125	0.9999488835671746
GCA_003399125.1_ASM339912v1	34.27142857142857	0.21875	0.996774934157825
GCA_011765705.1_ASM1176570v1	72.278125	0.5	0.9826016783545201
GCA_001640695.1_ASM164069v1	35.17142857142857	0.109375	0.9956520178707298
GCA_018139085.1_ASM1813908v1	42.55714285714286	0.109375	0.9638766391961446
GCA_014650395.1_ASM1465039v1	39.385714285714286	0.109375	0.99342621040585
GCA_003394655.1_ASM339465v1	35.46	0.234375	0.9973589767533793
GCA_000177675.1_ASM17767v1	47.875	0.25	0.9903748205468373
GCA_012163255.1_ASM1216325v1	37.153333333333336	0.234375	0.9978900226420019
GCA_900169985.1_IonXpress_024	35.46	0.234375	0.9992309730399713
GCA_008642355.1_ASM864235v1	43.371428571428574	0.109375	0.9658442841550781
GCA_002703825.1_ASM270382v1	35.18571428571428	0.109375	0.9956758088792312
GCA_002234535.1_ASM223453v1	37.05555555555556	0.140625	0.8134730096426075
GCA_009864865.1_ASM986486v1	54.06666666666667	0.234375	0.9843057266236618
GCA_006716065.1_ASM671606v1	72.54230769230769	0.40625	0.9335437768569644
GCA_014216335.1_ASM1421633v1	37.975	0.1875	0.9968103321504609
GCA_008806405.1_ASM880640v1	49.9125	0.25	0.9926705654768135
GCA_900129455.1_IMG_taxon_2695420949_annotated_assembly	33.81428571428572	0.109375	0.813953566006335
GCA_000158915.1_ASM15891v1	47.43333333333333	0.09375	0.9975667281390848
GCA_011045075.1_ASM1104507v1	46.413333333333334	0.234375	0.9938020511518121
GCA_022220465.1_ASM2222046v1	43.042857142857144	0.109375	0.9712033120209069
GCA_014161435.1_ASM1416143v1	38.44285714285714	0.109375	0.9997259647764286
GCA_001279445.1_ASM127944v1	39.275	0.125	0.9681735918433868
GCA_000720135.1_ASM72013v1	66.83125	0.25	0.9512472486561176
GCA_900169765.1_IonXpress_028	35.46	0.234375	0.9972567875387103
GCA_000710915.1_ASM71091v1	45.68076923076923	0.40625	0.8881029869639271
GCA_020782815.1_ASM2078281v1	58.7	0.15625	0.9541334171975846
GCA_014472385.1_ASM1447238v1	50.00625	0.25	0.9860104711816732
GCA_016467295.1_ASM1646729v1	48.285714285714285	0.109375	0.9743912956390303
GCA_014138905.1_ASM1413890v1	48.1	0.109375	0.9743796664353863
GCA_000377605.1_ASM37760v1	71.665625	0.5	0.942840214235264
GCA_001689765.1_ASM168976v1	35.56	0.234375	0.9761396813286995
GCA_001199275.1_5319_2_5	36.88666666666667	0.234375	0.9980141718711298
GCA_024349025.1_ASM2434902v1	51.7	0.140625	0.9378152376659223
GCA_014930365.1_ASM1493036v1	43.388888888888886	0.140625	0.9758136420407726
GCA_001748305.1_ASM174830v1	46.885714285714286	0.109375	0.9690880218065695
GCA_023717255.1_ASM2371725v1	63.35	0.1875	0.9638193201462313
GCA_000718395.1_ASM71839v1	42.28888888888889	0.140625	0.9650210438262246
GCA_001208465.1_5227_8_1	36.88666666666667	0.234375	0.9981346675084485
GCA_013177615.1_ASM1317761v1	39.833333333333336	0.09375	0.9920864267053142
GCA_002266845.1_ASM226684v1	58.676923076923075	0.203125	0.9957643437739508
GCA_001279845.1_ASM127984v1	35.2375	0.125	0.968102495164594
GCA_007856155.1_ASM785615v1	42.471428571428575	0.109375	0.9995844752849821
GCA_001279885.1_ASM127988v1	35.0625	0.125	0.9685807848779187
GCA_001318845.1_5237_8_9	43.981818181818184	0.171875	0.9996216504091906
GCA_023864755.1_ASM2386475v1	35.46	0.234375	0.9973026582309568
GCA_016695385.1_ASM1669538v1	42.58571428571429	0.109375	0.9890597140905184
GCA_000716605.1_ASM71660v1	69.27692307692307	0.203125	0.9180909353545093
GCA_003325375.1_ASM332537v1	42.642857142857146	0.109375	0.9995643307054058
GCA_000633085.1_Mycobacterium_tuberculosis_G_12_005_genome	35.46	0.234375	0.9972567875387104
GCA_008824145.1_ASM882414v1	42.753846153846155	0.203125	0.9997513260915946
GCA_000804165.1_ASM80416v1	35.107142857142854	0.21875	0.9962585438757996
GCA_001328295.1_6540_8_19	36.86666666666667	0.234375	0.9977863038976215
GCA_021056305.1_ASM2105630v1	69.28695652173913	0.359375	0.6613622600667207
GCA_017315755.1_ASM1731575v1	42.55714285714286	0.109375	0.9421023910244068
GCA_002000215.1_ASM200021v1	35.46	0.234375	0.9972521828265483
GCA_000514035.1_ASM51403v1	72.51875	0.5	0.9403878262312535
GCA_900709215.1_PRJEB31649_1	35.17142857142857	0.109375	0.9956758088792312
GCA_017933115.1_ASM1793311v1	37.766666666666666	0.09375	0.9904670007955119
GCA_900099985.1_IMG_taxon_2634166206_annotated_assembly	55.24545454545454	0.171875	0.9556193231831457
GCA_002217715.1_ASM221771v1	39.47142857142857	0.109375	0.99342621040585
GCA_013363575.1_ASM1336357v1	42.225	0.125	0.9324658024646475
GCA_009429145.1_ASM942914v1	41.55555555555556	0.140625	0.9432612314999639
GCA_001888885.2_ASM188888v2	39.54545454545455	0.171875	0.9997150268843367
GCA_000695625.1_ASM69562v1	93.29649122807018	0.890625	0.9997483900070406
GCA_003158025.1_20120600_S2M	37.78333333333333	0.1875	0.9510190933199328
GCA_018324255.1_ASM1832425v1	55.56666666666667	0.234375	0.9952164485637006
GCA_000811985.1_ASM81198v1	31.75	0.09375	0.9921279279061654
GCA_003395755.1_ASM339575v1	35.68666666666667	0.234375	0.9976179090926642
GCA_023864955.1_ASM2386495v1	35.17142857142857	0.109375	0.9958409493581595
GCA_003391135.1_ASM339113v1	40.233333333333334	0.140625	0.9821561585012827
GCA_000803905.1_ASM80390v1	35.17142857142857	0.109375	0.9956678840531435
GCA_002551475.1_ASM255147v1	39.27142857142857	0.109375	0.99342621040585
GCA_001210105.1_5477_7_11	36.88	0.234375	0.9980728002813973
GCA_001513975.1_ASM151397v1	32.4	0.09375	0.998820728740589
GCA_002551375.1_ASM255137v1	39.371428571428574	0.109375	0.9934212993773781
GCA_001279495.1_ASM127949v1	35.25	0.125	0.9684095054556016
GCA_003989035.1_ASM398903v1	39.25714285714286	0.109375	0.99342621040585
GCA_001866665.1_ASM186666v1	57.952173913043474	0.359375	0.928003134228214
GCA_014648635.1_ASM1464863v1	68.1076923076923	0.203125	0.9207859278536965
GCA_001195185.1_5319_2_7	36.88666666666667	0.234375	0.9979305594307039
GCA_009864805.1_ASM986480v1	63.50909090909091	0.171875	0.9562025399377844
GCA_014203625.1_ASM1420362v1	37.05555555555556	0.140625	0.8134730096426075
GCA_021165735.1_ASM2116573v1	55.03529411764706	0.265625	0.8517241662646714
GCA_016786345.1_ASM1678634v1	60.0	0.140625	0.9696088849176765
GCA_002703895.1_ASM270389v1	35.18571428571428	0.109375	0.9958132165073093
GCA_000695235.1_ASM69523v1	42.1	0.125	0.9255556540050094
GCA_900176515.1_IMG_taxon_2595698251_annotated_assembly	56.06666666666666	0.1875	0.9312363918111066
GCA_020312275.1_ASM2031227v1	61.18888888888889	0.421875	0.9411461523589051
GCA_003392845.1_ASM339284v1	34.27142857142857	0.21875	0.9968056500081909
GCA_001613425.1_ASM161342v1	31.75	0.09375	0.9921279279061654
GCA_000177655.2_ASM17765v2	49.85	0.25	0.9725398396849618
GCA_003398585.1_ASM339858v1	35.46	0.234375	0.9972980856347411
GCA_003675345.1_ASM367534v1	44.44615384615385	0.203125	0.9007454529928309
GCA_022698285.1_ASM2269828v1	40.03333333333333	0.09375	0.9920907308194478
GCA_003626585.1_ASM362658v1	54.54375	0.25	0.9950448074639321
GCA_001397635.1_6221_2_10	36.906666666666666	0.234375	0.9978528755628878
GCA_000282715.1_ASM28271v1	99.79193548387097	0.96875	0.9999761280928409
GCA_003315795.1_ASM331579v1	32.7	0.109375	0.9965465835413068
GCA_001345315.1_6280_8_9	36.89333333333333	0.234375	0.9979690381438363
GCA_014646335.1_ASM1464633v1	45.56666666666666	0.09375	0.992032365139211
GCA_014648935.1_ASM1464893v1	38.05833333333333	0.1875	0.9968117091260162
GCA_016863215.1_ASM1686321v1	40.542857142857144	0.109375	0.9352640857791648
GCA_000425065.1_ASM42506v1	71.24666666666667	0.46875	0.9434680474808722
GCA_003395885.1_ASM339588v1	35.46	0.234375	0.9973436661449656
GCA_003393915.1_ASM339391v1	35.46	0.234375	0.9973072276016725
GCA_020099395.1_ASM2009939v1	42.98571428571429	0.109375	0.9712004655851956
GCA_902299125.1_PRJEB33814_1	37.59230769230769	0.203125	0.9963986587554214
GCA_003688915.1_ASM368891v1	44.18333333333333	0.09375	0.8200897610561335
GCA_021246025.1_ASM2124602v1	59.707142857142856	0.21875	0.9454742785020092
GCA_010548375.1_ASM1054837v1	41.7	0.109375	0.9819229509470868
GCA_014648795.1_ASM1464879v1	35.2625	0.125	0.9684132669596457
GCA_002703765.1_ASM270376v1	35.18571428571428	0.109375	0.9956916419794752
GCA_000716785.1_ASM71678v1	84.81063829787234	0.734375	0.9829955012664384
GCA_014648475.1_ASM1464847v1	40.62	0.15625	0.9519237072692716
GCA_001279855.1_ASM127985v1	35.1	0.125	0.9684912045387983
GCA_017876625.1_ASM1787662v1	36.2	0.109375	0.9924038180508135
GCA_003516205.1_ASM351620v1	42.628571428571426	0.109375	0.9638774102710506
GCA_000716755.1_ASM71675v1	44.74285714285714	0.109375	0.9912800337644523
GCA_023845045.1_ASM2384504v1	72.34242424242424	0.515625	0.9444000279111034
GCA_000696405.1_ASM69640v1	99.79193548387097	0.96875	0.9999761164775411
GCA_000718775.1_ASM71877v1	61.25	0.15625	0.9766190441170519
GCA_001531145.1_ASM153114v1	34.9125	0.125	0.9682123567079679
GCA_002189675.2_ASM218967v2	47.3	0.125	0.9919964417382431
GCA_003582025.1_ASM358202v1	31.583333333333332	0.1875	0.997757405262974
GCA_014596915.1_ASM1459691v1	33.68571428571428	0.109375	0.9076489972720163
GCA_900090325.1_IMG_taxon_2636415968_annotated_assembly	54.15714285714286	0.21875	0.9951776114916444
GCA_000720455.1_ASM72045v1	35.0875	0.125	0.9710467421971445
GCA_008704795.1_ASM870479v1	40.96666666666667	0.09375	0.9936846605259206
GCA_003392605.1_ASM339260v1	34.27142857142857	0.21875	0.9968056500081908
GCA_000804025.1_ASM80402v1	35.17142857142857	0.109375	0.9956281773365139
GCA_009834145.1_ASM983414v1	48.285714285714285	0.109375	0.9743322802228521
GCA_000716885.1_ASM71688v1	32.84285714285714	0.109375	0.9999835325396786
GCA_021892415.1_ASM2189241v1	68.0	0.15625	0.9858071282121268
GCA_001317865.1_5227_8_2	36.88666666666667	0.234375	0.9980328818291581
GCA_024171845.1_ASM2417184v1	40.62	0.15625	0.9519237072692716
GCA_003851665.1_ASM385166v1	41.114285714285714	0.109375	0.9895740880439381
GCA_014489635.1_ASM1448963v1	40.7	0.109375	0.9897889489602683
GCA_900140125.1_10665_2_64	36.97692307692308	0.203125	0.9980003448044398
GCA_002209125.2_ASM220912v2	31.4	0.09375	0.9921279279061654
GCA_015476985.1_ASM1547698v1	35.07692307692308	0.203125	0.9661820330825992
GCA_013423905.1_ASM1342390v1	48.72857142857143	0.109375	0.974378272116198
GCA_000720885.1_ASM72088v1	42.34444444444445	0.140625	0.9419812677709004
GCA_003667485.1_ASM366748v1	32.522222222222226	0.140625	0.9323041961607771
GCA_002155975.1_ASM215597v1	90.99636363636364	0.859375	0.9908160153401508
GCA_001700505.1_ASM170050v1	52.96923076923077	0.203125	0.9995585296468229
GCA_000023245.1_ASM2324v1	42.52857142857143	0.109375	0.9637208227898081
GCA_903992695.1_Q1129	35.446666666666665	0.234375	0.9972659873597947
GCA_014138855.1_ASM1413885v1	48.285714285714285	0.109375	0.9743801573712629
GCA_020312145.1_ASM2031214v1	61.58518518518518	0.421875	0.9639989990870911
GCA_023865055.1_ASM2386505v1	37.346666666666664	0.234375	0.9983550093510375
GCA_002102355.1_ASM210235v1	32.36666666666667	0.09375	0.9997353490348753
GCA_002982215.1_ASM298221v1	35.46	0.234375	0.9971836794997204
GCA_003351365.1_ASM335136v1	49.8875	0.25	0.9944707339593504
GCA_001855515.1_ASM185551v1	49.918749999999996	0.25	0.9798092957996443
GCA_001208685.1_6505_4_4	43.50909090909091	0.171875	0.9996562427202186
GCA_900090315.1_IMG_taxon_2623620569_annotated_assembly	55.17857142857143	0.21875	0.9526321121292414
GCA_019029485.1_ASM1902948v1	42.76	0.15625	0.9975863116154193
GCA_023864725.1_ASM2386472v1	35.17142857142857	0.109375	0.9956678840531437
GCA_003002815.1_ASM300281v1	43.8875	0.125	0.9359510807812753
GCA_000803725.1_ASM80372v1	35.17142857142857	0.109375	0.9953382702486067
GCA_003398905.1_ASM339890v1	34.27142857142857	0.21875	0.9967295580802421
GCA_000718025.1_ASM71802v1	36.7	0.09375	0.991722135057402
GCA_011170125.1_ASM1117012v1	37.69166666666666	0.1875	0.9967920549479906
GCA_000373845.1_ASM37384v1	72.50625	0.5	0.9394549242664445
GCA_017876325.1_ASM1787632v1	31.7	0.140625	0.9941238230240085
GCA_900114955.1_IMG_taxon_2609459763_annotated_assembly	44.23076923076923	0.203125	0.9659244665449779
GCA_000743295.1_ASM74329v1	39.457142857142856	0.109375	0.99342621040585
GCA_004349215.1_ASM434921v1	53.24583333333333	0.375	0.9489721280207192
GCA_900104815.1_IMG_taxon_2634166373_annotated_assembly	48.81428571428572	0.109375	0.9743764518310403
GCA_001083795.1_Nocardiopsis_sp_SBT349_SPAdes_SSPACE	55.28	0.234375	0.9894260814875144
GCA_014651135.1_ASM1465113v1	40.37777777777778	0.140625	0.9973370037897903
GCA_023864375.1_ASM2386437v1	35.17142857142857	0.109375	0.9958409493581595
GCA_023242985.1_ASM2324298v1	54.19285714285714	0.21875	0.9315379609170233
GCA_014648855.1_ASM1464885v1	68.56666666666666	0.28125	0.9730600941698876
GCA_023864895.1_ASM2386489v1	35.46666666666667	0.234375	0.9973753793754809
GCA_002863225.1_ASM286322v1	36.471428571428575	0.21875	0.9985862671243813
GCA_014650735.1_ASM1465073v1	55.43125	0.25	0.9642147967352006
GCA_024611995.1_ASM2461199v1	69.2	0.328125	0.9736993976044708
GCA_016432735.1_ASM1643273v1	43.166666666666664	0.140625	0.9998292348036544
GCA_002082605.1_ASM208260v1	42.3375	0.125	0.9994245371858043
GCA_016654065.1_ASM1665406v1	39.42857142857143	0.109375	0.99342621040585
GCA_001652895.1_ASM165289v1	37.775	0.1875	0.9866240981873391
GCA_001418505.1_ASM141850v1	47.85	0.28125	0.9886409557170596
GCA_023864235.1_ASM2386423v1	35.46	0.234375	0.99737085869223
GCA_014650555.1_ASM1465055v1	43.82	0.15625	0.8078698043286398
GCA_902825365.1_A38	60.9	0.125	0.9996255499214017
GCA_024171945.1_ASM2417194v1	41.75	0.1875	0.9433372672688953
GCA_024448175.1_ASM2444817v1	69.00526315789473	0.296875	0.9381747628313143
GCA_003949695.1_ASM394969v1	39.285714285714285	0.109375	0.9923311656066238
GCA_000749725.1_ASM74972v1	35.46666666666667	0.234375	0.997298085634741
GCA_900091875.1_IMG_taxon_2657245706_annotated_assembly	53.56923076923077	0.203125	0.9996197615619642
GCA_001212345.1_5505_8_7	36.873333333333335	0.234375	0.9980086066142586
GCA_016612575.1_ASM1661257v1	39.42857142857143	0.109375	0.9938932748193863
GCA_014654365.1_ASM1465436v1	39.8	0.15625	0.9408721117383284
GCA_000718255.1_ASM71825v1	30.1	0.09375	0.998855824783798
GCA_001280125.1_ASM128012v1	51.19166666666667	0.1875	0.9996376588071287
GCA_000717585.1_ASM71758v1	50.1625	0.25	0.9934065891262988
GCA_003116755.1_ASM311675v1	40.53333333333333	0.140625	0.9816011006345873
GCA_900090265.1_IMG_taxon_2623620551_annotated_assembly	72.5102564102564	0.609375	0.9927704513649509
GCA_023502025.1_ASM2350202v1	36.38333333333333	0.09375	0.9327645806276246
GCA_023864415.1_ASM2386441v1	35.17142857142857	0.109375	0.9957704753114993
GCA_004104485.1_ASM410448v1	48.3	0.109375	0.9743854553585287
GCA_002005225.1_ASM200522v1	43.68571428571428	0.109375	0.9992522423314849
GCA_001468445.1_ASM146844v1	35.733333333333334	0.234375	0.997644302254119
GCA_002847285.1_ASM284728v1	42.74285714285714	0.109375	0.9715096484600659
GCA_023864675.1_ASM2386467v1	34.26428571428571	0.21875	0.9968144278050342
GCA_013345665.1_ASM1334566v1	62.41	0.15625	0.9479519539060344
GCA_000744705.1_ASM74470v1	38.081818181818186	0.171875	0.9577111694051796
GCA_001279905.1_ASM127990v1	35.0	0.125	0.9713173600505961
GCA_003396705.1_ASM339670v1	34.27142857142857	0.21875	0.9967466040751002
GCA_000196835.1_ASM19683v1	99.78387096774193	0.96875	0.999976116477541
GCA_002354875.1_ASM235487v1	42.72857142857143	0.109375	0.9896283982729839
GCA_001735805.1_ASM173580v1	48.128571428571426	0.109375	0.9739786034769462
GCA_002704035.1_ASM270403v1	35.46666666666667	0.234375	0.9972659873597947
GCA_000372545.3_MTB_PR05_version_2	37.42857142857143	0.109375	0.9956678840531437
GCA_014930415.1_ASM1493041v1	43.388888888888886	0.140625	0.9758136420407726
GCA_008704475.1_ASM870447v1	32.957142857142856	0.109375	0.9999802566090835
GCA_900290435.1_S2	36.91428571428571	0.109375	0.9924029151483621
GCA_024171695.1_ASM2417169v1	41.1375	0.125	0.9919504609172514
GCA_900091315.1_IMG_taxon_2657245700_annotated_assembly	43.385714285714286	0.109375	0.9915328343484705
GCA_023864845.1_ASM2386484v1	35.17142857142857	0.109375	0.995715350184856
GCA_000375125.1_ASM37512v1	72.4	0.5	0.9408644464736649
GCA_009745975.1_ASM974597v1	62.36153846153846	0.203125	0.9537506003609365
GCA_024171925.1_ASM2417192v1	41.425	0.1875	0.9779981529938508
GCA_002028425.1_ASM202842v1	40.8375	0.125	0.9199030696280162
GCA_002703875.1_ASM270387v1	35.18571428571428	0.109375	0.9956758088792312
GCA_017969025.1_ASM1796902v1	38.1	0.09375	0.9905210127125559
GCA_020177455.1_ASM2017745v1	56.54347826086956	0.359375	0.9253537713862356
GCA_000804005.1_ASM80400v1	35.17142857142857	0.109375	0.9952236501159302
GCA_013813135.1_ASM1381313v1	37.8	0.109375	0.9960631027987434
GCA_009870095.1_ASM987009v1	63.486363636363635	0.34375	0.9836675685023544
GCA_023544735.1_ASM2354473v1	56.449999999999996	0.1875	0.9536846026318495
GCA_000725555.1_Doro.v1.0	34.8	0.125	0.968665008218041
GCA_003846285.1_ASM384628v1	37.55833333333333	0.1875	0.9967758644784024
GCA_018883605.1_ASM1888360v1	47.22857142857143	0.21875	0.9807817369648164
GCA_001345355.1_6180_2_1	36.9	0.234375	0.9978650065622606
GCA_021029465.1_ASM2102946v1	52.96	0.15625	0.9879284023613022
GCA_014649875.1_ASM1464987v1	39.385714285714286	0.109375	0.99342621040585
GCA_003675325.1_ASM367532v1	53.26	0.15625	0.9882510869024821
GCA_002703695.1_ASM270369v1	35.46666666666667	0.234375	0.9973500548708369
GCA_000378645.1_ASM37864v1	72.38125	0.5	0.9408642502076747
GCA_000313215.2_ASM31321v2	35.46	0.234375	0.9973097509882292
GCA_002021875.1_ASM202187v1	64.77692307692308	0.203125	0.9199152809409477
GCA_008312835.1_ASM831283v1	40.56153846153846	0.203125	0.9603207219138801
GCA_007896895.1_ASM789689v1	48.60625	0.25	0.9615421706742695
GCA_017308975.1_ASM1730897v1	82.43157894736842	0.59375	0.9995770710925452
GCA_900157385.1_PRJEB19184	35.94375	0.25	0.7456523965088308
GCA_001210525.1_5505_8_11	36.88	0.234375	0.9980049922651864
GCA_016103465.1_ASM1610346v1	44.94285714285714	0.109375	0.9951414317872394
GCA_015751905.1_ASM1575190v1	36.95454545454545	0.171875	0.9903468558395621
GCA_015627275.1_ASM1562727v1	35.142857142857146	0.109375	0.9958487518284276
