assembly_id	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree
GCA_003264855.1_ASM326485v1	NA	73	72	98.65	1.35	70	Yes
GCA_003265345.1_ASM326534v1	NA	74	66	100.00	10.81	61	Yes
GCA_003265465.1_ASM326546v1	NA	71	71	95.95	0.00	69	Yes
GCA_003267925.1_ASM326792v1	NA	73	72	98.65	1.35	68	Yes
GCA_003268025.1_ASM326802v1	NA	74	70	100.00	5.41	68	Yes
GCA_003268535.2_ASM326853v2	NA	73	68	98.65	8.11	60	Yes
GCA_003268635.1_ASM326863v1	NA	72	70	97.30	2.70	68	Yes
GCA_003268655.1_ASM326865v1	NA	71	71	95.95	0.00	60	Yes
GCA_003269295.1_ASM326929v1	NA	73	65	98.65	10.81	60	Yes
GCA_003278015.1_ASM327801v1	NA	69	68	93.24	1.35	62	Yes
GCA_003278095.1_ASM327809v1	NA	68	68	91.89	0.00	60	Yes
GCA_003278535.1_ASM327853v1	NA	63	62	85.14	1.35	53	Yes
GCA_003278545.1_ASM327854v1	NA	67	66	90.54	1.35	58	Yes
GCA_003278815.1_ASM327881v1	NA	68	68	91.89	0.00	63	Yes
GCA_003278925.1_ASM327892v1	NA	65	64	87.84	1.35	56	Yes
GCA_003279015.1_ASM327901v1	NA	67	66	90.54	1.35	57	Yes
GCA_003279085.1_ASM327908v1	NA	54	53	72.97	1.35	46	Yes
GCA_003279105.1_ASM327910v1	NA	67	66	90.54	1.35	58	Yes
GCA_003279445.1_ASM327944v1	NA	66	65	89.19	1.35	59	Yes
GCA_003279565.1_ASM327956v1	NA	66	65	89.19	1.35	58	Yes
GCA_003279605.1_ASM327960v1	NA	73	72	98.65	1.35	69	Yes
GCA_003279635.1_ASM327963v1	NA	69	68	93.24	1.35	60	Yes
GCA_003279685.1_ASM327968v1	NA	70	70	94.59	0.00	64	Yes
GCA_003279855.1_ASM327985v1	NA	70	69	94.59	1.35	60	Yes
GCA_003279945.1_ASM327994v1	NA	60	60	81.08	0.00	52	Yes
GCA_003280025.1_ASM328002v1	NA	71	70	95.95	1.35	63	Yes
GCA_003280335.1_ASM328033v1	NA	68	67	91.89	1.35	61	Yes
GCA_003280575.1_ASM328057v1	NA	68	67	91.89	1.35	59	Yes
GCA_003280655.1_ASM328065v1	NA	67	66	90.54	1.35	58	Yes
GCA_003280915.1_ASM328091v1	NA	69	68	93.24	1.35	61	Yes
GCA_003281185.1_ASM328118v1	NA	63	62	85.14	1.35	57	Yes
GCA_003281225.1_ASM328122v1	NA	71	70	95.95	1.35	61	Yes
GCA_003281315.1_ASM328131v1	NA	65	64	87.84	1.35	54	Yes
GCA_003281335.1_ASM328133v1	NA	65	64	87.84	1.35	58	Yes
GCA_003281365.1_ASM328136v1	NA	70	69	94.59	1.35	61	Yes
GCA_003281385.1_ASM328138v1	NA	65	65	87.84	0.00	57	Yes
GCA_003281445.1_ASM328144v1	NA	65	65	87.84	0.00	55	Yes
GCA_003281455.1_ASM328145v1	NA	65	64	87.84	1.35	57	Yes
GCA_003281505.1_ASM328150v1	NA	60	59	81.08	1.35	52	Yes
GCA_003281585.1_ASM328158v1	NA	67	67	90.54	0.00	59	Yes
GCA_003281605.1_ASM328160v1	NA	70	69	94.59	1.35	61	Yes
GCA_003281645.1_ASM328164v1	NA	58	57	78.38	1.35	49	Yes
GCA_003282175.1_ASM328217v1	NA	68	68	91.89	0.00	61	Yes
GCA_003282205.1_ASM328220v1	NA	69	69	93.24	0.00	64	Yes
GCA_003284215.1_ASM328421v1	NA	61	61	82.43	0.00	55	Yes
GCA_003284275.1_ASM328427v1	NA	64	64	86.49	0.00	57	Yes
GCA_003284965.1_ASM328496v1	NA	74	72	100.00	2.70	65	Yes
GCA_003285165.1_ASM328516v1	NA	68	68	91.89	0.00	66	Yes
GCA_003285265.1_ASM328526v1	NA	71	65	95.95	8.11	51	Yes
GCA_003286075.1_ASM328607v1	NA	74	73	100.00	1.35	57	Yes
GCA_003286395.1_ASM328639v1	NA	72	69	97.30	4.05	62	Yes
GCA_003286585.1_ASM328658v1	NA	70	69	94.59	1.35	68	Yes
GCA_003287015.1_ASM328701v1	NA	74	73	100.00	2.70	70	Yes
GCA_003287275.1_ASM328727v1	NA	73	71	98.65	2.70	68	Yes
GCA_003287405.1_ASM328740v1	NA	73	69	98.65	5.41	67	Yes
GCA_003287495.1_ASM328749v1	NA	73	69	98.65	5.41	67	Yes
GCA_003287585.1_ASM328758v1	NA	74	73	100.00	1.35	71	Yes
GCA_003287895.1_ASM328789v1	NA	72	71	97.30	1.35	65	Yes
GCA_003287935.1_ASM328793v1	NA	73	68	98.65	9.46	62	Yes
GCA_003287955.1_ASM328795v1	NA	73	72	98.65	2.70	61	Yes
GCA_003287975.1_ASM328797v1	NA	71	71	95.95	0.00	63	Yes
GCA_003289625.1_ASM328962v1	NA	73	73	98.65	0.00	64	Yes
GCA_003289925.1_ASM328992v1	NA	74	74	100.00	0.00	72	Yes
GCA_003289945.1_ASM328994v1	NA	73	71	98.65	2.70	58	Yes
GCA_003289965.1_ASM328996v1	NA	73	70	98.65	4.05	56	Yes
GCA_003290085.1_ASM329008v1	NA	73	73	98.65	0.00	71	Yes
GCA_003290125.1_ASM329012v1	NA	73	73	98.65	0.00	59	Yes
GCA_003290225.1_ASM329022v1	NA	69	49	93.24	41.89	48	Yes
GCA_003290245.1_ASM329024v1	NA	74	74	100.00	0.00	63	Yes
GCA_003290365.1_ASM329036v1	NA	73	72	98.65	1.35	68	Yes
GCA_003293595.1_ASM329359v1	NA	74	74	100.00	0.00	63	Yes
GCA_003293675.1_ASM329367v1	NA	73	73	98.65	0.00	68	Yes
GCA_003293695.1_ASM329369v1	NA	73	72	98.65	1.35	66	Yes
GCA_003293715.1_ASM329371v1	NA	73	72	98.65	1.35	67	Yes
GCA_003296175.1_ASM329617v1	NA	73	72	98.65	1.35	58	Yes
GCA_003298505.1_ASM329850v1	NA	74	70	100.00	5.41	61	Yes
GCA_003311635.1_ASM331163v1	NA	72	72	97.30	0.00	62	Yes
GCA_003311645.1_ASM331164v1	NA	73	70	98.65	4.05	59	Yes
GCA_003312355.1_ASM331235v1	NA	72	72	97.30	0.00	70	Yes
GCA_003312875.1_ASM331287v1	NA	73	68	98.65	9.46	60	Yes
GCA_003314975.1_ASM331497v1	NA	73	73	98.65	0.00	71	Yes
GCA_003314995.1_ASM331499v1	NA	73	72	98.65	1.35	59	Yes
GCA_003315035.1_ASM331503v1	NA	73	67	98.65	8.11	60	Yes
GCA_003315075.1_ASM331507v1	NA	74	72	100.00	2.70	70	Yes
GCA_003315095.1_ASM331509v1	NA	73	72	98.65	1.35	68	Yes
GCA_003315345.1_ASM331534v1	NA	74	70	100.00	5.41	66	Yes
GCA_003315415.1_ASM331541v1	NA	72	72	97.30	0.00	62	Yes
GCA_003315485.1_ASM331548v1	NA	73	73	98.65	0.00	71	Yes
GCA_003315615.1_ASM331561v1	NA	72	71	97.30	1.35	58	Yes
GCA_003315635.1_ASM331563v1	NA	73	71	98.65	2.70	58	Yes
GCA_003315775.1_ASM331577v1	NA	72	71	97.30	1.35	69	Yes
GCA_003316635.1_ASM331663v1	NA	74	69	100.00	6.76	59	Yes
GCA_003316815.2_ASM331681v2	NA	73	73	98.65	0.00	71	Yes
GCA_003316875.1_ASM331687v1	NA	74	74	100.00	0.00	73	Yes
GCA_003318235.1_ASM331823v1	NA	74	73	100.00	1.35	65	Yes
GCA_003318255.1_ASM331825v1	NA	74	73	100.00	1.35	65	Yes
GCA_003318275.1_ASM331827v1	NA	71	69	95.95	2.70	65	Yes
GCA_003319095.1_ASM331909v1	NA	74	73	100.00	1.35	65	Yes
GCA_003319105.1_ASM331910v1	NA	74	73	100.00	1.35	63	Yes
GCA_003319115.1_ASM331911v1	NA	74	73	100.00	1.35	62	Yes
GCA_003319125.1_ASM331912v1	NA	74	71	100.00	4.05	62	Yes
GCA_003319175.1_ASM331917v1	NA	74	73	100.00	1.35	64	Yes
GCA_003319185.1_ASM331918v1	NA	74	68	100.00	8.11	59	Yes
GCA_003323735.1_ASM332373v1	NA	74	72	100.00	2.70	62	Yes
GCA_003323745.1_ASM332374v1	NA	72	66	97.30	10.81	59	Yes
GCA_003324565.1_ASM332456v1	NA	73	67	98.65	9.46	61	Yes
GCA_003324675.1_ASM332467v1	NA	74	72	100.00	2.70	58	Yes
GCA_003325215.1_ASM332521v1	NA	71	71	95.95	0.00	68	Yes
GCA_003325375.1_ASM332537v1	NA	74	69	100.00	8.11	65	Yes
GCA_003325455.1_ASM332545v1	NA	74	74	100.00	0.00	61	Yes
GCA_003325475.1_ASM332547v1	NA	73	71	98.65	2.70	68	Yes
GCA_003325755.2_ASM332575v2	NA	74	63	100.00	17.57	60	Yes
GCA_003325995.1_ASM332599v1	NA	74	74	100.00	0.00	65	Yes
GCA_003326015.1_ASM332601v1	NA	72	72	97.30	0.00	64	Yes
GCA_003326195.1_ASM332619v1	NA	72	68	97.30	5.41	64	Yes
GCA_003326205.1_ASM332620v1	NA	73	68	98.65	9.46	64	Yes
GCA_003326675.1_ASM332667v1	NA	74	74	100.00	0.00	62	Yes
GCA_003326755.1_ASM332675v1	NA	74	71	100.00	5.41	61	Yes
GCA_003326795.1_ASM332679v1	NA	74	73	100.00	2.70	62	Yes
GCA_003327285.1_ASM332728v1	NA	72	71	97.30	1.35	66	Yes
GCA_003330745.1_ASM333074v1	NA	73	70	98.65	4.05	64	Yes
GCA_003330765.1_ASM333076v1	NA	74	69	100.00	6.76	64	Yes
GCA_003330825.1_ASM333082v1	NA	73	72	98.65	1.35	66	Yes
GCA_003330845.1_ASM333084v1	NA	73	70	98.65	5.41	62	Yes
GCA_003330865.1_ASM333086v1	NA	73	69	98.65	5.41	63	Yes
GCA_003330925.1_ASM333092v1	NA	74	73	100.00	1.35	58	Yes
GCA_003331145.1_ASM333114v1	NA	74	74	100.00	0.00	72	Yes
GCA_003331635.1_ASM333163v1	NA	72	71	97.30	1.35	64	Yes
GCA_003332305.1_ASM333230v1	NA	72	72	97.30	0.00	61	Yes
GCA_003332825.1_ASM333282v1	NA	73	73	98.65	0.00	71	Yes
GCA_003335105.1_ASM333510v1	NA	73	73	98.65	0.00	70	Yes
GCA_003335195.1_ASM333519v1	NA	74	74	100.00	0.00	65	Yes
GCA_003335585.1_ASM333558v1	NA	74	73	100.00	1.35	62	Yes
GCA_003336345.1_ASM333634v1	NA	71	71	95.95	0.00	69	Yes
GCA_003336675.1_ASM333667v1	NA	74	74	100.00	0.00	69	Yes
GCA_003336705.1_ASM333670v1	NA	73	73	98.65	0.00	70	Yes
GCA_003337355.1_ASM333735v1	NA	73	71	98.65	4.05	69	Yes
GCA_003337375.1_ASM333737v1	NA	74	71	100.00	5.41	68	Yes
GCA_003337565.1_ASM333756v1	NA	74	73	100.00	1.35	60	Yes
GCA_003337575.1_ASM333757v1	NA	73	73	98.65	0.00	61	Yes
GCA_003337715.1_ASM333771v1	NA	73	70	98.65	4.05	57	Yes
GCA_003339585.1_ASM333958v1	NA	74	74	100.00	0.00	72	Yes
GCA_003339805.1_ASM333980v1	NA	71	70	95.95	1.35	65	Yes
GCA_003340385.1_ASM334038v1	NA	72	71	97.30	1.35	65	Yes
GCA_003343305.1_ASM334330v1	NA	74	72	100.00	2.70	70	Yes
GCA_003343725.1_ASM334372v1	NA	72	71	97.30	1.35	67	Yes
GCA_003343915.1_ASM334391v1	NA	74	74	100.00	0.00	69	Yes
GCA_003344045.1_ASM334404v1	NA	72	70	97.30	2.70	67	Yes
GCA_003344535.1_ASM334453v1	NA	74	73	100.00	1.35	71	Yes
GCA_003344575.1_ASM334457v1	NA	74	74	100.00	0.00	72	Yes
GCA_003344965.1_ASM334496v1	NA	73	72	98.65	1.35	64	Yes
GCA_003345355.1_ASM334535v1	NA	74	72	100.00	2.70	62	Yes
GCA_003345525.1_ASM334552v1	NA	73	73	98.65	0.00	65	Yes
GCA_003347015.1_ASM334701v1	NA	74	73	100.00	1.35	62	Yes
GCA_003347135.1_ASM334713v1	NA	72	71	97.30	1.35	69	Yes
GCA_003347205.1_ASM334720v1	NA	74	74	100.00	0.00	66	Yes
GCA_003347515.1_ASM334751v1	NA	72	68	97.30	6.76	63	Yes
GCA_003347635.1_ASM334763v1	NA	74	73	100.00	1.35	62	Yes
GCA_003350005.1_ASM335000v1	NA	73	72	98.65	1.35	66	Yes
GCA_003350035.1_ASM335003v1	NA	73	70	98.65	4.05	61	Yes
GCA_003350065.1_ASM335006v1	NA	73	72	98.65	1.35	68	Yes
GCA_003350205.1_ASM335020v1	NA	74	73	100.00	1.35	65	Yes
GCA_003350325.1_ASM335032v1	NA	73	72	98.65	1.35	70	Yes
GCA_003350405.1_ASM335040v1	NA	73	73	98.65	0.00	64	Yes
GCA_003350445.1_ASM335044v1	NA	74	66	100.00	12.16	60	Yes
GCA_003350525.1_ASM335052v1	NA	74	68	100.00	9.46	58	Yes
GCA_003350535.1_ASM335053v1	NA	73	73	98.65	0.00	58	Yes
GCA_003350585.1_ASM335058v1	NA	74	70	100.00	6.76	63	Yes
GCA_003351175.1_ASM335117v1	NA	73	73	98.65	0.00	62	Yes
GCA_003351225.1_ASM335122v1	NA	73	73	98.65	0.00	70	Yes
GCA_003351345.1_ASM335134v1	NA	73	73	98.65	0.00	62	Yes
GCA_003351365.1_ASM335136v1	NA	74	68	100.00	8.11	60	Yes
GCA_003351665.1_ASM335166v1	NA	73	73	98.65	0.00	70	Yes
GCA_003351685.1_ASM335168v1	NA	60	60	81.08	0.00	58	Yes
GCA_003351765.1_ASM335176v1	NA	74	73	100.00	1.35	60	Yes
GCA_003351785.1_ASM335178v1	NA	73	73	98.65	0.00	71	Yes
GCA_003351945.1_ASM335194v1	NA	72	72	97.30	0.00	69	Yes
GCA_003351965.1_ASM335196v1	NA	73	70	98.65	5.41	68	Yes
GCA_003352005.1_ASM335200v1	NA	73	71	98.65	2.70	68	Yes
GCA_003352065.1_ASM335206v1	NA	74	72	100.00	2.70	61	Yes
GCA_003352085.1_ASM335208v1	NA	73	70	98.65	4.05	61	Yes
GCA_003352385.1_ASM335238v1	NA	74	74	100.00	0.00	71	Yes
GCA_003352875.1_ASM335287v1	NA	71	69	95.95	2.70	65	Yes
GCA_003352915.1_ASM335291v1	NA	72	70	97.30	2.70	59	Yes
GCA_003352995.1_ASM335299v1	NA	72	71	97.30	1.35	69	Yes
GCA_003353015.1_ASM335301v1	NA	73	73	98.65	0.00	70	Yes
GCA_003353175.1_ASM335317v1	NA	74	70	100.00	5.41	64	Yes
GCA_003355005.1_ASM335500v1	NA	74	73	100.00	1.35	64	Yes
GCA_003355155.1_ASM335515v1	NA	74	70	100.00	8.11	63	Yes
GCA_003355195.1_ASM335519v1	NA	72	72	97.30	0.00	68	Yes
GCA_003355455.1_ASM335545v1	NA	74	74	100.00	0.00	63	Yes
GCA_003355475.1_ASM335547v1	NA	74	73	100.00	1.35	59	Yes
GCA_003355565.1_ASM335556v1	NA	73	71	98.65	4.05	59	Yes
GCA_003359505.2_ASM335950v2	NA	73	65	98.65	13.51	54	Yes
GCA_003362755.1_ASM336275v1	NA	73	72	98.65	1.35	70	Yes
GCA_003363135.1_ASM336313v1	NA	74	74	100.00	0.00	62	Yes
GCA_003364095.1_ASM336409v1	NA	74	73	100.00	1.35	69	Yes
GCA_003367175.1_ASM336717v1	NA	74	70	100.00	5.41	64	Yes
GCA_003367195.1_ASM336719v1	NA	72	72	97.30	0.00	57	Yes
GCA_003367235.1_ASM336723v1	NA	73	72	98.65	1.35	60	Yes
GCA_003367335.1_ASM336733v1	NA	72	71	97.30	1.35	62	Yes
GCA_003367355.1_ASM336735v1	NA	74	74	100.00	0.00	70	Yes
GCA_003367395.1_ASM336739v1	NA	72	72	97.30	0.00	57	Yes
GCA_003367415.1_ASM336741v1	NA	73	69	98.65	5.41	61	Yes
GCA_003367475.1_ASM336747v1	NA	73	73	98.65	0.00	71	Yes
GCA_003367665.1_ASM336766v1	NA	74	73	100.00	4.05	65	Yes
GCA_003367705.1_ASM336770v1	NA	74	74	100.00	0.00	64	Yes
GCA_003367905.1_ASM336790v1	NA	72	71	97.30	1.35	68	Yes
GCA_003368325.1_ASM336832v1	NA	73	72	98.65	1.35	64	Yes
GCA_003369565.1_ASM336956v1	NA	72	72	97.30	0.00	69	Yes
GCA_003369575.1_ASM336957v1	NA	72	71	97.30	1.35	68	Yes
GCA_003369795.1_ASM336979v1	NA	73	70	98.65	5.41	60	Yes
GCA_003382365.1_ASM338236v1	NA	73	73	98.65	0.00	70	Yes
GCA_003384035.1_ASM338403v1	NA	73	73	98.65	0.00	72	Yes
GCA_003385695.1_ASM338569v1	NA	74	74	100.00	0.00	63	Yes
GCA_003385925.1_ASM338592v1	NA	73	73	98.65	0.00	59	Yes
GCA_003386205.1_ASM338620v1	NA	73	70	98.65	4.05	68	Yes
GCA_003386285.1_ASM338628v1	NA	74	70	100.00	5.41	63	Yes
GCA_003386535.1_ASM338653v1	NA	74	71	100.00	4.05	66	Yes
GCA_003386665.1_ASM338666v1	NA	74	74	100.00	0.00	72	Yes
GCA_003387045.1_ASM338704v1	NA	74	72	100.00	4.05	63	Yes
GCA_003387115.1_ASM338711v1	NA	74	73	100.00	1.35	68	Yes
GCA_003387165.1_ASM338716v1	NA	74	74	100.00	0.00	71	Yes
GCA_003387375.1_ASM338737v1	NA	73	73	98.65	0.00	71	Yes
GCA_003387575.1_ASM338757v1	NA	74	73	100.00	1.35	64	Yes
GCA_003388735.1_ASM338873v1	NA	74	71	100.00	4.05	67	Yes
GCA_003388975.1_ASM338897v1	NA	73	72	98.65	1.35	68	Yes
GCA_003390455.1_ASM339045v1	NA	74	73	100.00	1.35	71	Yes
GCA_003390495.1_ASM339049v1	NA	74	73	100.00	1.35	67	Yes
GCA_003390735.1_ASM339073v1	NA	72	70	97.30	2.70	59	Yes
GCA_003390885.1_ASM339088v1	NA	73	73	98.65	0.00	65	Yes
GCA_003390925.1_ASM339092v1	NA	74	71	100.00	5.41	65	Yes
GCA_003391135.1_ASM339113v1	NA	74	70	100.00	5.41	64	Yes
GCA_003391255.1_ASM339125v1	NA	72	70	97.30	2.70	67	Yes
GCA_003399545.1_ASM339954v1	NA	73	73	98.65	0.00	62	Yes
GCA_003399625.1_ASM339962v1	NA	74	73	100.00	1.35	60	Yes
GCA_003399635.1_ASM339963v1	NA	74	74	100.00	0.00	60	Yes
GCA_003399985.2_ASM339998v2	NA	73	71	98.65	2.70	68	Yes
GCA_003402285.1_ASM340228v1	NA	72	71	97.30	1.35	67	Yes
GCA_003402315.1_ASM340231v1	NA	71	71	95.95	0.00	67	Yes
GCA_003402345.1_ASM340234v1	NA	71	71	95.95	0.00	67	Yes
GCA_003402475.1_ASM340247v1	NA	72	72	97.30	0.00	65	Yes
GCA_003403095.1_ASM340309v1	NA	74	72	100.00	5.41	61	Yes
GCA_003408515.1_ASM340851v1	NA	74	69	100.00	6.76	61	Yes
GCA_003408635.1_ASM340863v1	NA	74	73	100.00	1.35	71	Yes
GCA_003408705.1_ASM340870v1	NA	73	73	98.65	0.00	64	Yes
GCA_003410035.1_ASM341003v1	NA	73	73	98.65	0.00	69	Yes
GCA_003410055.1_ASM341005v1	NA	73	73	98.65	0.00	69	Yes
GCA_003410295.1_ASM341029v1	NA	73	72	98.65	1.35	68	Yes
GCA_003410415.1_ASM341041v1	NA	73	72	98.65	1.35	70	Yes
GCA_003415655.1_ASM341565v1	NA	73	73	98.65	0.00	71	Yes
GCA_003415675.1_ASM341567v1	NA	74	72	100.00	2.70	67	Yes
GCA_003416105.1_ASM341610v1	NA	73	72	98.65	1.35	69	Yes
GCA_003416895.1_ASM341689v1	NA	72	69	97.30	5.41	65	Yes
GCA_003416985.1_ASM341698v1	NA	73	70	98.65	4.05	66	Yes
GCA_003425645.1_ASM342564v1	NA	74	73	100.00	1.35	70	Yes
GCA_003425685.1_ASM342568v1	NA	72	72	97.30	0.00	63	Yes
GCA_003427025.1_ASM342702v1	NA	74	71	100.00	4.05	61	Yes
GCA_003428645.1_ASM342864v1	NA	74	74	100.00	0.00	63	Yes
GCA_003428885.1_ASM342888v1	NA	74	72	100.00	2.70	70	Yes
GCA_003429005.1_ASM342900v1	NA	74	72	100.00	2.70	66	Yes
GCA_003429105.1_ASM342910v1	NA	74	74	100.00	0.00	70	Yes
GCA_003429285.1_ASM342928v1	NA	73	73	98.65	0.00	71	Yes
GCA_003429305.1_ASM342930v1	NA	73	72	98.65	1.35	69	Yes
GCA_003431975.1_ASM343197v1	NA	73	73	98.65	0.00	70	Yes
GCA_003432075.1_ASM343207v1	NA	73	71	98.65	2.70	59	Yes
GCA_003432485.1_ASM343248v1	NA	74	70	100.00	6.76	61	Yes
GCA_003434305.1_ASM343430v1	NA	74	67	100.00	9.46	61	Yes
GCA_003434385.1_ASM343438v1	NA	70	68	94.59	4.05	62	Yes
GCA_003435225.1_ASM343522v1	NA	74	72	100.00	2.70	66	Yes
GCA_003435815.1_ASM343581v1	NA	74	72	100.00	4.05	68	Yes
GCA_003438725.1_ASM343872v1	NA	73	73	98.65	0.00	70	Yes
GCA_003439125.1_ASM343912v1	NA	74	73	100.00	1.35	69	Yes
GCA_003441595.1_ASM344159v1	NA	73	71	98.65	2.70	67	Yes
GCA_003441615.1_ASM344161v1	NA	72	71	97.30	1.35	67	Yes
GCA_003443535.1_ASM344353v1	NA	74	73	100.00	1.35	65	Yes
GCA_003443615.1_ASM344361v1	NA	74	74	100.00	0.00	71	Yes
GCA_003443655.1_ASM344365v1	NA	73	68	98.65	10.81	63	Yes
GCA_003443735.1_ASM344373v1	NA	74	68	100.00	9.46	61	Yes
GCA_003443875.1_ASM344387v1	NA	72	72	97.30	0.00	61	Yes
GCA_003443895.1_ASM344389v1	NA	74	72	100.00	2.70	66	Yes
GCA_003444685.1_ASM344468v1	NA	72	72	97.30	0.00	69	Yes
GCA_003445965.1_ASM344596v1	NA	74	73	100.00	1.35	70	Yes
GCA_003454755.1_ASM345475v1	NA	72	72	97.30	0.00	64	Yes
GCA_003454795.1_ASM345479v1	NA	74	74	100.00	0.00	65	Yes
GCA_003457605.1_ASM345760v1	NA	74	73	100.00	1.35	69	Yes
GCA_003459085.1_ASM345908v1	NA	70	70	94.59	0.00	67	Yes
GCA_003459805.1_ASM345980v1	NA	70	70	94.59	0.00	66	Yes
GCA_003460505.1_ASM346050v1	NA	74	74	100.00	0.00	68	Yes
GCA_003460955.1_ASM346095v1	NA	74	68	100.00	8.11	63	Yes
GCA_003461655.1_ASM346165v1	NA	74	72	100.00	4.05	67	Yes
GCA_003461845.1_ASM346184v1	NA	74	72	100.00	4.05	67	Yes
GCA_003461885.1_ASM346188v1	NA	73	73	98.65	0.00	69	Yes
GCA_003462695.1_ASM346269v1	NA	74	73	100.00	1.35	68	Yes
GCA_003465335.1_ASM346533v1	NA	74	69	100.00	8.11	64	Yes
GCA_003465485.1_ASM346548v1	NA	73	72	98.65	1.35	68	Yes
GCA_003466525.1_ASM346652v1	NA	73	72	98.65	1.35	68	Yes
GCA_003467385.1_ASM346738v1	NA	72	65	97.30	12.16	61	Yes
GCA_003468125.1_ASM346812v1	NA	74	73	100.00	1.35	68	Yes
GCA_003469285.1_ASM346928v1	NA	74	73	100.00	1.35	68	Yes
GCA_003469765.1_ASM346976v1	NA	74	73	100.00	1.35	68	Yes
GCA_003470855.1_ASM347085v1	NA	74	73	100.00	1.35	71	Yes
GCA_003470885.1_ASM347088v1	NA	73	69	98.65	5.41	66	Yes
GCA_003470975.1_ASM347097v1	NA	74	69	100.00	8.11	65	Yes
GCA_003473325.1_ASM347332v1	NA	74	71	100.00	4.05	66	Yes
GCA_003473825.1_ASM347382v1	NA	70	66	94.59	5.41	63	Yes
GCA_003475205.1_ASM347520v1	NA	74	73	100.00	1.35	69	Yes
GCA_003475755.1_ASM347575v1	NA	73	71	98.65	2.70	70	Yes
GCA_003476165.1_ASM347616v1	NA	70	65	94.59	8.11	60	Yes
GCA_003476205.1_ASM347620v1	NA	71	70	95.95	1.35	64	Yes
GCA_003477935.1_ASM347793v1	NA	72	70	97.30	2.70	66	Yes
GCA_003478035.1_ASM347803v1	NA	74	71	100.00	4.05	66	Yes
GCA_003478705.1_ASM347870v1	NA	73	69	98.65	5.41	64	Yes
GCA_003478765.1_ASM347876v1	NA	74	71	100.00	4.05	66	Yes
GCA_003479265.1_ASM347926v1	NA	69	67	93.24	2.70	63	Yes
GCA_003479335.1_ASM347933v1	NA	71	68	95.95	4.05	65	Yes
GCA_003480165.1_ASM348016v1	NA	69	64	93.24	6.76	64	Yes
GCA_003480665.1_ASM348066v1	NA	72	70	97.30	2.70	66	Yes
GCA_003480725.1_ASM348072v1	NA	72	70	97.30	2.70	64	Yes
GCA_003480855.1_ASM348085v1	NA	74	71	100.00	4.05	68	Yes
GCA_003481005.1_ASM348100v1	NA	73	70	98.65	4.05	66	Yes
GCA_003481015.1_ASM348101v1	NA	73	68	98.65	6.76	64	Yes
GCA_003481635.1_ASM348163v1	NA	73	69	98.65	9.46	65	Yes
GCA_003481745.1_ASM348174v1	NA	72	70	97.30	2.70	66	Yes
GCA_003481835.1_ASM348183v1	NA	73	71	98.65	2.70	67	Yes
GCA_003481985.1_ASM348198v1	NA	73	68	98.65	8.11	63	Yes
GCA_003485445.1_ASM348544v1	NA	73	73	98.65	0.00	71	Yes
GCA_003490325.1_ASM349032v1	NA	70	70	94.59	0.00	65	Yes
GCA_003491325.1_ASM349132v1	NA	74	73	100.00	1.35	70	Yes
GCA_003491345.1_ASM349134v1	NA	73	73	98.65	0.00	62	Yes
GCA_003493125.1_ASM349312v1	NA	74	74	100.00	0.00	71	Yes
GCA_003493605.1_ASM349360v1	NA	74	74	100.00	0.00	71	Yes
GCA_003499275.1_ASM349927v1	NA	74	74	100.00	0.00	61	Yes
GCA_003513495.1_ASM351349v1	NA	50	47	67.57	4.05	43	Yes
GCA_003513765.1_ASM351376v1	NA	74	74	100.00	0.00	70	Yes
GCA_003514385.1_ASM351438v1	NA	70	70	94.59	0.00	64	Yes
GCA_003515065.1_ASM351506v1	NA	74	71	100.00	4.05	59	Yes
GCA_003515075.1_ASM351507v1	NA	74	74	100.00	0.00	63	Yes
GCA_003515105.1_ASM351510v1	NA	74	74	100.00	0.00	72	Yes
GCA_003515775.1_ASM351577v1	NA	74	73	100.00	1.35	71	Yes
GCA_003515845.1_ASM351584v1	NA	72	72	97.30	0.00	67	Yes
GCA_003515985.1_ASM351598v1	NA	73	72	98.65	1.35	70	Yes
GCA_003516085.1_ASM351608v1	NA	73	73	98.65	0.00	61	Yes
GCA_003521045.1_ASM352104v1	NA	46	44	62.16	2.70	43	Yes
GCA_003521065.1_ASM352106v1	NA	70	69	94.59	1.35	66	Yes
GCA_003522085.1_ASM352208v1	NA	66	66	89.19	0.00	57	Yes
GCA_003522965.1_ASM352296v1	NA	73	73	98.65	0.00	70	Yes
GCA_003523045.1_ASM352304v1	NA	72	72	97.30	0.00	69	Yes
GCA_003523255.1_ASM352325v1	NA	67	67	90.54	0.00	61	Yes
GCA_003524095.1_ASM352409v1	NA	66	66	89.19	0.00	60	Yes
GCA_003525075.1_ASM352507v1	NA	64	62	86.49	4.05	59	Yes
GCA_003526845.1_ASM352684v1	NA	74	74	100.00	0.00	67	Yes
GCA_003530515.1_ASM353051v1	NA	73	73	98.65	0.00	68	Yes
GCA_003531285.1_ASM353128v1	NA	73	73	98.65	0.00	71	Yes
GCA_003533245.1_ASM353324v1	NA	72	71	97.30	1.35	68	Yes
GCA_003533305.1_ASM353330v1	NA	73	73	98.65	0.00	71	Yes
GCA_003534205.1_Lweihen2.0	NA	74	74	100.00	0.00	72	Yes
