sample	gene-cluster-id	aggregate-bitscore	aai-to-query	mean-sequence-to-query-ratio	proportion-query-genes-found	syntenic-correlation	number-background-genes	copy-counts	KEY-PROTEIN_AAC01711.1 - PID	KEY-PROTEIN_AAC01711.1 - SQR	KEY-PROTEIN_AAC01710.1 - PID	KEY-PROTEIN_AAC01710.1 - SQR	KEY-PROTEIN_AAC01714.1 - PID	KEY-PROTEIN_AAC01714.1 - SQR	KEY-PROTEIN_AAC01712.2 - PID	KEY-PROTEIN_AAC01712.2 - SQR	KEY-PROTEIN_AAC01713.1 - PID	KEY-PROTEIN_AAC01713.1 - SQR	AAS07760.1 - PID	AAS07760.1 - SQR	AAC01725.1 - PID	AAC01725.1 - SQR	AAG52989.1 - PID	AAG52989.1 - SQR	AAG52988.1 - PID	AAG52988.1 - SQR	AAS07743.1 - PID	AAS07743.1 - SQR	AAC01718.1 - PID	AAC01718.1 - SQR	AAC01730.1 - PID	AAC01730.1 - SQR	AAC01733.1 - PID	AAC01733.1 - SQR	AAC01733.1 - PID	AAC01733.1 - SQR	AAC01737.2 - PID	AAC01737.2 - SQR	AAS07748.1 - PID	AAS07748.1 - SQR	AAC01729.1 - PID	AAC01729.1 - SQR	AAS07758.1 - PID	AAS07758.1 - SQR	AAC01728.1 - PID	AAC01728.1 - SQR	AAG52990.1 - PID	AAG52990.1 - SQR	AAC01709.1 - PID	AAC01709.1 - SQR	AAS07746.1 - PID	AAS07746.1 - SQR	AAS07740.1 - PID	AAS07740.1 - SQR	AAS07747.1 - PID	AAS07747.1 - SQR	AAC01740.2 - PID	AAC01740.2 - SQR	AAC01720.1 - PID	AAC01720.1 - SQR	AAC01731.1 - PID	AAC01731.1 - SQR	AAS07754.1 - PID	AAS07754.1 - SQR	AAG52987.1 - PID	AAG52987.1 - SQR	KEY-PROTEIN_AAC01717.1 - PID	KEY-PROTEIN_AAC01717.1 - SQR	AAS07750.1 - PID	AAS07750.1 - SQR	AAS07744.1 - PID	AAS07744.1 - SQR	AAC01706.1 - PID	AAC01706.1 - SQR	AAC01706.1 - PID	AAC01706.1 - SQR	AAS07751.1 - PID	AAS07751.1 - SQR	AAC01734.1 - PID	AAC01734.1 - SQR	AAS07745.1 - PID	AAS07745.1 - SQR	AAC01735.3 - PID	AAC01735.3 - SQR	AAC01724.1 - PID	AAC01724.1 - SQR	AAC01739.2 - PID	AAC01739.2 - SQR	AAS07742.1 - PID	AAS07742.1 - SQR	AAC01738.1 - PID	AAC01738.1 - SQR	AAC01719.1 - PID	AAC01719.1 - SQR	AAC01715.1 - PID	AAC01715.1 - SQR	AAG52991.1 - PID	AAG52991.1 - SQR	AAC01707.1 - PID	AAC01707.1 - SQR	AAC01723.1 - PID	AAC01723.1 - SQR	AAS07741.1 - PID	AAS07741.1 - SQR	AAC01726.1 - PID	AAC01726.1 - SQR	AAC01722.2 - PID	AAC01722.2 - SQR	AAC01721.1 - PID	AAC01721.1 - SQR	AAS07757.1 - PID	AAS07757.1 - SQR	AAS07755.1 - PID	AAS07755.1 - SQR	AAS07755.1 - PID	AAS07755.1 - SQR	AAS07738.1 - PID	AAS07738.1 - SQR	AAS07749.1 - PID	AAS07749.1 - SQR	AAC01727.1 - PID	AAC01727.1 - SQR	AAS07762.1 - PID	AAS07762.1 - SQR	AAS07759.1 - PID	AAS07759.1 - SQR	AAS07739.1 - PID	AAS07739.1 - SQR	AAC01708.1 - PID	AAC01708.1 - SQR	AAS07753.1 - PID	AAS07753.1 - SQR	AAC01716.1 - PID	AAC01716.1 - SQR	AAS07761.1 - PID	AAS07761.1 - SQR
GCA_004794665.1_ASM479466v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_004794665.1_ASM479466v1_fai-gene-cluster-1.gbk	11637.0	48.27142857142857	1.1364414787107615	0.109375	0.9743899562084626	5	1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	49.6	1.549604743083004	44.2	1.2996832101372755	53.3	1.0588924699677702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.4	1.0049627791563276	0.0	0.0	45.4	1.0252525252525253	0.0	0.0	0.0	0.0	0.0	0.0	44.3	1.0282776349614395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.7	0.9884169884169884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_001748165.1_ASM174816v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_001748165.1_ASM174816v1_fai-gene-cluster-1.gbk	5459.0	62.45454545454545	0.8413001219437457	0.171875	0.8877060213805366	2	2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0	54.4	0.3594861660079051	27.3	0.11953537486800422	0.0	0.0	0.0	0.0	63.4	0.2881944444444444	0.0	0.0	0.0	0.0	67.9	1.0998003992015968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.2	0.9974226804123711	0.0	0.0	68.8	1.0251396648044693	0.0	0.0	74.6	1.0341880341880343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.2	0.9884615384615385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.4	1.4297872340425533	78.8	1.0043103448275863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.9079754601226994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_014648615.1_ASM1464861v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_014648615.1_ASM1464861v1_fai-gene-cluster-2.gbk	5833.0	48.333333333333336	0.6855327917701388	0.046875	0.9946409746404119	0	1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	46.9	1.4800395256916996	45.1	0.14614572333685322	53.0	0.43041312628186346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_014648615.1_ASM1464861v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_014648615.1_ASM1464861v1_fai-gene-cluster-3.gbk	6786.0	46.833333333333336	0.7086781727449747	0.046875	0.9993707637085925	0	1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	46.2	1.0306324110671936	42.7	0.14931362196409714	51.6	0.9460884852036332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_014648615.1_ASM1464861v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_014648615.1_ASM1464861v1_fai-gene-cluster-1.gbk	367.4	32.43333333333334	0.9773554676258261	0.046875	0.9915656495105448	7	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.9195402298850575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.2	0.9816272965879265	0.0	0.0	31.1	1.0308988764044944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_023864545.1_ASM2386454v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_023864545.1_ASM2386454v1_fai-gene-cluster-1.gbk	3404.4	35.17142857142857	0.7098245298851515	0.109375	0.9957626169628633	8	1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	36.3	0.3612648221343874	30.1	0.14910242872228088	44.5	0.6176384412540287	40.1	1.1979580260918887	30.3	0.7418981481481481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.2	1.0496277915632755	0.0	0.0	0.0	0.0	35.7	0.8512820512820513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_023864545.1_ASM2386454v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_023864545.1_ASM2386454v1_fai-gene-cluster-2.gbk	1564.0	34.86666666666667	0.9597766796763786	0.140625	0.9994568077494951	4	0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0.0	0.0	28.1	0.10623020063357973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.3	0.909297052154195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.8	1.342042755344418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.5	1.1446700507614214	0.0	0.0	32.8	0.9871794871794872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.9	1.0263157894736843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.7	1.0914634146341464	0.0	0.0	0.0	0.0	0.0	0.0	47.6	1.0107913669064748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.1	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_000718705.1_ASM71870v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_000718705.1_ASM71870v1_fai-gene-cluster-1.gbk	2696.2	34.9875	0.9363526451031701	0.125	0.9685716920747344	2	1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	41.8	0.20276679841897233	29.1	0.22513199577613516	40.8	0.6530911221799004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.4	0.9739336492890995	0.0	0.0	36.0	0.9524940617577197	0.0	0.0	0.0	0.0	0.0	0.0	26.2	1.053030303030303	0.0	0.0	28.6	0.8666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	2.563706563706564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_001294605.1_ASM129460v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_001294605.1_ASM129460v1_fai-gene-cluster-1.gbk	3169.0	39.611111111111114	0.6565877514942002	0.140625	0.9151636795893621	17	1,8,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	39.7	0.2033596837944664	54.1	0.21816261879619853	27.2	0.3351889832991503	0.0	0.0	59.3	0.421875	0.0	0.0	0.0	0.0	29.4	1.0119760479041917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.9	0.995249406175772	0.0	0.0	0.0	0.0	0.0	0.0	30.8	1.0505050505050506	0.0	0.0	27.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.1	0.972972972972973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_001652995.1_ASM165299v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_001652995.1_ASM165299v1_fai-gene-cluster-1.gbk	12160.3	53.93846153846154	1.0742419394011846	0.203125	0.9959753081511613	9	5,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0	49.2	1.9646245059288538	38.1	0.6686378035902851	50.8	1.0688543803105772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.2	1.0399201596806387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.3	0.9	0.0	0.0	0.0	0.0	71.3	1.0	0.0	0.0	60.1	1.053072625698324	0.0	0.0	67.9	0.9857549857549858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.6	1.088235294117647	0.0	0.0	0.0	0.0	57.0	0.9806949806949807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.5	1.3319148936170213	65.4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.8	0.8834355828220859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_003395435.1_ASM339543v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_003395435.1_ASM339543v1_fai-gene-cluster-2.gbk	1204.0	33.371428571428574	1.0731085594934038	0.109375	0.9993578283340911	0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.3	0.909297052154195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.8	1.342042755344418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.5	1.1446700507614214	0.0	0.0	32.8	0.9871794871794872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.9	1.0263157894736843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.7	1.0914634146341464	0.0	0.0	0.0	0.0	0.0	0.0	47.6	1.0107913669064748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_003395435.1_ASM339543v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_003395435.1_ASM339543v1_fai-gene-cluster-1.gbk	3407.4	35.17142857142857	0.7099898738004954	0.109375	0.9957468835786789	7	1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	36.3	0.3612648221343874	30.1	0.14910242872228088	44.5	0.6176384412540287	40.1	1.1979580260918887	30.3	0.7430555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.2	1.0496277915632755	0.0	0.0	0.0	0.0	35.7	0.8512820512820513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_020215905.1_ASM2021590v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_020215905.1_ASM2021590v1_fai-gene-cluster-1.gbk	896.9000000000001	31.942857142857143	0.6435462548238334	0.109375	0.9981543244487936	10	1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	24.6	0.0774703557312253	0.0	0.0	35.2	0.1054790506885438	30.4	0.238230289279637	0.0	0.0	0.0	0.0	0.0	0.0	29.3	1.1157684630738522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	1.0719794344473008	0.0	0.0	29.5	1.0236220472440944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.6	0.8722741433021807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_000719625.1_ASM71962v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_000719625.1_ASM71962v1_fai-gene-cluster-1.gbk	2696.2	34.9875	0.9363526451031701	0.125	0.9685716920747344	2	1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	41.8	0.20276679841897233	29.1	0.22513199577613516	40.8	0.6530911221799004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.4	0.9739336492890995	0.0	0.0	36.0	0.9524940617577197	0.0	0.0	0.0	0.0	0.0	0.0	26.2	1.053030303030303	0.0	0.0	28.6	0.8666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	2.563706563706564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
