DATASET_HEATMAP
SEPARATOR TAB
COLOR	#000000
DATASET_LABEL	NACHT
FIELD_LABELS	WD40	Ank_2	Ank	HET	Ank_4	NACHT_N	PNP_UDP_1	TIR_2	TPR_10	Helo_like_N
GCA_004126415|CDS_9867|83|254	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_6262|88|265	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_9684|90|267	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_339|83|255	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_8944|91|269	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_12575|102|277	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_9682|88|219	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_680|88|222	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_8169|91|226	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_10204|82|211	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_12574|88|218	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_3031|88|265	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_3201|90|264	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_9679|89|268	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_14611|88|265	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_337|88|244	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_683|88|242	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_9685|89|241	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_10200|88|240	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_14612|88|241	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_338|86|244	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_8168|91|262	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_12873|53|206	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_12876|28|165	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_6263|89|264	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_8170|83|259	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_10202|83|260	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_2340|82|255	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_6267|89|266	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_12874|89|264	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_649|302|438	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_8023|109|284	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_966|66|237	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_965|88|232	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_1149|84|260	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_12795|81|252	0	0	0	0	0	0	0	0	1	0
GCA_004126415|CDS_3757|80|256	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_3758|87|261	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_12791|84|255	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_413|89|262	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_5570|83|255	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_11968|88|264	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_11970|90|263	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_5893|87|257	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_465|83|255	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_586|84|255	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_12082|612|784	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_4582|241|412	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_4579|665|802	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_14190|83|254	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_14191|83|256	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_2133|80|218	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_4393|81|254	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_5855|81|254	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_2134|84|251	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_5752|86|246	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_14017|42|202	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_9944|86|261	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_4328|3|177	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_8398|86|221	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_5858|89|263	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_8295|90|230	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_10941|656|812	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_10941|115|253	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_12503|121|260	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_587|89|225	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_7607|85|222	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_2655|86|225	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_7671|85|204	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_5857|87|224	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_9938|85|220	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_7387|88|222	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_8397|83|218	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_9939|83|219	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_14014|114|288	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_9941|85|258	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_9579|83|256	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_3282|83|216	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_9940|83|219	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_12254|89|260	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_8715|535|720	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_4579|89|262	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_11488|98|255	0	0	0	0	0	0	0	0	0	0
GCA_000827355|CDS_5756|74|226	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_2653|93|248	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_9737|40|188	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_10345|85|233	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_8572|86|232	0	0	0	0	0	0	0	0	0	0
GCA_000827315|CDS_12034|277|451	0	0	0	0	0	0	0	0	0	0
GCA_002927785|CDS_1355|428|584	0	1	0	0	0	0	0	0	0	0
GCA_003313425|CDS_11203|101|267	0	1	0	0	0	0	0	0	0	0
GCA_001895945|CDS_4983|149|309	0	0	0	0	0	0	0	0	0	0
GCA_000697705|CDS_2936|379|537	1	0	0	0	0	0	0	0	0	0
GCA_000827265|CDS_13186|210|368	0	0	0	0	0	0	0	0	0	0
GCA_000697705|CDS_8233|276|459	1	0	0	0	0	0	0	0	0	0
GCA_000697705|CDS_3472|251|435	1	0	0	0	0	0	0	0	0	0
GCA_000697705|CDS_10981|246|430	1	0	0	0	0	0	0	0	0	0
GCA_000697705|CDS_12685|177|358	1	0	0	0	0	0	0	0	0	0
GCA_000697705|CDS_2657|215|398	1	0	0	0	0	0	0	0	0	0
GCA_000697705|CDS_9737|209|393	1	0	0	0	0	0	0	0	0	0
GCA_000697705|CDS_10253|408|559	1	0	0	0	0	0	0	0	0	0
GCA_000697705|CDS_38|336|486	0	0	0	0	0	0	0	0	0	0
GCA_000697705|CDS_12674|217|400	1	0	0	0	0	0	0	0	0	0
GCA_000697705|CDS_14101|291|473	1	0	0	0	0	0	0	0	0	0
GCA_000697705|CDS_5062|203|367	1	0	0	0	0	0	0	0	0	0
GCA_000697705|CDS_8903|392|552	1	0	0	0	0	0	0	0	0	0
GCA_000697705|CDS_8892|160|317	1	0	0	0	0	0	0	0	0	0
GCA_000697705|CDS_8899|384|544	1	0	0	0	0	0	0	0	0	0
GCA_002938385|CDS_1415|79|242	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_15543|2|163	0	0	0	0	0	0	0	0	0	0
GCA_000349905|CDS_4648|58|212	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_12313|152|312	0	0	1	0	0	0	0	0	0	0
GCA_027600645|CDS_6989|247|397	0	0	0	0	0	0	0	0	0	0
GCA_027603065|CDS_410|1350|1492	0	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_4853|310|470	0	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_11626|110|268	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_1135|613|771	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_14149|86|241	0	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_5828|632|791	1	0	0	0	0	0	0	0	0	0
GCA_003550325|CDS_19535|248|403	0	0	0	0	0	0	0	0	0	0
GCA_003550325|CDS_10428|646|803	0	0	0	0	0	0	0	0	0	0
GCA_003550325|CDS_17883|172|328	0	0	0	0	0	0	0	0	0	0
GCA_003550325|CDS_19537|88|244	0	0	0	0	0	0	0	0	0	0
GCA_003550325|CDS_14792|410|569	0	0	0	0	0	0	0	0	0	0
GCA_003550325|CDS_10858|232|351	0	0	0	0	0	0	0	0	0	0
GCA_003550325|CDS_7276|228|349	0	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_1591|472|631	0	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_1654|611|770	0	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_8238|127|285	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_8239|149|309	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_5470|534|693	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_4315|113|272	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_7967|113|271	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_4304|110|268	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_8634|733|892	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_13331|89|248	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_4309|466|625	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_4278|109|268	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_10973|70|229	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_8633|159|317	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_12033|332|489	0	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_13113|104|263	0	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_8617|635|795	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_12861|636|796	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_1162|613|771	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_11905|668|762	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_8623|107|265	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_4276|59|217	0	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_14019|1580|1738	0	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_1611|619|779	0	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_10974|155|313	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_11580|109|268	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_11581|141|299	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_1319|155|313	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_6933|116|274	0	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_1302|96|255	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_13511|720|878	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_9426|122|281	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_9431|30|189	0	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_9429|118|277	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_13702|203|362	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_3826|715|874	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_12612|228|387	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_6584|30|188	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_12624|785|944	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_10618|717|876	1	0	0	0	0	0	0	0	0	0
GCA_001651415|CDS_12847|587|700	1	0	0	0	0	0	0	0	0	0
GCA_000349905|CDS_8969|68|190	0	0	0	0	0	0	0	0	0	0
GCA_002214945|CDS_6280|162|327	1	0	0	0	0	0	0	0	0	0
GCA_027604605|CDS_6053|316|488	1	0	0	0	0	0	0	1	0	0
GCA_001020605|CDS_10168|46|236	0	0	0	0	0	0	0	0	0	0
GCA_027604365|CDS_10395|92|243	0	0	0	0	0	0	0	0	0	0
GCA_004126415|CDS_12910|107|274	0	1	1	0	0	0	0	0	0	0
GCA_004000055|CDS_5841|394|544	0	1	0	0	0	0	0	0	0	0
GCA_000516985|CDS_7454|64|218	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_2066|301|469	0	0	0	0	0	0	0	0	0	0
GCA_001599595|CDS_886|302|454	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_2441|302|453	0	0	0	0	0	0	0	0	0	0
GCA_002927785|CDS_77|204|388	0	1	0	0	0	0	0	0	0	0
GCA_001447215|CDS_11693|52|197	0	1	1	0	0	0	0	0	0	0
GCA_000146915|CDS_3828|94|258	0	1	0	0	0	0	0	0	0	0
GCA_000354255|CDS_12228|4|158	0	0	0	0	0	0	0	0	0	0
GCA_000498615|CDS_7714|73|232	0	0	0	0	0	0	0	0	0	0
GCA_900618795|CDS_6983|149|298	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_6235|355|511	0	0	0	0	0	0	0	0	0	0
GCA_003990805|CDS_3020|293|456	0	0	0	0	0	0	0	0	0	0
GCA_000349385|CDS_9658|210|355	0	0	0	0	0	0	0	0	0	0
GCA_000226115|CDS_1112|71|221	0	0	0	0	0	0	0	0	0	0
GCA_002162485|CDS_9894|344|501	0	0	0	0	0	0	0	0	0	0
GCA_002916505|CDS_7250|30|186	0	0	0	0	0	0	0	0	0	0
GCA_001566295|CDS_13087|305|451	0	1	0	0	0	0	0	0	0	0
GCA_006535985|CDS_2290|446|599	0	1	1	0	0	0	0	1	0	0
GCA_001956345|CDS_6281|59|207	0	1	0	0	1	0	0	0	0	0
GCA_000313545|CDS_979|5|129	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_10133|286|408	0	0	0	0	0	0	0	0	0	0
GCA_000732205|CDS_4868|393|516	0	1	1	0	0	0	0	0	0	0
GCA_000349905|CDS_5177|87|215	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_3416|507|665	0	0	0	0	0	0	0	0	0	0
GCA_003019875|CDS_2068|245|403	0	0	0	0	0	0	0	0	0	0
GCA_001563115|CDS_13716|471|624	0	0	0	0	0	0	0	0	0	0
GCA_002591845|CDS_2046|367|515	0	0	0	0	0	0	0	0	0	0
GCA_003012165|CDS_11897|388|536	0	0	0	0	0	0	0	0	0	0
GCA_003385255|CDS_2796|376|533	0	0	0	0	0	0	0	0	0	0
GCA_000182925|CDS_3843|597|753	0	0	0	0	0	0	0	0	0	0
GCA_002798055|CDS_9146|105|259	0	0	0	0	0	0	0	0	0	0
GCA_001566295|CDS_6072|417|571	0	0	0	0	0	0	0	0	0	0
GCA_000442125|CDS_5090|419|572	0	0	0	0	0	0	0	0	0	0
GCA_025602915|CDS_2751|61|206	0	0	0	0	0	0	0	0	0	0
GCA_000697415|CDS_5836|123|264	0	0	0	0	0	0	0	0	0	0
GCA_002104905|CDS_7949|58|220	0	0	0	0	0	0	0	0	0	0
GCA_002104975|CDS_11604|60|187	0	0	0	0	0	0	0	0	0	0
GCA_002104945|CDS_5472|60|186	0	0	0	0	0	0	0	0	0	0
GCA_002104895|CDS_9191|68|194	0	0	0	0	0	0	0	0	0	0
GCA_002157105|CDS_4706|60|182	0	0	0	0	0	0	0	0	0	0
GCA_025399195|CDS_8835|125|264	0	0	0	0	0	0	0	0	0	0
GCA_000697055|CDS_6029|74|215	0	0	0	0	0	0	0	0	0	0
GCA_000401635|CDS_10434|80|213	0	0	0	0	0	0	0	0	0	0
GCA_000950595|CDS_4189|80|213	0	0	0	0	0	0	0	0	0	0
GCA_001638985|CDS_499|108|256	0	0	0	0	0	0	0	0	0	0
GCA_002927785|CDS_8346|311|451	0	1	1	0	0	0	0	0	0	0
GCA_003264845|CDS_6592|355|512	0	0	0	0	0	0	0	0	0	0
GCA_002105095|CDS_7930|433|576	0	0	0	0	0	0	0	0	0	0
GCA_000349385|CDS_10903|265|406	0	0	0	0	0	0	0	0	0	0
GCA_000836435|CDS_1163|365|523	0	0	0	0	0	0	0	0	0	0
GCA_002127715|CDS_13217|211|350	0	0	0	0	0	0	0	0	0	0
GCA_027600665|CDS_9228|560|738	0	0	0	0	0	0	0	0	0	0
GCA_002102565|CDS_3714|422|574	0	0	0	0	0	0	0	0	0	0
GCA_001599915|CDS_7683|567|676	0	0	0	0	0	0	0	0	0	0
GCA_003990805|CDS_3762|562|720	0	0	0	0	0	0	0	0	0	0
GCA_002127715|CDS_15380|559|662	0	0	0	0	0	0	0	0	0	0
GCA_002127715|CDS_15363|559|661	0	0	0	0	0	0	0	0	0	0
GCA_002368545|CDS_6090|562|683	0	0	0	0	0	0	0	0	0	0
GCA_000338955|CDS_9883|558|678	0	0	0	0	0	0	0	0	0	0
GCA_004216415|CDS_5416|547|666	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_912|553|673	0	0	0	0	0	0	0	0	0	0
GCA_002105095|CDS_4402|542|633	0	0	0	0	0	0	0	0	0	0
GCA_003019895|CDS_6806|562|694	0	0	0	0	0	0	0	0	0	0
GCA_000827215|CDS_15342|594|760	0	0	0	0	0	0	0	0	0	0
GCA_000002865|CDS_6872|473|639	0	0	0	0	0	0	0	0	0	0
GCA_027604365|CDS_1504|418|592	0	0	0	0	0	0	0	0	0	0
GCA_027596945|CDS_1296|500|702	0	0	0	0	0	0	0	0	0	0
GCA_025765615|CDS_1944|526|744	0	0	0	0	0	0	0	0	0	0
GCA_025765615|CDS_1738|526|701	0	0	0	0	0	0	0	0	0	0
GCA_027604005|CDS_5342|508|698	0	0	0	0	0	0	0	0	0	0
GCA_027600665|CDS_6306|477|655	0	0	0	0	0	0	0	0	0	0
GCA_027603655|CDS_7749|310|509	0	0	0	0	0	0	0	0	0	0
GCA_027604725|CDS_3017|491|690	0	0	0	0	0	0	0	0	0	0
GCA_027604725|CDS_6430|525|726	0	0	0	0	0	0	0	0	0	0
GCA_027603655|CDS_7638|869|1070	0	0	0	0	0	0	0	0	0	0
GCA_027604545|CDS_5234|525|726	0	0	0	0	0	0	0	0	0	0
GCA_027596065|CDS_954|444|643	0	0	0	0	0	0	0	0	0	0
GCA_027604085|CDS_3695|455|657	0	0	0	0	0	0	0	0	0	0
GCA_006535975|CDS_5748|455|657	0	0	0	0	0	0	0	0	0	0
GCA_025435555|CDS_13339|456|658	0	0	0	0	0	0	0	0	0	0
GCA_027604105|CDS_3148|455|657	0	0	0	0	0	0	0	0	0	0
GCA_027604745|CDS_2856|455|657	0	0	0	0	0	0	0	0	0	0
GCA_027604165|CDS_1416|455|657	0	0	0	0	0	0	0	0	0	0
GCA_000143565|CDS_6245|522|663	0	0	0	0	0	0	0	0	0	0
GCA_027600645|CDS_5170|386|480	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_3783|442|550	0	0	0	0	0	0	0	0	0	0
GCA_027596135|CDS_8947|68|170	0	0	0	0	0	0	0	0	0	0
GCA_027596075|CDS_9554|15|106	0	0	0	0	0	0	0	0	0	0
GCA_000498615|CDS_7724|496|644	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_8947|335|495	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_9913|403|577	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_4386|328|465	0	0	0	0	0	0	0	0	0	0
GCA_000001215|CDS_14020|480|601	1	0	0	0	0	0	0	0	0	0
GCA_027596195|CDS_1680|430|644	0	0	0	0	0	0	0	0	0	0
GCA_000388065|CDS_1992|1119|1281	0	0	0	0	0	0	0	0	1	0
GCA_027604605|CDS_8427|428|616	0	0	0	0	0	0	0	0	0	0
GCA_027596135|CDS_4190|286|457	0	0	0	0	0	0	0	0	0	0
GCA_000151315|CDS_449|674|856	0	0	0	0	0	0	0	0	1	0
GCA_000002865|CDS_5801|451|607	1	0	0	0	0	0	0	0	0	0
GCA_025602895|CDS_5049|434|596	0	0	0	0	0	0	0	0	0	0
GCA_027600675|CDS_6313|747|916	0	0	0	0	0	0	0	0	0	0
GCA_000151315|CDS_1639|2901|3074	0	0	0	0	0	0	0	0	0	0
GCA_027604545|CDS_5848|454|607	0	0	0	0	0	0	0	0	0	0
GCA_000002865|CDS_4354|307|472	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_2505|636|743	0	0	0	0	0	0	0	0	0	0
GCA_027597005|CDS_2546|23|196	0	0	0	0	0	0	0	0	0	0
GCA_027600665|CDS_10974|296|453	0	0	0	0	0	0	0	0	0	0
GCA_003788565|CDS_7835|416|554	0	0	0	0	0	0	0	0	0	0
GCA_003788565|CDS_7830|347|461	0	0	0	0	0	0	0	0	0	0
GCA_002798055|CDS_5663|216|365	0	1	0	0	0	0	0	0	0	0
GCA_000365145|CDS_5279|314|492	0	1	0	1	0	0	0	0	0	0
GCA_001557505|CDS_2234|216|363	0	1	0	0	0	0	0	0	0	0
GCA_002916505|CDS_1269|394|563	0	0	0	0	0	0	0	0	0	0
GCA_000349905|CDS_8418|59|204	0	0	0	0	0	0	0	0	0	0
GCA_000349905|CDS_8423|86|229	0	0	0	0	0	0	0	0	0	0
GCA_027604605|CDS_3156|5358|5520	0	0	0	0	0	0	0	0	0	0
GCA_002214945|CDS_5703|789|963	0	0	0	0	0	0	0	0	0	0
GCA_006535965|CDS_6547|5289|5458	0	0	0	0	0	0	0	0	0	0
GCA_000182565|CDS_5941|5284|5453	0	0	0	0	0	0	0	0	0	0
GCA_025602905|CDS_10093|5237|5407	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_9708|284|436	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_6264|432|546	0	0	0	0	0	0	0	0	0	0
GCA_002162545|CDS_7455|362|507	0	0	0	0	0	0	0	0	0	0
GCA_027600645|CDS_5647|212|299	0	0	0	0	0	0	0	0	0	0
GCA_003073855|CDS_16022|308|496	0	0	0	1	1	0	0	0	0	0
GCA_001599595|CDS_4827|307|456	0	0	0	1	1	0	0	0	0	0
GCA_003990805|CDS_3207|398|540	0	1	0	0	1	0	1	0	0	0
GCA_002240705|CDS_8849|405|555	0	1	0	0	1	0	0	0	0	0
GCA_003314125|CDS_6158|319|496	0	0	0	0	0	0	0	0	0	0
GCA_003314125|CDS_3206|305|475	0	1	0	0	0	0	0	0	0	0
GCA_003788565|CDS_13950|43|188	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_2840|200|354	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_11884|203|350	0	1	0	0	0	0	0	0	0	0
GCA_002368545|CDS_6513|363|532	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_7618|275|416	0	0	0	0	0	0	0	0	0	0
GCA_001020605|CDS_10537|296|442	0	0	0	0	0	0	0	0	0	0
GCA_001020605|CDS_9532|306|449	0	0	0	0	0	0	0	0	0	0
GCA_001020605|CDS_10556|320|463	0	0	0	0	0	0	0	0	0	0
GCA_002554575|CDS_9231|142|282	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_8223|276|425	0	0	0	0	0	0	0	0	0	0
GCA_000182895|CDS_9539|333|460	0	0	0	0	0	0	0	0	0	0
GCA_001630345|CDS_10225|232|347	0	0	0	0	0	0	0	0	0	0
GCA_002104905|CDS_7646|111|314	0	0	0	0	0	0	0	0	0	0
GCA_002104905|CDS_3458|320|454	0	0	0	0	0	0	0	0	0	0
GCA_000934395|CDS_9595|235|384	0	0	0	0	0	0	0	0	0	0
GCA_000365145|CDS_2537|465|651	0	0	0	0	0	0	0	0	0	0
GCA_001020605|CDS_6808|213|344	0	0	0	0	0	0	0	0	0	0
GCA_000827265|CDS_8248|68|190	0	0	0	0	0	0	0	0	0	0
GCA_000827265|CDS_16719|69|189	0	0	0	0	0	0	0	0	0	0
GCA_002307695|CDS_21941|28|146	0	0	0	0	0	0	0	0	0	0
GCA_001630345|CDS_10234|103|216	0	0	0	0	0	0	0	0	0	0
GCA_001630345|CDS_10213|212|325	0	0	0	0	0	0	0	0	0	0
GCA_001630345|CDS_5344|227|341	0	0	0	0	0	0	0	0	0	0
GCA_002794775|CDS_1533|168|276	0	0	0	0	0	0	0	0	0	0
GCA_001630345|CDS_10218|117|233	0	0	0	0	0	0	0	0	0	0
GCA_001632425|CDS_8251|228|373	0	0	0	0	0	0	0	0	0	0
GCA_001632425|CDS_2292|36|181	0	0	0	0	0	0	0	0	0	0
GCA_000265015|CDS_8181|208|322	0	0	0	0	0	0	0	0	0	0
GCA_001632375|CDS_12130|212|349	0	0	0	0	0	0	0	0	0	0
GCA_001632375|CDS_8917|214|366	0	0	0	0	0	0	0	0	0	0
GCA_002938385|CDS_9163|307|428	0	0	0	0	0	0	0	0	0	0
GCA_001632375|CDS_10890|373|498	0	0	0	0	0	0	0	0	0	0
GCA_001632375|CDS_10854|300|421	0	0	0	0	0	0	0	0	0	0
GCA_001632375|CDS_5333|218|334	0	0	0	0	0	0	0	0	0	0
GCA_001630345|CDS_11337|128|270	0	0	0	0	0	0	0	0	0	0
GCA_002938355|CDS_4343|352|476	0	0	0	0	0	0	0	0	0	0
GCA_002938355|CDS_4342|312|466	0	0	0	0	0	0	0	0	0	0
GCA_025435555|CDS_12558|163|313	0	0	0	0	0	0	0	0	0	0
GCA_006535975|CDS_3189|311|461	0	1	1	0	0	0	0	0	0	0
GCA_027604085|CDS_7084|312|462	0	1	1	0	0	0	0	0	0	0
GCA_027604105|CDS_6180|235|385	0	0	1	0	1	0	0	0	0	0
GCA_027604165|CDS_6289|311|461	0	1	1	0	0	0	0	0	0	0
GCA_027604745|CDS_1235|311|461	0	1	1	0	1	0	0	0	0	0
GCA_000827265|CDS_10452|72|218	0	0	0	0	0	0	0	0	0	0
GCA_003012165|CDS_4528|346|510	0	0	0	0	0	0	0	0	0	0
GCA_000827265|CDS_10482|302|455	1	0	0	0	0	0	0	0	0	0
GCA_002319055|CDS_3523|272|444	0	1	0	0	0	0	0	0	0	1
GCA_025765595|CDS_11196|16|174	0	0	0	0	0	0	0	0	0	0
GCA_027596065|CDS_8139|699|856	0	0	0	0	0	0	0	1	0	0
GCA_027596945|CDS_3961|171|331	0	0	0	0	0	0	0	1	0	0
GCA_027604725|CDS_2546|405|572	0	0	0	0	0	0	0	0	0	0
GCA_027604545|CDS_3372|390|552	0	0	0	0	0	0	0	0	0	0
