DATASET_HEATMAP
SEPARATOR TAB
COLOR	#000000
DATASET_LABEL	HET
FIELD_LABELS	Ank_2	NACHT	TPR_12	WD40	TPR_10	NB-ARC	Pkinase	Ank	Ank_4	ZZ
GCA_002368545|CDS_6736|25|118	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_20025|38|129	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_6760|26|118	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_13383|28|120	0	0	1	0	1	1	0	0	0	0
GCA_003073855|CDS_12478|23|117	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_10342|25|116	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_18645|22|119	0	0	0	0	0	0	0	0	0	0
GCA_000827265|CDS_2595|22|113	0	0	0	0	0	0	0	0	0	0
GCA_000827265|CDS_2590|22|113	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_2402|22|112	0	0	0	0	0	0	0	0	0	0
GCA_000836295|CDS_9148|24|146	0	0	0	0	0	1	0	0	0	0
GCA_000836295|CDS_9073|24|149	0	0	1	0	1	1	0	0	0	0
GCA_000836295|CDS_8697|25|112	0	0	1	0	1	0	0	0	0	0
GCA_000836295|CDS_8737|24|115	0	0	0	0	0	1	0	0	0	0
GCA_000836295|CDS_2250|718|850	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_13279|22|110	0	0	0	0	0	0	0	0	0	0
GCA_001563115|CDS_6241|22|113	0	0	0	0	0	0	0	0	0	0
GCA_002240705|CDS_13259|22|110	0	0	0	0	0	0	0	0	0	0
GCA_001481775|CDS_1201|22|127	1	0	0	0	0	0	0	0	0	0
GCA_001599595|CDS_3662|28|114	0	0	1	0	1	1	0	0	0	0
GCA_000003515|CDS_7335|22|124	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_10025|22|112	0	0	0	0	0	0	0	0	0	0
GCA_003988795|CDS_1499|24|143	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_12635|21|109	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_9122|24|109	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_741|22|111	0	0	0	0	0	0	0	0	0	0
GCA_002240705|CDS_1978|629|716	1	0	0	0	0	0	0	1	0	0
GCA_001692915|CDS_2180|22|113	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_3735|25|109	0	0	1	0	0	1	0	0	0	0
GCA_001600455|CDS_2546|28|120	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8878|63|123	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_8955|844|915	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_3301|126|237	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_13731|102|162	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_13632|241|295	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8751|103|174	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8805|409|528	0	0	0	0	0	0	0	0	0	0
GCA_002368545|CDS_4841|243|286	0	0	0	0	0	0	0	0	0	0
GCA_001895945|CDS_2472|157|217	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_16317|449|521	0	0	0	0	0	0	0	0	0	0
GCA_001683735|CDS_10593|46|114	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_13711|21|124	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_19642|13|75	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_15848|18|74	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_52|286|344	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8718|129|197	0	0	0	0	0	0	0	0	0	0
GCA_001895945|CDS_2332|52|115	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_9117|23|80	0	0	0	0	0	0	0	0	0	0
GCA_001447215|CDS_7161|20|78	0	0	0	0	0	0	0	0	0	0
GCA_004335205|CDS_7596|8|64	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_364|51|135	0	1	0	1	0	0	0	0	0	0
GCA_003988795|CDS_4603|3|57	0	0	0	0	0	0	0	0	0	0
GCA_001683735|CDS_2777|15|83	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_12579|845|906	0	0	0	0	0	0	0	0	0	0
GCA_000349385|CDS_4165|30|123	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_2742|137|201	0	0	0	0	0	0	0	0	0	0
GCA_003049485|CDS_4069|167|230	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_2665|6|52	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_8848|26|78	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_20075|56|124	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_14184|46|89	0	0	0	0	0	0	0	0	0	0
GCA_002162545|CDS_7702|22|80	0	0	1	0	0	1	0	0	0	0
GCA_000827335|CDS_17082|6|64	0	0	0	0	0	0	0	0	0	0
GCA_000498615|CDS_6575|109|176	0	0	0	0	0	0	0	0	0	0
GCA_001895945|CDS_7102|2|53	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8690|153|265	0	0	0	0	0	0	0	0	0	0
GCA_003795315|CDS_3072|541|631	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_6526|29|99	0	0	0	1	0	0	0	0	0	0
GCA_000827425|CDS_18027|49|103	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_8515|12|56	0	0	0	0	0	0	0	0	0	0
GCA_002798055|CDS_1399|101|142	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_15049|389|489	0	0	0	0	0	0	0	0	0	0
GCA_000146915|CDS_7406|108|162	0	0	0	0	0	0	0	0	0	0
GCA_000385595|CDS_4285|61|104	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_9575|2|52	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_18643|25|76	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_19479|2|52	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_21622|4|58	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_2522|49|108	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_4006|8|61	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_12021|4|53	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_14336|58|114	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_19448|25|77	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_11774|21|74	0	0	1	0	1	1	0	0	0	0
GCA_001566295|CDS_12723|7|62	0	0	0	0	0	0	0	0	0	0
GCA_001599595|CDS_8969|45|93	0	0	0	0	0	0	0	0	0	0
GCA_001642045|CDS_2921|18|102	0	1	0	1	0	0	0	0	0	0
GCA_001642045|CDS_13235|49|97	0	0	0	0	0	1	0	0	0	0
GCA_001660795|CDS_3833|5|45	0	0	0	0	0	0	0	0	0	0
GCA_001662655|CDS_7636|22|76	0	0	0	0	0	0	0	0	0	0
GCA_001683735|CDS_8128|142|197	0	0	0	0	0	0	0	0	0	0
GCA_001683735|CDS_10371|65|119	0	0	0	0	0	0	0	0	0	0
GCA_002319055|CDS_7787|34|84	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_2041|47|108	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_2173|28|87	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_5628|5|61	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8530|29|89	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8546|92|153	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8628|205|265	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8629|28|88	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8632|135|193	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8638|130|190	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8692|139|200	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8712|207|274	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8715|107|167	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8727|147|193	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8859|115|176	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_9125|52|113	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_9743|152|212	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_10526|111|180	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_11099|219|277	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_12429|146|205	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_12989|105|170	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_12997|166|232	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_13024|123|189	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_13028|26|90	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_13031|38|110	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_13044|208|272	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_13048|30|90	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_25|40|85	0	1	0	1	0	0	0	0	0	0
GCA_002865625|CDS_11964|14|63	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_16730|16|69	0	0	0	0	0	0	0	0	0	0
GCA_003012165|CDS_2741|14|72	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_16889|21|101	0	0	0	0	0	0	0	0	0	0
GCA_003049485|CDS_1996|102|148	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_5552|94|148	0	0	0	0	0	1	0	0	0	0
GCA_003313425|CDS_8769|21|80	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_12363|37|83	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_13780|37|83	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_2611|54|132	1	0	0	0	0	0	0	0	0	0
GCA_900618795|CDS_9592|21|77	0	0	0	0	0	0	0	0	0	0
GCA_900536445|CDS_2555|21|107	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_5013|22|122	0	0	0	0	0	0	0	0	0	0
GCA_000738655|CDS_8321|22|115	0	0	0	0	0	0	0	0	0	0
GCA_001563115|CDS_8501|22|136	0	0	0	0	0	0	0	0	0	0
GCA_003184365|CDS_3251|22|107	0	0	0	0	0	0	0	0	0	0
GCA_003988795|CDS_8677|25|112	0	0	1	0	1	1	0	0	0	0
GCA_003313425|CDS_11870|62|156	0	1	0	1	0	0	0	0	0	0
GCA_000516985|CDS_12728|55|235	0	0	0	0	0	0	0	0	0	0
GCA_003988795|CDS_8485|25|114	0	1	0	0	0	0	0	0	0	0
GCA_000836435|CDS_1986|22|146	1	0	0	0	0	0	0	1	0	0
GCA_000732205|CDS_4681|21|109	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_9198|24|110	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_6179|22|110	0	0	0	0	0	0	0	0	0	0
GCA_002368545|CDS_6881|66|112	0	0	0	0	0	0	0	0	0	0
GCA_001662655|CDS_5623|2|84	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_9672|114|165	0	0	0	0	0	0	0	0	0	0
GCA_003073855|CDS_3481|111|173	0	0	0	0	0	0	0	0	0	0
GCA_000338955|CDS_7823|21|60	0	0	0	0	0	0	0	0	0	0
GCA_000464535|CDS_2357|276|331	1	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_10016|21|79	0	0	0	0	0	0	0	0	0	0
GCA_001642045|CDS_2456|114|165	0	0	0	0	0	0	0	0	0	0
GCA_002368545|CDS_4149|69|126	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8624|133|194	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_14448|127|189	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_9385|132|195	0	0	0	0	0	0	0	0	0	0
GCA_900618795|CDS_4753|13|68	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_6819|126|196	0	0	0	0	0	0	0	0	0	0
GCA_002319055|CDS_521|9|57	0	0	0	0	0	0	0	0	0	0
GCA_000604185|CDS_3147|28|126	0	0	0	0	0	0	0	0	0	0
GCA_002760635|CDS_8623|102|191	0	0	0	0	0	0	0	0	0	0
GCA_001956345|CDS_6111|26|113	0	0	0	0	0	0	0	0	0	0
GCA_900536445|CDS_8734|22|112	0	0	0	0	0	0	0	0	0	0
GCA_000827265|CDS_2597|25|119	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_6512|21|131	0	0	0	0	0	0	0	0	0	0
GCA_000464535|CDS_275|24|92	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_11289|6|92	0	0	0	0	0	0	0	0	0	0
GCA_000963775|CDS_8081|21|146	0	0	0	0	0	0	0	0	0	0
GCA_001563115|CDS_11798|22|103	0	0	0	0	0	0	0	0	0	0
GCA_000146915|CDS_4965|394|490	0	0	0	0	0	0	0	0	0	0
GCA_000349385|CDS_6878|21|116	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_6094|20|112	0	0	0	0	0	0	0	0	0	0
GCA_003385255|CDS_2111|22|110	0	0	0	0	0	0	0	0	0	0
GCA_003073855|CDS_995|46|165	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_9764|356|412	0	0	0	0	0	0	0	0	0	0
GCA_003073855|CDS_7140|22|123	0	0	0	0	0	0	0	0	0	0
GCA_001642045|CDS_6506|22|109	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_4247|22|210	0	0	0	0	0	0	0	0	0	0
GCA_003012165|CDS_4729|22|158	0	0	0	0	0	0	0	0	0	0
GCA_003049485|CDS_2478|22|146	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_15694|903|991	0	0	0	0	1	0	0	0	0	0
GCA_000827425|CDS_17471|884|973	0	0	0	0	1	0	0	0	0	0
GCA_003073855|CDS_5438|1|103	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_6558|388|482	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_1399|30|129	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_9252|615|705	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_7281|137|230	0	0	0	0	0	0	0	0	0	0
GCA_000766925|CDS_5769|764|856	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_10134|881|973	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_14717|789|874	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_187|608|702	0	0	0	0	1	0	0	0	0	0
GCA_000827335|CDS_6063|58|145	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_21173|672|762	0	0	0	0	1	0	0	0	0	0
GCA_000827335|CDS_21174|672|762	0	0	0	0	1	0	0	0	0	0
GCA_000827425|CDS_8584|58|149	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_6072|58|146	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_6086|58|145	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_6179|58|145	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_6217|561|648	0	0	0	0	1	0	0	0	0	0
GCA_000827335|CDS_6272|58|148	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_189|20|113	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_9216|134|224	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_10309|774|861	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_13331|130|217	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_15750|70|161	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_15753|57|149	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_15757|56|148	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_18427|134|225	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_19958|532|624	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_20373|130|221	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_20785|603|696	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_13274|526|619	0	0	0	0	1	0	0	0	0	0
GCA_000827335|CDS_17683|2|92	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_17511|37|124	0	0	0	0	0	0	0	0	0	0
GCA_900536445|CDS_11535|157|248	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_14131|2|89	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_22508|1|85	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_2365|41|159	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_9448|36|131	0	0	0	0	0	0	0	0	0	0
GCA_000365145|CDS_8944|23|163	0	0	0	0	0	0	0	0	0	0
GCA_000827475|CDS_2358|93|186	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_16509|25|115	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_1096|176|263	0	1	0	1	0	0	0	0	0	0
GCA_002105025|CDS_7173|22|79	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_11134|39|108	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_11309|39|107	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_13075|39|108	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_17795|144|213	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_19433|39|108	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_20291|39|106	0	0	0	0	0	0	0	0	0	0
GCA_000827425|CDS_20342|114|182	0	0	0	0	0	0	0	0	0	0
GCA_003988795|CDS_1499|274|358	0	0	0	0	0	0	0	0	0	0
GCA_000218685|CDS_8955|40|128	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_14127|145|230	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_14137|60|148	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_14157|1115|1200	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_14270|438|525	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_6210|58|145	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_7149|693|781	0	0	0	0	1	0	0	0	0	0
GCA_000827335|CDS_8977|14|101	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_19397|692|779	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_14217|73|160	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_7838|86|176	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_9628|94|181	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_11670|1052|1141	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_22072|86|174	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_14135|334|424	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_1382|1210|1297	0	0	0	0	0	0	0	0	0	0
GCA_000827335|CDS_4475|311|395	0	0	0	0	0	0	0	0	0	0
GCA_000766925|CDS_3331|420|507	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_3961|11|105	0	0	0	0	0	0	0	0	0	0
GCA_003868215|CDS_5999|23|120	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_1702|64|242	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_6044|26|123	0	0	0	0	0	0	0	0	0	0
GCA_000464535|CDS_4734|75|247	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_3917|97|311	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_15302|70|226	0	0	0	0	0	0	0	0	0	0
GCA_003019895|CDS_8514|43|127	0	0	0	0	0	0	0	0	0	0
GCA_900290415|CDS_11077|61|215	0	0	0	0	0	0	0	0	0	0
GCA_001447215|CDS_4512|73|229	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_3260|40|104	0	0	0	0	0	0	0	0	0	0
GCA_001599595|CDS_7609|49|89	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_11499|47|102	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_8363|7|57	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_2073|58|219	0	0	0	0	0	0	0	0	0	0
GCA_025526935|CDS_6266|72|224	0	0	0	0	0	0	0	0	0	0
GCA_003385255|CDS_3167|59|207	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_3375|57|208	0	0	0	0	0	0	0	0	0	0
GCA_000963775|CDS_7183|67|227	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_7904|114|244	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_12089|148|287	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_8519|44|205	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_6060|43|189	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_10206|81|237	0	0	0	0	0	0	0	0	0	0
GCA_002938385|CDS_546|65|214	0	0	0	0	0	0	0	0	0	0
GCA_002927785|CDS_2978|48|205	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_4017|49|223	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_6731|334|472	0	0	0	0	0	0	0	0	0	0
GCA_000385595|CDS_6750|49|202	0	0	0	0	0	0	0	0	0	0
GCA_003016335|CDS_14429|66|221	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_9410|122|260	0	0	0	0	0	0	0	0	0	0
GCA_000464535|CDS_3295|46|185	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_11658|45|207	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_10974|338|476	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_16244|57|191	0	0	0	0	0	0	0	0	0	0
GCA_000836295|CDS_7016|82|239	0	0	0	0	0	0	0	0	0	0
GCA_003988795|CDS_4510|50|196	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_10221|89|249	0	0	0	0	0	0	0	0	0	0
GCA_000516985|CDS_3770|31|249	0	0	0	0	0	0	0	0	0	0
GCA_003049485|CDS_4590|113|273	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_4014|45|216	0	0	0	0	0	0	0	0	0	0
GCA_001566295|CDS_5075|51|155	0	0	0	0	0	0	0	0	0	0
GCA_003012165|CDS_6325|51|275	0	0	0	0	0	0	0	0	0	0
GCA_003184365|CDS_10061|42|206	0	0	0	0	0	0	0	0	0	0
GCA_002798055|CDS_5208|46|208	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_10228|76|241	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_15154|115|282	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_2020|68|229	0	0	0	0	0	0	0	0	0	0
GCA_003264845|CDS_206|41|228	0	0	0	0	0	0	0	0	0	0
GCA_001642045|CDS_4918|106|277	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_15767|4|88	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_12479|44|126	0	0	0	0	0	0	0	0	0	0
GCA_003385255|CDS_1825|100|261	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_13022|124|280	0	0	0	0	0	0	0	0	0	0
GCA_000836295|CDS_1451|153|321	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_9537|130|281	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_9780|46|134	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_5762|113|283	0	0	0	0	0	0	0	0	0	0
GCA_003795315|CDS_9903|43|211	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_5663|45|193	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_8399|76|234	0	0	0	0	0	0	0	0	0	0
GCA_001692915|CDS_10461|64|204	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_8895|94|251	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_13860|44|124	0	0	0	0	0	0	0	0	0	0
GCA_003795315|CDS_6859|58|220	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_2711|70|239	0	0	0	0	0	0	0	0	0	0
GCA_000442125|CDS_13|75|237	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_621|52|198	0	0	0	0	0	0	0	0	0	0
GCA_003988945|CDS_8952|62|235	0	0	0	0	0	0	0	0	0	0
GCA_000836295|CDS_1056|150|301	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_16082|36|186	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_3548|56|227	0	0	0	0	0	0	0	0	0	0
GCA_000812075|CDS_6821|36|135	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_15027|12|94	0	0	0	0	0	0	0	0	0	0
GCA_027596075|CDS_8632|68|239	0	0	0	0	0	0	0	0	0	0
GCA_001563115|CDS_7040|49|250	0	0	0	0	0	0	0	0	0	0
GCA_000442125|CDS_5150|48|215	0	0	0	0	0	0	0	0	0	0
GCA_900465125|CDS_4901|50|204	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_6801|196|369	0	0	0	0	0	0	0	0	0	0
GCA_002081935|CDS_3962|64|242	0	0	0	0	0	0	0	0	0	0
GCA_000146915|CDS_1910|147|314	0	0	0	0	0	0	0	0	0	0
GCA_003313425|CDS_1231|45|190	0	0	0	0	0	0	0	0	0	0
GCA_000146915|CDS_7818|45|190	0	0	0	0	0	0	0	0	0	0
GCA_000963775|CDS_8956|184|343	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_14922|42|146	0	0	0	0	0	0	0	0	0	0
GCA_900073065|CDS_234|45|225	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_12039|61|219	0	0	0	0	0	0	0	0	0	0
GCA_001692735|CDS_12554|46|212	0	0	0	0	0	0	0	0	0	0
GCA_027596195|CDS_9125|287|440	0	0	0	0	0	0	0	0	0	0
GCA_000354255|CDS_4689|1|85	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_6017|75|153	0	0	0	0	0	0	0	0	0	0
GCA_002368545|CDS_4824|47|197	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_3169|50|213	0	0	0	0	0	0	0	0	0	0
GCA_000467715|CDS_3068|96|250	0	0	0	0	0	0	0	0	0	0
GCA_003988795|CDS_8503|53|191	0	0	0	0	0	0	0	0	0	0
GCA_000963775|CDS_14517|148|305	0	0	0	0	0	0	0	0	0	0
GCA_003049485|CDS_2841|271|419	0	0	0	0	0	0	0	0	0	0
GCA_001481775|CDS_1710|148|310	0	0	0	0	0	0	0	0	0	0
GCA_001600455|CDS_12650|1073|1231	1	0	0	0	0	0	0	1	1	0
GCA_003988795|CDS_9639|61|208	0	0	0	0	0	0	0	0	0	0
GCA_003988795|CDS_4593|49|186	0	0	0	0	0	0	0	0	0	0
GCA_001481775|CDS_7535|59|240	0	0	0	0	0	0	0	0	0	0
GCA_002105025|CDS_13177|51|197	0	0	0	0	0	0	0	0	0	0
GCA_000365145|CDS_8154|80|246	0	0	0	0	0	0	0	0	0	0
GCA_001557505|CDS_8076|81|229	0	0	0	0	0	0	0	0	0	0
GCA_002865625|CDS_12783|50|205	0	0	0	0	0	0	0	0	0	0
