DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	reducing_support
GCA_001642045|NW_017253364.1.region001|T1PKS|CC84DRAFT_1243646_PKS_KS.1	2
GCA_002105095|NW_024467970.1.region002|T1PKS|BCR38DRAFT_413137_PKS_KS.1	2
GCA_002081935|scaffold_184.region001|T1PKS|FUN_006784_PKS_KS.1	2
GCA_003012165|scaffold_463.region001|T1PKS|FUN_009308_PKS_KS.1	2
GCA_004155245|scaffold_13.region001|T1PKS|FUN_005926_PKS_KS.1	5
GCA_001481775|NW_020171350.1.region003|T1PKS|TGAM01_v204672_PKS_KS.1	3
GCA_000385595|KB916367.1.region001|T1PKS|UCRNP2_6207_PKS_KS.1	2
GCA_002081935|scaffold_144.region001|T1PKS|FUN_005791_PKS_KS.1	5
GCA_003012165|scaffold_41.region001|T1PKS|FUN_001920_PKS_KS.1	3
GCA_000349385|KB706463.1.region001|T1PKS|UCREL1_5691_PKS_KS.1	2
GCA_000385595|KB916132.1.region001|T1PKS|UCRNP2_4356_PKS_KS.1	3
GCA_001956345|scaffold_38.region001|T1PKS|FUN_002104_PKS_KS.1	3
GCA_001692735|KV744871.1.region001|T1PKS|K432DRAFT_423672_PKS_KS.1	2
GCA_000738655|scaffold_1.region002|T1PKS|FUN_000430_PKS_KS.1	1
GCA_000464535|NW_006913464.1.region001|T1PKS|EPUS_06883_PKS_KS.1	2
GCA_003118255|BFBS01016519.1.region001|T1PKS|TMEN_9500_PKS_KS.1	3
GCA_000151645|NW_003299134.1.region001|T1PKS|GSTUM_00011480001_PKS_KS.1	1
GCA_003988815|scaffold_70.region001|T1PKS|FUN_008614_PKS_KS.1	3
GCA_027600665|JADGJL010000003.1.region001|transAT-PKS|HK101_006431_PKS_KS.1	5
GCA_027600665|JADGJL010000003.1.region001|transAT-PKS|HK101_006432_PKS_KS.1	5
GCA_027600665|JADGJL010000003.1.region001|transAT-PKS|HK101_006428_PKS_KS.1	5
GCA_027600665|JADGJL010000003.1.region001|transAT-PKS|HK101_006429_PKS_KS.2	5
GCA_027600665|JADGJL010000003.1.region001|transAT-PKS|HK101_006429_PKS_KS.1	5
GCA_027600665|JADGJL010000003.1.region001|transAT-PKS|HK101_006432_PKS_KS.2	5
GCA_003550325|QKWP01000867.1.region001|T1PKS|C2G38_2096885_PKS_KS.1	0
GCA_003550325|QKWP01000386.1.region001|T1PKS|C2G38_2177862_PKS_KS.1	0
GCA_003550325|QKWP01000043.1.region001|T1PKS|C2G38_2239037_PKS_KS.1	0
GCA_003550325|QKWP01000775.1.region001|T1PKS|C2G38_2002542_PKS_KS.1	0
GCA_003550325|QKWP01000062.1.region001|T1PKS|C2G38_2028462_PKS_KS.1	0
GCA_000738655|scaffold_36.region001|T1PKS|FUN_005918_PKS_KS.1	0
GCA_003795315|LKEA01000027.1.region001|T1PKS|VMCG_07037_PKS_KS.1	0
GCA_003671545|scaffold_39.region001|T1PKS|FUN_003888_PKS_KS.1	0
GCA_003671545|scaffold_98.region001|T1PKS|FUN_007207_PKS_KS.1	3
GCA_001447215|scaffold_105.region001|T1PKS|FUN_005110_PKS_KS.1	3
GCA_003073855|KZ805475.1.region001|T1PKS|DM02DRAFT_632304_PKS_KS.1	3
GCA_000516985|NW_006917093.1.region001|T1PKS|PFICI_04360_PKS_KS.1	3
GCA_000516985|NW_006917107.1.region001|T1PKS|PFICI_15331_PKS_KS.1	3
GCA_001566295|KQ964248.1.region002|T1PKS|Micbo1qcDRAFT_203667_PKS_KS.1	2
GCA_000516985|NW_006917094.1.region003|T1PKS|PFICI_06351_PKS_KS.1	1
GCA_003385255|scaffold_80.region001|T1PKS|FUN_004106_PKS_KS.1	1
GCA_003012165|scaffold_293.region001|T1PKS|FUN_007359_PKS_KS.1	2
GCA_003049485|scaffold_20.region002|T1PKS|FUN_001336_PKS_KS.1	3
GCA_002798055|scaffold_86.region001|T1PKS|FUN_003086_PKS_KS.1	1
GCA_001600455|scaffold_11.region001|T1PKS|FUN_012063_PKS_KS.1	6
GCA_000516985|NW_006917095.1.region002|T1PKS|PFICI_07789_PKS_KS.1	2
GCA_002105095|NW_024467966.1.region003|T1PKS|BCR38DRAFT_349734_PKS_KS.1	1
GCA_000349385|KB707390.1.region001|T1PKS|UCREL1_10328_PKS_KS.1	1
GCA_001557505|scaffold_3.region001|T1PKS|FUN_003290_PKS_KS.1	7
GCA_000464535|NW_006916621.1.region002|T1PKS|EPUS_05757_PKS_KS.1	2
GCA_001692915|KV748542.1.region001|T1PKS|AOQ84DRAFT_428748_PKS_KS.1	3
GCA_001619985|NW_017264193.1.region003|T1PKS|L228DRAFT_206387_PKS_KS.1	1
GCA_000354255|NW_014024920.1.region001|T1PKS|COCC4DRAFT_42273_PKS_KS.1	5
GCA_000498615|scaffold_750.region001|T1PKS|FUN_008367_PKS_KS.1	1
GCA_004155245|scaffold_28.region001|T1PKS|FUN_008630_PKS_KS.1	2
GCA_000963775|scaffold_10.region001|T1PKS|FUN_004373_PKS_KS.1	1
GCA_001599595|scaffold_6.region002|T1PKS|FUN_006592_PKS_KS.1	3
GCA_003073855|KZ805548.1.region001|T1PKS|DM02DRAFT_732686_PKS_KS.1	2
GCA_001636725|NW_017387302.1.region005|T1PKS|ISF_01515_PKS_KS.1	0
GCA_003118255|BFBS01016281.1.region001|T1PKS|TMEN_6315_PKS_KS.1	1
GCA_002105025|MCFA01000057.1.region001|T1PKS|BCR34DRAFT_601064_PKS_KS.1	1
GCA_003073855|KZ805333.1.region002|T1PKS|DM02DRAFT_698167_PKS_KS.1	4
GCA_003385255|scaffold_179.region001|T1PKS|FUN_006849_PKS_KS.1	1
GCA_027601485|JADGJM010000033.1.region001|T1PKS|HDU90_005169_PKS_KS.1	2
GCA_025399175|MU620779.1.region001|T1PKS|BDZ88DRAFT_502719_PKS_KS.1	2
GCA_027602005|JADGJO010000086.1.region001|T1PKS|HDU86_008043_PKS_KS.1	2
GCA_027603065|JADGJP010000010.1.region001|T1PKS|HDU88_000443_PKS_KS.1	2
GCA_027600685|JADGJN010000048.1.region001|T1PKS|HDU89_006293_PKS_KS.1	2
GCA_027602705|JADGJQ010000032.1.region001|T1PKS|HDU87_004350_PKS_KS.1	2
GCA_000328475|NC_026500.1.region001|T1PKS|UMAG_06414_PKS_KS.1	0
GCA_000417875|NW_006920879.1.region002|T1PKS|PFL1_03752_PKS_KS.1	3
GCA_027602005|JADGJO010000086.1.region001|T1PKS|HDU86_008042_PKS_KS.1	2
GCA_027602705|JADGJQ010000032.1.region001|T1PKS|HDU87_004349_PKS_KS.1	2
GCA_027600685|JADGJN010000048.1.region001|T1PKS|HDU89_006294_PKS_KS.1	2
GCA_027603065|JADGJP010000010.1.region001|T1PKS|HDU88_000442_PKS_KS.1	2
GCA_027601485|JADGJM010000033.1.region001|T1PKS|HDU90_005168_PKS_KS.1	2
GCA_025399175|MU620779.1.region001|T1PKS|BDZ88DRAFT_456225_PKS_KS.1	2
GCA_000328475|NC_026500.1.region001|T1PKS|UMAG_06418_PKS_KS.1	0
GCA_000417875|NW_006920879.1.region002|T1PKS|PFL1_03751_PKS_KS.1	3
GCA_001481775|NW_020171350.1.region003|T1PKS|TGAM01_v204668_PKS_KS.1	3
GCA_002916505|scaffold_53.region001|T1PKS|FUN_002447_PKS_KS.1	2
GCA_001604925|scaffold_152.region001|T1PKS|FUN_004374_PKS_KS.1	1
GCA_000226115|NC_016461.1.region002|T1PKS|THITE_44861_PKS_KS.1	4
GCA_003988945|scaffold_76.region001|T1PKS|FUN_003493_PKS_KS.1	1
GCA_002240705|scaffold_1773.region001|T1PKS|FUN_008335_PKS_KS.1	0
GCA_003990805|scaffold_8.region001|T1PKS|FUN_008464_PKS_KS.1	6
GCA_003988945|scaffold_327.region001|T1PKS|FUN_008021_PKS_KS.1	3
GCA_003988795|scaffold_8.region004|T1PKS|FUN_004257_PKS_KS.1	6
GCA_000611775|scaffold_4.region002|T1PKS|FUN_006368_PKS_KS.1	1
GCA_003184365|scaffold_47.region001|T1PKS|FUN_005944_PKS_KS.1	1
GCA_002927785|scaffold_631.region001|T1PKS|FUN_008234_PKS_KS.1	1
GCA_001563115|JEMN01001131.1.region001|T1PKS|CNYM01_04657_PKS_KS.1	3
GCA_003671545|scaffold_93.region001|T1PKS|FUN_006934_PKS_KS.1	3
GCA_001447215|scaffold_163.region001|T1PKS|FUN_006726_PKS_KS.1	0
GCA_003013795|NHZQ01000087.1.region001|T1PKS|B9Z65_7571_PKS_KS.1	3
GCA_000146915|scaffold_13.region002|T1PKS|FUN_006052_PKS_KS.1	3
GCA_003016335|KZ678141.1.region001|T1PKS|BS50DRAFT_624272_PKS_KS.1	2
GCA_004216415|scaffold_23.region001|T1PKS|FUN_002866_PKS_KS.1	5
GCA_002368545|scaffold_10.region001|T1PKS|FUN_003032_PKS_KS.1	3
GCA_003118255|BFBS01016332.1.region001|T1PKS|TMEN_6680_PKS_KS.1	3
GCA_001270325|scaffold_15.region001|T1PKS|FUN_006477_PKS_KS.1	1
GCA_000146915|scaffold_16.region001|T1PKS|FUN_006995_PKS_KS.1	5
GCA_003019895|KZ678466.1.region001|T1PKS|BD289DRAFT_293041_PKS_KS.1	2
GCA_001692915|KV750287.1.region001|T1PKS|AOQ84DRAFT_399562_PKS_KS.1	3
GCA_001447215|scaffold_299.region001|T1PKS|FUN_009390_PKS_KS.1	3
GCA_003795315|LKEA01000021.1.region001|T1PKS|VMCG_07320_PKS_KS.1	0
GCA_001692735|KV745337.1.region001|T1PKS|K432DRAFT_466575_PKS_KS.1	0
GCA_002989075|scaffold_1.region004|T1PKS|FUN_001217_PKS_KS.1	0
GCA_002105095|NW_024467960.1.region004|T1PKS|BCR38DRAFT_512687_PKS_KS.1	0
GCA_003016335|KZ678136.1.region002|T1PKS|BS50DRAFT_553946_PKS_KS.1	0
GCA_001662655|NW_017263654.1.region001|T1PKS|VE01_01313_PKS_KS.1	6
GCA_000442125|scaffold_10.region001|T1PKS|FUN_005751_PKS_KS.1	2
GCA_900465125|scaffold_69.region001|T1PKS|FUN_008535_PKS_KS.1	1
GCA_003671545|scaffold_71.region001|T1PKS|FUN_005777_PKS_KS.1	1
GCA_002081935|scaffold_18.region001|T1PKS|FUN_001365_PKS_KS.1	4
GCA_001600455|scaffold_2.region003|T1PKS|FUN_002532_PKS_KS.1	7
GCA_000516985|NW_006917094.1.region005|T1PKS|PFICI_06561_PKS_KS.1	2
GCA_001660795|scaffold_14.region002|T1PKS|FUN_001928_PKS_KS.1	3
GCA_002368545|scaffold_35.region001|T1PKS|FUN_006554_PKS_KS.1	4
GCA_002105025|MCFA01000072.1.region001|T1PKS|BCR34DRAFT_602073_PKS_KS.1	1
GCA_003788565|ML119683.1.region001|T1PKS|BJ508DRAFT_326858_PKS_KS.1	1
GCA_001619985|NW_017264193.1.region002|T1PKS|L228DRAFT_235437_PKS_KS.1	3
GCA_003868215|scaffold_95.region001|T1PKS|FUN_008743_PKS_KS.1	1
GCA_000611775|scaffold_7.region001|T1PKS|FUN_008375_PKS_KS.1	1
GCA_003988795|scaffold_8.region003|T1PKS|FUN_004202_PKS_KS.1	7
GCA_003795315|LKEA01000012.1.region002|T1PKS|VMCG_05192_PKS_KS.1	7
GCA_001447215|scaffold_521.region001|T1PKS|FUN_011661_PKS_KS.1	7
GCA_000338955|NW_006911257.1.region001|T1PKS|BAUCODRAFT_62024_PKS_KS.1	4
GCA_004335205|scaffold_126.region001|T1PKS|FUN_005148_PKS_KS.1	1
GCA_900465125|scaffold_40.region001|T1PKS|FUN_007061_PKS_KS.1	2
GCA_004335205|scaffold_472.region001|T1PKS|FUN_009384_PKS_KS.1	1
GCA_003073855|KZ805347.1.region001|T1PKS|DM02DRAFT_653865_PKS_KS.1	5
GCA_900290415|LR026965.1.region003|T1PKS|PODCO_207410_PKS_KS.1	3
GCA_003574815|scaffold_3.region001|T1PKS|FUN_001756_PKS_KS.1	4
GCA_003988795|scaffold_4.region002|T1PKS|FUN_002378_PKS_KS.1	7
GCA_000467715|scaffold_199.region001|T1PKS|FUN_008390_PKS_KS.1	5
GCA_003073855|KZ805335.1.region002|T1PKS|DM02DRAFT_698930_PKS_KS.1	3
GCA_001270325|scaffold_8.region002|T1PKS|FUN_004307_PKS_KS.1	0
GCA_003574815|scaffold_3.region004|T1PKS|FUN_002216_PKS_KS.1	0
GCA_003990805|scaffold_2.region003|T1PKS|FUN_002851_PKS_KS.1	1
GCA_003788615|ML121533.1.region001|T1PKS|L211DRAFT_820760_PKS_KS.1	1
GCA_003073855|KZ805663.1.region001|T1PKS|DM02DRAFT_677380_PKS_KS.1	1
GCA_000146915|scaffold_12.region001|T1PKS|FUN_005798_PKS_KS.1	3
GCA_000836295|scaffold_25.region002|T1PKS|FUN_006534_PKS_KS.1	1
GCA_000738655|scaffold_8.region002|T1PKS|FUN_002354_PKS_KS.1	2
GCA_000464535|NW_006913432.1.region001|T1PKS|EPUS_05790_PKS_KS.1	5
GCA_000812885|scaffold_376.region001|T1PKS|FUN_002778_PKS_KS.1	1
GCA_001662655|NW_017263716.1.region001|T1PKS|VE01_09542_PKS_KS.1	2
GCA_003671545|scaffold_63.region001|T1PKS|FUN_005315_PKS_KS.1	2
GCA_000442125|scaffold_20.region003|T1PKS|FUN_009557_PKS_KS.1	1
GCA_002591845|scaffold_202.region001|T1PKS|FUN_006507_PKS_KS.1	3
GCA_001636725|NW_017387304.1.region001|T1PKS|ISF_02537_PKS_KS.1	3
GCA_002865625|KZ613500.1.region001|T1PKS|NA56DRAFT_752294_PKS_KS.1	1
GCA_003184365|scaffold_157.region001|T1PKS|FUN_010929_PKS_KS.1	1
GCA_001692915|KV748568.1.region001|T1PKS|AOQ84DRAFT_29235_PKS_KS.1	1
GCA_000467715|scaffold_219.region001|T1PKS|FUN_008808_PKS_KS.1	1
GCA_003016335|KZ678129.1.region003|T1PKS|BS50DRAFT_481661_PKS_KS.1	2
GCA_002105025|MCFA01000106.1.region001|T1PKS|BCR34DRAFT_603760_PKS_KS.1	4
GCA_001692735|KV744964.1.region001|T1PKS|K432DRAFT_434830_PKS_KS.1	1
GCA_002927785|scaffold_163.region001|T1PKS|FUN_003803_PKS_KS.1	3
GCA_002105095|NW_024467969.1.region001|T1PKS|BCR38DRAFT_351776_PKS_KS.1	3
GCA_000611775|scaffold_3.region001|T1PKS|FUN_004556_PKS_KS.1	3
GCA_001636715|AZGZ01000013.1.region001|T1PKS|AAP_03260_PKS_KS.1	1
GCA_002927785|scaffold_3.region001|T1PKS|FUN_000078_PKS_KS.1	3
GCA_000385595|KB916620.1.region001|T1PKS|UCRNP2_7977_PKS_KS.1	1
GCA_001642045|NW_017253369.1.region002|T1PKS|CC84DRAFT_1167583_PKS_KS.1	5
GCA_002105095|NW_024467977.1.region002|T1PKS|BCR38DRAFT_504917_PKS_KS.1	0
GCA_002989075|scaffold_3.region003|T1PKS|FUN_002761_PKS_KS.1	7
GCA_000146915|scaffold_41.region001|T1PKS|FUN_011111_PKS_KS.1	2
GCA_001642045|NW_017253362.1.region002|T1PKS|CC84DRAFT_1238826_PKS_KS.1	1
GCA_003795315|LKEA01000067.1.region001|T1PKS|VMCG_09487_PKS_KS.1	3
GCA_003671545|scaffold_59.region001|T1PKS|FUN_005079_PKS_KS.1	1
GCA_000812885|scaffold_504.region001|T1PKS|FUN_003415_PKS_KS.1	0
GCA_002927785|scaffold_638.region001|T1PKS|FUN_008272_PKS_KS.1	0
GCA_003184365|scaffold_91.region001|T1PKS|FUN_008837_PKS_KS.1	6
GCA_002162545|scaffold_1.region001|T1PKS|FUN_000392_PKS_KS.1	2
GCA_000836295|scaffold_10.region001|T1PKS|FUN_003599_PKS_KS.1	0
GCA_000226115|NC_016458.1.region002|T1PKS|THITE_35447_PKS_KS.1	3
GCA_001662655|NW_017263671.1.region002|T1PKS|VE01_05551_PKS_KS.1	2
GCA_004335205|scaffold_67.region001|T1PKS|FUN_003403_PKS_KS.1	2
GCA_000354255|NW_014024933.1.region002|T1PKS|COCC4DRAFT_191225_PKS_KS.1	3
GCA_003313425|scaffold_8.region002|T1PKS|FUN_004558_PKS_KS.1	3
GCA_001481775|NW_020171367.1.region001|T1PKS|TGAM01_v207782_PKS_KS.1	5
GCA_003264845|scaffold_205.region001|T1PKS|FUN_010072_PKS_KS.1	1
GCA_001447215|scaffold_464.region001|T1PKS|FUN_011242_PKS_KS.1	1
GCA_003671545|scaffold_28.region001|T1PKS|FUN_002991_PKS_KS.1	1
GCA_002105095|NW_024467957.1.region002|T1PKS|BCR38DRAFT_520575_PKS_KS.1	3
GCA_003671545|scaffold_322.region001|T1PKS|FUN_012176_PKS_KS.1	3
GCA_003264845|scaffold_5.region001|T1PKS|FUN_001127_PKS_KS.1	2
GCA_003049485|scaffold_17.region001|T1PKS|FUN_001143_PKS_KS.1	2
GCA_001956345|scaffold_38.region001|T1PKS|FUN_002107_PKS_KS.1	3
GCA_000349385|KB706482.1.region001|T1PKS|UCREL1_5770_PKS_KS.1	2
GCA_003574815|scaffold_11.region001|T1PKS|FUN_005416_PKS_KS.1	6
GCA_000464535|NW_006913582.1.region001|T1PKS|EPUS_01278_PKS_KS.1	2
GCA_002798055|scaffold_64.region001|T1PKS|FUN_002456_PKS_KS.1	2
GCA_000516985|NW_006917098.1.region001|T1PKS|PFICI_10824_PKS_KS.1	1
GCA_001600455|scaffold_11.region003|T1PKS|FUN_012233_PKS_KS.1	7
GCA_002927785|scaffold_531.region001|T1PKS|FUN_007601_PKS_KS.1	1
GCA_001599595|scaffold_1.region006|T1PKS|FUN_000876_PKS_KS.1	1
GCA_000611775|scaffold_6.region001|T1PKS|FUN_007467_PKS_KS.1	2
GCA_003574815|scaffold_1.region001|T1PKS|FUN_000062_PKS_KS.1	6
GCA_001599595|scaffold_1.region002|T1PKS|FUN_000605_PKS_KS.1	3
GCA_000467715|scaffold_475.region001|T1PKS|FUN_011760_PKS_KS.1	0
GCA_000442125|scaffold_12.region001|T1PKS|FUN_006732_PKS_KS.1	2
GCA_003988795|scaffold_8.region001|T1PKS|FUN_003926_PKS_KS.1	1
GCA_003574815|scaffold_3.region001|T1PKS|FUN_001739_PKS_KS.1	4
GCA_001692915|KV748645.1.region001|T1PKS|AOQ84DRAFT_282092_PKS_KS.1	0
GCA_001270325|scaffold_8.region003|T1PKS|FUN_004511_PKS_KS.1	2
GCA_003610855|MCFK01002733.1.region001|T1PKS|OnM2_027031_PKS_KS.1	1
GCA_000354255|NW_014024900.1.region001|T1PKS|COCC4DRAFT_28198_PKS_KS.1	0
GCA_002105095|NW_024467956.1.region003|T1PKS|BCR38DRAFT_416564_PKS_KS.1	1
GCA_002778095|scaffold_8.region003|T1PKS|FUN_008806_PKS_KS.1	0
GCA_002105095|NW_024467966.1.region002|T1PKS|BCR38DRAFT_397757_PKS_KS.1	0
GCA_003118255|BFBS01016032.1.region001|T1PKS|TMEN_4417_PKS_KS.1	1
GCA_001619985|NW_017264194.1.region002|T1PKS|L228DRAFT_217688_PKS_KS.1	0
GCA_003574815|scaffold_30.region001|T1PKS|FUN_008895_PKS_KS.1	0
GCA_001956345|scaffold_879.region001|T1PKS|FUN_007034_PKS_KS.1	0
GCA_002927785|scaffold_931.region001|T1PKS|FUN_009426_PKS_KS.1	1
GCA_002927785|scaffold_133.region001|T1PKS|FUN_003257_PKS_KS.1	3
GCA_003988795|scaffold_19.region002|T1PKS|FUN_007508_PKS_KS.1	7
GCA_003073855|KZ805416.1.region001|T1PKS|DM02DRAFT_566470_PKS_KS.1	4
GCA_001619985|NW_017264193.1.region004|T1PKS|L228DRAFT_265316_PKS_KS.1	3
GCA_000611775|scaffold_5.region003|T1PKS|FUN_006915_PKS_KS.1	3
GCA_000442125|scaffold_6.region003|T1PKS|FUN_003851_PKS_KS.1	3
GCA_001956345|scaffold_82.region001|T1PKS|FUN_003119_PKS_KS.1	3
GCA_003184365|scaffold_131.region001|T1PKS|FUN_010302_PKS_KS.1	3
GCA_002927785|scaffold_113.region001|T1PKS|FUN_002895_PKS_KS.1	3
GCA_900618795|scaffold_5.region002|T1PKS|FUN_003813_PKS_KS.1	3
GCA_002162545|scaffold_14.region001|T1PKS|FUN_004885_PKS_KS.1	3
GCA_000812885|scaffold_414.region001|T1PKS|FUN_002985_PKS_KS.1	2
GCA_002865625|KZ613488.1.region001|T1PKS|NA56DRAFT_194847_PKS_KS.1	1
GCA_003019875|NW_020194471.1.region001|T1PKS|M430DRAFT_93061_PKS_KS.1	3
GCA_001662655|NW_017263691.1.region001|T1PKS|VE01_07867_PKS_KS.1	3
GCA_002916505|scaffold_275.region001|T1PKS|FUN_006953_PKS_KS.1	1
GCA_000226115|NC_016457.1.region001|T1PKS|THITE_2106274_PKS_KS.1	1
GCA_000392275|NW_006921039.1.region001|T1PKS|UCRPA7_1774_PKS_KS.1	3
GCA_002798055|scaffold_175.region001|T1PKS|FUN_005106_PKS_KS.1	3
GCA_003049485|scaffold_183.region001|T1PKS|FUN_006418_PKS_KS.1	1
GCA_000182925|scaffold_2.region001|T1PKS|FUN_002366_PKS_KS.1	1
GCA_000604185|scaffold_46.region001|T1PKS|FUN_002017_PKS_KS.1	1
GCA_000968615|LAEV01000301.1.region001|T1PKS|TD95_004441_PKS_KS.1	1
GCA_000812075|scaffold_21.region001|T1PKS|FUN_001402_PKS_KS.1	3
GCA_002105095|NW_024467961.1.region002|T1PKS|BCR38DRAFT_342321_PKS_KS.1	1
GCA_002081935|scaffold_20.region001|T1PKS|FUN_001471_PKS_KS.1	0
GCA_001566295|KQ964251.1.region003|T1PKS|Micbo1qcDRAFT_148260_PKS_KS.1	3
GCA_001600455|scaffold_7.region003|T1PKS|FUN_009220_PKS_KS.1	3
GCA_000349385|KB707054.1.region001|T1PKS|UCREL1_8538_PKS_KS.1	2
GCA_000516985|NW_006917094.1.region008|T1PKS|PFICI_07101_PKS_KS.1	3
GCA_001510565|scaffold_1.region002|T1PKS|FUN_000245_PKS_KS.1	3
GCA_000732205|scaffold_2.region003|T1PKS|FUN_003795_PKS_KS.1	7
GCA_001557505|scaffold_11.region002|T1PKS|FUN_011484_PKS_KS.1	7
GCA_001563115|JEMN01000839.1.region001|T1PKS|CNYM01_12118_PKS_KS.1	1
GCA_003019895|KZ678412.1.region001|T1PKS|BD289DRAFT_481327_PKS_KS.1	3
GCA_002778095|scaffold_1.region002|T1PKS|FUN_000343_PKS_KS.1	3
GCA_001513895|scaffold_21.region001|T1PKS|FUN_006021_PKS_KS.1	3
GCA_001447215|scaffold_1.region001|T1PKS|FUN_000075_PKS_KS.1	3
GCA_003671545|scaffold_89.region002|T1PKS|FUN_006764_PKS_KS.1	3
GCA_900290415|LR026965.1.region001|T1PKS|PODCO_200510_PKS_KS.1	1
GCA_003264845|scaffold_122.region001|T1PKS|FUN_008729_PKS_KS.1	3
GCA_003795315|LKEA01000020.1.region001|T1PKS|VMCG_06457_PKS_KS.1	3
GCA_003988945|scaffold_53.region001|T1PKS|FUN_002734_PKS_KS.1	3
GCA_900536445|scaffold_17.region001|T1PKS|FUN_001297_PKS_KS.1	5
GCA_900073065|FJOG01000018.1.region005|T1PKS|PAC_11435_PKS_KS.1	3
GCA_002261195|MVBO01000214.1.region001|T1PKS|BZG36_05397_PKS_KS.1	1
GCA_002865625|KZ613468.1.region001|T1PKS|NA56DRAFT_698447_PKS_KS.1	3
GCA_900073065|FJOG01000011.1.region001|T1PKS|PAC_07895_PKS_KS.1	3
GCA_003988815|scaffold_32.region001|T1PKS|FUN_006077_PKS_KS.1	3
GCA_002162545|scaffold_11.region001|T1PKS|FUN_004278_PKS_KS.1	4
GCA_000812885|scaffold_206.region001|T1PKS|FUN_001782_PKS_KS.1	1
GCA_000836435|NW_015971662.1.region002|T1PKS|Z520_10227_PKS_KS.1	1
GCA_002319055|scaffold_13.region001|T1PKS|FUN_002797_PKS_KS.1	1
GCA_000365145|KB822714.1.region002|T1PKS|HMPREF1541_10287_PKS_KS.1	1
GCA_000464535|NW_006916485.1.region001|T1PKS|EPUS_03548_PKS_KS.1	3
GCA_003868215|scaffold_4.region003|T1PKS|FUN_001368_PKS_KS.1	3
GCA_000836295|scaffold_31.region001|T1PKS|FUN_007208_PKS_KS.1	3
GCA_002989075|scaffold_8.region001|T1PKS|FUN_005786_PKS_KS.1	3
GCA_000738655|scaffold_12.region002|T1PKS|FUN_003012_PKS_KS.1	3
GCA_001660795|scaffold_18.region001|T1PKS|FUN_002318_PKS_KS.1	0
GCA_000261425|scaffold_8.region001|T1PKS|FUN_003650_PKS_KS.1	2
GCA_004216415|scaffold_97.region001|T1PKS|FUN_006637_PKS_KS.1	2
GCA_002368545|scaffold_23.region001|T1PKS|FUN_005075_PKS_KS.1	0
GCA_002127715|MUNK01000009.1.region001|T1PKS|BTJ68_01291_PKS_KS.1	3
GCA_002127715|MUNK01000001.1.region001|T1PKS|BTJ68_00107_PKS_KS.1	3
GCA_000338955|NW_006911258.1.region001|T1PKS|BAUCODRAFT_30707_PKS_KS.1	2
GCA_001604925|scaffold_155.region001|T1PKS|FUN_004419_PKS_KS.1	1
GCA_000721755|NW_013566979.1.region001|T1PKS|AUEXF2481DRAFT_99381_PKS_KS.1	3
GCA_003013795|NHZQ01000087.1.region002|T1PKS|B9Z65_7889_PKS_KS.1	2
GCA_003016335|KZ678141.1.region002|T1PKS|BS50DRAFT_502692_PKS_KS.1	3
GCA_000498615|scaffold_218.region001|T1PKS|FUN_004293_PKS_KS.1	3
GCA_001642045|NW_017253373.1.region001|T1PKS|CC84DRAFT_1130394_PKS_KS.1	4
GCA_004335205|scaffold_5.region001|T1PKS|FUN_000421_PKS_KS.1	3
GCA_000146915|scaffold_21.region001|T1PKS|FUN_008417_PKS_KS.1	3
GCA_003313425|scaffold_4.region002|T1PKS|FUN_002180_PKS_KS.1	3
GCA_900465125|scaffold_45.region001|T1PKS|FUN_007358_PKS_KS.1	5
GCA_000354255|NW_014024923.1.region001|T1PKS|COCC4DRAFT_82412_PKS_KS.1	3
GCA_003073855|KZ805303.1.region001|T1PKS|DM02DRAFT_700752_PKS_KS.1	3
GCA_003073855|KZ805303.1.region001|T1PKS|DM02DRAFT_714413_PKS_KS.1	3
GCA_000385595|KB916240.1.region001|T1PKS|UCRNP2_5081_PKS_KS.1	3
GCA_001692915|KV749661.1.region001|T1PKS|AOQ84DRAFT_40973_PKS_KS.1	3
GCA_001692735|KV745489.1.region001|T1PKS|K432DRAFT_409898_PKS_KS.1	1
GCA_001599595|scaffold_1.region004|T1PKS|FUN_000723_PKS_KS.1	3
GCA_000467715|scaffold_110.region001|T1PKS|FUN_005991_PKS_KS.1	3
GCA_000836435|NW_015971651.1.region001|T1PKS|Z520_08005_PKS_KS.1	3
GCA_000498615|scaffold_4.region001|T1PKS|FUN_000198_PKS_KS.1	0
GCA_900618795|scaffold_4.region004|T1PKS|FUN_003456_PKS_KS.1	4
GCA_900073065|FJOG01000015.1.region001|T1PKS|PAC_10081_PKS_KS.1	1
GCA_001956345|scaffold_63.region001|T1PKS|FUN_002726_PKS_KS.1	1
GCA_002927785|scaffold_147.region001|T1PKS|FUN_003518_PKS_KS.1	6
GCA_003313425|scaffold_22.region001|T1PKS|FUN_009191_PKS_KS.1	1
GCA_003264845|scaffold_76.region001|T1PKS|FUN_006966_PKS_KS.1	1
GCA_003184365|scaffold_138.region001|T1PKS|FUN_010499_PKS_KS.1	1
GCA_001956345|scaffold_1.region001|T1PKS|FUN_000015_PKS_KS.1	2
GCA_003184365|scaffold_46.region001|T1PKS|FUN_005937_PKS_KS.1	2
GCA_002927785|scaffold_127.region001|T1PKS|FUN_003147_PKS_KS.1	1
GCA_003184365|scaffold_48.region001|T1PKS|FUN_006075_PKS_KS.1	0
