Protein	Chrom	Position	Type
GCA_002865625|CDS_15767	KZ613538.1	228346.0	HET
GCA_002865625|CDS_7231	KZ613481.1	71224.0	HET
GCA_002865625|CDS_12090	KZ613504.1	330473.0	HET
GCA_002865625|CDS_9037	KZ613488.1	345399.0	HET
GCA_002865625|CDS_6938	KZ613480.1	123697.0	HET
GCA_002865625|CDS_14082	KZ613520.1	247837.0	HET
GCA_002865625|CDS_14480	KZ613524.1	1198.5	HET
GCA_002865625|CDS_7001	KZ613480.1	275289.5	HET
GCA_002865625|CDS_13036	KZ613511.1	332568.5	HET
GCA_002865625|CDS_13156	KZ613512.1	297460.5	HET
GCA_002865625|CDS_430	KZ613464.1	1161176.5	HET
GCA_002865625|CDS_15026	KZ613528.1	325296.0	HET
GCA_002865625|CDS_8236	KZ613484.1	809847.0	HET
GCA_002865625|CDS_11937	KZ613503.1	390566.0	HET
GCA_002865625|CDS_8946	KZ613488.1	74771.5	HET
GCA_002865625|CDS_4055	KZ613472.1	344598.0	HET
GCA_002865625|CDS_10296	KZ613494.1	362573.5	HET
GCA_002865625|CDS_14773	KZ613526.1	28475.0	HET
GCA_002865625|CDS_12861	KZ613510.1	117257.5	HET
GCA_002865625|CDS_15614	KZ613536.1	90430.0	HET
GCA_002865625|CDS_3861	KZ613471.1	938052.5	HET
GCA_002865625|CDS_8994	KZ613488.1	213376.0	HET
GCA_002865625|CDS_10672	KZ613496.1	256552.0	HET
GCA_002865625|CDS_9399	KZ613490.1	110117.0	HET
GCA_002865625|CDS_13506	KZ613515.1	188413.0	HET
GCA_002865625|CDS_14128	KZ613521.1	66322.0	HET
GCA_002865625|CDS_12711	KZ613509.1	32339.0	HET
GCA_002865625|CDS_2212	KZ613467.1	1395274.5	HET
GCA_002865625|CDS_10060	KZ613493.1	109593.5	HET
GCA_002865625|CDS_11311	KZ613500.1	73868.5	HET
GCA_002865625|CDS_12668	KZ613508.1	382173.5	HET
GCA_002865625|CDS_9633	KZ613491.1	173039.0	HET
GCA_002865625|CDS_6094	KZ613477.1	375769.0	HET
GCA_002865625|CDS_14780	KZ613526.1	47049.5	HET
GCA_002865625|CDS_5926	KZ613476.1	925105.0	HET
GCA_002865625|CDS_16387	KZ613553.1	82385.0	HET
GCA_002865625|CDS_8419	KZ613485.1	520031.5	HET
GCA_002865625|CDS_10051	KZ613493.1	87800.5	HET
GCA_002865625|CDS_6116	KZ613477.1	472844.0	HET
GCA_002865625|CDS_9972	KZ613492.1	429288.5	HET
GCA_002865625|CDS_12865	KZ613510.1	127332.5	HET
GCA_002865625|CDS_7356	KZ613481.1	570745.5	HET
GCA_002865625|CDS_13050	KZ613511.1	407531.0	HET
GCA_002865625|CDS_2638	KZ613468.1	1183653.5	HET
GCA_002865625|CDS_6044	KZ613477.1	191484.0	HET
GCA_002865625|CDS_6144	KZ613477.1	564181.0	HET
GCA_002865625|CDS_2982	KZ613469.1	838278.0	HET
GCA_002865625|CDS_16509	KZ613559.1	72710.5	HET
GCA_002865625|CDS_7234	KZ613481.1	121486.0	HET
GCA_002865625|CDS_12621	KZ613508.1	249374.5	HET
GCA_002865625|CDS_15082	KZ613529.1	181303.0	HET
GCA_002865625|CDS_14305	KZ613522.1	165944.5	HET
GCA_002865625|CDS_15285	KZ613531.1	215346.0	HET
GCA_002865625|CDS_13616	KZ613516.1	67278.5	HET
GCA_002865625|CDS_12952	KZ613510.1	413403.0	HET
GCA_002865625|CDS_11673	KZ613502.1	91048.0	HET
GCA_002865625|CDS_13780	KZ613517.1	300009.0	HET
GCA_002865625|CDS_8924	KZ613487.1	774899.0	HET
GCA_002865625|CDS_12357	KZ613506.1	322258.5	HET
GCA_002865625|CDS_15928	KZ613542.1	130518.0	HET
GCA_002865625|CDS_8824	KZ613487.1	441844.5	HET
GCA_002865625|CDS_11012	KZ613498.1	262480.5	HET
GCA_002865625|CDS_13446	KZ613514.1	432087.5	HET
GCA_002865625|CDS_13279	KZ613513.1	234001.5	HET
GCA_002865625|CDS_15070	KZ613529.1	143714.0	HET
GCA_002865625|CDS_16555	KZ613562.1	53547.5	HET
GCA_002865625|CDS_11692	KZ613502.1	237079.0	HET
GCA_002865625|CDS_8765	KZ613487.1	217666.5	HET
GCA_002865625|CDS_8410	KZ613485.1	480958.5	HET
GCA_002865625|CDS_7608	KZ613482.1	576949.5	HET
GCA_002865625|CDS_7308	KZ613481.1	419073.0	HET
GCA_002865625|CDS_11586	KZ613501.1	354614.5	HET
GCA_002865625|CDS_1413	KZ613466.1	692486.5	HET
GCA_002865625|CDS_3654	KZ613471.1	376636.0	HET
GCA_002865625|CDS_11016	KZ613498.1	274111.5	HET
GCA_002865625|CDS_6039	KZ613477.1	175786.0	HET
GCA_002865625|CDS_12224	KZ613505.1	276790.0	HET
GCA_002865625|CDS_1096	KZ613465.1	1203134.5	HET
GCA_002865625|CDS_9357	KZ613489.1	593234.5	HET
GCA_002865625|CDS_10285	KZ613494.1	313290.0	HET
GCA_002865625|CDS_1064	KZ613465.1	1113013.5	HET
GCA_002865625|CDS_16044	KZ613544.1	176870.5	HET
GCA_002865625|CDS_11956	KZ613503.1	445149.0	HET
GCA_002865625|CDS_5834	KZ613476.1	694911.5	HET
GCA_002865625|CDS_1439	KZ613466.1	745195.5	HET
GCA_002865625|CDS_11964	KZ613503.1	466028.0	HET
GCA_002865625|CDS_16378	KZ613553.1	53486.5	HET
GCA_002865625|CDS_13711	KZ613516.1	369434.5	HET
GCA_002865625|CDS_11863	KZ613503.1	182279.0	HET
GCA_002865625|CDS_13632	KZ613516.1	105489.0	HET
GCA_002865625|CDS_12410	KZ613506.1	456313.0	HET
GCA_002865625|CDS_1361	KZ613466.1	527522.0	HET
GCA_002865625|CDS_13617	KZ613516.1	68825.5	HET
GCA_002865625|CDS_10186	KZ613493.1	631600.5	HET
GCA_002865625|CDS_8812	KZ613487.1	405659.5	HET
GCA_002865625|CDS_10276	KZ613494.1	273131.0	HET
GCA_002865625|CDS_13090	KZ613512.1	82062.0	HET
GCA_002865625|CDS_15793	KZ613539.1	132977.5	HET
GCA_002865625|CDS_11549	KZ613501.1	236809.0	HET
GCA_002865625|CDS_7003	KZ613480.1	283199.5	HET
GCA_002865625|CDS_4645	KZ613473.1	954527.0	HET
GCA_002865625|CDS_15937	KZ613542.1	154479.0	HET
GCA_002865625|CDS_13498	KZ613515.1	161295.5	HET
GCA_002865625|CDS_592	KZ613464.1	1744019.0	HET
GCA_002865625|CDS_10127	KZ613493.1	344800.5	HET
GCA_002865625|CDS_15932	KZ613542.1	142120.5	HET
GCA_002865625|CDS_11913	KZ613503.1	329764.0	HET
GCA_002865625|CDS_4810	KZ613474.1	146969.5	HET
GCA_002865625|CDS_2637	KZ613468.1	1181625.0	HET
GCA_002865625|CDS_3735	KZ613471.1	572700.5	HET
GCA_002865625|CDS_16533	KZ613561.1	108722.5	HET
GCA_002865625|CDS_13499	KZ613515.1	162275.0	HET
GCA_002865625|CDS_4205	KZ613472.1	782150.5	HET
GCA_002865625|CDS_16688	KZ613572.1	33631.5	HET
GCA_002865625|CDS_12791	KZ613509.1	371190.5	HET
GCA_002865625|CDS_9057	KZ613488.1	399918.5	HET
GCA_002865625|CDS_9448	KZ613490.1	244255.0	HET
GCA_002865625|CDS_12818	KZ613509.1	444794.5	HET
GCA_002865625|CDS_3240	KZ613470.1	326382.0	HET
GCA_002865625|CDS_1217	KZ613465.1	1582038.5	HET
GCA_002865625|CDS_16730	KZ613578.1	26135.5	HET
GCA_002865625|CDS_25	KZ613464.1	65981.5	HET
GCA_002865625|CDS_2665	KZ613468.1	1273052.5	HET
GCA_002865625|CDS_13716	KZ613516.1	384032.5	HET
GCA_002865625|CDS_2609	KZ613468.1	1104107.5	HET
GCA_002865625|CDS_14087	KZ613520.1	261181.5	HET
GCA_002865625|CDS_16017	KZ613544.1	40404.0	HET
GCA_002865625|CDS_16517	KZ613561.1	65443.5	HET
GCA_002865625|CDS_11579	KZ613501.1	324316.5	HET
GCA_002865625|CDS_10812	KZ613497.1	150116.5	HET
GCA_002865625|CDS_11580	KZ613501.1	328517.0	HET
GCA_002865625|CDS_5620	KZ613475.1	1081194.5	HET
GCA_002865625|CDS_6526	KZ613478.1	832260.0	HET
GCA_002865625|CDS_11582	KZ613501.1	333230.5	HET
GCA_002865625|CDS_5570	KZ613475.1	910001.0	HET
GCA_002865625|CDS_5834	KZ613476.1	694911.5	NACHT
GCA_002865625|CDS_592	KZ613464.1	1744019.0	NACHT
GCA_002865625|CDS_10547	KZ613495.1	560591.5	NACHT
GCA_002865625|CDS_12728	KZ613509.1	148637.5	NACHT
GCA_002865625|CDS_496	KZ613464.1	1386934.0	NACHT
GCA_002865625|CDS_12745	KZ613509.1	218514.0	NACHT
GCA_002865625|CDS_15051	KZ613529.1	86557.5	NACHT
GCA_002865625|CDS_10911	KZ613497.1	512745.0	NACHT
GCA_002865625|CDS_9015	KZ613488.1	285132.5	NACHT
GCA_002865625|CDS_12922	KZ613510.1	295561.5	NACHT
GCA_002865625|CDS_10886	KZ613497.1	417277.5	NACHT
GCA_002865625|CDS_10133	KZ613493.1	362395.0	NACHT
GCA_002865625|CDS_8791	KZ613487.1	345622.0	NACHT
GCA_002865625|CDS_13176	KZ613512.1	355376.0	NACHT
GCA_002865625|CDS_15153	KZ613530.1	94195.5	NACHT
GCA_002865625|CDS_6050	KZ613477.1	207738.5	NACHT
GCA_002865625|CDS_11592	KZ613501.1	372031.0	NACHT
GCA_002865625|CDS_10903	KZ613497.1	494487.5	NACHT
GCA_002865625|CDS_4705	KZ613473.1	1126784.5	NACHT
GCA_002865625|CDS_9723	KZ613491.1	444392.0	NACHT
GCA_002865625|CDS_14997	KZ613528.1	213920.5	NACHT
GCA_002865625|CDS_7119	KZ613480.1	592485.0	NACHT
GCA_002865625|CDS_6383	KZ613478.1	289202.0	NACHT
GCA_002865625|CDS_12054	KZ613504.1	202632.5	NACHT
GCA_002865625|CDS_16483	KZ613558.1	54068.5	NACHT
GCA_002865625|CDS_13666	KZ613516.1	216376.0	NACHT
GCA_002865625|CDS_8223	KZ613484.1	739789.5	NACHT
GCA_002865625|CDS_3974	KZ613472.1	14821.5	NACHT
GCA_002865625|CDS_13938	KZ613518.1	370778.5	NACHT
GCA_002865625|CDS_7154	KZ613480.1	713578.5	NACHT
GCA_002865625|CDS_11907	KZ613503.1	318513.5	NACHT
GCA_002865625|CDS_7536	KZ613482.1	371932.5	NACHT
GCA_002865625|CDS_10876	KZ613497.1	383110.5	NACHT
GCA_002865625|CDS_11029	KZ613498.1	313751.5	NACHT
GCA_002865625|CDS_13664	KZ613516.1	208428.5	NACHT
GCA_002865625|CDS_7234	KZ613481.1	121486.0	NACHT
GCA_002865625|CDS_15492	KZ613534.1	148537.0	NACHT
GCA_002865625|CDS_576	KZ613464.1	1674725.5	NACHT
GCA_002865625|CDS_11586	KZ613501.1	354614.5	NACHT
GCA_002865625|CDS_1096	KZ613465.1	1203134.5	NACHT
GCA_002865625|CDS_15864	KZ613540.1	192552.5	NACHT
GCA_002865625|CDS_25	KZ613464.1	65981.5	NACHT
GCA_002865625|CDS_6731	KZ613479.1	467656.5	NACHT
GCA_002865625|CDS_6938	KZ613480.1	123697.0	NACHT
GCA_002865625|CDS_6185	KZ613477.1	701559.5	NACHT
GCA_002865625|CDS_8213	KZ613484.1	710746.0	NACHT
GCA_002865625|CDS_12711	KZ613509.1	32339.0	NACHT
GCA_002865625|CDS_532	KZ613464.1	1521449.0	NACHT
GCA_002865625|CDS_7618	KZ613482.1	611716.0	NACHT
GCA_002865625|CDS_13434	KZ613514.1	312395.0	NACHT
